PLOTID,VISIT_NBR,STATECD,UNITCD,COUNTYCD,RETIRED_PLOT,SUBP,CONDID,TREE,BLDG_INTERACTION_ID,ENERGY_USE,ENERGY_INFLUENCE,ELEC_C_AVOIDED,ELEC_AVOIDED,FUEL_C_AVOIDED,FUEL_AVOIDED,BINTA_CN,PLT_CN,SBP_CN,CND_CN,MTRE_CN,PREV_PLT_CN
1857695,1,17,3,31,21833,1,2,8,2,COOLING,SHADING,0.082341768,0.074134374,,,489743147126144,352769802489998,478150536489998,478150535489998,488917957126144,
1856965,1,17,3,31,23428,1,2,1,2,COOLING,CLIMATE,1.704811676,1.534885024,,,489743149126144,352769806489998,478150662489998,478150661489998,488917962126144,
1857067,1,17,3,31,23488,1,1,1,1,HEATING,WINDBREAK,0.0,0.0,0.0,0.0,489743154126144,352769812489998,478150840489998,478150838489998,488917968126144,
1857067,1,17,3,31,23488,1,1,1,3,HEATING,CLIMATE,1.979388228,1.782093232,43.67269692,212867.2521,489743156126144,352769812489998,478150840489998,478150838489998,488917968126144,
1857067,1,17,3,31,23488,1,1,2,2,HEATING,SHADING,-13.393112,-12.05815712,-294.1874046,-1433913.38,489743159126144,352769812489998,478150840489998,478150838489998,488917969126144,
1837440,4,17,3,197,20071,1,1,2,1,HEATING,SHADING,-6.037899605,-5.436073563,-132.6259359,-646438.634,489743191126144,352769832489998,478151441489998,478151440489998,488917991126144,
1852998,4,17,3,43,20016,1,1,2,3,HEATING,SHADING,-5.803681679,-5.225201247,-127.4812045,-621362.4443,489743200126144,352769835489998,478151558489998,478151556489998,488918007126144,
1852998,4,17,3,43,20016,1,1,3,1,HEATING,CLIMATE,13.75183836,12.38112751,304.7909735,1485596.759,489743201126144,352769835489998,478151558489998,478151556489998,488918008126144,
1857098,1,17,3,31,23565,1,1,3,2,HEATING,SHADING,0.0,0.0,0.0,0.0,785693498290487,352769543489998,785693459290487,785693455290487,785693480290487,
1796131,4,17,3,93,20008,1,1,2,4,HEATING,WINDBREAK,0.0,0.0,0.0,0.0,942083016290487,352769574489998,942082970290487,942082966290487,942082986290487,
1852501,4,17,3,31,20024,1,1,2,1,HEATING,WINDBREAK,0.0,0.0,0.0,0.0,785697086290487,352769585489998,785697064290487,785697061290487,785697078290487,
1857977,1,17,3,31,22301,1,1,1,2,HEATING,SHADING,-3.828575214,-3.446962995,-84.09685557,-409900.6432,785695245290487,352769606489998,785695212290487,785695205290487,785695230290487,
1857977,1,17,3,31,22301,1,1,2,2,HEATING,CLIMATE,4.843080422,4.360347665,107.1836717,522429.2356,785695248290487,352769606489998,785695212290487,785695205290487,785695231290487,
1856929,1,17,3,31,23329,1,1,4,2,COOLING,CLIMATE,8.880205164,7.995073069,,,785698821290487,352769611489998,785698791290487,785698785290487,785698810290487,
1837455,4,17,3,197,20165,1,1,5,1,COOLING,SHADING,9.322520256,8.393300522,,,785695460290487,352769621489998,785695426290487,785695423290487,785695442290487,
1837455,4,17,3,197,20165,1,1,5,2,COOLING,SHADING,8.184055487,7.368311926,,,785695461290487,352769621489998,785695426290487,785695423290487,785695442290487,
1853010,5,17,3,43,20028,1,1,3,2,COOLING,CLIMATE,1.907204157,1.717104089,,,785699009290487,352769643489998,785698983290487,785698977290487,785699001290487,
1837534,4,17,3,197,20021,1,1,1,2,HEATING,CLIMATE,8.130273071,7.319890259,179.7689254,876220.6107,785694547290487,352769651489998,785694526290487,785694523290487,785694540290487,
1857132,1,17,3,31,23612,1,1,1,3,HEATING,CLIMATE,1.979388228,1.782093232,43.67269692,212867.2521,707805276126144,352769670489998,707805244126144,707805238126144,707805261126144,
1857132,1,17,3,31,23612,1,1,1,4,HEATING,WINDBREAK,0.0,0.0,0.0,0.0,707805277126144,352769670489998,707805244126144,707805238126144,707805261126144,
1857132,1,17,3,31,23612,1,1,4,3,HEATING,SHADING,-0.181162865,-0.163105504,-3.979346468,-19395.92944,707805288126144,352769670489998,707805244126144,707805238126144,707805264126144,
1857132,1,17,3,31,23612,1,1,5,4,COOLING,SHADING,-2.148046078,-1.933940155,,,707805293126144,352769670489998,707805244126144,707805238126144,707805265126144,
1837523,4,17,3,197,20124,1,2,14,1,HEATING,WINDBREAK,0.0,0.0,0.0,0.0,707806580126144,352769714489998,707806501126144,707806494126144,707806532126144,
1837523,4,17,3,197,20124,12,2,15,1,COOLING,SHADING,40.41906639,36.39030667,,,707806581126144,352769714489998,707806505126144,707806494126144,707806533126144,
1854662,1,17,3,31,23221,1,1,1,2,HEATING,SHADING,-0.251039971,-0.226017628,-5.514237279,-26877.21666,491758016126144,352769725489998,491757995126144,491757993126144,491758009126144,
1856834,1,17,3,31,23262,1,1,2,1,COOLING,CLIMATE,4.975563086,4.479625155,,,491758120126144,352769727489998,491758094126144,491758092126144,491758109126144,
1852387,4,17,3,31,20101,1,1,4,3,COOLING,SHADING,0.082341768,0.074134374,,,491758244126144,352769731489998,491758221126144,491758218126144,491758237126144,
1857776,1,17,3,31,22048,1,1,1,3,HEATING,SHADING,-9.549871562,-8.597990647,-209.7684189,-1022442.626,491758390126144,352769737489998,491758374126144,491758372126144,491758386126144,
1467826,1,55,5,59,21541,1,1,2,1,HEATING,WINDBREAK,0.0,0.0,0.0,0.0,1287177526290487,924143,1287177476290487,1287177472290487,1287177494290487,
1856813,1,17,3,31,23202,1,1,1,2,HEATING,WINDBREAK,0.0,0.0,0.0,0.0,785698506290487,352769390489998,785698475290487,785698468290487,785698493290487,
1856813,1,17,3,31,23202,1,1,4,2,HEATING,CLIMATE,1.979388228,1.782093232,43.67269692,212867.2521,785698515290487,352769390489998,785698475290487,785698468290487,785698496290487,
1796349,4,17,3,97,20068,1,1,1,3,COOLING,CLIMATE,1.764624192,1.588735744,,,1287852412290487,352769422489998,1287852389290487,1287852383290487,1287852406290487,
1915163,5,18,4,127,20116,1,2,1,2,COOLING,SHADING,9.773610066,8.799428075,,,489743258126144,352769862489998,478152446489998,478152445489998,488918163126144,
1856965,2,17,3,31,23428,1,2,1,3,COOLING,SHADING,18.62355983,16.76726145,,,942083211290487,559740553126144,942083188290487,942083186290487,942083203290487,352769806489998.0
1857067,2,17,3,31,23488,1,1,2,4,HEATING,SHADING,-0.323505121,-0.291259834,-7.105975957,-34635.58888,942083271290487,559740571126144,942083233290487,942083224290487,942083252290487,352769812489998.0
1857797,2,17,3,31,22027,1,1,1,2,HEATING,CLIMATE,14.54778512,13.0977385,323.3093155,1575857.926,942231298290487,781816999290487,942231274290487,942231268290487,942231293290487,352769736489998.0
1856834,2,17,3,31,23262,1,1,1,2,COOLING,SHADING,101.8173874,91.6687663,,,942230972290487,781817043290487,942230941290487,942230933290487,942230959290487,352769727489998.0
1854662,2,17,3,31,23221,1,1,1,4,COOLING,CLIMATE,4.933186423,4.441472375,,,942231568290487,781817055290487,942231533290487,942231527290487,942231554290487,352769725489998.0
1854662,2,17,3,31,23221,1,1,3,2,COOLING,SHADING,57.06284409,51.37512024,,,942231574290487,781817055290487,942231533290487,942231527290487,942231556290487,352769725489998.0
1854662,2,17,3,31,23221,1,1,3,3,HEATING,WINDBREAK,0.0,0.0,0.0,0.0,942231575290487,781817055290487,942231533290487,942231527290487,942231556290487,352769725489998.0
1854662,2,17,3,31,23221,1,1,4,3,HEATING,CLIMATE,1.979388228,1.782093232,43.67269692,212867.2521,942231579290487,781817055290487,942231533290487,942231527290487,942231557290487,352769725489998.0
1857771,2,17,3,31,22053,1,1,2,1,COOLING,SHADING,22.33967839,20.11297688,,,1287854367290487,992948034290487,1287854336290487,1287854331290487,1287854354290487,352769673489998.0
1857771,2,17,3,31,22053,1,1,3,3,COOLING,CLIMATE,10.01966,9.020953044,,,1287854370290487,992948034290487,1287854336290487,1287854331290487,1287854355290487,352769673489998.0
1469516,1,55,5,59,22311,1,1,1,1,COOLING,CLIMATE,1.61922828,1.457832131,,,489743563126144,923463,478152687489998,478152685489998,488921594126144,
1469919,4,55,5,59,20011,1,1,14,2,HEATING,WINDBREAK,0.0,0.0,0.0,0.0,505940887126144,923671,505940844126144,505940842126144,505940860126144,
1469478,1,55,5,59,22292,1,1,4,1,COOLING,SHADING,9.773610066,8.799428075,,,785694717290487,923693,785694652290487,785694646290487,785694681290487,
1467849,1,55,5,59,21553,1,1,3,2,COOLING,SHADING,-0.021480464,-0.019339404,,,785692940290487,923694,785692881290487,785692876290487,785692901290487,
1468333,1,55,5,59,21795,1,1,7,1,COOLING,SHADING,36.94639419,33.26377214,,,942083568290487,924132,942083528290487,942083523290487,942083552290487,
1469307,1,55,5,59,22221,1,1,4,1,COOLING,SHADING,6.121931118,5.511729258,,,942163630290487,924136,942163483290487,942163480290487,942163506290487,
1469307,1,55,5,59,22221,1,1,15,1,COOLING,CLIMATE,9.851764607,8.869792582,,,942163644290487,924136,942163483290487,942163480290487,942163517290487,
1469307,1,55,5,59,22221,1,1,17,1,COOLING,SHADING,0.0,0.0,,,942163646290487,924136,942163483290487,942163480290487,942163519290487,
1469307,1,55,5,59,22221,1,1,26,1,HEATING,CLIMATE,0.989137905,0.890545847,21.82250993,106366.175,942163655290487,924136,942163483290487,942163480290487,942163528290487,
1469307,1,55,5,59,22221,1,1,35,1,COOLING,SHADING,0.0,0.0,,,942163664290487,924136,942163483290487,942163480290487,942163537290487,
1852723,4,17,3,37,20200,1,1,1,2,HEATING,SHADING,-5.823092175,-5.242677007,-127.9075672,-623440.5999,942211107290487,352769495489998,942211084290487,942211082290487,942211097290487,
1856986,1,17,3,31,23407,1,1,1,4,HEATING,WINDBREAK,0.0,0.0,0.0,0.0,785693275290487,352769519489998,785693238290487,785693233290487,785693257290487,
1857349,1,17,3,31,23813,1,2,1,1,HEATING,SHADING,0.0,0.0,0.0,0.0,491758863126144,352769753489998,491758849126144,491758848126144,491758861126144,
1795853,4,17,3,89,20007,1,1,3,2,HEATING,WINDBREAK,0.0,0.0,0.0,0.0,491757501126144,352769784489998,491757463126144,491757461126144,491757478126144,
1795853,4,17,3,89,20007,1,1,6,2,HEATING,SHADING,-1.701636985,-1.53202677,-37.37743462,-182183.2028,491757507126144,352769784489998,491757463126144,491757461126144,491757481126144,
1854651,1,17,3,31,23232,1,2,2,1,COOLING,CLIMATE,4.95134785,4.457823566,,,489743143126144,352769800489998,478150005489998,478150004489998,488917950126144,
1856965,1,17,3,31,23428,1,2,1,1,HEATING,SHADING,-1.458361021,-1.312999273,-32.03373821,-156137.2278,489743148126144,352769806489998,478150662489998,478150661489998,488917962126144,
1857067,1,17,3,31,23488,1,1,1,3,HEATING,WINDBREAK,0.0,0.0,0.0,0.0,489743156126144,352769812489998,478150840489998,478150838489998,488917968126144,
1857067,1,17,3,31,23488,1,1,3,3,HEATING,CLIMATE,1.979388228,1.782093232,43.67269692,212867.2521,489743164126144,352769812489998,478150840489998,478150838489998,488917970126144,
1857913,1,17,3,31,22176,1,2,1,1,HEATING,CLIMATE,5.007181246,4.508091783,110.312232,537678.306,489743173126144,352769819489998,478151048489998,478151047489998,488917978126144,
1857913,1,17,3,31,22176,1,2,1,3,HEATING,CLIMATE,5.007181246,4.508091783,110.312232,537678.306,489743175126144,352769819489998,478151048489998,478151047489998,488917978126144,
1856790,1,17,3,31,23171,1,1,2,1,HEATING,SHADING,-15.95786089,-14.36726534,-350.5235884,-1708504.359,489743179126144,352769825489998,478151202489998,478151200489998,488917983126144,
1852341,4,17,3,31,20182,1,1,3,1,HEATING,CLIMATE,7.183950825,6.467892432,159.2469328,776193.3514,489743188126144,352769831489998,478151403489998,478151402489998,488917988126144,
1837440,4,17,3,197,20071,1,1,9,1,HEATING,CLIMATE,6.40366069,5.765377509,141.8925124,691605.3128,489743192126144,352769832489998,478151441489998,478151440489998,488917997126144,
1796375,4,17,3,97,20011,1,2,12,1,HEATING,SHADING,-5.823092175,-5.242677007,-127.9075672,-623440.5999,489743209126144,352769839489998,478151657489998,478151656489998,488918022126144,
1796340,4,17,3,97,20080,1,1,9,1,HEATING,CLIMATE,1.979388228,1.782093232,43.67269692,212867.2521,489743224126144,352769840489998,478151750489998,478151747489998,488918050126144,
1857727,1,17,3,31,21962,1,1,2,2,HEATING,CLIMATE,5.467312529,4.922359603,121.067208,590099.6665,785696764290487,352769531489998,785696724290487,785696719290487,785696746290487,
1857098,1,17,3,31,23565,1,1,2,1,HEATING,WINDBREAK,0.0,0.0,0.0,0.0,785693495290487,352769543489998,785693459290487,785693455290487,785693479290487,
1857098,1,17,3,31,23565,1,1,4,2,HEATING,SHADING,0.0,0.0,0.0,0.0,785693500290487,352769543489998,785693459290487,785693455290487,785693481290487,
1853029,4,17,3,43,20061,1,1,4,1,HEATING,WINDBREAK,0.0,0.0,0.0,0.0,942084230290487,352769571489998,942084184290487,942084179290487,942084206290487,
1916052,4,18,4,89,20075,1,1,1,2,HEATING,WINDBREAK,0.0,0.0,0.0,0.0,942083666290487,352769578489998,942083648290487,942083645290487,942083661290487,
1857907,1,17,3,31,22182,1,1,1,2,COOLING,CLIMATE,9.901511389,8.914580867,,,785697133290487,352769605489998,785697109290487,785697101290487,785697128290487,
1852335,4,17,3,31,20130,1,2,1,2,HEATING,CLIMATE,1.801227567,1.621690687,39.87297015,194346.8159,785697736290487,352769609489998,785697715290487,785697709290487,785697730290487,
1856929,1,17,3,31,23329,1,1,1,1,HEATING,CLIMATE,0.601327382,0.541390234,13.19117045,64295.73635,785698815290487,352769611489998,785698791290487,785698785290487,785698807290487,
1856929,1,17,3,31,23329,1,1,1,3,HEATING,WINDBREAK,0.0,0.0,0.0,0.0,785698817290487,352769611489998,785698791290487,785698785290487,785698807290487,
1854669,1,17,3,31,23592,1,1,2,2,COOLING,CLIMATE,5.030047367,4.52867873,,,785693682290487,352769614489998,785693645290487,785693638290487,785693664290487,
1854669,1,17,3,31,23592,1,1,2,3,COOLING,CLIMATE,5.030047367,4.52867873,,,785693683290487,352769614489998,785693645290487,785693638290487,785693664290487,
1854669,1,17,3,31,23592,1,1,2,4,COOLING,SHADING,2.513213871,2.262709945,,,785693684290487,352769614489998,785693645290487,785693638290487,785693664290487,
1837455,4,17,3,197,20165,1,1,4,1,COOLING,SHADING,0.0,0.0,,,785695458290487,352769621489998,785695426290487,785695423290487,785695441290487,
1852442,4,17,3,31,20004,1,2,8,2,COOLING,SHADING,0.0,0.0,,,785698318290487,352769622489998,785698266290487,785698262290487,785698295290487,
1837534,4,17,3,197,20021,1,1,1,2,HEATING,SHADING,-8.255850585,-7.432950868,-181.3445043,-883900.2177,785694547290487,352769651489998,785694526290487,785694523290487,785694540290487,
1856854,1,17,3,31,23296,1,1,1,1,COOLING,SHADING,4.418837647,3.978391176,,,707806672126144,352769664489998,707806649126144,707806643126144,707806666126144,
1857132,1,17,3,31,23612,1,1,1,1,HEATING,WINDBREAK,0.0,0.0,0.0,0.0,707805274126144,352769670489998,707805244126144,707805238126144,707805261126144,
1852384,4,17,3,31,20155,1,2,3,1,COOLING,CLIMATE,1.74391986,1.57009511,,,707806894126144,352769684489998,707806863126144,707806857126144,707806882126144,
1837523,4,17,3,197,20124,1,2,3,1,HEATING,WINDBREAK,0.0,0.0,0.0,0.0,707806567126144,352769714489998,707806501126144,707806494126144,707806521126144,
1854662,1,17,3,31,23221,1,1,1,3,HEATING,WINDBREAK,0.0,0.0,0.0,0.0,491758017126144,352769725489998,491757995126144,491757993126144,491758009126144,
1856834,1,17,3,31,23262,1,1,1,4,HEATING,WINDBREAK,0.0,0.0,0.0,0.0,491758119126144,352769727489998,491758094126144,491758092126144,491758108126144,
1856834,1,17,3,31,23262,1,1,4,1,COOLING,SHADING,4.922605639,4.431946227,,,491758127126144,352769727489998,491758094126144,491758092126144,491758111126144,
1857797,1,17,3,31,22027,1,1,1,1,HEATING,SHADING,-0.019410308,-0.01747559,-0.426358564,-2078.135364,491758360126144,352769736489998,491758344126144,491758342126144,491758358126144,
1857776,1,17,3,31,22048,1,1,1,3,HEATING,CLIMATE,31.87220786,28.695354,708.477625,3453225.834,491758390126144,352769737489998,491758374126144,491758372126144,491758386126144,
1467748,1,55,5,59,21502,1,2,3,3,HEATING,WINDBREAK,0.0,0.0,0.0,0.0,1287172501290487,924142,1287172460290487,1287172456290487,1287172477290487,
1856813,1,17,3,31,23202,1,1,4,3,HEATING,CLIMATE,1.979388228,1.782093232,43.67269692,212867.2521,785698516290487,352769390489998,785698475290487,785698468290487,785698496290487,
1856981,1,17,3,31,23412,1,1,1,1,HEATING,SHADING,-3.13411767,-2.821725322,-68.84269637,-335549.5914,785693091290487,352769399489998,785693067290487,785693064290487,785693084290487,
1856981,1,17,3,31,23412,1,1,1,2,COOLING,SHADING,0.150363229,0.135375814,,,785693092290487,352769399489998,785693067290487,785693064290487,785693084290487,
1856897,1,17,3,31,23307,1,1,2,1,HEATING,SHADING,-0.05176082,-0.046601574,-1.13695617,-5541.694304,785697496290487,352769411489998,785697468290487,785697460290487,785697489290487,
1852408,4,17,3,31,20178,1,1,6,1,COOLING,CLIMATE,5.030047367,4.52867873,,,1287853476290487,352769427489998,1287853432290487,1287853426290487,1287853449290487,
1852408,4,17,3,31,20178,1,1,8,2,HEATING,WINDBREAK,0.0,0.0,0.0,0.0,1287853483290487,352769427489998,1287853432290487,1287853426290487,1287853451290487,
1852987,4,17,3,43,20047,1,1,1,1,HEATING,WINDBREAK,6.131393288,5.520248288,132.4729111,645692.7682,1287852485290487,352769428489998,1287852454290487,1287852452290487,1287852468290487,
1916239,5,18,4,89,20090,1,1,1,1,HEATING,CLIMATE,19.37474727,17.44357447,430.8641269,2100096.152,1287852542290487,352769444489998,1287852508290487,1287852502290487,1287852527290487,
1857913,2,17,3,31,22176,1,2,1,4,COOLING,CLIMATE,9.945039823,8.953770617,,,942083511290487,559740563126144,942083487290487,942083483290487,942083506290487,352769819489998.0
1857913,2,17,3,31,22176,1,2,1,4,HEATING,CLIMATE,3.445635333,3.102192545,75.58388527,368407.1537,942083511290487,559740563126144,942083487290487,942083483290487,942083506290487,352769819489998.0
1857748,2,17,3,31,22022,1,2,1,1,COOLING,SHADING,22.33967839,20.11297688,,,942084064290487,559740581126144,942084035290487,942084030290487,942084059290487,352769818489998.0
1856834,2,17,3,31,23262,1,1,3,3,COOLING,SHADING,7.482360711,6.736558391,,,942230980290487,781817043290487,942230941290487,942230933290487,942230961290487,352769727489998.0
1854662,2,17,3,31,23221,1,1,3,1,HEATING,SHADING,-8.248086729,-7.425960872,-181.1739667,-883068.9921,942231573290487,781817055290487,942231533290487,942231527290487,942231556290487,352769725489998.0
1854662,2,17,3,31,23221,1,1,3,4,COOLING,CLIMATE,4.933186423,4.441472375,,,942231576290487,781817055290487,942231533290487,942231527290487,942231556290487,352769725489998.0
1857349,2,17,3,31,23813,1,2,1,1,HEATING,CLIMATE,4.530964368,4.079341696,100.2419036,488594.0202,942231951290487,781817061290487,942231929290487,942231924290487,942231946290487,352769753489998.0
1857771,2,17,3,31,22053,1,1,3,1,COOLING,CLIMATE,10.01966,9.020953044,,,1287854368290487,992948034290487,1287854336290487,1287854331290487,1287854355290487,352769673489998.0
1469516,1,55,5,59,22311,1,1,2,4,COOLING,SHADING,0.0,0.0,,,489743568126144,923463,478152687489998,478152685489998,488921595126144,
1469516,1,55,5,59,22311,1,1,2,4,HEATING,WINDBREAK,5.620443847,5.060227597,121.4335018,591885.0375,489743568126144,923463,478152687489998,478152685489998,488921595126144,
1469919,4,55,5,59,20011,1,1,14,2,COOLING,SHADING,-0.050121079,-0.045125274,,,505940887126144,923671,505940844126144,505940842126144,505940860126144,
1469478,1,55,5,59,22292,1,1,7,1,HEATING,CLIMATE,2.821016968,2.53983285,61.6925466,300698.6927,785694720290487,923693,785694652290487,785694646290487,785694684290487,
1469478,1,55,5,59,22292,1,1,10,1,HEATING,CLIMATE,2.821016968,2.53983285,61.6925466,300698.6927,785694726290487,923693,785694652290487,785694646290487,785694687290487,
1469478,1,55,5,59,22292,1,1,12,1,HEATING,CLIMATE,1.40980383,1.269282007,30.82422216,150241.8658,785694730290487,923693,785694652290487,785694646290487,785694689290487,
1857035,1,17,3,31,23466,1,1,2,2,HEATING,SHADING,-0.077641229,-0.06990236,-1.70543423,-8312.541331,785694819290487,352769456489998,785694785290487,785694777290487,785694810290487,
1917860,5,18,4,127,20001,1,1,1,1,COOLING,SHADING,0.0,0.0,,,942231648290487,352769507489998,942231630290487,942231627290487,942231646290487,
1917860,5,18,4,127,20001,1,1,1,2,HEATING,WINDBREAK,0.0,0.0,0.0,0.0,942231649290487,352769507489998,942231630290487,942231627290487,942231646290487,
1856986,1,17,3,31,23407,1,1,1,4,HEATING,CLIMATE,1.979388228,1.782093232,43.67269692,212867.2521,785693275290487,352769519489998,785693238290487,785693233290487,785693257290487,
1856986,1,17,3,31,23407,1,1,3,1,COOLING,SHADING,34.69094365,31.23313304,,,785693279290487,352769519489998,785693238290487,785693233290487,785693259290487,
1856866,1,17,3,31,23284,1,1,1,1,HEATING,SHADING,-4.668825713,-4.203461748,-102.5534408,-499860.7983,785694933290487,352769520489998,785694913290487,785694906290487,785694931290487,
1852370,5,17,3,31,20112,1,1,9,2,COOLING,SHADING,0.0,0.0,,,491759355126144,352769766489998,491759306126144,491759305126144,491759329126144,
1796301,4,17,3,97,20087,1,1,19,2,HEATING,SHADING,-0.02588041,-0.023300787,-0.568478085,-2770.847152,491759459126144,352769767489998,491759370126144,491759369126144,491759401126144,
1837533,4,17,3,197,20006,1,1,4,1,HEATING,WINDBREAK,0.0,0.0,0.0,0.0,489743239126144,352769852489998,478152185489998,478152184489998,488918149126144,
1837533,4,17,3,197,20006,1,1,7,1,HEATING,WINDBREAK,8.686140491,7.820351741,187.6699574,914731.4216,489743240126144,352769852489998,478152185489998,478152184489998,488918150126144,
1797337,4,17,3,111,20061,1,1,1,2,HEATING,SHADING,0.0,0.0,0.0,0.0,489743244126144,352769854489998,478152242489998,478152240489998,488918152126144,
1797337,4,17,3,111,20061,1,1,1,2,HEATING,WINDBREAK,0.0,0.0,0.0,0.0,489743244126144,352769854489998,478152242489998,478152240489998,488918152126144,
1852999,4,17,3,43,20049,1,1,3,2,COOLING,CLIMATE,1.7761266,1.599091652,,,491759572126144,352769771489998,491759543126144,491759542126144,491759554126144,
1852999,4,17,3,43,20049,1,1,9,1,HEATING,SHADING,0.0,0.0,0.0,0.0,491759575126144,352769771489998,491759543126144,491759542126144,491759559126144,
1854651,1,17,3,31,23232,1,2,1,3,HEATING,WINDBREAK,0.0,0.0,0.0,0.0,489743142126144,352769800489998,478150005489998,478150004489998,488917949126144,
1857067,1,17,3,31,23488,1,1,1,1,HEATING,SHADING,-9.549871562,-8.597990647,-209.7684189,-1022442.626,489743154126144,352769812489998,478150840489998,478150838489998,488917968126144,
1796375,4,17,3,97,20011,1,2,15,1,HEATING,CLIMATE,1.979388228,1.782093232,43.67269692,212867.2521,489743212126144,352769839489998,478151657489998,478151656489998,488918025126144,
1857766,1,17,3,31,22004,1,2,2,1,COOLING,SHADING,17.82878286,16.05170366,,,785693402290487,352769528489998,785693374290487,785693369290487,785693394290487,
1857355,1,17,3,31,23807,1,2,1,1,COOLING,SHADING,47.67588277,42.9238018,,,785697047290487,352769541489998,785697019290487,785697015290487,785697036290487,
1857098,1,17,3,31,23565,1,1,4,1,HEATING,WINDBREAK,0.0,0.0,0.0,0.0,785693499290487,352769543489998,785693459290487,785693455290487,785693481290487,
1857098,1,17,3,31,23565,1,1,4,2,COOLING,SHADING,0.0,0.0,,,785693500290487,352769543489998,785693459290487,785693455290487,785693481290487,
1796131,4,17,3,93,20008,1,1,7,1,COOLING,CLIMATE,8.747479653,7.875576939,,,942083022290487,352769574489998,942082970290487,942082966290487,942082991290487,
1915171,4,18,4,89,20095,1,1,1,2,HEATING,WINDBREAK,0.0,0.0,0.0,0.0,942083164290487,352769579489998,942083136290487,942083133290487,942083155290487,
1857874,1,17,3,31,22134,1,1,2,2,COOLING,SHADING,1.89028059,1.701867373,,,785693626290487,352769604489998,785693596290487,785693591290487,785693613290487,
1852335,4,17,3,31,20130,1,2,1,2,COOLING,CLIMATE,1.76117347,1.585628972,,,785697736290487,352769609489998,785697715290487,785697709290487,785697730290487,
1854669,1,17,3,31,23592,1,1,1,4,COOLING,SHADING,25.71211196,23.14926402,,,785693680290487,352769614489998,785693645290487,785693638290487,785693663290487,
1854669,1,17,3,31,23592,1,1,3,4,COOLING,SHADING,-2.148046078,-1.933940155,,,785693688290487,352769614489998,785693645290487,785693638290487,785693665290487,
1857132,1,17,3,31,23612,1,1,4,2,COOLING,CLIMATE,9.851764607,8.869792582,,,707805287126144,352769670489998,707805244126144,707805238126144,707805264126144,
1852384,4,17,3,31,20155,1,2,2,1,HEATING,CLIMATE,5.631799611,5.070451478,124.2035706,605386.7669,707806893126144,352769684489998,707806863126144,707806857126144,707806881126144,
1837523,4,17,3,197,20124,12,2,15,1,HEATING,SHADING,-17.93728062,-16.14938693,-394.0026806,-1920427.953,707806581126144,352769714489998,707806505126144,707806494126144,707806533126144,
1854662,1,17,3,31,23221,1,1,1,2,HEATING,WINDBREAK,0.0,0.0,0.0,0.0,491758016126144,352769725489998,491757995126144,491757993126144,491758009126144,
1854662,1,17,3,31,23221,1,1,2,2,COOLING,SHADING,7.940610582,7.149132328,,,491758020126144,352769725489998,491757995126144,491757993126144,491758010126144,
1854662,1,17,3,31,23221,1,1,2,3,COOLING,CLIMATE,4.92410571,4.433296779,,,491758021126144,352769725489998,491757995126144,491757993126144,491758010126144,
1856834,1,17,3,31,23262,1,1,1,2,COOLING,CLIMATE,4.975563086,4.479625155,,,491758117126144,352769727489998,491758094126144,491758092126144,491758108126144,
1856834,1,17,3,31,23262,1,1,3,1,COOLING,SHADING,91.13443735,82.05063648,,,491758123126144,352769727489998,491758094126144,491758092126144,491758110126144,
1856834,1,17,3,31,23262,1,1,4,1,COOLING,CLIMATE,1.738168656,1.564917156,,,491758127126144,352769727489998,491758094126144,491758092126144,491758111126144,
1856834,1,17,3,31,23262,1,1,4,3,COOLING,SHADING,-0.250605386,-0.225626361,,,491758129126144,352769727489998,491758094126144,491758092126144,491758111126144,
1856834,1,17,3,31,23262,1,1,4,4,COOLING,SHADING,0.554911888,0.499601193,,,491758130126144,352769727489998,491758094126144,491758092126144,491758111126144,
1857898,1,17,3,31,22191,1,2,2,1,COOLING,SHADING,2.344950217,2.111217926,,,785693206290487,352769406489998,785693175290487,785693173290487,785693195290487,
1857898,1,17,3,31,22191,1,2,3,1,COOLING,CLIMATE,10.01966,9.020953044,,,785693207290487,352769406489998,785693175290487,785693173290487,785693196290487,
1852362,4,17,3,31,20100,1,1,3,2,COOLING,CLIMATE,1.7761266,1.599091652,,,1287852865290487,352769416489998,1287852831290487,1287852826290487,1287852847290487,
1852987,4,17,3,43,20047,1,1,10,1,COOLING,SHADING,22.23227773,20.01628134,,,1287852488290487,352769428489998,1287852454290487,1287852452290487,1287852471290487,
1857035,1,17,3,31,23466,1,1,1,1,COOLING,SHADING,7.99431152,7.19748064,,,785694815290487,352769456489998,785694785290487,785694777290487,785694809290487,
1797331,6,17,3,111,20201,1,1,2,1,HEATING,CLIMATE,7.505654706,6.757530564,165.8775867,808512.1497,489743256126144,352769861489998,478152414489998,478152413489998,488918162126144,
1856933,2,17,3,31,23379,1,2,1,1,HEATING,CLIMATE,5.319490428,4.789271631,117.2579013,571532.5365,942083976290487,559740539126144,942083953290487,942083948290487,942083971290487,352769826489998.0
1856965,2,17,3,31,23428,1,2,1,2,HEATING,WINDBREAK,0.0,0.0,0.0,0.0,942083210290487,559740553126144,942083188290487,942083186290487,942083203290487,352769806489998.0
1854662,2,17,3,31,23221,1,1,1,1,COOLING,SHADING,0.121722613,0.109589944,,,942231565290487,781817055290487,942231533290487,942231527290487,942231554290487,352769725489998.0
