POPULATION_NAME,POPULATION_STRUCTURE_VERSION,LOCATION_NAME,ACRES,REPORT_YEAR,RAINFALL,TREE_INTERCEPTION,RUNOFF_AVOIDED,CN,PPN_CN,PSTR_CN,PSTREL_CN
"Chicago, IL Urban Area",1.0,"City of Chicago, IL",149810.83144087,2022,15730195641.558477,263850189.9784279,53651449.76983419,1586324739290487,148700,552320953126144,349163012489998
