PLOTID,VISIT_NBR,STATECD,UNITCD,COUNTYCD,RETIRED_PLOT,SUBP,CONDID,TREE,BLDG_INTERACTION_ID,DISTANCE_CD,AZIMUTH,ITREE_ECO_VERSION,ELEC_AVOID_VALUE_SUM,ELEC_AVOID_SUM,FUEL_AVOID_VALUE_SUM,FUEL_AVOID_SUM,CARBON_AVOID_VALUE_SUM,CARBON_AVOID_SUM,COOLING_CLIMATE_C_ELEC_AVOID,COOLING_CLIMATE_ELEC_AVOID,COOLING_SHADING_C_ELEC_AVOID,COOLING_SHADING_ELEC_AVOID,HEATING_CLIMATE_FUEL_AVOID,HEATING_CLIMATE_C_FUEL_AVOID,HEATING_CLIMATE_C_ELEC_AVOID,HEATING_CLIMATE_ELEC_AVOID,HEATING_SHADING_FUEL_AVOID,HEATING_SHADING_C_FUEL_AVOID,HEATING_SHADING_C_ELEC_AVOID,HEATING_SHADING_ELEC_AVOID,HEATING_WINDBREAK_FUEL_AVOID,HEATING_WINDBREAK_C_FUEL_AVOID,HEATING_WINDBREAK_C_ELEC_AVOID,HEATING_WINDBREAK_ELEC_AVOID,CN,PLT_CN,SBP_CN,CND_CN,MTRE_CN,PREV_PLT_CN
1837533,4,17,3,197,20006,1,1,4,1,,,6.0.35,0.623231906,4.539198152,-0.460204106,-54437.80118,-0.142493872,-6.126945649,1.722065286,1.550418886,3.829659446,3.447939156,37158.48366,7.623583142,0.345539022,0.311097512,-91596.28484,-18.79226018,-0.855532363,-0.770257402,0.0,0.0,0.0,0.0,489743239126144,352769852489998,478152185489998,478152184489998,488918149126144,
1797337,4,17,3,111,20061,1,1,2,1,,,6.0.35,1.117465636,8.138861148,6.166573276,729447.4028,3.690785861,158.6962589,2.226271246,2.00436825,0.098196394,0.088408694,838381.2826,172.0056575,7.732914201,6.962138029,-108933.8798,-22.34931052,-1.017469865,-0.916053826,0.0,0.0,0.0,0.0,489743245126144,352769854489998,478152242489998,478152240489998,488918153126144,
1795853,4,17,3,89,20007,1,1,1,1,,,6.0.35,0.373259534,2.718569076,-4.199386911,-496747.8271,-2.299998247,-98.89523017,1.764624192,1.588735744,5.910706737,5.321558611,212081.0541,43.51139738,1.96485032,1.769004385,-708828.8812,-145.4261686,-6.620640222,-5.960729664,0.0,0.0,0.0,0.0,491757496126144,352769784489998,491757463126144,491757461126144,491757476126144,
1795853,4,17,3,89,20007,1,1,4,1,,,6.0.35,0.984071988,7.167312365,-5.579064961,-659950.7156,-2.963799409,-127.4373253,1.764624192,1.588735744,12.37632511,11.14271818,212081.0541,43.51139738,1.96485032,1.769004385,-872031.7696,-178.909526,-8.144996292,-7.333145947,0.0,0.0,0.0,0.0,491757502126144,352769784489998,491757463126144,491757461126144,491757479126144,
1854651,1,17,3,31,23232,1,2,1,3,,,6.0.35,1.847135898,13.45328403,0.615762791,72838.92503,0.695070625,29.88661821,4.95134785,4.457823566,9.315360195,8.386854138,106366.175,21.82250993,0.989137905,0.890545847,-33527.24999,-6.878584717,-0.313152957,-0.281939519,0.0,0.0,0.0,0.0,489743142126144,352769800489998,478150005489998,478150004489998,488917949126144,
1854651,1,17,3,31,23232,1,2,2,1,,,6.0.35,4.046041468,29.46861958,-3.843790907,-454684.1768,-1.408293429,-60.55374302,4.95134785,4.457823566,32.03094723,28.83827106,106366.175,21.82250993,0.989137905,0.890545847,-561050.3519,-115.1073344,-5.24035155,-4.718020899,0.0,0.0,0.0,0.0,489743143126144,352769800489998,478150005489998,478150004489998,488917950126144,
1854651,1,17,3,31,23232,1,2,2,3,,,6.0.35,0.475066842,3.460064401,-1.718446392,-203275.9852,-0.880548474,-37.86178715,4.95134785,4.457823566,0.794777057,0.715557865,106366.175,21.82250993,0.989137905,0.890545847,-309642.1602,-63.52742415,-2.892135739,-2.603862876,0.0,0.0,0.0,0.0,489743145126144,352769800489998,478150005489998,478150004489998,488917950126144,
1852330,4,17,3,31,20109,1,1,1,2,,,6.0.35,0.132004563,0.961431629,-0.664328278,-78583.76363,-0.350125639,-15.05468785,1.699060472,1.52970707,0.104333668,0.093934238,37158.48366,7.623583142,0.345539022,0.311097512,-115742.2473,-23.74614242,-1.081061732,-0.97330719,0.0,0.0,0.0,0.0,489743166126144,352769815489998,478150918489998,478150917489998,488917971126144,
1856790,1,17,3,31,23171,1,1,2,1,,,6.0.35,0.794578774,5.787172426,-13.5440917,-1602138.184,-7.495081578,-322.2732099,4.921078805,4.430571581,16.4755127,14.83332034,106366.175,21.82250993,0.989137905,0.890545847,-1708504.359,-350.5235884,-15.95786089,-14.36726534,0.0,0.0,0.0,0.0,489743179126144,352769825489998,478151202489998,478151200489998,488917983126144,
1856933,1,17,3,31,23379,1,1,2,1,,,6.0.35,6.894142674,50.21225546,-7.042909079,-833109.6553,-2.678100851,-115.1528704,9.969913215,8.976164759,53.59375129,48.25180835,503824.0755,103.3665626,4.694872063,4.226911936,-1336933.731,-274.2906719,-12.48729766,-11.24262958,0.0,0.0,0.0,0.0,489743183126144,352769826489998,478151236489998,478151234489998,488917985126144,
1852341,4,17,3,31,20182,1,1,4,1,,,6.0.35,0.49128313,3.578172831,1.993961996,235866.8801,1.217864874,52.36570383,1.7761266,1.599091652,0.017900384,0.016116168,271195.1812,55.63948815,2.510259495,2.260050045,-35328.3011,-7.248095567,-0.329975227,-0.297085034,0.0,0.0,0.0,0.0,489743189126144,352769831489998,478151403489998,478151402489998,488917989126144,
1852998,4,17,3,43,20016,1,1,1,1,,,6.0.35,11.43923919,83.31565323,-5.544852106,-655903.6578,-0.977449055,-42.02831433,5.069397125,4.564106311,93.65838904,84.32301395,742358.136,152.3051646,6.871834771,6.186886463,-1398261.794,-286.8729827,-13.06011721,-11.75835349,0.0,0.0,0.0,0.0,489743195126144,352769835489998,478151558489998,478151556489998,488918006126144,
1796375,4,17,3,97,20011,1,2,19,1,,,6.0.35,2.938896492,21.40492711,-3.470888544,-410573.3477,-1.406118145,-60.46021027,9.789581129,8.813807226,17.82878286,16.05170366,212867.2521,43.67269692,1.979388228,1.782093232,-623440.5999,-127.9075672,-5.823092175,-5.242677007,0.0,0.0,0.0,0.0,489743216126144,352769839489998,478151657489998,478151656489998,488918029126144,
1796375,4,17,3,97,20011,1,2,22,1,,,6.0.35,1.498805243,10.91627999,1.635560129,193471.3227,1.205130889,51.81816846,9.789581129,8.813807226,0.53701152,0.483485039,212867.2521,43.67269692,1.979388228,1.782093232,-19395.92944,-3.979346468,-0.181162865,-0.163105504,0.0,0.0,0.0,0.0,489743219126144,352769839489998,478151657489998,478151656489998,488918032126144,
1796340,4,17,3,97,20080,1,1,11,1,,,6.0.35,1.498036564,10.91068146,1.635560129,193471.3227,1.204986269,51.81195011,9.783362781,8.808208691,0.53701152,0.483485039,212867.2521,43.67269692,1.979388228,1.782093232,-19395.92944,-3.979346468,-0.181162865,-0.163105504,0.0,0.0,0.0,0.0,489743225126144,352769840489998,478151750489998,478151747489998,488918052126144,
1796340,4,17,3,97,20080,1,1,13,1,,,6.0.35,0.253595589,1.847018127,0.314128903,37158.48366,0.225012636,9.675084081,1.705961916,1.535920615,0.0,0.0,37158.48366,7.623583142,0.345539022,0.311097512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,489743227126144,352769840489998,478151750489998,478151747489998,488918054126144,
1853029,4,17,3,43,20061,1,1,1,1,,,6.0.35,1.494961848,10.88828731,1.635560129,193471.3227,1.204407791,51.78707672,9.75848939,8.785814548,0.53701152,0.483485039,212867.2521,43.67269692,1.979388228,1.782093232,-19395.92944,-3.979346468,-0.181162865,-0.163105504,0.0,0.0,0.0,0.0,942084224290487,352769571489998,942084184290487,942084179290487,942084203290487,
1853029,4,17,3,43,20061,1,1,1,2,,,6.0.35,5.966881725,43.45871614,-10.240447,-1211348.205,-4.65731469,-200.2550258,9.75848939,8.785814548,49.83467065,44.86741307,212867.2521,43.67269692,1.979388228,1.782093232,-1424215.457,-292.19774,-13.30253096,-11.97660472,0.0,0.0,0.0,0.0,942084225290487,352769571489998,942084184290487,942084179290487,942084203290487,
1853029,4,17,3,43,20061,1,1,3,2,,,6.0.35,3.205001003,23.34305173,-8.228387801,-973340.5964,-4.041287088,-173.7670963,4.878702143,4.3924188,30.1442469,27.13962709,106366.175,21.82250993,0.989137905,0.890545847,-1079706.771,-221.5169601,-10.0847331,-9.079540002,0.0,0.0,0.0,0.0,942084229290487,352769571489998,942084184290487,942084179290487,942084205290487,
1853029,4,17,3,43,20061,1,1,5,2,,,6.0.35,4.426755821,32.2414845,-9.975824048,-1180045.808,-4.797715841,-206.2919887,4.878702143,4.3924188,41.95850115,37.77629868,106366.175,21.82250993,0.989137905,0.890545847,-1286411.983,-263.925428,-12.01541182,-10.81777883,0.0,0.0,0.0,0.0,942084233290487,352769571489998,942084184290487,942084179290487,942084207290487,
1853029,4,17,3,43,20061,1,1,7,2,,,6.0.35,1.450973738,10.56790778,1.799528661,212867.2521,1.288679182,55.41057453,9.75848939,8.785814548,0.0,0.0,212867.2521,43.67269692,1.979388228,1.782093232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,942084237290487,352769571489998,942084184290487,942084179290487,942084209290487,
1796131,4,17,3,93,20008,1,1,2,4,,,6.0.35,0.17522126,1.276192715,-3.330413387,-393956.4628,-1.846790082,-79.40820412,4.893836665,4.406044793,0.207644461,0.186947554,106366.175,21.82250993,0.989137905,0.890545847,-500322.6379,-102.6481937,-4.673139411,-4.20734548,0.0,0.0,0.0,0.0,942083016290487,352769574489998,942082970290487,942082966290487,942082986290487,
1916052,4,18,4,89,20075,1,1,1,1,,,6.0.35,2.906962601,21.17234232,-4.594761529,-543516.9118,-2.046464065,-87.99377783,10.11293521,9.104931078,18.58059776,16.7285816,1282471.376,263.1169574,11.87798326,10.69404843,-1825988.288,-374.6270611,-17.05519037,-15.35521879,0.0,0.0,0.0,0.0,942083665290487,352769578489998,942083648290487,942083645290487,942083661290487,
1915171,4,18,4,89,20095,1,1,1,1,,,6.0.35,0.499230717,3.636057662,1.982068839,234460.0319,1.212647385,52.14136248,1.769225155,1.592878107,0.098196394,0.088408694,235726.7049,48.36263368,2.18301399,1.965422649,-1266.672984,-0.259875696,-0.011831045,-0.010651788,0.0,0.0,0.0,0.0,942083163290487,352769579489998,942083136290487,942083133290487,942083155290487,
1915171,4,18,4,89,20095,1,1,1,2,,,6.0.35,0.488554694,3.558300756,1.992776989,235726.7049,1.216682701,52.31487283,1.769225155,1.592878107,0.0,0.0,235726.7049,48.36263368,2.18301399,1.965422649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,942083164290487,352769579489998,942083136290487,942083133290487,942083155290487,
1915171,4,18,4,89,20095,1,1,2,1,,,6.0.35,0.874945082,6.37250606,-0.127436505,-15074.53548,0.092684685,3.985252259,1.769225155,1.592878107,5.468311845,4.923259312,235726.7049,48.36263368,2.18301399,1.965422649,-250801.2404,-51.45538568,-2.342546733,-2.109054009,0.0,0.0,0.0,0.0,942083165290487,352769579489998,942083136290487,942083133290487,942083156290487,
1857977,1,17,3,31,22301,1,1,3,2,,,6.0.35,2.670397649,19.44936379,-2.523015211,-298448.8809,-0.92163373,-39.62836929,1.758872989,1.58355779,22.64398591,20.38695262,182523.9905,37.44735199,1.692145732,1.523481555,-480972.8714,-98.67831819,-4.492407721,-4.044628172,0.0,0.0,0.0,0.0,785695251290487,352769606489998,785695212290487,785695205290487,785695232290487,
1854669,1,17,3,31,23592,1,1,2,4,,,6.0.35,0.705100482,5.135473285,-1.631605098,-193003.4798,-0.788254764,-33.89334597,5.030047367,4.52867873,2.513213871,2.262709945,522429.2356,107.1836717,4.843080422,4.360347665,-715432.7155,-146.7810376,-6.682321697,-6.016263054,0.0,0.0,0.0,0.0,785693684290487,352769614489998,785693645290487,785693638290487,785693664290487,
1837455,4,17,3,197,20165,1,1,3,1,,,6.0.35,1.466347317,10.67987849,1.799528661,212867.2521,1.291571574,55.53494149,9.882856346,8.89778526,0.0,0.0,212867.2521,43.67269692,1.979388228,1.782093232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,785695456290487,352769621489998,785695426290487,785695423290487,785695440290487,
1852442,4,17,3,31,20004,1,2,4,1,,,6.0.35,0.478658956,3.486226922,-5.994511705,-709094.1433,-3.293375041,-141.6084048,4.936213328,4.444197574,5.5634395,5.008905143,106366.175,21.82250993,0.989137905,0.890545847,-815460.3184,-167.3031008,-7.616604694,-6.857421641,0.0,0.0,0.0,0.0,785698312290487,352769622489998,785698266290487,785698262290487,785698292290487,
1852442,4,17,3,31,20004,1,2,8,1,,,6.0.35,1.312562404,9.559813576,4.884033428,577735.0466,3.003598634,129.1486107,1.514144651,1.363222685,3.608717482,3.249019524,32742.78277,6.717640284,0.304490257,0.274140272,-100700.5043,-20.66011827,-0.940568065,-0.846817193,645692.7682,132.4729111,6.131393288,5.520248288,785698317290487,352769622489998,785698266290487,785698262290487,785698295290487,
1915993,4,18,4,89,20101,1,1,2,1,,,6.0.35,2.744014748,19.98554077,-1.622888076,-191972.3385,-0.399732438,-17.18767897,5.014912844,4.515052737,19.00304775,17.108924,437841.1971,89.82925135,4.062790287,3.657832743,-629813.5355,-129.2150642,-5.882616999,-5.29626871,0.0,0.0,0.0,0.0,785699109290487,352769656489998,785699091290487,785699089290487,785699105290487,
1856854,1,17,3,31,23296,1,1,1,1,,,6.0.35,0.088062419,0.64138688,-4.924763442,-582553.0228,-2.763073334,-118.8065137,1.731267212,1.558703612,4.418837647,3.978391176,40650.08552,8.339934145,0.383163712,0.34497197,-623203.1083,-127.8588425,-5.820873945,-5.240679878,0.0,0.0,0.0,0.0,707806672126144,352769664489998,707806649126144,707806643126144,707806666126144,
1857132,1,17,3,31,23612,1,1,2,4,,,6.0.35,0.276680186,2.015150663,-6.879161091,-813739.8142,-3.830690385,-164.7118679,4.92410571,4.433296779,4.919025369,4.42872282,106366.175,21.82250993,0.989137905,0.890545847,-920105.9892,-188.7726252,-8.594021607,-7.737414783,0.0,0.0,0.0,0.0,707805281126144,352769670489998,707805244126144,707805238126144,707805262126144,
1857132,1,17,3,31,23612,1,1,3,1,,,6.0.35,6.543864166,47.66106458,-9.502588235,-1124066.479,-4.132297741,-177.6803686,9.851764607,8.869792582,53.59375129,48.25180835,212867.2521,43.67269692,1.979388228,1.782093232,-1336933.731,-274.2906719,-12.48729766,-11.24262958,0.0,0.0,0.0,0.0,707805282126144,352769670489998,707805244126144,707805238126144,707805263126144,
1857132,1,17,3,31,23612,1,1,3,2,,,6.0.35,6.543864166,47.66106458,-9.502588235,-1124066.479,-4.132297741,-177.6803686,9.851764607,8.869792582,53.59375129,48.25180835,212867.2521,43.67269692,1.979388228,1.782093232,-1336933.731,-274.2906719,-12.48729766,-11.24262958,0.0,0.0,0.0,0.0,707805283126144,352769670489998,707805244126144,707805238126144,707805263126144,
1857132,1,17,3,31,23612,1,1,3,3,,,6.0.35,1.782886234,12.9853331,-5.672751643,-671032.9655,-2.866388895,-123.248872,9.851764607,8.869792582,10.84763311,9.766398152,212867.2521,43.67269692,1.979388228,1.782093232,-883900.2177,-181.3445043,-8.255850585,-7.432950868,0.0,0.0,0.0,0.0,707805284126144,352769670489998,707805244126144,707805238126144,707805263126144,
1857132,1,17,3,31,23612,1,1,4,1,,,6.0.35,6.543864166,47.66106458,-9.502588235,-1124066.479,-4.132297741,-177.6803686,9.851764607,8.869792582,53.59375129,48.25180835,212867.2521,43.67269692,1.979388228,1.782093232,-1336933.731,-274.2906719,-12.48729766,-11.24262958,0.0,0.0,0.0,0.0,707805286126144,352769670489998,707805244126144,707805238126144,707805264126144,
1857132,1,17,3,31,23612,1,1,5,1,,,6.0.35,3.793244004,27.62741445,-1.257313362,-148728.3011,0.004008188,0.172343893,9.851764607,8.869792582,22.23227773,20.01628134,212867.2521,43.67269692,1.979388228,1.782093232,-361595.5532,-74.18639008,-3.377393511,-3.040752709,0.0,0.0,0.0,0.0,707805290126144,352769670489998,707805244126144,707805238126144,707805265126144,
1852384,4,17,3,31,20155,1,2,3,3,,,6.0.35,0.332958426,2.425043164,0.89218517,105537.083,0.566211272,24.34592904,1.74391986,1.57009511,-0.032220692,-0.029009103,105675.6253,21.68083399,0.983113804,0.885122197,-138.5423576,-0.028423904,-0.001294021,-0.001165039,0.0,0.0,0.0,0.0,707806896126144,352769684489998,707806863126144,707806857126144,707806882126144,
1852511,4,17,3,31,20152,1,3,1,1,,,6.0.35,2.226830105,16.2187189,14.51811406,1717355.835,8.613289793,370.3538808,1.880021554,1.692630904,0.0,0.0,646145.8141,132.5658598,5.961327616,5.367133867,0.0,0.0,0.0,0.0,1071210.021,219.7737327,10.17293914,9.15895413,707806432126144,352769698489998,707806407126144,707806403126144,707806429126144,
1854662,1,17,3,31,23221,1,1,1,2,,,6.0.35,1.511568036,11.00923552,0.671980577,79488.95836,0.663667252,28.53633727,4.92410571,4.433296779,6.565860969,5.911410518,106366.175,21.82250993,0.989137905,0.890545847,-26877.21666,-5.514237279,-0.251039971,-0.226017628,0.0,0.0,0.0,0.0,491758016126144,352769725489998,491757995126144,491757993126144,491758009126144,
1854662,1,17,3,31,23221,1,1,3,2,,,6.0.35,1.426379866,10.38878271,0.693062245,81982.72075,0.659538855,28.35882459,4.92410571,4.433296779,5.853425653,5.269987003,106366.175,21.82250993,0.989137905,0.890545847,-24383.45427,-5.002607013,-0.227747602,-0.20504692,0.0,0.0,0.0,0.0,491758024126144,352769725489998,491757995126144,491757993126144,491758011126144,
1856834,1,17,3,31,23262,1,1,1,1,,,6.0.35,11.46081998,83.47283308,-7.906922357,-935314.2693,-2.306591622,-99.17873184,4.975563086,4.479625155,96.47591237,86.85970139,217912.2967,44.70775844,2.034035938,1.831293945,-1153226.566,-236.6005752,-10.77142649,-9.697787412,0.0,0.0,0.0,0.0,491758116126144,352769727489998,491758094126144,491758092126144,491758108126144,
1856834,1,17,3,31,23262,1,1,1,3,,,6.0.35,1.792731007,13.05703574,-9.716041899,-1149316.032,-5.14665588,-221.2956982,4.975563086,4.479625155,20.26323399,18.24350152,217912.2967,44.70775844,2.034035938,1.831293945,-1367228.329,-280.5060328,-12.77025684,-11.49738487,0.0,0.0,0.0,0.0,491758118126144,352769727489998,491758094126144,491758092126144,491758108126144,
1856834,1,17,3,31,23262,1,1,3,3,,,6.0.35,1.613046069,11.74833262,-9.152302482,-1082630.981,-4.862275346,-209.0679157,4.975563086,4.479625155,18.18678958,16.37402615,217912.2967,44.70775844,2.034035938,1.831293945,-1300543.278,-266.824661,-12.14740167,-10.93661263,0.0,0.0,0.0,0.0,491758125126144,352769727489998,491758094126144,491758092126144,491758110126144,
1856834,1,17,3,31,23262,1,1,4,2,,,6.0.35,0.124564401,0.90724254,-0.871268844,-103062.879,-0.4683271,-20.13710942,1.738168656,1.564917156,0.232704983,0.209510176,76118.56177,15.61678861,0.710409217,0.639599367,-179181.4408,-36.76158111,-1.673599772,-1.506784158,0.0,0.0,0.0,0.0,491758128126144,352769727489998,491758094126144,491758092126144,491758111126144,
1857071,1,17,3,31,23538,1,1,1,3,,,6.0.35,0.051958885,0.378433245,-2.610885379,-308843.0921,-1.46386378,-62.94315468,1.74391986,1.57009511,1.565005,1.409013542,105675.6253,21.68083399,0.983113804,0.885122197,-414518.7175,-85.04431815,-3.87170919,-3.485797604,0.0,0.0,0.0,0.0,491758503126144,352769742489998,491758487126144,491758486126144,491758499126144,
1467748,1,55,5,59,21502,1,1,1,2,,,6.0.35,0.923876969,6.728892709,-2.477475486,-293061.9613,-1.22452133,-52.65191786,5.023993558,4.523228332,5.219752114,4.699474706,488594.0202,100.2419036,4.530964368,4.079341696,-781655.9815,-160.3676678,-7.300863676,-6.573152025,0.0,0.0,0.0,0.0,1287172494290487,924142,1287172460290487,1287172455290487,1287172475290487,
1467748,1,55,5,59,21502,1,1,2,1,,,6.0.35,3.461785315,25.21329435,-10.56932263,-1250251.087,-5.314249077,-228.5018636,5.023993558,4.523228332,34.69094365,31.23313304,488594.0202,100.2419036,4.530964368,4.079341696,-1738845.107,-356.7484176,-16.24125112,-14.62240872,0.0,0.0,0.0,0.0,1287172496290487,924142,1287172460290487,1287172455290487,1287172476290487,
1855668,1,17,3,31,22170,1,3,1,1,,,6.0.35,1.651835316,12.03084716,-13.63693809,-1613121.036,-7.386201427,-317.5915856,9.857982954,8.875391118,18.58059776,16.7285816,212867.2521,43.67269692,1.979388228,1.782093232,-1825988.288,-374.6270611,-17.05519037,-15.35521879,0.0,0.0,0.0,0.0,785697442290487,352769404489998,785697423290487,785697416290487,785697440290487,
1855668,1,17,3,31,22170,1,3,1,2,,,6.0.35,2.569199354,18.71230411,-10.32243091,-1221046.128,-5.342829656,-229.7307701,9.857982954,8.875391118,22.33967839,20.11297688,212867.2521,43.67269692,1.979388228,1.782093232,-1433913.38,-294.1874046,-13.393112,-12.05815712,0.0,0.0,0.0,0.0,785697443290487,352769404489998,785697423290487,785697416290487,785697440290487,
1855668,1,17,3,31,22170,1,3,1,4,,,6.0.35,1.783654913,12.99093163,-5.672751643,-671032.9655,-2.866244275,-123.2426536,9.857982954,8.875391118,10.84763311,9.766398152,212867.2521,43.67269692,1.979388228,1.782093232,-883900.2177,-181.3445043,-8.255850585,-7.432950868,0.0,0.0,0.0,0.0,785697445290487,352769404489998,785697423290487,785697416290487,785697440290487,
1796349,4,17,3,97,20068,1,1,1,2,,,6.0.35,0.714531908,5.204165391,0.120403281,14242.57143,0.202390534,8.702379876,1.764624192,1.588735744,3.898703678,3.510101423,212081.0541,43.51139738,1.96485032,1.769004385,-197838.4826,-40.58933445,-1.84786124,-1.663676161,0.0,0.0,0.0,0.0,1287852411290487,352769422489998,1287852389290487,1287852383290487,1287852406290487,
1796349,4,17,3,97,20068,1,1,2,2,,,6.0.35,0.50971806,3.712440352,0.957033222,113207.9953,0.636068532,27.34964863,1.764624192,1.588735744,1.31746824,1.186149942,212081.0541,43.51139738,1.96485032,1.769004385,-98873.05881,-20.28519224,-0.923499264,-0.83144972,0.0,0.0,0.0,0.0,1287852414290487,352769422489998,1287852389290487,1287852383290487,1287852407290487,
1852987,4,17,3,43,20047,1,1,8,1,,,6.0.35,1.925768805,14.02599276,-3.153523003,-373032.0003,-1.417600572,-60.95393119,1.55531146,1.400286202,17.39917288,15.66491494,212796.5017,43.65818147,1.970532172,1.7741199,-1392944.462,-285.7820576,-13.010452,-11.71363865,807115.9602,165.5911389,7.66424161,6.90031036,1287852487290487,352769428489998,1287852454290487,1287852452290487,1287852470290487,
1795928,5,17,3,89,20061,1,1,1,1,,,6.0.35,0.6928929,5.046561543,-7.166455,-847723.9714,-3.914538741,-168.317176,1.755422267,1.580451018,11.7784527,10.60443855,164789.7524,33.80892476,1.528522979,1.376167857,-1012513.724,-207.7313656,-9.457133115,-8.51449588,0.0,0.0,0.0,0.0,489743253126144,352769859489998,478152376489998,478152374489998,488918159126144,
1795928,5,17,3,89,20061,1,1,1,2,,,6.0.35,0.372565874,2.713516924,1.37552496,162711.617,0.846470313,36.39649575,1.755422267,1.580451018,-0.250605386,-0.225626361,164789.7524,33.80892476,1.528522979,1.376167857,-2078.135364,-0.426358564,-0.019410308,-0.01747559,0.0,0.0,0.0,0.0,489743254126144,352769859489998,478152376489998,478152374489998,488918159126144,
1854651,2,17,3,31,23232,1,2,1,3,,,6.0.35,2.721835823,19.82400454,-9.293729452,-1099360.456,-4.733491536,-203.5304747,9.938821476,8.948172081,22.33967839,20.11297688,334552.9232,68.63821593,3.133326151,2.821012698,-1433913.38,-294.1874046,-13.393112,-12.05815712,0.0,0.0,0.0,0.0,942083706290487,559740535126144,942083683290487,942083678290487,942083700290487,352769800489998.0
1857694,2,17,3,31,21834,1,1,1,1,,,6.0.35,1.474524057,10.73943232,3.592092039,424910.5769,2.30487092,99.10474519,5.014912844,4.515052737,2.971463699,2.675283843,437841.1971,89.82925135,4.062790287,3.657832743,-12930.62013,-2.652897748,-0.120775248,-0.108737007,0.0,0.0,0.0,0.0,942084426290487,559740547126144,942084391290487,942084385290487,942084409290487,352769803489998.0
1857694,2,17,3,31,21834,1,1,1,2,,,6.0.35,0.92925205,6.76804115,2.208119505,261199.6916,1.421139606,61.10610243,5.014912844,4.515052737,0.089501921,0.080580841,437841.1971,89.82925135,4.062790287,3.657832743,-176641.5055,-36.24047783,-1.649876137,-1.485425171,0.0,0.0,0.0,0.0,942084427290487,559740547126144,942084391290487,942084385290487,942084409290487,352769803489998.0
1856965,2,17,3,31,23428,1,2,1,2,,,6.0.35,2.647651126,19.28369356,-1.901154096,-224888.5817,-0.574921606,-24.7204556,4.899890474,4.41149519,18.62355983,16.76726145,106366.175,21.82250993,0.989137905,0.890545847,-331254.7567,-67.96155091,-3.094002833,-2.785608921,0.0,0.0,0.0,0.0,942083210290487,559740553126144,942083188290487,942083186290487,942083203290487,352769806489998.0
1857067,2,17,3,31,23488,1,1,1,4,,,6.0.35,2.665956554,19.41701787,1.676842546,198354.6429,1.44801994,62.26190194,9.920166432,8.931376474,9.773610066,8.799428075,232990.2318,47.80120792,2.196398603,1.977473155,-34635.58888,-7.105975957,-0.323505121,-0.291259834,0.0,0.0,0.0,0.0,942083267290487,559740571126144,942083233290487,942083224290487,942083251290487,352769812489998.0
1857067,2,17,3,31,23488,1,1,2,2,,,6.0.35,2.603711807,18.96366939,-10.15231607,-1200923.148,-5.240320026,-225.3230653,9.920166432,8.931376474,22.33967839,20.11297688,232990.2318,47.80120792,2.196398603,1.977473155,-1433913.38,-294.1874046,-13.393112,-12.05815712,0.0,0.0,0.0,0.0,942083269290487,559740571126144,942083233290487,942083224290487,942083252290487,352769812489998.0
1856834,2,17,3,31,23262,1,1,1,1,,,6.0.35,1.389038741,10.11681531,-4.384276758,-518618.5505,-2.213244857,-95.16501146,9.969913215,8.976164759,6.121931118,5.511729258,503824.0755,103.3665626,4.694872063,4.226911936,-1022442.626,-209.7684189,-9.549871562,-8.597990647,0.0,0.0,0.0,0.0,942230971290487,781817043290487,942230941290487,942230933290487,942230959290487,352769727489998.0
1857349,2,17,3,31,23813,1,2,1,1,,,6.0.35,1.181132865,8.602570029,4.130456584,488594.0202,2.553536591,109.7968615,5.023993558,4.523228332,0.0,0.0,488594.0202,100.2419036,4.530964368,4.079341696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,942231951290487,781817061290487,942231929290487,942231924290487,942231946290487,352769753489998.0
1857349,2,17,3,31,23813,1,2,1,4,,,6.0.35,1.283703112,9.349622085,4.107032507,485823.1731,2.559613156,110.0581414,5.023993558,4.523228332,0.855638372,0.770352844,488594.0202,100.2419036,4.530964368,4.079341696,-2770.847152,-0.568478085,-0.02588041,-0.023300787,0.0,0.0,0.0,0.0,942231954290487,781817061290487,942231929290487,942231924290487,942231946290487,352769753489998.0
1857771,2,17,3,31,22053,1,1,3,3,,,6.0.35,3.295951306,24.005472,6.255971176,740022.3304,4.151105221,178.4890519,10.01966,9.020953044,9.773610066,8.799428075,774657.9193,158.9319173,7.193345523,6.476350716,-34635.58888,-7.105975957,-0.323505121,-0.291259834,0.0,0.0,0.0,0.0,1287854370290487,992948034290487,1287854336290487,1287854331290487,1287854355290487,352769673489998.0
1854661,2,17,3,31,23222,1,1,1,2,,,6.0.35,3.392023622,24.70519754,20.77079707,2456989.206,12.36165736,531.5260358,3.805027021,3.425761962,0.601452925,0.541503264,1129262.021,231.6839134,10.42282185,9.383929844,-2632.304794,-0.540054181,-0.02458639,-0.022135748,1330359.489,272.9418742,12.635587,11.37613822,1287852593290487,992948043290487,1287852575290487,1287852566290487,1287852588290487,352769663489998.0
