PLOTID,VISIT_NBR,STATECD,UNITCD,COUNTYCD,RETIRED_PLOT,SUBP,CONDID,TREE,BLDG_INTERACTION_ID,DISTANCE_CD,AZIMUTH,ITREE_ECO_VERSION,ELEC_AVOID_VALUE_SUM,ELEC_AVOID_SUM,FUEL_AVOID_VALUE_SUM,FUEL_AVOID_SUM,CARBON_AVOID_VALUE_SUM,CARBON_AVOID_SUM,COOLING_CLIMATE_C_ELEC_AVOID,COOLING_CLIMATE_ELEC_AVOID,COOLING_SHADING_C_ELEC_AVOID,COOLING_SHADING_ELEC_AVOID,HEATING_CLIMATE_FUEL_AVOID,HEATING_CLIMATE_C_FUEL_AVOID,HEATING_CLIMATE_C_ELEC_AVOID,HEATING_CLIMATE_ELEC_AVOID,HEATING_SHADING_FUEL_AVOID,HEATING_SHADING_C_FUEL_AVOID,HEATING_SHADING_C_ELEC_AVOID,HEATING_SHADING_ELEC_AVOID,HEATING_WINDBREAK_FUEL_AVOID,HEATING_WINDBREAK_C_FUEL_AVOID,HEATING_WINDBREAK_C_ELEC_AVOID,HEATING_WINDBREAK_ELEC_AVOID,CN,PLT_CN,SBP_CN,CND_CN,MTRE_CN,PREV_PLT_CN
1857977,1,17,3,31,22301,1,1,2,2,,,6.0.35,2.023525877,14.73798891,1.207392944,142823.1868,1.062185382,45.67180345,5.030047367,4.52867873,10.04211544,9.041170248,522429.2356,107.1836717,4.843080422,4.360347665,-379606.0488,-77.88149541,-3.545616075,-3.192207733,0.0,0.0,0.0,0.0,785695248290487,352769606489998,785695212290487,785695205290487,785695231290487,
1852335,4,17,3,31,20130,1,2,1,3,,,6.0.35,0.518152437,3.77387063,1.619537262,191575.9688,1.011586778,43.49616675,1.76117347,1.585628972,0.655154066,0.589851758,194346.8159,39.87297015,1.801227567,1.621690687,-2770.847152,-0.568478085,-0.02588041,-0.023300787,0.0,0.0,0.0,0.0,785697737290487,352769609489998,785697715290487,785697709290487,785697730290487,
1856929,1,17,3,31,23329,1,1,1,3,,,6.0.35,0.258747765,1.884543081,0.322685149,38170.60683,0.230811296,9.924414649,1.735868175,1.562845975,0.0,0.0,64295.73635,13.19117045,0.601327382,0.541390234,-26125.12952,-5.359936073,-0.244015288,-0.219693129,0.0,0.0,0.0,0.0,785698817290487,352769611489998,785698791290487,785698785290487,785698807290487,
1856929,1,17,3,31,23329,1,1,3,1,,,6.0.35,4.811352426,35.0426251,21.80602688,2579447.12,13.2129963,568.1318723,8.880205164,7.995073069,5.584919599,5.028244219,329840.5812,67.671413,3.088668884,2.780806633,-19395.92944,-3.979346468,-0.181162865,-0.163105504,2269002.468,465.5176224,21.54955262,19.40160668,785698819290487,352769611489998,785698791290487,785698785290487,785698809290487,
1856929,1,17,3,31,23329,1,1,4,1,,,6.0.35,5.196850607,37.85033217,21.71233057,2568363.73,13.2326399,568.9765073,8.880205164,7.995073069,8.806988716,7.929154452,329840.5812,67.671413,3.088668884,2.780806633,-30479.31888,-6.253258978,-0.284684513,-0.256308659,2269002.468,465.5176224,21.54955262,19.40160668,785698820290487,352769611489998,785698791290487,785698785290487,785698810290487,
1854669,1,17,3,31,23592,1,1,1,2,,,6.0.35,0.977025751,7.115992362,-3.334535698,-394444.0933,-1.698264942,-73.02192626,5.030047367,4.52867873,6.594501658,5.937196454,522429.2356,107.1836717,4.843080422,4.360347665,-916873.3289,-188.1093997,-8.563827747,-7.710230487,0.0,0.0,0.0,0.0,785693678290487,352769614489998,785693645290487,785693638290487,785693663290487,
1854669,1,17,3,31,23592,1,1,2,3,,,6.0.35,0.891969179,6.496498027,1.739119363,205721.4025,1.149411516,49.42234915,5.030047367,4.52867873,0.300726452,0.270751623,522429.2356,107.1836717,4.843080422,4.360347665,-316707.8332,-64.97704589,-2.958130904,-2.663279991,0.0,0.0,0.0,0.0,785693683290487,352769614489998,785693645290487,785693638290487,785693664290487,
1854669,1,17,3,31,23592,1,1,3,3,,,6.0.35,3.610948682,26.29969907,8.54553549,1010856.174,5.502647862,236.6026268,10.06940678,9.065741329,9.773610066,8.799428075,1045491.763,214.4972721,9.691818983,8.725789497,-34635.58888,-7.105975957,-0.323505121,-0.291259834,0.0,0.0,0.0,0.0,785693687290487,352769614489998,785693645290487,785693638290487,785693665290487,
1854669,1,17,3,31,23592,1,1,4,1,,,6.0.35,1.220463324,8.889026395,4.416491375,522429.2356,2.722380373,117.0567995,5.030047367,4.52867873,0.0,0.0,522429.2356,107.1836717,4.843080422,4.360347665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,785693689290487,352769614489998,785693645290487,785693638290487,785693666290487,
1837455,4,17,3,197,20165,1,1,5,1,,,6.0.35,0.249777769,1.819211722,-9.703376881,-1147817.88,-5.429799395,-233.4702914,3.235587519,2.913081191,9.322520256,8.393300522,69596.8357,14.2787652,0.647177534,0.582670285,-2403802.278,-493.1736905,-22.45211851,-20.21420956,1186387.562,243.4040178,11.2674493,10.14436928,785695460290487,352769621489998,785695426290487,785695423290487,785695442290487,
1837455,4,17,3,197,20165,1,1,5,2,,,6.0.35,2.637852954,19.21233033,8.812184724,1042398.261,5.470071702,235.2019184,3.235587519,2.913081191,8.184055487,7.368311926,69596.8357,14.2787652,0.647177534,0.582670285,-213586.1367,-43.82018615,-1.994948295,-1.796102352,1186387.562,243.4040178,11.2674493,10.14436928,785695461290487,352769621489998,785695426290487,785695423290487,785695442290487,
1857132,1,17,3,31,23612,1,1,3,4,,,6.0.35,1.506492032,10.97226535,1.635560129,193471.3227,1.206577085,51.88035194,9.851764607,8.869792582,0.53701152,0.483485039,212867.2521,43.67269692,1.979388228,1.782093232,-19395.92944,-3.979346468,-0.181162865,-0.163105504,0.0,0.0,0.0,0.0,707805285126144,352769670489998,707805244126144,707805238126144,707805263126144,
1857771,1,17,3,31,22053,1,1,3,2,,,6.0.35,2.627600706,19.13765991,1.506727706,178231.6633,1.344787213,57.82310535,9.826891216,8.84739844,9.773610066,8.799428075,212867.2521,43.67269692,1.979388228,1.782093232,-34635.58888,-7.105975957,-0.323505121,-0.291259834,0.0,0.0,0.0,0.0,707806190126144,352769673489998,707806159126144,707806153126144,707806179126144,
1857771,1,17,3,31,22053,1,1,3,4,,,6.0.35,2.943508565,21.43851832,-3.470888544,-410573.3477,-1.405250428,-60.42290018,9.826891216,8.84739844,17.82878286,16.05170366,212867.2521,43.67269692,1.979388228,1.782093232,-623440.5999,-127.9075672,-5.823092175,-5.242677007,0.0,0.0,0.0,0.0,707806192126144,352769673489998,707806159126144,707806153126144,707806179126144,
1852384,4,17,3,31,20155,1,2,1,1,,,6.0.35,2.716778898,19.78717332,4.942113861,584605.4136,3.300570395,141.9177903,9.988568258,8.992960366,6.551540436,5.898517381,605386.7669,124.2035706,5.631799611,5.070451478,-20781.35333,-4.263585574,-0.194103073,-0.1747559,0.0,0.0,0.0,0.0,707806890126144,352769684489998,707806863126144,707806857126144,707806880126144,
1852384,4,17,3,31,20155,1,2,3,2,,,6.0.35,0.337101336,2.455217307,0.893356374,105675.6253,0.567651774,24.40786766,1.74391986,1.57009511,0.0,0.0,105675.6253,21.68083399,0.983113804,0.885122197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,707806895126144,352769684489998,707806863126144,707806857126144,707806882126144,
1837523,4,17,3,197,20124,1,2,1,1,,,6.0.35,2.906962601,21.17234232,-4.594761529,-543516.9118,-2.046464065,-87.99377783,10.11293521,9.104931078,18.58059776,16.7285816,1282471.376,263.1169574,11.87798326,10.69404843,-1825988.288,-374.6270611,-17.05519037,-15.35521879,0.0,0.0,0.0,0.0,707806565126144,352769714489998,707806501126144,707806494126144,707806519126144,
1837523,4,17,3,197,20124,1,2,2,1,,,6.0.35,9.361567014,68.18329945,-12.16073716,-1438500.402,-5.10248975,-219.3966447,10.11293521,9.104931078,79.15549471,71.26569176,1282471.376,263.1169574,11.87798326,10.69404843,-2720971.778,-558.2454538,-25.4145615,-22.88137183,0.0,0.0,0.0,0.0,707806566126144,352769714489998,707806501126144,707806494126144,707806520126144,
1837523,4,17,3,197,20124,1,2,8,2,,,6.0.35,9.658799295,70.34813762,4.985686105,589759.5986,4.631238357,199.1337967,10.11293521,9.104931078,62.61554236,56.37435478,1282471.376,263.1169574,11.87798326,10.69404843,-692711.7776,-142.1195191,-6.470102417,-5.825196675,0.0,0.0,0.0,0.0,707806573126144,352769714489998,707806501126144,707806494126144,707806526126144,
1837523,4,17,3,197,20124,1,2,11,1,,,6.0.35,9.361567014,68.18329945,-12.16073716,-1438500.402,-5.10248975,-219.3966447,10.11293521,9.104931078,79.15549471,71.26569176,1282471.376,263.1169574,11.87798326,10.69404843,-2720971.778,-558.2454538,-25.4145615,-22.88137183,0.0,0.0,0.0,0.0,707806577126144,352769714489998,707806501126144,707806494126144,707806529126144,
1837523,4,17,3,197,20124,12,2,15,1,,,6.0.35,4.137198211,30.13254341,-10.81722387,-1279575.464,-5.327097332,-229.0543123,5.051235698,4.54775512,40.41906639,36.39030667,640852.4897,131.4798602,5.93548661,5.343868556,-1920427.953,-394.0026806,-17.93728062,-16.14938693,0.0,0.0,0.0,0.0,707806581126144,352769714489998,707806505126144,707806494126144,707806533126144,
1837523,4,17,3,197,20124,12,2,17,1,,,6.0.35,0.225124431,1.63965354,-3.04028091,-359636.5298,-1.673644324,-71.96328992,1.766924674,1.590806926,3.430736603,3.088778842,223903.8795,45.93701553,2.073932155,1.867213517,-583540.4093,-119.7214845,-5.450414349,-4.907145745,0.0,0.0,0.0,0.0,707806582126144,352769714489998,707806505126144,707806494126144,707806535126144,
1854642,1,17,3,31,23241,1,1,1,2,,,6.0.35,1.663948141,12.11906876,-3.17056237,-375047.5965,-1.476477012,-63.48549793,5.066370221,4.561381113,11.95745637,10.76560007,725440.5283,148.8342805,6.715776744,6.046383478,-1100488.125,-225.7805456,-10.27883617,-9.254295902,0.0,0.0,0.0,0.0,491757911126144,352769721489998,491757893126144,491757891126144,491757908126144,
1854662,1,17,3,31,23221,1,1,1,3,,,6.0.35,0.579095779,4.217740563,-7.276589541,-860751.8478,-3.998110865,-171.9106068,4.92410571,4.433296779,7.804567554,7.026649353,106366.175,21.82250993,0.989137905,0.890545847,-967118.0229,-198.417802,-9.033125839,-8.132751416,0.0,0.0,0.0,0.0,491758017126144,352769725489998,491757995126144,491757993126144,491758009126144,
1854662,1,17,3,31,23221,1,1,2,3,,,6.0.35,1.118150593,8.143849915,-8.967807791,-1060807.001,-4.851252469,-208.5939545,4.92410571,4.433296779,14.03390077,12.63507543,106366.175,21.82250993,0.989137905,0.890545847,-1167173.176,-239.4619174,-10.90169134,-9.815068145,0.0,0.0,0.0,0.0,491758021126144,352769725489998,491757995126144,491757993126144,491758010126144,
1854662,1,17,3,31,23221,1,1,2,4,,,6.0.35,0.730963593,5.323842626,0.899194116,106366.175,0.645048143,27.73575355,4.92410571,4.433296779,0.0,0.0,106366.175,21.82250993,0.989137905,0.890545847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491758022126144,352769725489998,491757995126144,491757993126144,491758010126144,
1854662,1,17,3,31,23221,1,1,3,1,,,6.0.35,6.890431808,50.18522803,-5.649006376,-668224.1247,-1.892050624,-81.35431504,4.92410571,4.433296779,57.06284409,51.37512024,106366.175,21.82250993,0.989137905,0.890545847,-774590.2997,-158.9180442,-7.234868429,-6.513734837,0.0,0.0,0.0,0.0,491758023126144,352769725489998,491757995126144,491757993126144,491758011126144,
1857776,1,17,3,31,22048,1,1,1,1,,,6.0.35,16.57295728,120.706171,19.00326916,2247907.341,13.84389377,595.259176,11.63789727,10.47789294,101.8173874,91.6687663,3453225.834,708.477625,31.87220786,28.695354,-1205318.493,-247.2879633,-11.25797821,-10.13584221,0.0,0.0,0.0,0.0,491758388126144,352769737489998,491758374126144,491758372126144,491758386126144,
1467748,1,55,5,59,21502,1,1,1,3,,,6.0.35,0.965202866,7.029882491,2.48140154,293526.3764,1.582149614,68.02920413,5.023993558,4.523228332,0.075181614,0.067687906,488594.0202,100.2419036,4.530964368,4.079341696,-195067.6438,-40.02085807,-1.821980908,-1.640375444,0.0,0.0,0.0,0.0,1287172495290487,924142,1287172460290487,1287172455290487,1287172475290487,
1467826,1,55,5,59,21541,1,1,3,1,,,6.0.35,12.6569744,92.1848099,-8.389944602,-992451.2409,-2.354174637,-101.2247044,9.851764607,8.869792582,101.8173874,91.6687663,212867.2521,43.67269692,1.979388228,1.782093232,-1205318.493,-247.2879633,-11.25797821,-10.13584221,0.0,0.0,0.0,0.0,1287177528290487,924143,1287177476290487,1287177472290487,1287177495290487,
1467826,1,55,5,59,21541,1,1,4,1,,,6.0.35,15.04593323,109.5843644,-14.71444525,-1740579.961,-5.474397786,-235.3879312,9.851764607,8.869792582,128.1309518,115.3595332,212867.2521,43.67269692,1.979388228,1.782093232,-1953447.213,-400.777044,-18.24568882,-16.42705462,0.0,0.0,0.0,0.0,1287177530290487,924143,1287177476290487,1287177472290487,1287177496290487,
1467826,1,55,5,59,21541,1,1,7,3,,,6.0.35,1.038760233,7.565624424,-6.843955913,-809575.3739,-3.667441747,-157.6925096,9.851764607,8.869792582,6.121931118,5.511729258,212867.2521,43.67269692,1.979388228,1.782093232,-1022442.626,-209.7684189,-9.549871562,-8.597990647,0.0,0.0,0.0,0.0,1287177538290487,924143,1287177476290487,1287177472290487,1287177499290487,
1857898,1,17,3,31,22191,1,2,2,1,,,6.0.35,0.420978727,3.066123287,-3.551861776,-420151.7166,-1.925543351,-82.79443393,5.005832131,4.506877141,2.344950217,2.111217926,387088.3739,79.41659914,3.594616206,3.236323789,-807240.0905,-165.6166059,-7.539825696,-6.788295569,0.0,0.0,0.0,0.0,785693206290487,352769406489998,785693175290487,785693173290487,785693195290487,
1852362,4,17,3,31,20100,1,1,5,1,,,6.0.35,16.61682657,121.0256852,-3.382704374,-400141.9929,1.217026836,52.32966992,10.162682,9.149719363,128.1309518,115.3595332,1553305.22,318.6823122,14.37645672,12.94348721,-1953447.213,-400.777044,-18.24568882,-16.42705462,0.0,0.0,0.0,0.0,1287852866290487,352769416489998,1287852831290487,1287852826290487,1287852848290487,
1852408,4,17,3,31,20178,1,1,6,1,,,6.0.35,10.76005556,78.36894074,-7.012115391,-829467.0526,-1.933385636,-83.13163618,5.030047367,4.52867873,89.79906614,80.84836804,522429.2356,107.1836717,4.843080422,4.360347665,-1351896.288,-277.3604501,-12.62705172,-11.36845369,0.0,0.0,0.0,0.0,1287853476290487,352769427489998,1287853432290487,1287853426290487,1287853449290487,
1852987,4,17,3,43,20047,12,1,6,1,,,6.0.35,1.627784236,11.85567543,-2.163032292,-255866.2999,-0.914609458,-39.32633994,1.55531146,1.400286202,13.91933831,12.53193195,212796.5017,43.65818147,1.970532172,1.7741199,-1114355.57,-228.6256461,-10.4083616,-9.370910917,645692.7682,132.4729111,6.131393288,5.520248288,1287852489290487,352769428489998,1287852456290487,1287852452290487,1287852473290487,
1852435,4,17,3,31,20141,1,1,1,1,,,6.0.35,1.197691379,8.723171007,6.24396714,738602.3663,3.749562316,161.2235265,2.353898082,2.119273915,0.554911888,0.499601193,995367.5292,204.2135838,9.178351903,8.263502111,-256765.1629,-52.67896789,-2.398251271,-2.159206212,0.0,0.0,0.0,0.0,1287852658290487,352769430489998,1287852641290487,1287852636290487,1287852656290487,
1916239,5,18,4,89,20090,1,1,3,2,,,6.0.35,3.343350639,24.35069657,15.97230786,1889373.233,9.644130442,414.6779247,6.117217088,5.507485097,3.522795498,3.171661791,2100096.152,430.8641269,19.37474727,17.44357447,-210722.9187,-43.23275688,-1.968205117,-1.772024794,0.0,0.0,0.0,0.0,1287852549290487,352769444489998,1287852508290487,1287852502290487,1287852529290487,
1856845,1,17,3,31,23251,1,1,3,1,,,6.0.35,0.304428729,2.217252211,-0.521720207,-61714.57515,-0.237194644,-10.19888557,1.723215527,1.551454476,1.31746824,1.186149942,37158.48366,7.623583142,0.345539022,0.311097512,-98873.05881,-20.28519224,-0.923499264,-0.83144972,0.0,0.0,0.0,0.0,785696571290487,352769453489998,785696544290487,785696541290487,785696563290487,
1854651,2,17,3,31,23232,1,2,1,2,,,6.0.35,12.81037955,93.30210887,-7.361243144,-870765.5699,-1.744691897,-75.01819056,9.938821476,8.948172081,101.8173874,91.6687663,334552.9232,68.63821593,3.133326151,2.821012698,-1205318.493,-247.2879633,-11.25797821,-10.13584221,0.0,0.0,0.0,0.0,942083705290487,559740535126144,942083683290487,942083678290487,942083700290487,352769800489998.0
1857067,2,17,3,31,23488,1,1,2,4,,,6.0.35,2.665956554,19.41701787,1.676842546,198354.6429,1.44801994,62.26190194,9.920166432,8.931376474,9.773610066,8.799428075,232990.2318,47.80120792,2.196398603,1.977473155,-34635.58888,-7.105975957,-0.323505121,-0.291259834,0.0,0.0,0.0,0.0,942083271290487,559740571126144,942083233290487,942083224290487,942083252290487,352769812489998.0
1857797,2,17,3,31,22027,1,1,1,1,,,6.0.35,2.491098815,18.14347279,13.28795979,1571840.197,7.968684139,342.6371534,5.691993671,5.124645712,-0.050121079,-0.045125274,1575857.926,323.3093155,14.54778512,13.0977385,-4017.72837,-0.824293223,-0.037526595,-0.033786141,0.0,0.0,0.0,0.0,942231297290487,781816999290487,942231274290487,942231268290487,942231293290487,352769736489998.0
1857797,2,17,3,31,22027,1,1,1,2,,,6.0.35,2.610699299,19.01456154,13.29850062,1573087.079,7.9971353,343.8604952,5.691993671,5.124645712,0.905759448,0.815478115,1575857.926,323.3093155,14.54778512,13.0977385,-2770.847152,-0.568478085,-0.02588041,-0.023300787,0.0,0.0,0.0,0.0,942231298290487,781816999290487,942231274290487,942231268290487,942231293290487,352769736489998.0
1856834,2,17,3,31,23262,1,1,3,4,,,6.0.35,1.087425044,7.920065874,2.096980946,248053.0493,1.388169374,59.68844975,4.981616895,4.485075552,1.503632272,1.353758124,251747.5121,51.64952658,2.346151991,2.112299914,-3694.462869,-0.75797078,-0.034507213,-0.031067716,0.0,0.0,0.0,0.0,942230981290487,781817043290487,942230941290487,942230933290487,942230961290487,352769727489998.0
1856834,2,17,3,31,23262,1,1,4,1,,,6.0.35,0.553666185,4.03252866,-1.438492893,-170160.1291,-0.707749037,-30.43176404,4.981616895,4.485075552,1.091923387,0.983086213,251747.5121,51.64952658,2.346151991,2.112299914,-421907.6412,-86.5602593,-3.940723599,-3.547933019,0.0,0.0,0.0,0.0,942230982290487,781817043290487,942230941290487,942230933290487,942230962290487,352769727489998.0
1854662,2,17,3,31,23221,1,1,1,2,,,6.0.35,0.580218289,4.225916158,-7.276589541,-860751.8478,-3.997899675,-171.9015261,4.933186423,4.441472375,7.804567554,7.026649353,106366.175,21.82250993,0.989137905,0.890545847,-967118.0229,-198.417802,-9.033125839,-8.132751416,0.0,0.0,0.0,0.0,942231566290487,781817055290487,942231533290487,942231527290487,942231554290487,352769725489998.0
1854662,2,17,3,31,23221,1,1,1,4,,,6.0.35,1.512690546,11.01741111,0.671980577,79488.95836,0.663878442,28.54541798,4.933186423,4.441472375,6.565860969,5.911410518,106366.175,21.82250993,0.989137905,0.890545847,-26877.21666,-5.514237279,-0.251039971,-0.226017628,0.0,0.0,0.0,0.0,942231568290487,781817055290487,942231533290487,942231527290487,942231554290487,352769725489998.0
1854662,2,17,3,31,23221,1,1,3,1,,,6.0.35,0.485193948,3.533823367,-6.566059207,-776702.817,-3.614739135,-155.4264049,4.933186423,4.441472375,6.250814272,5.627766017,106366.175,21.82250993,0.989137905,0.890545847,-883068.9921,-181.1739667,-8.248086729,-7.425960872,0.0,0.0,0.0,0.0,942231573290487,781817055290487,942231533290487,942231527290487,942231556290487,352769725489998.0
1854662,2,17,3,31,23221,1,1,3,3,,,6.0.35,6.891554318,50.19340362,-5.649006376,-668224.1247,-1.891839435,-81.34523432,4.933186423,4.441472375,57.06284409,51.37512024,106366.175,21.82250993,0.989137905,0.890545847,-774590.2997,-158.9180442,-7.234868429,-6.513734837,0.0,0.0,0.0,0.0,942231575290487,781817055290487,942231533290487,942231527290487,942231556290487,352769725489998.0
1857349,2,17,3,31,23813,1,2,1,3,,,6.0.35,1.684866441,12.27142346,3.978980891,470675.8757,2.562813145,110.1957344,5.023993558,4.523228332,4.242391052,3.819531849,488594.0202,100.2419036,4.530964368,4.079341696,-17918.14446,-3.67615819,-0.167359981,-0.150678419,0.0,0.0,0.0,0.0,942231953290487,781817061290487,942231929290487,942231924290487,942231946290487,352769753489998.0
1857132,2,17,3,31,23612,1,1,5,3,,,6.0.35,1.782886234,12.9853331,-5.672751643,-671032.9655,-2.866388895,-123.248872,9.851764607,8.869792582,10.84763311,9.766398152,212867.2521,43.67269692,1.979388228,1.782093232,-883900.2177,-181.3445043,-8.255850585,-7.432950868,0.0,0.0,0.0,0.0,1287852785290487,992948058290487,1287852748290487,1287852742290487,1287852769290487,352769670489998.0
1857132,2,17,3,31,23612,1,1,5,4,,,6.0.35,1.19537434,8.706295265,1.787816623,211481.8286,1.233980071,53.05862443,9.851764607,8.869792582,-2.148046078,-1.933940155,212867.2521,43.67269692,1.979388228,1.782093232,-1385.423576,-0.284239043,-0.012940205,-0.011650394,0.0,0.0,0.0,0.0,1287852786290487,992948058290487,1287852748290487,1287852742290487,1287852769290487,352769670489998.0
1469516,1,55,5,59,22311,1,1,2,4,,,6.0.35,1.264669638,9.210995179,7.738865092,915434.6814,4.605915897,198.0449826,1.61922828,1.457832131,0.0,0.0,323549.6439,66.38073915,2.991069511,2.692935451,0.0,0.0,0.0,0.0,591885.0375,121.4335018,5.620443847,5.060227597,489743568126144,923463,478152687489998,478152685489998,488921595126144,
1469295,1,55,5,59,22215,1,1,3,1,,,6.0.35,3.745577295,27.2802425,-1.852645429,-219150.4643,-0.340977954,-14.66135606,10.10049852,9.093734007,22.33967839,20.11297688,1214762.915,249.2256188,11.2533649,10.13168873,-1433913.38,-294.1874046,-13.393112,-12.05815712,0.0,0.0,0.0,0.0,489743570126144,923464,478152716489998,478152715489998,488921597126144,
1469732,5,55,5,59,20053,1,1,1,1,,,6.0.35,1.303435724,9.493341037,7.289922232,862328.9793,4.359816449,187.4632086,2.247542386,2.023519194,0.343687378,0.309430429,864545.657,177.3736452,7.973820485,7.179032043,-2216.677721,-0.454782468,-0.020704328,-0.01864063,0.0,0.0,0.0,0.0,707806344126144,923571,707806319126144,707806316126144,707806336126144,
1469784,5,55,5,59,20076,1,1,1,1,,,6.0.35,1.789804345,13.03571992,-5.672751643,-671032.9655,-2.865087318,-123.1929069,9.907729737,8.920179403,10.84763311,9.766398152,212867.2521,43.67269692,1.979388228,1.782093232,-883900.2177,-181.3445043,-8.255850585,-7.432950868,0.0,0.0,0.0,0.0,785696387290487,923575,785696356290487,785696352290487,785696369290487,
1469784,5,55,5,59,20076,1,1,6,1,,,6.0.35,0.551091702,4.013777875,-5.21598242,-617001.4786,-2.840328992,-122.1283494,9.907729737,8.920179403,0.322206925,0.290091035,212867.2521,43.67269692,1.979388228,1.782093232,-829868.7307,-170.2591883,-7.751182893,-6.978585794,0.0,0.0,0.0,0.0,785696390290487,923575,785696356290487,785696352290487,785696374290487,
1469919,4,55,5,59,20011,1,1,13,1,,,6.0.35,1.945435814,14.1692339,9.523252575,1126510.875,5.741141876,246.8573826,5.327516457,4.796497667,0.0,0.0,1126510.875,231.1194772,10.41038899,9.37273623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,505940883126144,923671,505940844126144,505940842126144,505940859126144,
1469478,1,55,5,59,22292,1,1,5,2,,,6.0.35,1.576534398,11.4824064,2.542034581,300698.6927,1.731388385,74.44616669,9.932603128,8.942573545,0.0,0.0,300698.6927,61.6925466,2.821016968,2.53983285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,785694719290487,923693,785694652290487,785694646290487,785694682290487,
1467849,1,55,5,59,21553,1,1,7,3,,,6.0.35,9.461925935,68.9142457,3.554708408,420488.4463,3.786524207,162.8128124,10.08184347,9.0769384,62.61554236,56.37435478,1113200.224,228.3886107,10.31643735,9.288149192,-692711.7776,-142.1195191,-6.470102417,-5.825196675,0.0,0.0,0.0,0.0,785692953290487,923694,785692881290487,785692876290487,785692905290487,
1469860,5,55,5,59,20288,1,2,3,1,,,6.0.35,3.776517719,27.50559154,20.86461277,2468086.717,12.48694784,536.9132704,6.420948099,5.7809418,1.367589319,1.231275216,2474552.027,507.6889921,22.82257738,20.54774303,-6465.310059,-1.326448873,-0.060387624,-0.054368503,0.0,0.0,0.0,0.0,942159856290487,924134,942159830290487,942159827290487,942159849290487,
1469307,1,55,5,59,22221,1,1,6,1,,,6.0.35,1.038760233,7.565624424,-6.843955913,-809575.3739,-3.667441747,-157.6925096,9.851764607,8.869792582,6.121931118,5.511729258,212867.2521,43.67269692,1.979388228,1.782093232,-1022442.626,-209.7684189,-9.549871562,-8.597990647,0.0,0.0,0.0,0.0,942163632290487,924136,942163483290487,942163480290487,942163508290487,
1469307,1,55,5,59,22221,1,1,8,1,,,6.0.35,0.730963593,5.323842626,0.899194116,106366.175,0.645048143,27.73575355,4.92410571,4.433296779,0.0,0.0,106366.175,21.82250993,0.989137905,0.890545847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,942163634290487,924136,942163483290487,942163480290487,942163510290487,
1469307,1,55,5,59,22221,1,1,9,1,,,6.0.35,1.274983768,9.286116299,-1.375918138,-162758.1264,-0.536721496,-23.07792885,1.718614564,1.547312113,10.11729728,9.108858358,37158.48366,7.623583142,0.345539022,0.311097512,-199916.61,-41.01569138,-1.867271474,-1.681151685,0.0,0.0,0.0,0.0,942163635290487,924136,942163483290487,942163480290487,942163511290487,
1469307,1,55,5,59,22221,1,1,24,1,,,6.0.35,0.133948577,0.97559051,0.29187603,34526.17887,0.189942197,8.167126798,0.859307282,0.773656057,-0.096662078,-0.087027311,37158.48366,7.623583142,0.345539022,0.311097512,-2632.304794,-0.540054181,-0.02458639,-0.022135748,0.0,0.0,0.0,0.0,942163653290487,924136,942163483290487,942163480290487,942163526290487,
1469307,1,55,5,59,22221,1,1,34,1,,,6.0.35,1.462503922,10.65188581,1.799528661,212867.2521,1.290848476,55.50384975,9.851764607,8.869792582,0.0,0.0,212867.2521,43.67269692,1.979388228,1.782093232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,942163663290487,924136,942163483290487,942163480290487,942163536290487,
1857035,1,17,3,31,23466,1,1,2,3,,,6.0.35,0.868253406,6.323768434,-1.131112946,-133799.9832,-0.475070663,-20.42706884,5.01188594,4.512327538,3.286510541,2.958928474,420923.5893,86.35836728,3.90673226,3.517329758,-554723.5725,-113.809307,-5.181257838,-4.664817337,0.0,0.0,0.0,0.0,785694820290487,352769456489998,785694785290487,785694777290487,785694810290487,
1858000,1,17,3,31,22332,1,2,1,2,,,6.0.35,0.498100221,3.627823897,-0.008342918,-986.8884879,0.08900388,3.826985182,1.751971545,1.577344246,2.295340716,2.066553239,147055.5143,30.17049753,1.364900227,1.228854159,-148042.4028,-30.37297152,-1.382753317,-1.244927746,0.0,0.0,0.0,0.0,785696699290487,352769464489998,785696678290487,785696673290487,785696693290487,
1858000,1,17,3,31,22332,1,2,2,1,,,6.0.35,1.084519338,7.898902677,3.553311786,420323.2391,2.209606855,95.00858481,5.01188594,4.512327538,-0.139623001,-0.125706115,420923.5893,86.35836728,3.90673226,3.517329758,-600.3502162,-0.123170252,-0.005607422,-0.005048504,0.0,0.0,0.0,0.0,785696701290487,352769464489998,785696678290487,785696673290487,785696694290487,
