SAMPLE_NAME,REPORT_YEAR,ATTRIBUTE_NAME,CALCULATION_NAME,ADJUSTMENT_EXPRESSION,REQUIRED_SAMPLE_CONSTRAINT,DOMAIN_TYPE,CN,PSS_CN,PATTR_CN
MadWIUA2021FS,2021,"Annual gross carbon sequestration, live trees (iTr","Gross C Sequestration (iTree), Live Trees",*CASE WHEN mtre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN mtre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,MOTHER_TREE,1256494014290487,1256491875290487,552303654126144
MadWIUA2021Cur,2021,"Gross total-stem wood volume, live and dead trees","Gross Total-Stem Wood Volume, Live and Dead Trees",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1676619073290487,1256491874290487,1676618352290487
MadWIUA2021Cur,2021,"Sound total-stem wood volume, live trees","Sound Total-Stem Wood Volume, Live Trees",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1676619079290487,1256491874290487,1676618685290487
MadWIUA2021Cur,2021,Number of live and dead mother trees,Number of Live and Dead Mother Trees,*CASE WHEN mtre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN mtre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,MOTHER_TREE,1536927374290487,1256491874290487,1536921284290487
MadWIUA2021FS,2021,"Area of permeable cover, in acres",Proportion Permeable Cover,*psc.stratum_subplot_adj_factor,SAMPLED,LAND,1256494028290487,1256491875290487,552303668126144
MadWIUA2021FS,2021,"Area of tree cover, in acres",Proportion Tree Cover,*psc.stratum_subplot_adj_factor,SAMPLED,LAND,1256494030290487,1256491875290487,552303670126144
MadWIUA2021FS,2021,"Area of water cover, in acres",Proportion Water Cover,*psc.stratum_subplot_adj_factor,SAMPLED,LAND,1256494031290487,1256491875290487,552303671126144
RocNYUA2022FS,2022,"Area of sampled land and water, in acres",All Conditions,*psc.stratum_subplot_adj_factor,SAMPLED,LAND,1490861797290487,1490861638290487,552303667126144
RocNYUA2022FS,2022,"Sound sawlog wood volume, live sawtimber trees",Sound Sawlog Wood Volume,*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1490861805290487,1490861638290487,552303675126144
RocNYUA2022FS,2022,"Sound total-stem wood volume, live and dead woodla","Sound Total-Stem Wood Volume, Live & Dead Woodland",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1674775102290487,1490861638290487,1674062053290487
RocNYUA2022FS,2022,"Basal area, live mother trees","Basal Area, Live Mother Trees",*CASE WHEN mtre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN mtre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,MOTHER_TREE,1490861813290487,1490861638290487,1226802218290487
RocNYUA2022FS,2022,"Area of impervious cover, in acres",Proportion Impervious Cover,*psc.stratum_subplot_adj_factor,SAMPLED,LAND,1490861796290487,1490861638290487,552303666126144
RocNYUA2022FS,2022,"Gross total-stem wood volume, live trees","Gross Total-Stem Wood Volume, Live Trees",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1676619971290487,1490861638290487,1676618354290487
RocNYUA2022FS,2022,"Sound total-stem wood volume, live and dead timber","Sound Total-Stem Wood Volume, Live and Dead Timber",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1676619974290487,1490861638290487,1676618684290487
MilWIUA2022FS,2022,"Net sawlog wood volume, live sawtimber trees (boar",Net Sawlog Wood Volume (Board Feet),*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1491058730290487,1491058605290487,552303661126144
MilWIUA2022FS,2022,"Sound sawlog wood volume, live sawtimber trees",Sound Sawlog Wood Volume,*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1491058744290487,1491058605290487,552303675126144
MilWIUA2022FS,2022,Number of live seedlings,Number of Live Seedlings,*CASE WHEN sdl.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN sdl.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,SEEDLING,1491058748290487,1491058605290487,552303679126144
MilWIUA2022FS,2022,"Gross total-stem wood volume, live woodland specie","Gross Total-Stem Wood Volume, Live Woodland",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1674775393290487,1491058605290487,1674062052290487
MilWIUA2022FS,2022,"Basal area, live mother trees","Basal Area, Live Mother Trees",*CASE WHEN mtre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN mtre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,MOTHER_TREE,1491058752290487,1491058605290487,1226802218290487
MilWIUA2022FS,2022,Number of live mother trees,Number of Live Mother Trees,*CASE WHEN mtre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN mtre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,MOTHER_TREE,1491058753290487,1491058605290487,1226802219290487
MilWIUA2022FS,2022,"Gross total-stem wood volume, live timber species","Gross Total-Stem Wood Volume, Live Timber",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1676620556290487,1491058605290487,1676618464290487
MilWIUA2022FS,2022,"Sound total-stem wood volume, live and dead trees","Sound Total-Stem Wood Volume, Live and Dead Trees",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1676620557290487,1491058605290487,1676618683290487
MadWIUA2021FS,2021,Number of live mother trees,Number of Live Mother Trees,*CASE WHEN mtre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN mtre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,MOTHER_TREE,1302248720290487,1256491875290487,1226802219290487
MadWIUA2021Inv,2021,Leaf area (iTree),Leaf Area (iTree),*CASE WHEN mtre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN mtre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,MOTHER_TREE,1301464496290487,1301462821290487,552303659126144
MadWIUA2021Inv,2021,"Net bole wood volume, live timber trees","Net Bole Wood Volume, Live Timber Trees",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1301464499290487,1301462821290487,552303662126144
MadWIUA2021Inv,2021,"Area of sampled land and water, in acres",All Conditions,*psc.stratum_subplot_adj_factor,SAMPLED,LAND,1301464504290487,1301462821290487,552303667126144
RocNYUA2022Inv,2022,"Annual gross carbon sequestration, live trees (iTr","Gross C Sequestration (iTree), Live Trees",*CASE WHEN mtre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN mtre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,MOTHER_TREE,1490861835290487,1490861639290487,552303654126144
RocNYUA2022Inv,2022,"Area of building cover, in acres",Proportion Building Cover,*psc.stratum_subplot_adj_factor,SAMPLED,LAND,1490861845290487,1490861639290487,552303664126144
RocNYUA2022Inv,2022,"Gross total-stem wood volume, live and dead timber","Gross Total-Stem Wood Volume, Live and Dead Timber",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1676620778290487,1490861639290487,1676618353290487
RocNYUA2022Inv,2022,Number of live and dead mother trees,Number of Live and Dead Mother Trees,*CASE WHEN mtre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN mtre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,MOTHER_TREE,1536927436290487,1490861639290487,1536921284290487
TreNJUA2022Cur,2022,Annual value of carbon emissions avoided,"Carbon Emission Avoided (iTree), Dollar Value",*CASE WHEN binta.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN binta.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,MOTHER_TREE,1490868885290487,1490864917290487,552303639126144
MilWIUA2022Inv,2022,"Basal area, live mother trees","Basal Area, Live Mother Trees",*CASE WHEN mtre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN mtre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,MOTHER_TREE,1491058803290487,1491058606290487,1226802218290487
MilWIUA2022Inv,2022,Annual fuel-based carbon emissions avoided,Fuel Carbon Emissions Avoided,*CASE WHEN ee.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN ee.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,MOTHER_TREE,1491058769290487,1491058606290487,552303649126144
MilWIUA2022Inv,2022,Leaf area (iTree),Leaf Area (iTree),*CASE WHEN mtre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN mtre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,MOTHER_TREE,1491058779290487,1491058606290487,552303659126144
MilWIUA2022Inv,2022,"Area of impervious cover, in acres",Proportion Impervious Cover,*psc.stratum_subplot_adj_factor,SAMPLED,LAND,1491058786290487,1491058606290487,552303666126144
MadWIUA2021Inv,2021,"Sawlog bark and wood biomass, live sawtimber trees",Sawlog Bark and Wood Biomass,*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1301464510290487,1301462821290487,552303673126144
MadWIUA2021Inv,2021,"Whole-tree biomass, live and dead trees","Whole-tree Biomass, Live and Dead Trees",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1301464517290487,1301462821290487,552303680126144
MadWIUA2021Inv,2021,"Whole-tree carbon content, live and dead trees","Whole-tree Carbon Content, Live and Dead Trees",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1301464518290487,1301462821290487,552303681126144
MadWIUA2021Inv,2021,"Sound total-stem wood volume, live and dead trees","Sound Total-Stem Wood Volume, Live and Dead Trees",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1676620725290487,1301462821290487,1676618683290487
MadWIUA2021Inv,2021,"Sound total-stem wood volume, live trees","Sound Total-Stem Wood Volume, Live Trees",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1676620727290487,1301462821290487,1676618685290487
MadWIUA2022Cur,2022,Compensatory value,Compensatory Value (iTree),*CASE WHEN mtre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN mtre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,MOTHER_TREE,1491057548290487,1491057477290487,552303641126144
MadWIUA2022Cur,2022,Leaf area (iTree),Leaf Area (iTree),*CASE WHEN mtre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN mtre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,MOTHER_TREE,1491057566290487,1491057477290487,552303659126144
TreNJUA2022Cur,2022,"Net bole wood volume, live timber trees","Net Bole Wood Volume, Live Timber Trees",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1490868908290487,1490864917290487,552303662126144
TreNJUA2022Cur,2022,"Area of sampled land and water, in acres",All Conditions,*psc.stratum_subplot_adj_factor,SAMPLED,LAND,1490868913290487,1490864917290487,552303667126144
TreNJUA2022Cur,2022,Number of live trees,Number of Live Trees,*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1490868924290487,1490864917290487,552303678126144
TreNJUA2022Cur,2022,"Sound total-stem wood volume, live woodland specie","Sound Total-Stem Wood Volume, Live Woodland",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1674774771290487,1490864917290487,1674062054290487
TreNJUA2022Cur,2022,"Annual gross carbon sequestration, live trees (FIA","Gross C Sequestration (FIA), Live Trees",*CASE WHEN mtre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN mtre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,MOTHER_TREE,1490868899290487,1490864917290487,552303653126144
TreNJUA2022Cur,2022,"Sound total-stem wood volume, live timber species","Sound Total-Stem Wood Volume, Live Timber",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1676619312290487,1490864917290487,1676618686290487
MinMNUA2021Cur,2021,"Aboveground biomass, live and dead saplings","Aboveground Biomass, Saplings",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1261079181290487,1261079101290487,552303672126144
MinMNUA2021Cur,2021,"Gross total-stem wood volume, live timber species","Gross Total-Stem Wood Volume, Live Timber",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1676619460290487,1261079101290487,1676618464290487
MinMNUA2021Cur,2021,"Sound total-stem wood volume, live and dead trees","Sound Total-Stem Wood Volume, Live and Dead Trees",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1676619461290487,1261079101290487,1676618683290487
MadWIUA2022Cur,2022,"Sound bole wood volume, live timber trees","Sound Bole Wood Volume, Live Timber Trees",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1491057581290487,1491057477290487,552303674126144
MadWIUA2022Cur,2022,"Top and limb bark wood biomass, live and dead timb","Top and Limb Biomass, Live and Dead Timber Trees",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1491057584290487,1491057477290487,552303677126144
MadWIUA2022Cur,2022,"Gross total-stem wood volume, live timber species","Gross Total-Stem Wood Volume, Live Timber",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1676619708290487,1491057477290487,1676618464290487
MadWIUA2022Cur,2022,"Sound total-stem wood volume, live and dead trees","Sound Total-Stem Wood Volume, Live and Dead Trees",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1676619709290487,1491057477290487,1676618683290487
MadWIUA2022Cur,2022,Number of live and dead trees,Number of Live and Dead Trees,*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1536927166290487,1491057477290487,1536921283290487
MadWIUA2022FS,2022,Annual electricity-based carbon emissions avoided,Electricity Carbon Emissions Avoided,*CASE WHEN ee.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN ee.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,MOTHER_TREE,1491057604290487,1491057478290487,552303646126144
TreNJUA2022FS,2022,"Bole bark and wood biomass, live timber trees","Bole Bark and Wood Biomass, Live Timber Trees",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1490868935290487,1490864918290487,552303638126144
TreNJUA2022FS,2022,Annual value of electricity use avoided,Electricity Use Avoided Dollar Value (iTree),*CASE WHEN binta.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN binta.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,MOTHER_TREE,1490868945290487,1490864918290487,552303648126144
TreNJUA2022FS,2022,Annual fuel-based carbon emissions avoided,Fuel Carbon Emissions Avoided,*CASE WHEN ee.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN ee.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,MOTHER_TREE,1490868946290487,1490864918290487,552303649126144
TreNJUA2022FS,2022,"Net bole wood volume, live timber trees","Net Bole Wood Volume, Live Timber Trees",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1490868959290487,1490864918290487,552303662126144
TreNJUA2022FS,2022,"Net sawlog wood volume, live sawtimber trees",Net Sawlog Wood Volume,*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1490868960290487,1490864918290487,552303663126144
TreNJUA2022FS,2022,"Area of shrub/seedling cover, in acres",Proportion Shrub/Seed Cover,*psc.stratum_subplot_adj_factor,SAMPLED,LAND,1490868966290487,1490864918290487,552303669126144
TreNJUA2022FS,2022,"Sawlog bark and wood biomass, live sawtimber trees",Sawlog Bark and Wood Biomass,*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1490868970290487,1490864918290487,552303673126144
TreNJUA2022FS,2022,"Sound total-stem wood volume, live and dead woodla","Sound Total-Stem Wood Volume, Live & Dead Woodland",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1674775190290487,1490864918290487,1674062053290487
MinMNUA2021Cur,2021,"Sound total-stem wood volume, live timber species","Sound Total-Stem Wood Volume, Live Timber",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1676619464290487,1261079101290487,1676618686290487
MinMNUA2021FS,2021,"Aboveground carbon, live and dead trees","Aboveground Carbon, Live and Dead Trees",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1261079192290487,1261079102290487,552303634126144
MinMNUA2021FS,2021,"Whole-tree carbon content, live and dead trees (iT","Carbon Storage (iTree), Live and Dead Trees",*CASE WHEN mtre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN mtre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,MOTHER_TREE,1261079198290487,1261079102290487,552303640126144
MinMNUA2021FS,2021,Compensatory value,Compensatory Value (iTree),*CASE WHEN mtre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN mtre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,MOTHER_TREE,1261079199290487,1261079102290487,552303641126144
MinMNUA2021FS,2021,Annual electricity use avoided,Electricity Use Avoided,*CASE WHEN ee.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN ee.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,MOTHER_TREE,1261079205290487,1261079102290487,552303647126144
MinMNUA2021FS,2021,Leaf biomass (iTree),Leaf Biomass (iTree),*CASE WHEN mtre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN mtre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,MOTHER_TREE,1261079218290487,1261079102290487,552303660126144
MinMNUA2021FS,2021,"Net bole wood volume, live timber trees","Net Bole Wood Volume, Live Timber Trees",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1261079220290487,1261079102290487,552303662126144
MinMNUA2021FS,2021,"Area of building cover, in acres",Proportion Building Cover,*psc.stratum_subplot_adj_factor,SAMPLED,LAND,1261079222290487,1261079102290487,552303664126144
MinMNUA2021FS,2021,"Area of herbaceous cover, in acres",Proportion Herbaceous Cover,*psc.stratum_subplot_adj_factor,SAMPLED,LAND,1261079223290487,1261079102290487,552303665126144
MinMNUA2021FS,2021,"Stump bark wood biomass, live and dead timber tree","Stump Bark Wood Biomass, Live and Dead Timber Tree",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1261079234290487,1261079102290487,552303676126144
MadWIUA2022Inv,2022,Compensatory value,Compensatory Value (iTree),*CASE WHEN mtre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN mtre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,MOTHER_TREE,1491057650290487,1491057479290487,552303641126144
MadWIUA2022FS,2022,"Area of impervious cover, in acres",Proportion Impervious Cover,*psc.stratum_subplot_adj_factor,SAMPLED,LAND,1491057624290487,1491057478290487,552303666126144
MadWIUA2022FS,2022,"Area of shrub/seedling cover, in acres",Proportion Shrub/Seed Cover,*psc.stratum_subplot_adj_factor,SAMPLED,LAND,1491057627290487,1491057478290487,552303669126144
MadWIUA2022FS,2022,"Sawlog bark and wood biomass, live sawtimber trees",Sawlog Bark and Wood Biomass,*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1491057631290487,1491057478290487,552303673126144
MadWIUA2022FS,2022,"Sound total-stem wood volume, live woodland specie","Sound Total-Stem Wood Volume, Live Woodland",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1674775391290487,1491057478290487,1674062054290487
MadWIUA2022FS,2022,"Gross total-stem wood volume, live trees","Gross Total-Stem Wood Volume, Live Trees",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1676620547290487,1491057478290487,1676618354290487
TreNJUA2022FS,2022,Number of live and dead mother trees,Number of Live and Dead Mother Trees,*CASE WHEN mtre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN mtre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,MOTHER_TREE,1536927489290487,1490864918290487,1536921284290487
TreNJUA2022Inv,2022,"Net sawlog wood volume, live sawtimber trees (boar",Net Sawlog Wood Volume (Board Feet),*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1490869009290487,1490864919290487,552303661126144
TreNJUA2022Inv,2022,"Net bole wood volume, live timber trees","Net Bole Wood Volume, Live Timber Trees",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1490869010290487,1490864919290487,552303662126144
TreNJUA2022Inv,2022,"Sound total-stem wood volume, live woodland specie","Sound Total-Stem Wood Volume, Live Woodland",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1674775599290487,1490864919290487,1674062054290487
TreNJUA2022Inv,2022,Number of live mother trees,Number of Live Mother Trees,*CASE WHEN mtre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN mtre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,MOTHER_TREE,1490869032290487,1490864919290487,1226802219290487
MinMNUA2021FS,2021,"Sound total-stem wood volume, live and dead trees","Sound Total-Stem Wood Volume, Live and Dead Trees",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1676620309290487,1261079102290487,1676618683290487
MinMNUA2021FS,2021,"Sound total-stem wood volume, live timber species","Sound Total-Stem Wood Volume, Live Timber",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1676620312290487,1261079102290487,1676618686290487
MinMNUA2021Inv,2021,Crown ground area,Crown Ground Area (iTree),*CASE WHEN mtre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN mtre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,MOTHER_TREE,1261079249290487,1261079103290487,552303642126144
MinMNUA2021Inv,2021,Annual fuel-based carbon emissions avoided,Fuel Carbon Emissions Avoided,*CASE WHEN ee.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN ee.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,MOTHER_TREE,1261079256290487,1261079103290487,552303649126144
MinMNUA2021Inv,2021,"Area of herbaceous cover, in acres",Proportion Herbaceous Cover,*psc.stratum_subplot_adj_factor,SAMPLED,LAND,1261079272290487,1261079103290487,552303665126144
MinMNUA2021Inv,2021,"Gross total-stem wood volume, live woodland specie","Gross Total-Stem Wood Volume, Live Woodland",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,1674775669290487,1261079103290487,1674062052290487
AusTXUA2019FS,2019,Annual value of fuel use avoided,Fuel Use Avoided Dollar Value (iTree),*CASE WHEN binta.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN binta.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,MOTHER_TREE,839648633290487,839561795290487,552303651126144
AusTXUA2019FS,2019,"Area of herbaceous cover, in acres",Proportion Herbaceous Cover,*psc.stratum_subplot_adj_factor,SAMPLED,LAND,839648647290487,839561795290487,552303665126144
AusTXUA2019FS,2019,"Sound bole wood volume, live timber trees","Sound Bole Wood Volume, Live Timber Trees",*CASE WHEN tre.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN tre.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,TREE,839648656290487,839561795290487,552303674126144
AusTXUA2019FS,2019,Number of live seedlings,Number of Live Seedlings,*CASE WHEN sdl.subp = 1 THEN psc.stratum_subplot_adj_factor WHEN sdl.subp > 1 THEN psc.stratum_microplot_adj_factor END,SAMPLED,SEEDLING,839648661290487,839561795290487,552303679126144
