NAME,POPULATION_NAME,INVENTORY_TYPE,RESORG_NAME,DESCRIPTION,CN,PPN_CN,RESORG_CN
"FIA-Urban Inventory of Chicago, IL","Chicago, IL Urban Area",ANNUALIZED,FIA_NRS,"Annual inventory of the urban forests of Chicago, IL and the surrounding urban clusters.",148699,148700,372098810489998
