SAMPLE_NAME,REPORT_YEAR,DOMAIN_NAME,DOMAIN_TYPE,EXPRESSION,CN,PSS_CN,PDOM_CN
HouTXUA2017FS,2017,Sampled Land,LAND,id_cond.cond_status_cd<5,683423682126144,683403139126144,414427310489998
HouTXUA2017FS,2017,Live Seedling,SEEDLING,,683423690126144,683403139126144,414427304489998
HouTXUA2018Cur,2018,"Live Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=1,1302247048290487,772955733290487,1268166131290487
HouTXUA2018Inv,2018,FIA Forest Land (Cover),LAND,id_cond.cond_status_cd=1,773030546290487,772955735290487,414427306489998
HouTXUA2018Inv,2018,FIA Forest Land (Any),LAND,id_cond.cond_status_cd=1,773030547290487,772955735290487,414427309489998
HouTXUA2019Cur,2019,Urban Forest,LAND,,925166320290487,925163350290487,414427308489998
HouTXUA2019Cur,2019,FIA Forest Land (Any),LAND,id_cond.cond_status_cd=1,925166319290487,925163350290487,414427309489998
HouTXUA2019Cur,2019,Sampled Land,LAND,id_cond.cond_status_cd<5,925166317290487,925163350290487,414427310489998
HouTXUA2019Cur,2019,"Standing Dead Tree (1""+)",TREE,id_tree.dia>=1 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,925166324290487,925163350290487,414427303489998
HouTXUA2019Inv,2019,FIA Forest Land (Any),LAND,id_cond.cond_status_cd=1,925166338290487,925163352290487,414427309489998
HouTXUA2020Cur,2020,FIA Forest Land (Cover),LAND,id_cond.cond_status_cd=1,1274791923290487,1274790868290487,414427306489998
HouTXUA2020Cur,2020,Sampled Land,LAND,id_cond.cond_status_cd<5,1274791924290487,1274790868290487,414427310489998
HouTXUA2020Cur,2020,"Live Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=5,1302246821290487,1274790868290487,1268166132290487
HouTXUA2020FS,2020,"Live Tree (5""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=5,1274791937290487,1274790869290487,417940978489998
HouTXUA2020Inv,2020,Sampled Land,LAND,id_cond.cond_status_cd<5,1274791943290487,1274790871290487,414427310489998
HouTXUA2020Inv,2020,"Live Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=1,1302247276290487,1274790871290487,1268166131290487
HouTXUA2020Inv,2020,"Standing Dead Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.dia>=1 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1302247278290487,1274790871290487,1268166839290487
HouTXUA2021FS,2021,"Live Tree (1""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=1,1267824892290487,1267824874290487,414427301489998
HouTXUA2022Cur,2022,Sampled Land,LAND,id_cond.cond_status_cd<5,1491027596290487,1491027591290487,414427310489998
HouTXUA2022Cur,2022,Live Seedling,SEEDLING,,1491027604290487,1491027591290487,414427304489998
HouTXUA2022FS,2022,Urban Forest,LAND,,1491027612290487,1491027592290487,414427308489998
KanMOUA2018Cur,2018,FIA Forest Land (Any),LAND,id_cond.cond_status_cd=1,742208894290487,742207255290487,414427309489998
KanMOUA2018FS,2018,FIA Forest Land (Any),LAND,id_cond.cond_status_cd=1,742208903290487,742207256290487,414427309489998
KanMOUA2018FS,2018,Live Seedling,SEEDLING,,742208909290487,742207256290487,414427304489998
KanMOUA2018FS,2018,"Standing Dead Tree (5""+)",TREE,id_tree.dia>=5 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,742208907290487,742207256290487,414427302489998
KanMOUA2019Cur,2019,"Live Tree (5""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=5,931709031290487,931708906290487,417940978489998
KanMOUA2019FS,2019,Live Seedling,SEEDLING,,931709044290487,931708907290487,414427304489998
KanMOUA2019Inv,2019,FIA Forest Land (Any),LAND,id_cond.cond_status_cd=1,931709048290487,931708908290487,414427309489998
KanMOUA2019Inv,2019,"Standing Dead Tree (1""+)",TREE,id_tree.dia>=1 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,931709053290487,931708908290487,414427303489998
KanMOUA2021Cur,2021,Urban Forest,LAND,,1268224466290487,1268224247290487,414427308489998
KanMOUA2021Cur,2021,"Live Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=5,1302247009290487,1268224247290487,1268166132290487
KanMOUA2021Cur,2021,"Standing Dead Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.dia>=1 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1302247010290487,1268224247290487,1268166839290487
KanMOUA2021Inv,2021,Sampled Land,LAND,id_cond.cond_status_cd<5,1268224481290487,1268224249290487,414427310489998
KanMOUA2021Inv,2021,"Standing Dead Tree (5""+)",TREE,id_tree.dia>=5 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,1268224488290487,1268224249290487,414427302489998
KanMOUA2021Inv,2021,"Live Tree (5""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=5,1268224486290487,1268224249290487,417940978489998
KanMOUA2022Cur,2022,"Live Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=1,1491207663290487,1491207643290487,1268166131290487
KanMOUA2022Cur,2022,"Live Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=5,1491207664290487,1491207643290487,1268166132290487
KanMOUA2022Cur,2022,"Live Tree (5""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=5,1491207658290487,1491207643290487,417940978489998
KanMOUA2022Inv,2022,FIA Forest Land (Cover),LAND,id_cond.cond_status_cd=1,1491207682290487,1491207645290487,414427306489998
PorORUA2018FS,2018,FIA Forest Land (Cover),LAND,id_cond.cond_status_cd=1,744771508290487,744770878290487,414427306489998
PorORUA2018FS,2018,Sampled Land,LAND,id_cond.cond_status_cd<5,744771507290487,744770878290487,414427310489998
PorORUA2018FS,2018,"Live Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=1,1302246916290487,744770878290487,1268166131290487
PorORUA2018FS,2018,Live Seedling,SEEDLING,,744771515290487,744770878290487,414427304489998
PorORUA2018Inv,2018,FIA Forest Land (Cover),LAND,id_cond.cond_status_cd=1,744771518290487,744770879290487,414427306489998
PorORUA2018Inv,2018,Sampled Land,LAND,id_cond.cond_status_cd<5,744771516290487,744770879290487,414427310489998
AusTXUA2014Cur,2014,FIA Forest Land (Cover),LAND,id_cond.cond_status_cd=1,557732733126144,150521855121573,414427306489998
AusTXUA2014Cur,2014,Sampled Land,LAND,id_cond.cond_status_cd<5,557732736126144,150521855121573,414427310489998
AusTXUA2014Cur,2014,"Standing Dead Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.dia>=5 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1302245963290487,150521855121573,1268170529290487
AusTXUA2017Cur,2017,"Standing Dead Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.dia>=1 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1302247254290487,682341583126144,1268166839290487
AusTXUA2017Cur,2017,"Standing Dead Tree (5""+)",TREE,id_tree.dia>=5 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,682342382126144,682341583126144,414427302489998
AusTXUA2017FS,2017,FIA Forest Land (Cover),LAND,id_cond.cond_status_cd=1,682342386126144,682341584126144,414427306489998
AusTXUA2017FS,2017,"Live Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=5,1302247013290487,682341584126144,1268166132290487
AusTXUA2017FS,2017,Live Seedling,SEEDLING,,682342393126144,682341584126144,414427304489998
AusTXUA2017FS,2017,"Standing Dead Tree (5""+)",TREE,id_tree.dia>=5 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,682342391126144,682341584126144,414427302489998
AusTXUA2018Cur,2018,"Live Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=1,1302247168290487,759996401290487,1268166131290487
AusTXUA2018Cur,2018,"Standing Dead Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.dia>=5 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1302247171290487,759996401290487,1268170529290487
AusTXUA2018Cur,2018,"Standing Dead Tree (1""+)",TREE,id_tree.dia>=1 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,759996440290487,759996401290487,414427303489998
AusTXUA2018FS,2018,FIA Forest Land (Cover),LAND,id_cond.cond_status_cd=1,759996443290487,759996402290487,414427306489998
AusTXUA2018FS,2018,"Standing Dead Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.dia>=1 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1302247106290487,759996402290487,1268166839290487
AusTXUA2018FS,2018,"Standing Dead Tree (1""+)",TREE,id_tree.dia>=1 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,759996449290487,759996402290487,414427303489998
AusTXUA2019FS,2019,"Live Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=5,1302247141290487,839561795290487,1268166132290487
SprMOUA2018Inv,2018,Sampled Land,LAND,id_cond.cond_status_cd<5,742215617290487,742206337290487,414427310489998
SprMOUA2018Inv,2018,"Live Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=1,1302247256290487,742206337290487,1268166131290487
SprMOUA2019Cur,2019,FIA Forest Land (Cover),LAND,id_cond.cond_status_cd=1,928975548290487,928975528290487,414427306489998
SprMOUA2019Cur,2019,Sampled Land,LAND,id_cond.cond_status_cd<5,928975547290487,928975528290487,414427310489998
SprMOUA2019Cur,2019,"Live Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=1,1302247224290487,928975528290487,1268166131290487
SprMOUA2019FS,2019,FIA Forest Land (Any),LAND,id_cond.cond_status_cd=1,928975558290487,928975529290487,414427309489998
SprMOUA2019FS,2019,"Live Tree (5""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=5,928975560290487,928975529290487,417940978489998
SprMOUA2019Inv,2019,"Standing Dead Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.dia>=1 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1302247186290487,928975530290487,1268166839290487
SprMOUA2020Cur,2020,"Standing Dead Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.dia>=1 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1302246750290487,1268231470290487,1268166839290487
SprMOUA2020Cur,2020,"Standing Dead Tree (5""+)",TREE,id_tree.dia>=5 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,1268231481290487,1268231470290487,414427302489998
SprMOUA2020FS,2020,Urban Forest,LAND,,1268231487290487,1268231471290487,414427308489998
SprMOUA2020FS,2020,"Live Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=1,1302246788290487,1268231471290487,1268166131290487
SprMOUA2020Inv,2020,Sampled Land,LAND,id_cond.cond_status_cd<5,1268231493290487,1268231472290487,414427310489998
SprMOUA2020Inv,2020,Live Seedling,SEEDLING,,1268231502290487,1268231472290487,414427304489998
SprMOUA2020Inv,2020,"Live Tree (1""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=1,1268231499290487,1268231472290487,414427301489998
SprMOUA2020Inv,2020,"Standing Dead Tree (1""+)",TREE,id_tree.dia>=1 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,1268231501290487,1268231472290487,414427303489998
StMOUA2018Cur,2018,Urban Forest,LAND,,737683479290487,737683464290487,414427308489998
StMOUA2018Cur,2018,"Live Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=5,1302247137290487,737683464290487,1268166132290487
StMOUA2018FS,2018,FIA Forest Land (Any),LAND,id_cond.cond_status_cd=1,737683487290487,737683465290487,414427309489998
StMOUA2018Inv,2018,Live Seedling,SEEDLING,,737683503290487,737683466290487,414427304489998
StMOUA2019Cur,2019,FIA Forest Land (Any),LAND,id_cond.cond_status_cd=1,932849318290487,932849304290487,414427309489998
StMOUA2019Cur,2019,Sampled Land,LAND,id_cond.cond_status_cd<5,932849316290487,932849304290487,414427310489998
StMOUA2019Cur,2019,"Standing Dead Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.dia>=1 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1302246830290487,932849304290487,1268166839290487
StMOUA2019Cur,2019,"Standing Dead Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.dia>=5 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1302246831290487,932849304290487,1268170529290487
StMOUA2019Cur,2019,"Standing Dead Tree (1""+)",TREE,id_tree.dia>=1 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,932849323290487,932849304290487,414427303489998
StMOUA2019FS,2019,"Standing Dead Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.dia>=1 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1302247238290487,932849305290487,1268166839290487
StMOUA2019FS,2019,"Standing Dead Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.dia>=5 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1302247239290487,932849305290487,1268170529290487
StMOUA2019Inv,2019,FIA Forest Land (Cover),LAND,id_cond.cond_status_cd=1,932849336290487,932849306290487,414427306489998
StMOUA2019Inv,2019,"Live Tree (1""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=1,932849340290487,932849306290487,414427301489998
StMOUA2021Cur,2021,"Standing Dead Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.dia>=1 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1302246898290487,1268233083290487,1268166839290487
StMOUA2021Cur,2021,"Standing Dead Tree (5""+)",TREE,id_tree.dia>=5 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,1268233093290487,1268233083290487,414427302489998
StMOUA2021FS,2021,Sampled Land,LAND,id_cond.cond_status_cd<5,1268233096290487,1268233084290487,414427310489998
StMOUA2021FS,2021,"Standing Dead Tree (5""+)",TREE,id_tree.dia>=5 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,1268233102290487,1268233084290487,414427302489998
StMOUA2021Inv,2021,"Live Tree (1""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=1,1268233111290487,1268233085290487,414427301489998
StMOUA2022Cur,2022,FIA Forest Land (Any),LAND,id_cond.cond_status_cd=1,1491208851290487,1491208832290487,414427309489998
StMOUA2022Cur,2022,"Live Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=5,1491208859290487,1491208832290487,1268166132290487
StMOUA2022Cur,2022,"Live Tree (1""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=1,1491208854290487,1491208832290487,414427301489998
StMOUA2022Cur,2022,"Standing Dead Tree (1""+)",TREE,id_tree.dia>=1 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,1491208856290487,1491208832290487,414427303489998
StMOUA2022Inv,2022,"Standing Dead Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.dia>=5 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1491208888290487,1491208834290487,1268170529290487
WasDCUA2018Cur,2018,"Standing Dead Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.dia>=5 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1302247091290487,744909034290487,1268170529290487
WasDCUA2018Cur,2018,Live Seedling,SEEDLING,,744909599290487,744909034290487,414427304489998
WasDCUA2018Inv,2018,FIA Forest Land (Any),LAND,id_cond.cond_status_cd=1,744909612290487,744909036290487,414427309489998
WasDCUA2019Cur,2019,"Standing Dead Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.dia>=5 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1302246911290487,941620446290487,1268170529290487
WasDCUA2019Cur,2019,"Live Tree (1""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=1,941644094290487,941620446290487,414427301489998
WasDCUA2019Inv,2019,Urban Forest,LAND,,941644102290487,941620447290487,414427308489998
WasDCUA2019Inv,2019,Live Seedling,SEEDLING,,941644107290487,941620447290487,414427304489998
WasDCUA2019Inv,2019,"Standing Dead Tree (5""+)",TREE,id_tree.dia>=5 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,941644105290487,941620447290487,414427302489998
MinMNUA2022FS,2022,Live Seedling,SEEDLING,,1491006092290487,1491006014290487,414427304489998
MinMNUA2022Inv,2022,FIA Forest Land (Cover),LAND,id_cond.cond_status_cd=1,1491006099290487,1491006015290487,414427306489998
MinMNUA2022Inv,2022,"Live Tree (1""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=1,1491006103290487,1491006015290487,414427301489998
MinMNUA2022Inv,2022,"Standing Dead Tree (1""+)",TREE,id_tree.dia>=1 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,1491006105290487,1491006015290487,414427303489998
PitPAUA2022FS,2022,"Live Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=1,1490772434290487,1490772374290487,1268166131290487
PitPAUA2022FS,2022,Live Seedling,SEEDLING,,1490772433290487,1490772374290487,414427304489998
PitPAUA2022Inv,2022,"Live Tree (1""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=1,1490772444290487,1490772375290487,414427301489998
PorMEUA2021Cur,2021,Urban Forest,LAND,,1261186125290487,1261185783290487,414427308489998
PorMEUA2021Cur,2021,"Standing Dead Tree (5""+)",TREE,id_tree.dia>=5 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,1261186128290487,1261185783290487,414427302489998
PorMEUA2021FS,2021,Sampled Land,LAND,id_cond.cond_status_cd<5,1261186131290487,1261185784290487,414427310489998
PorMEUA2021Inv,2021,Invasive Plant Species,INVASIVE,,1261186141290487,1261185785290487,414427307489998
PorMEUA2021Inv,2021,FIA Forest Land (Cover),LAND,id_cond.cond_status_cd=1,1261186142290487,1261185785290487,414427306489998
PorMEUA2021Inv,2021,"Standing Dead Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.dia>=5 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1302247151290487,1261185785290487,1268170529290487
PorMEUA2021Inv,2021,"Standing Dead Tree (1""+)",TREE,id_tree.dia>=1 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,1261186148290487,1261185785290487,414427303489998
PorMEUA2022Cur,2022,Urban Forest,LAND,,1490985696290487,1490985471290487,414427308489998
PorMEUA2022Cur,2022,"Live Tree (1""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=1,1490985698290487,1490985471290487,414427301489998
PorMEUA2022FS,2022,FIA Forest Land (Any),LAND,id_cond.cond_status_cd=1,1490985708290487,1490985472290487,414427309489998
PorMEUA2022FS,2022,Sampled Land,LAND,id_cond.cond_status_cd<5,1490985706290487,1490985472290487,414427310489998
PorMEUA2022FS,2022,"Live Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=5,1490985716290487,1490985472290487,1268166132290487
PorMEUA2022FS,2022,"Live Tree (1""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=1,1490985711290487,1490985472290487,414427301489998
PorMEUA2022FS,2022,"Standing Dead Tree (5""+)",TREE,id_tree.dia>=5 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,1490985712290487,1490985472290487,414427302489998
PorMEUA2022Inv,2022,Urban Forest,LAND,,1490985723290487,1490985473290487,414427308489998
PorMEUA2022Inv,2022,"Live Tree (1""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=1,1490985725290487,1490985473290487,414427301489998
RocNYUA2022Cur,2022,Urban Forest,LAND,,1490861645290487,1490861637290487,414427308489998
RocNYUA2022Cur,2022,"Standing Dead Tree (5""+)",TREE,id_tree.dia>=5 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,1490861648290487,1490861637290487,414427302489998
RocNYUA2022FS,2022,Urban Forest,LAND,,1490861658290487,1490861638290487,414427308489998
RocNYUA2022FS,2022,Live Seedling,SEEDLING,,1490861663290487,1490861638290487,414427304489998
RocNYUA2022FS,2022,"Live Tree (5""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=5,1490861659290487,1490861638290487,417940978489998
RocNYUA2022Inv,2022,Live Seedling,SEEDLING,,1490861677290487,1490861639290487,414427304489998
RocNYUA2022Inv,2022,"Standing Dead Tree (5""+)",TREE,id_tree.dia>=5 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,1490861675290487,1490861639290487,414427302489998
TreNJUA2022Cur,2022,"Standing Dead Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.dia>=5 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1490868623290487,1490864917290487,1268170529290487
TreNJUA2022FS,2022,"Live Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=5,1490868634290487,1490864918290487,1268166132290487
WasDCUA2021Inv,2021,Urban Forest,LAND,,1273081984290487,1273081779290487,414427308489998
WasDCUA2021Inv,2021,Live Seedling,SEEDLING,,1273081989290487,1273081779290487,414427304489998
WasDCUA2021Inv,2021,"Live Tree (1""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=1,1273081986290487,1273081779290487,414427301489998
WasDCUA2022Cur,2022,FIA Forest Land (Any),LAND,id_cond.cond_status_cd=1,1490982148290487,1490982113290487,414427309489998
WasDCUA2022Cur,2022,"Standing Dead Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.dia>=1 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1490982157290487,1490982113290487,1268166839290487
WasDCUA2022Cur,2022,"Standing Dead Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.dia>=5 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1490982158290487,1490982113290487,1268170529290487
WasDCUA2022FS,2022,"Live Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=5,1490982169290487,1490982114290487,1268166132290487
WasDCUA2022FS,2022,"Standing Dead Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.dia>=1 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1490982170290487,1490982114290487,1268166839290487
WasDCUA2022Inv,2022,"Live Tree (1""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=1,1490982178290487,1490982115290487,414427301489998
WasDCUA2022Inv,2022,"Standing Dead Tree (5""+)",TREE,id_tree.dia>=5 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,1490982179290487,1490982115290487,414427302489998
ChiILUA2019Cur,2019,Urban Forest,LAND,,826498722290487,826498669290487,414427308489998
ChiILUA2019FS,2019,FIA Forest Land (Any),LAND,id_cond.cond_status_cd=1,826498730290487,826498670290487,414427309489998
ChiILUA2019Inv,2019,Urban Forest,LAND,,826498741290487,826498671290487,414427308489998
ChiILUA2019Inv,2019,"Standing Dead Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.dia>=5 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1302247003290487,826498671290487,1268170529290487
ChiILUA2019Inv,2019,Live Seedling,SEEDLING,,826498746290487,826498671290487,414427304489998
ChiILUA2019Inv,2019,"Standing Dead Tree (5""+)",TREE,id_tree.dia>=5 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,826498744290487,826498671290487,414427302489998
ChiILUA2021Cur,2021,"Live Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=5,1302247125290487,1268180336290487,1268166132290487
ChiILUA2021Cur,2021,"Standing Dead Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.dia>=1 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1302247126290487,1268180336290487,1268166839290487
ChiILUA2021Cur,2021,"Standing Dead Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.dia>=5 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1302247127290487,1268180336290487,1268170529290487
ChiILUA2021FS,2021,"Standing Dead Tree (1""+)",TREE,id_tree.dia>=1 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,1268196314290487,1268180337290487,414427303489998
ChiILUA2022Cur,2022,"Live Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=5,1490993154290487,1490993140290487,1268166132290487
ChiILUA2022Cur,2022,"Standing Dead Tree (5""+)",TREE,id_tree.dia>=5 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,1490993150290487,1490993140290487,414427302489998
ChiILUA2022Cur,2022,"Standing Dead Tree (1""+)",TREE,id_tree.dia>=1 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,1490993151290487,1490993140290487,414427303489998
ChiILUA2022FS,2022,"Standing Dead Mother Tree (5""+)",MOTHER_TREE,id_mother_tree.dia>=5 AND id_mother_tree.statuscd=2 AND id_mother_tree.standing_dead_cd=1,1490993169290487,1490993141290487,1268170529290487
ChiILUA2022Inv,2022,Sampled Land,LAND,id_cond.cond_status_cd<5,1490993170290487,1490993142290487,414427310489998
CleOHUA2022All,2022,Nonsampled Land,LAND,id_cond.cond_status_cd=5,1490773761290487,1490773003290487,414427311489998
CleOHUA2022Cur,2022,FIA Forest Land (Any),LAND,id_cond.cond_status_cd=1,1490773764290487,1490773004290487,414427309489998
CleOHUA2022FS,2022,FIA Forest Land (Cover),LAND,id_cond.cond_status_cd=1,1490773776290487,1490773005290487,414427306489998
CleOHUA2022FS,2022,"Live Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=1,1490773784290487,1490773005290487,1268166131290487
CleOHUA2022Inv,2022,Invasive Plant Species,INVASIVE,,1490773789290487,1490773006290487,414427307489998
CleOHUA2022Inv,2022,Urban Forest,LAND,,1490773792290487,1490773006290487,414427308489998
CleOHUA2022Inv,2022,"Live Tree (1""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=1,1490773794290487,1490773006290487,414427301489998
MadWIUA2021Cur,2021,"Live Tree (1""+)",TREE,id_tree.statuscd=1 AND id_tree.dia>=1,1256493932290487,1256491874290487,414427301489998
MadWIUA2022Cur,2022,FIA Forest Land (Cover),LAND,id_cond.cond_status_cd=1,1491057502290487,1491057477290487,414427306489998
MadWIUA2022Cur,2022,"Standing Dead Tree (5""+)",TREE,id_tree.dia>=5 AND id_tree.statuscd=2 AND id_tree.standing_dead_cd=1,1491057507290487,1491057477290487,414427302489998
MadWIUA2022FS,2022,Urban Forest,LAND,,1491057517290487,1491057478290487,414427308489998
MadWIUA2022Inv,2022,"Live Mother Tree (1""+)",MOTHER_TREE,id_mother_tree.statuscd=1 AND id_mother_tree.dia>=1,1491057537290487,1491057479290487,1268166131290487
MilWIUA2021Cur,2021,FIA Forest Land (Any),LAND,id_cond.cond_status_cd=1,1260477470290487,1260477105290487,414427309489998
MilWIUA2021FS,2021,Sampled Land,LAND,id_cond.cond_status_cd<5,1260477477290487,1260477106290487,414427310489998
