PLOTID,VISIT_NBR,STATECD,UNITCD,COUNTYCD,RETIRED_PLOT,SUBP,CONDID,TREE,STEM,MOTHER_TREE,OFFSET_POINT,DIST,AZIMUTH,STATUSCD,TREECLCD,SPCD,SPGRPCD,STANDING_DEAD_CD,UTILCLCD,MORTYR,DIA,DIACHECK,DIAHTCD,LTDMP,TOTAL_LENGTH,ACTUAL_LENGTH,HTCD,ABNORMAL_STEM_TERMINATION,RECONCILECD,BOLE_STUMP_REMOVED,FIELD_PREV_DIA,FIELD_PREV_STATUS_CD,FIELD_PREV_NBR_STEMS,CROWN_CLASS_CD,COMP_CROWN_RATIO,DMG_ROOT_STEM_GIRDLING,DMG_TRUNK_BARK_INCLUSION,DMG_TOPPING_PRUNING,DMG_EXCESS_MULCH,DMG_SIDEWALK_ROOT_CONFLICT,DMG_OVERHEAD_WIRES,DMG_IMPROPER_PLANTING,DAMAGE_AGENT_1,DAMAGE_AGENT_2,DAMAGE_AGENT_3,NBR_STEMS,CULL_FLD,ROUGHCULL,CAUSE_OF_DEATH,DECAYCD,MORTALITY_CD,TREECLCD_NRS,TREECLCD_SRS,TREECLCD_PNWRS,TREECLCD_RMRS,TREE_GRADE,TREE_SITE_INDEX,BASAL_AREA,TPA_UNADJ,CARBON_AG,CARBON_BG,DRYBIO_AG,DRYBIO_BG,DRYBIO_BOLE,DRYBIO_BOLE_BARK,DRYBIO_BRANCH,DRYBIO_FOLIAGE,DRYBIO_SAWLOG,DRYBIO_SAWLOG_BARK,DRYBIO_STEM,DRYBIO_STEM_BARK,DRYBIO_STUMP,DRYBIO_STUMP_BARK,VOLBFGRS,VOLBFNET,VOLBSGRS,VOLBSNET,VOLCFGRS,VOLCFGRS_BARK,VOLCFGRS_STUMP,VOLCFGRS_STUMP_BARK,VOLCFGRS_TOP,VOLCFGRS_TOP_BARK,VOLCFNET,VOLCFNET_BARK,VOLCFSND,VOLCFSND_BARK,VOLCFSND_STUMP,VOLCFSND_STUMP_BARK,VOLCFSND_TOP,VOLCFSND_TOP_BARK,VOLCSGRS,VOLCSGRS_BARK,VOLCSNET,VOLCSNET_BARK,VOLCSSND,VOLCSSND_BARK,VOLTSGRS,VOLTSGRS_BARK,VOLTSSND,VOLTSSND_BARK,CN,PLT_CN,SBP_CN,CND_CN,MTRE_CN,PREV_PLT_CN,PREV_TRE_CN
1796301,4,17,3,97,20087,11,1,25,25,,,,,2,,6918,55,1.0,,,2.5,0.0,1,,26.0,12.0,1.0,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,60.0,0.0340875,74.9652824512,2.844759,0.832069,5.91426,1.729873,,,0.0,0.0,,,5.393753,0.520507,,,,,,,,,,,,,,,,,,,,,,,,,,,0.387067,0.133748,0.310468,0.05364,491759432126144,352769767489998,491759371126144,491759369126144,491759404126144,,
1795882,4,17,3,89,20042,12,1,29,29,,,,,1,2.0,6918,55,,,,1.3,0.0,1,,19.0,,1.0,,,,,,,5.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.00921726,74.9652824512,1.62605,0.337694,3.423262,0.710936,,,0.356692,0.295021,,,2.52126,0.54531,,,,,,,,,,,,,,,,,,,,,,,,,,,0.081046,0.033506,0.081046,0.033506,942211879290487,352769505489998,942211798290487,942211795290487,942211837290487,,
1795882,4,17,3,89,20042,11,1,14,14,,,,,1,2.0,6918,55,,,,2.4,0.0,1,,25.0,,1.0,,,,,,,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22500.0,0.0,,,,,,,,,,,,,,0.03141504,74.9652824512,7.278937,1.382325,15.324078,2.910157,,,2.095131,0.895067,,,11.060198,2.168748,,,,,,,,,,,,,,,,,,,,,,,,,,,0.344006,0.120704,0.344006,0.120704,942211864290487,352769505489998,942211797290487,942211795290487,942211825290487,,
1795882,4,17,3,89,20042,11,1,12,12,,,,,1,2.0,6918,55,,,,3.5,0.0,1,4.7,26.0,,1.0,,,,,,,4.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0668115,74.9652824512,16.643646,3.382811,35.039254,7.121708,,,6.447845,1.788636,,,23.914614,4.676794,,,,,,,,,,,,,,,,,,,,,,,,,,,0.732215,0.238663,0.732215,0.238663,942211862290487,352769505489998,942211797290487,942211795290487,942211823290487,,
1795882,4,17,3,89,20042,11,1,16,16,,,,,1,2.0,6918,55,,,,1.0,0.0,1,,15.0,,1.0,,,,,,,5.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.005454,74.9652824512,0.784527,0.189558,1.651635,0.39907,,,0.174668,0.185057,,,1.193215,0.283752,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0386,0.017552,0.0386,0.017552,942211866290487,352769505489998,942211797290487,942211795290487,942211827290487,,
1917860,5,18,4,127,20001,1,1,1,1,,,,,1,2.0,974,41,,,,12.0,0.0,1,,57.0,,1.0,,,,,,,1.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,2.0,,,,3.0,60.0,0.785376,6.0180462857,387.879999,65.330341,875.575619,147.472553,532.868707,74.621436,208.550712,16.364561,356.501586,49.92348,585.09048,81.934427,40.91059,5.729004,70.374549,63.577494,,,15.513847,3.462548,1.191064,0.265834,0.329312,0.073499,15.20357,3.427922,15.358708,3.462548,1.179153,0.265834,0.326019,0.073499,10.379125,2.316525,10.171543,2.29336,10.275334,2.316525,17.034222,3.801882,16.86388,3.801882,942231647290487,352769507489998,942231630290487,942231627290487,942231646290487,,
1916222,6,18,4,89,20048,1,1,33,33,,,,,1,2.0,742,37,,,,12.0,0.0,1,,83.0,,3.0,,,,,,,3.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,2.0,,,,3.0,60.0,0.785376,6.0180462857,362.557099,81.854849,774.694656,174.903524,530.370484,79.196216,124.90047,26.456665,363.888357,54.336698,565.371528,84.422657,21.872062,3.26599,79.376918,74.202972,,,24.346122,4.751195,1.004015,0.195936,0.602673,0.117613,23.8592,4.703683,24.102661,4.751195,0.993975,0.195936,0.596646,0.117613,16.703928,3.259805,16.36985,3.227207,16.536889,3.259805,25.95281,5.064744,25.693282,5.064744,942231754290487,352769508489998,942231667290487,942231665290487,942231716290487,,
1916222,6,18,4,89,20048,1,1,9,9,,,,,1,2.0,742,37,,,,7.1,0.0,1,,40.0,,1.0,,,,,,,5.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90002.0,0.0,,,0.0,,,,,2.0,,,,,60.0,0.27493614,6.0180462857,72.777068,17.293936,155.506556,36.952856,86.67543,15.051028,34.761572,19.309007,,,102.880054,17.864931,7.796065,1.353772,,,,,4.533269,1.791392,0.407747,0.161128,0.439782,0.173787,4.442604,1.773478,4.487937,1.791392,0.40367,0.161128,0.435384,0.173787,,,,,,,5.380798,2.126306,5.32699,2.126306,942231730290487,352769508489998,942231667290487,942231665290487,942231692290487,,
1795882,4,17,3,89,20042,13,1,36,36,,,,,1,2.0,6918,55,,,,3.2,0.0,1,,26.0,,1.0,,,,,,,4.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.05584896,74.9652824512,13.769316,2.731253,28.988035,5.750006,,,4.930195,1.516418,,,20.134148,3.923692,,,,,,,,,,,,,,,,,,,,,,,,,,,0.617881,0.204552,0.617881,0.204552,942211886290487,352769505489998,942211799290487,942211795290487,942211842290487,,
1857896,1,17,3,31,22193,1,1,2,2,,,,,1,2.0,317,32,,,,5.9,1.0,1,,32.0,,1.0,,,,,,,4.0,60.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,70003.0,41000.0,0.0,,0.0,,,,,2.0,,,,,60.0,0.18985374,6.0180462857,101.394869,7.684118,212.123157,16.075562,38.483256,5.280075,148.037722,12.391688,,,56.353484,7.731951,6.333561,0.868993,,,,,1.718378,0.149741,0.28281,0.024644,0.515142,0.04489,1.718378,0.151238,1.701195,0.149741,0.279982,0.024644,0.509991,0.04489,,,,,,,2.516331,0.219275,2.491168,0.219275,478151094489998,352769820489998,478151077489998,478151076489998,488917980126144,,
1856933,1,17,3,31,23379,1,2,1,1,,,,,1,3.0,320,31,,,,16.2,0.0,1,,51.0,,1.0,,,,,,,1.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,3.0,,,,,60.0,1.43134776,6.0180462857,651.285907,112.516512,1365.379259,235.883674,824.442465,138.382624,329.651709,28.997531,,,886.866975,148.860575,56.786525,9.531615,,,,,29.742898,4.482445,2.048652,0.308745,0.203398,0.030653,24.984034,3.854903,29.14804,4.482445,2.007679,0.308745,0.19933,0.030653,,,,,,,31.994948,4.821843,31.355049,4.821843,478151249489998,352769826489998,478151236489998,478151235489998,488917984126144,,
1469516,1,55,5,59,22311,1,1,2,2,,,,,1,3.0,12,6,,,,5.1,0.0,1,5.3,21.0,,1.0,,,,,,,5.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,3.0,,,,,60.0,0.14185854,6.0180462857,30.02367,3.127952,59.335317,6.181723,15.394745,3.162109,27.716358,25.653722,,,26.231052,5.387906,3.216389,0.660652,,,,,0.845553,0.121365,0.17666,0.025357,0.418523,0.060072,0.752542,0.110443,0.828642,0.121365,0.173126,0.025357,0.410152,0.060072,,,,,,,1.440735,0.206794,1.411921,0.206794,478152701489998,923463,478152687489998,478152685489998,488921595126144,,
1469784,5,55,5,59,20076,1,1,2,2,,,,,1,2.0,96,9,,,,6.5,0.0,1,4.9,37.0,,1.0,,,,,,,5.0,63.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,0.0,,,,,2.0,,,,,60.0,0.2304315,6.0180462857,78.636489,11.646981,163.826019,24.264543,78.486004,14.376923,47.367082,25.801774,,,98.428909,18.030028,7.397849,1.355124,,,,,3.139673,0.488785,0.295936,0.046071,0.50184,0.078126,3.045483,0.479009,3.108277,0.488785,0.292977,0.046071,0.496821,0.078126,,,,,,,3.937449,0.612983,3.898074,0.612983,785696376290487,923575,785696356290487,785696352290487,785696370290487,,
1469919,4,55,5,59,20011,1,1,14,14,,,,,1,3.0,8420,55,,,,11.3,0.0,1,4.4,37.0,,1.0,,,,,,,3.0,75.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,70003.0,22500.0,0.0,,2.0,,,,,3.0,,,,,60.0,0.69642126,6.0180462857,254.403038,38.445507,537.849974,81.280142,265.072469,47.039974,181.761429,15.111515,,,302.42072,53.667825,30.127241,5.346404,,,,,8.518478,2.103759,0.968181,0.239106,0.232057,0.05731,7.070337,1.809233,8.262924,2.103759,0.939136,0.239106,0.225096,0.05731,,,,,,,9.718717,2.400176,9.427155,2.400176,505940874126144,923671,505940844126144,505940842126144,505940860126144,,
1469919,4,55,5,59,20011,1,2,6,6,,,,,1,2.0,974,41,,,,7.2,0.0,1,6.0,48.0,,3.0,,,,,,,3.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,2.0,,,,,60.0,0.28273536,6.0180462857,115.985128,21.017412,261.817445,47.443368,151.724408,22.480449,48.196861,6.464507,,,186.053692,27.566893,14.979877,2.219513,,,,,4.417482,1.116927,0.436142,0.110275,0.563361,0.142442,4.152433,1.061081,4.373308,1.116927,0.43178,0.110275,0.557728,0.142442,,,,,,,5.416985,1.369644,5.362815,1.369644,505940880126144,923671,505940844126144,505940843126144,505940866126144,,
1469919,4,55,5,59,20011,1,1,8,8,,,,,1,3.0,313,41,,,,13.4,0.0,1,0.0,47.0,32.0,2.0,,,,,,,5.0,45.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,70003.0,22500.0,70000.0,,0.0,,,,,3.0,,,,,60.0,0.97932024,6.0180462857,282.33292,45.386315,579.739056,93.195718,291.740992,22.239597,242.72229,66.97277,,,313.14549,23.871275,21.404498,1.631678,,,,,13.566,2.91431,0.959411,0.206105,0.260486,0.055959,10.330568,2.303536,12.684369,2.80919,0.930629,0.206105,0.0,0.0,,,,,,,14.785897,3.176374,13.614998,3.015295,505940869126144,923671,505940844126144,505940842126144,505940855126144,,
1916222,6,18,4,89,20048,1,1,31,31,,,,,1,3.0,742,37,,,,8.5,0.0,1,,50.0,,3.0,,,,,,,5.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,3.0,,,,,60.0,0.3940515,6.0180462857,122.814611,28.718788,262.424382,61.364932,157.728367,26.417788,54.547049,22.312113,,,178.055048,29.822286,10.99457,1.841471,,,,,7.994537,2.546563,0.557265,0.17751,0.473002,0.150669,6.155793,2.03725,7.7547,2.546563,0.540547,0.17751,0.458812,0.150669,,,,,,,9.024804,2.874742,8.75406,2.874742,942231752290487,352769508489998,942231667290487,942231665290487,942231714290487,,
1916222,6,18,4,89,20048,1,1,27,27,27.0,,,,1,3.0,681,42,,,,5.9,0.0,1,,34.0,17.0,1.0,,,,,,,5.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90001.0,0.0,,,0.0,,,,,3.0,,,,,60.0,0.18985374,6.0180462857,47.035187,10.553022,92.045375,20.651706,58.847249,10.521841,8.7562,1.425007,,,70.655948,12.633227,9.03805,1.615996,,,,,1.806524,0.50835,0.277455,0.078075,0.51555,0.145074,1.589741,0.457515,1.770394,0.50835,0.271906,0.078075,0.083354,0.023934,,,,,,,2.599529,0.731499,2.125653,0.610359,942231748290487,352769508489998,942231667290487,942231665290487,942231710290487,,
1852402,4,17,3,31,20005,1,1,5,5,,,,,1,3.0,974,41,,,,6.4,0.0,1,,27.0,,1.0,,,,,,,4.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90010.0,0.0,,,0.0,,,,,3.0,,,,,60.0,0.22339584,6.0180462857,58.931263,8.386176,133.027682,18.930421,56.455935,10.85449,39.149303,5.42326,,,78.739536,15.138842,10.135809,1.948759,,,,,1.712832,0.498813,0.307513,0.089554,0.368555,0.107331,1.353137,0.409026,1.661447,0.498813,0.298288,0.089554,0.357499,0.107331,,,,,,,2.3889,0.695698,2.317233,0.695698,478151535489998,352769834489998,478151513489998,478151511489998,488918002126144,,
1852998,4,17,3,43,20016,1,1,2,2,,,,,1,3.0,5154,55,,,,9.4,0.0,1,,42.0,,1.0,,,,,,,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,3.0,,,,,60.0,0.48191544,6.0180462857,178.805111,33.666736,375.64099,70.728437,234.301526,43.015172,62.380311,12.014688,,,264.670162,48.590518,20.133087,3.696212,,,,,8.125212,1.233355,0.698184,0.10598,0.354953,0.05388,6.743926,1.060686,7.881455,1.233355,0.677239,0.10598,0.344304,0.05388,,,,,,,9.178349,1.393215,8.902998,1.393215,478151572489998,352769835489998,478151558489998,478151556489998,488918007126144,,
1796375,4,17,3,97,20011,1,1,28,28,,,,,1,2.0,402,29,,,,11.2,0.0,1,,76.0,,3.0,,,,,,,3.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,2.0,,,,3.0,60.0,0.68414976,6.0180462857,586.406923,110.544757,1242.387548,234.204993,743.573541,84.757753,350.452723,26.413133,464.658317,52.96503,800.668936,91.265889,37.762571,4.304444,68.063799,64.869102,,,20.96967,1.635682,1.06495,0.083069,0.545209,0.042528,20.550276,1.619325,20.759973,1.635682,1.054301,0.083069,0.539757,0.042528,13.103924,1.022136,12.841846,1.011915,12.972885,1.022136,22.579829,1.761278,22.354031,1.761278,478151686489998,352769839489998,478151657489998,478151655489998,488918038126144,,
1796375,4,17,3,97,20011,1,2,24,24,,,,,1,2.0,96,9,,,,5.4,0.0,1,,25.0,,1.0,,,,,,,5.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,2.0,,,,,60.0,0.15903864,6.0180462857,41.62958,4.625678,86.728291,9.63683,27.115257,6.298382,36.125929,22.232733,,,41.063951,9.538411,4.402133,1.022536,,,,,1.210146,0.239429,0.196466,0.038871,0.42606,0.084296,1.210146,0.239429,1.210146,0.239429,0.196466,0.038871,0.42606,0.084296,,,,,,,1.832672,0.362596,1.832672,0.362596,478151703489998,352769839489998,478151657489998,478151656489998,488918034126144,,
1796375,4,17,3,97,20011,1,2,8,8,,,,,1,2.0,762,41,,,,11.2,0.0,1,,68.0,,1.0,,,,,,,3.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,2.0,,,,3.0,60.0,0.68414976,6.0180462857,420.942439,74.904616,882.478908,157.032738,570.47925,73.268109,191.943079,10.419103,365.782138,46.978335,611.94249,78.593339,27.565904,3.54036,58.469819,53.76349,,,18.535054,2.467691,0.895625,0.11924,0.451529,0.060115,18.164353,2.443014,18.349704,2.467691,0.886669,0.11924,0.447014,0.060115,11.884379,1.582244,11.646692,1.566421,11.765536,1.582244,19.882209,2.647046,19.683386,2.647046,478151687489998,352769839489998,478151657489998,478151656489998,488918018126144,,
1796375,4,17,3,97,20011,1,2,9,9,,,,,1,2.0,402,29,,,,6.5,0.0,1,,60.0,,1.0,,,,,,,3.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,2.0,,,,,60.0,0.2304315,6.0180462857,155.652618,29.711793,329.772495,62.948714,180.033263,24.396747,74.641349,9.24184,,,224.683708,30.447438,13.054174,1.769003,,,,,4.891865,0.514097,0.354708,0.037277,0.858534,0.090225,4.794028,0.508956,4.842946,0.514097,0.351161,0.037277,0.849949,0.090225,,,,,,,6.105107,0.641599,6.044056,0.641599,478151688489998,352769839489998,478151657489998,478151656489998,488918019126144,,
1796375,4,17,3,97,20011,1,2,21,21,,,,,1,2.0,402,29,,,,9.2,0.0,1,,72.0,,1.0,,,,,,,3.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,2.0,,,,,60.0,0.46162656,6.0180462857,370.354557,72.179202,784.649486,152.922039,472.668493,56.82415,199.236125,17.99508,,,522.587905,62.825456,25.852596,3.107996,,,,,13.11937,1.126096,0.717564,0.061592,0.667998,0.057337,12.856983,1.114835,12.988177,1.126096,0.710388,0.061592,0.661318,0.057337,,,,,,,14.504932,1.245025,14.359883,1.245025,478151700489998,352769839489998,478151657489998,478151656489998,488918031126144,,
1796375,4,17,3,97,20011,1,1,2,2,,,,,1,2.0,402,29,,,,7.7,0.0,1,,53.0,,1.0,,,,,,,5.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,2.0,,,,,60.0,0.32336766,6.0180462857,207.441576,37.412798,439.494864,79.264402,235.619085,32.079272,126.843977,13.152842,,,275.184789,37.466097,17.833029,2.427947,,,,,6.491435,0.670888,0.49131,0.050777,0.598747,0.06188,6.361606,0.664179,6.42652,0.670888,0.486397,0.050777,0.59276,0.06188,,,,,,,7.581492,0.783545,7.505677,0.783545,478151679489998,352769839489998,478151657489998,478151655489998,488918012126144,,
1856984,1,17,3,31,23409,1,1,4,4,,,,,1,3.0,544,36,,,,6.2,0.0,1,,25.0,,1.0,,,,,,,1.0,75.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,0.0,,,,,3.0,,,,,60.0,0.20965176,6.0180462857,49.192367,9.60193,101.218862,19.757058,49.544718,11.640199,14.820639,4.175589,,,69.961288,16.436934,10.231547,2.403833,,,,,1.748846,0.314963,0.361157,0.065043,0.359514,0.064748,1.3641,0.25512,1.69638,0.314963,0.350322,0.065043,0.348729,0.064748,,,,,,,2.469516,0.444754,2.395431,0.444754,785694311290487,352769590489998,785694288290487,785694284290487,785694307290487,,
1857874,1,17,3,31,22134,1,1,2,2,,,,,1,3.0,452,41,,,,6.6,0.0,1,6.3,24.0,,1.0,,,,,,,3.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22500.0,0.0,,,5.0,,,,,3.0,,,,,60.0,0.23757624,6.0180462857,44.125974,6.437198,91.929112,13.410829,35.008724,10.04467,29.190667,5.788428,,,48.750886,13.987559,6.902983,1.980597,,,,,1.609768,0.477985,0.317412,0.094249,0.314479,0.093377,1.400498,0.425406,1.577573,0.477985,0.311064,0.094249,0.308189,0.093377,,,,,,,2.241659,0.665611,2.196826,0.665611,785693616290487,352769604489998,785693596290487,785693591290487,785693613290487,,
1857977,1,17,3,31,22301,1,1,3,3,,,,,1,3.0,320,31,,,,10.8,0.0,1,6.0,30.0,,1.0,,,,,,,3.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22500.0,0.0,,,2.0,,,,,3.0,,,,,60.0,0.63615456,6.0180462857,179.808817,32.568656,376.957687,68.278104,227.070577,47.587549,63.437903,14.974613,,,259.199024,54.32076,26.536695,5.561338,,,,,8.042219,1.369001,0.939857,0.159989,0.198045,0.033712,6.916309,1.204721,7.881375,1.369001,0.92106,0.159989,0.194084,0.033712,,,,,,,9.180121,1.562702,8.996519,1.562702,785695236290487,352769606489998,785695212290487,785695205290487,785695232290487,,
1852335,4,17,3,31,20130,1,2,1,1,,,,,1,3.0,320,31,,,,18.9,0.0,1,,32.0,,1.0,,,,,,,3.0,60.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,70003.0,0.0,,,15.0,,,,,3.0,,,,,60.0,1.94822334,6.0180462857,602.168656,99.00745,1262.408085,207.562788,716.567732,145.467455,304.648262,36.989995,,,796.138944,161.620878,77.007369,15.632948,,,,,26.68778,4.697079,2.868055,0.504781,0.095488,0.016806,22.417735,4.039488,26.154024,4.697079,2.810694,0.504781,0.093578,0.016806,,,,,,,29.651322,5.218666,29.058296,5.218666,785697731290487,352769609489998,785697715290487,785697709290487,785697730290487,,
1854669,1,17,3,31,23592,1,1,2,2,,,,,1,3.0,320,31,,,,14.4,0.0,1,,44.0,,1.0,,,,,,,3.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70003.0,0.0,,,20.0,,,,,3.0,,,,,60.0,1.13094144,6.0180462857,450.600927,79.057784,944.656031,165.73959,574.940433,102.657072,206.465438,23.934382,,,626.353574,111.837019,45.721475,8.163685,,,,,20.544809,3.201454,1.633802,0.254592,0.203385,0.031693,17.463088,2.785265,20.133913,3.201454,1.601126,0.254592,0.199317,0.031693,,,,,,,22.381997,3.487739,21.934357,3.487739,785693668290487,352769614489998,785693645290487,785693638290487,785693664290487,,
1854669,1,17,3,31,23592,1,1,4,4,,,,,1,3.0,975,41,,,,9.7,0.0,1,,34.0,,1.0,,,,,,,4.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70003.0,22500.0,0.0,,20.0,,,,,3.0,,,,,60.0,0.51316686,6.0180462857,160.710206,26.785251,337.626483,56.271537,176.392941,31.14909,101.852599,11.475847,,,200.387597,35.386288,19.210072,3.392291,,,,,6.595072,0.831272,0.718236,0.09053,0.178889,0.022548,5.144156,0.673331,6.39722,0.831272,0.696689,0.09053,0.173522,0.022548,,,,,,,7.492197,0.94435,7.267431,0.94435,785693670290487,352769614489998,785693645290487,785693638290487,785693666290487,,
1467836,1,55,5,59,21546,11,1,16,17,16.0,,,,1,2.0,6918,55,,,,2.5,0.0,1,2.1,18.0,,1.0,,,,,,,4.0,35.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,60.0,0.0340875,74.9652824512,6.233101,1.521648,13.122317,3.203469,,,2.626191,0.988049,,,8.552266,1.94386,,,,,,,,,,,,,,,,,,,,,,,,,,,0.264534,0.098749,0.264534,0.098749,707804971126144,923687,707804907126144,707804901126144,707804942126144,,
1467836,1,55,5,59,21546,11,1,22,23,22.0,,,,1,2.0,6918,55,,,,2.4,0.0,1,2.9,16.0,,3.0,,,,,,,4.0,30.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,60.0,0.03141504,74.9652824512,5.243192,1.382325,11.0383,2.910157,,,2.398636,0.924258,,,6.972352,1.667311,,,,,,,,,,,,,,,,,,,,,,,,,,,0.216743,0.083526,0.216743,0.083526,707804977126144,923687,707804907126144,707804901126144,707804945126144,,
1467836,1,55,5,59,21546,11,1,26,26,,,,,1,2.0,313,41,,,,1.1,0.0,1,,17.0,,1.0,,,,,,,4.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,60.0,0.00659934,74.9652824512,0.663552,0.352467,1.362531,0.723751,,,0.076753,0.139537,,,1.126841,0.158937,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0595,0.020652,0.0595,0.020652,707804980126144,923687,707804907126144,707804901126144,707804947126144,,
1467836,1,55,5,59,21546,11,1,24,25,24.0,,,,1,2.0,6918,55,,,,1.4,0.0,1,4.1,16.0,,3.0,,,,,,,5.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,60.0,0.01068984,74.9652824512,1.676344,0.398831,3.529146,0.839644,,,0.476779,0.342387,,,2.473275,0.579092,,,,,,,,,,,,,,,,,,,,,,,,,,,0.078064,0.033033,0.078064,0.033033,707804979126144,923687,707804907126144,707804901126144,707804946126144,,
1467909,1,55,5,59,21583,1,1,15,15,,,,,1,2.0,602,40,,,,5.8,0.0,1,,43.0,,3.0,,,,,,,3.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,2.0,,,,,61.0,0.18347256,6.0180462857,76.692536,10.334108,164.223846,22.128711,72.046302,14.682021,47.899965,4.374822,,,96.631702,19.692179,7.029217,1.432455,,,,,2.054336,1.17622,0.200432,0.114758,0.500599,0.28662,1.910533,1.105646,2.033793,1.17622,0.198428,0.114758,0.495593,0.28662,,,,,,,2.755367,1.577598,2.727814,1.577598,707805097126144,923689,707805037126144,707805034126144,707805070126144,,
1467909,1,55,5,59,21583,1,1,18,17,18.0,,,,2,3.0,313,41,1.0,,,5.0,0.0,1,,35.0,34.0,2.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,5.0,,,,,61.0,0.13635,6.0180462857,23.418554,4.269231,49.510684,9.025858,24.604727,1.825645,6.036006,0.0,,,40.471719,3.002959,3.439987,0.255243,,,,,1.186595,0.268822,0.165898,0.037584,0.599517,0.13582,0.93741,0.141078,1.150997,0.215058,0.160921,0.030067,0.581329,0.108618,,,,,,,1.95201,0.442226,1.893247,0.353743,707805099126144,923689,707805037126144,707805034126144,707805072126144,,
1855170,1,17,3,31,21988,1,1,5,5,,,,,1,3.0,320,31,,,,7.1,0.0,1,4.3,20.0,,1.0,,,,,,,3.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22500.0,0.0,,,1.0,,,,,3.0,,,,,60.0,0.27493614,6.0180462857,53.655721,9.903435,112.485788,20.761919,61.709779,15.339357,13.012991,7.571443,,,79.669217,19.80358,11.626312,2.889982,,,,,2.199673,0.406734,0.414425,0.07663,0.225747,0.041742,1.913716,0.361994,2.15568,0.406734,0.406137,0.07663,0.221232,0.041742,,,,,,,2.839846,0.525107,2.783049,0.525107,785697598290487,352769523489998,785697572290487,785697569290487,785697590290487,,
