PLOTID,VISIT_NBR,STATECD,UNITCD,COUNTYCD,RETIRED_PLOT,SUBP,CONDID,TREE,STEM,MOTHER_TREE,OFFSET_POINT,DIST,AZIMUTH,STATUSCD,TREECLCD,SPCD,SPGRPCD,STANDING_DEAD_CD,UTILCLCD,MORTYR,DIA,DIACHECK,DIAHTCD,LTDMP,TOTAL_LENGTH,ACTUAL_LENGTH,HTCD,ABNORMAL_STEM_TERMINATION,RECONCILECD,BOLE_STUMP_REMOVED,FIELD_PREV_DIA,FIELD_PREV_STATUS_CD,FIELD_PREV_NBR_STEMS,CROWN_CLASS_CD,COMP_CROWN_RATIO,DMG_ROOT_STEM_GIRDLING,DMG_TRUNK_BARK_INCLUSION,DMG_TOPPING_PRUNING,DMG_EXCESS_MULCH,DMG_SIDEWALK_ROOT_CONFLICT,DMG_OVERHEAD_WIRES,DMG_IMPROPER_PLANTING,DAMAGE_AGENT_1,DAMAGE_AGENT_2,DAMAGE_AGENT_3,NBR_STEMS,CULL_FLD,ROUGHCULL,CAUSE_OF_DEATH,DECAYCD,MORTALITY_CD,TREECLCD_NRS,TREECLCD_SRS,TREECLCD_PNWRS,TREECLCD_RMRS,TREE_GRADE,TREE_SITE_INDEX,BASAL_AREA,TPA_UNADJ,CARBON_AG,CARBON_BG,DRYBIO_AG,DRYBIO_BG,DRYBIO_BOLE,DRYBIO_BOLE_BARK,DRYBIO_BRANCH,DRYBIO_FOLIAGE,DRYBIO_SAWLOG,DRYBIO_SAWLOG_BARK,DRYBIO_STEM,DRYBIO_STEM_BARK,DRYBIO_STUMP,DRYBIO_STUMP_BARK,VOLBFGRS,VOLBFNET,VOLBSGRS,VOLBSNET,VOLCFGRS,VOLCFGRS_BARK,VOLCFGRS_STUMP,VOLCFGRS_STUMP_BARK,VOLCFGRS_TOP,VOLCFGRS_TOP_BARK,VOLCFNET,VOLCFNET_BARK,VOLCFSND,VOLCFSND_BARK,VOLCFSND_STUMP,VOLCFSND_STUMP_BARK,VOLCFSND_TOP,VOLCFSND_TOP_BARK,VOLCSGRS,VOLCSGRS_BARK,VOLCSNET,VOLCSNET_BARK,VOLCSSND,VOLCSSND_BARK,VOLTSGRS,VOLTSGRS_BARK,VOLTSSND,VOLTSSND_BARK,CN,PLT_CN,SBP_CN,CND_CN,MTRE_CN,PREV_PLT_CN,PREV_TRE_CN
1796319,4,17,3,97,20026,1,1,10,10,,,,,1,2.0,129,4,,,,10.8,0.0,1,,43.0,,1.0,,,,,,,3.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26000.0,0.0,,,0.0,,,,,2.0,,,,3.0,60.0,0.63615456,6.0180462857,221.197885,40.370546,436.287742,79.626324,226.989277,39.19137,146.369246,30.133543,190.846389,32.951034,247.232061,42.686435,15.276446,2.637591,51.905261,50.746383,,,10.909225,1.890354,0.734194,0.127221,0.238685,0.041359,10.909225,1.909258,10.800133,1.890354,0.726852,0.127221,0.236298,0.041359,9.172179,1.589358,9.172179,1.605252,9.080457,1.589358,11.882104,2.058935,11.763283,2.058935,707807219126144,352769701489998,707807182126144,707807178126144,707807206126144,,
1796293,4,17,3,97,20085,1,1,14,14,,,,,1,2.0,125,4,,,,6.7,0.0,1,,49.0,,1.0,,,,,,,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23003.0,0.0,,,0.0,,,,,2.0,,,,,61.0,0.24483006,6.0180462857,88.641731,21.183898,166.307187,39.74465,109.58629,10.506336,22.647841,13.968833,,,131.091269,12.568077,6.508934,0.624029,,,,,4.72861,0.701289,0.280858,0.041653,0.647074,0.095966,4.72861,0.701289,4.72861,0.701289,0.280858,0.041653,0.647074,0.095966,,,,,,,5.656543,0.838908,5.656543,0.838908,1287853380290487,352769419489998,1287853326290487,1287853323290487,1287853354290487,,
1796293,4,17,3,97,20085,1,1,16,16,,,,,2,3.0,762,41,1.0,,,5.9,0.0,1,,35.0,7.0,2.0,,,,,,,,,,,,,,,,,,,,,,,3.0,,5.0,,,,,60.0,0.18985374,6.0180462857,11.53675,2.783562,23.984928,5.78703,17.938161,1.618585,0.0,0.0,,,21.99985,1.985077,4.061689,0.366492,,,,,2.126213,0.462811,0.239148,0.052055,0.522263,0.113681,0.929438,0.051727,1.035056,0.114949,0.234365,0.026028,0.0,0.0,,,,,,,2.887624,0.628547,1.269421,0.140977,1287853382290487,352769419489998,1287853326290487,1287853323290487,1287853356290487,,
1797301,4,17,3,111,20105,1,1,21,21,,,,,1,2.0,823,25,,,,35.0,0.0,1,,104.0,,1.0,,,,,,,3.0,40.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,2.0,,,,5.0,54.0,6.68115,6.0180462857,5174.636911,1203.816987,10940.035753,2545.067626,7357.728543,568.199923,2666.974656,128.721494,7304.018223,564.052148,7679.97567,593.085428,319.117718,24.643837,991.634199,618.413331,,,272.221917,44.271109,11.806747,1.920116,0.115782,0.01883,266.777478,43.828397,269.499698,44.271109,11.688679,1.920116,0.114624,0.01883,270.234737,43.947936,264.830043,43.508457,267.53239,43.947936,284.144445,46.210054,281.303001,46.210054,942082629290487,352769564489998,942082538290487,942082536290487,942082584290487,,
1797301,4,17,3,111,20105,1,1,22,22,,,,,1,2.0,762,41,,,,10.2,0.0,1,,90.0,,1.0,,,,,,,4.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,2.0,,,,,56.0,0.56743416,6.0180462857,442.676013,89.969091,928.041957,188.614447,654.669601,75.728334,147.760231,8.921721,,,699.381395,80.900332,24.326713,2.813971,,,,,21.837629,2.500253,0.811459,0.092906,0.679979,0.077853,21.400876,2.47525,21.619253,2.500253,0.803345,0.092906,0.67318,0.077853,,,,,,,23.329067,2.671012,23.095777,2.671012,942082630290487,352769564489998,942082538290487,942082536290487,942082585290487,,
1797301,4,17,3,111,20105,1,1,24,24,,,,,1,3.0,762,41,,,,8.2,0.0,1,,58.0,,1.0,,,,,,,5.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,3.0,,,,,56.0,0.36672696,6.0180462857,196.661985,36.120549,412.289277,75.724421,256.526309,36.592388,81.762439,6.825766,,,289.264488,41.26235,15.084523,2.151743,,,,,8.357151,1.282855,0.491426,0.075436,0.575123,0.088284,7.020006,1.103255,8.190007,1.282855,0.481597,0.075436,0.563621,0.088284,,,,,,,9.4237,1.446575,9.235226,1.446575,942082632290487,352769564489998,942082538290487,942082536290487,942082587290487,,
1797301,4,17,3,111,20105,1,1,29,29,,,,,1,2.0,762,41,,,,8.0,0.0,1,,58.0,,1.0,,,,,,,4.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,2.0,,,,,56.0,0.349056,6.0180462857,187.802027,34.754789,393.714942,72.861192,244.979497,34.88034,76.406645,6.593751,,,277.760567,39.54773,14.484619,2.062329,,,,,7.950657,1.225153,0.470089,0.072438,0.5938,0.091501,7.791644,1.212901,7.87115,1.225153,0.465388,0.072438,0.587862,0.091501,,,,,,,9.014546,1.389092,8.924401,1.389092,942082637290487,352769564489998,942082538290487,942082536290487,942082592290487,,
1856828,2,17,3,31,23268,1,1,5,5,,,,,1,3.0,544,36,,,,8.5,0.0,1,,28.0,,1.0,,,,7.5,1.0,,4.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15087.0,0.0,,,0.0,,,,,3.0,,,,,60.0,0.3940515,6.0180462857,95.7634,18.225356,197.044034,37.500733,106.358768,25.264694,33.305806,6.891786,,,132.30921,31.429018,17.663482,4.195822,,,,,3.65208,0.684829,0.606517,0.113733,0.284552,0.053359,2.848622,0.554712,3.542518,0.684829,0.588322,0.113733,0.276016,0.053359,,,,,,,4.54315,0.851921,4.406855,0.851921,942230847290487,781817040290487,942230815290487,942230812290487,942230834290487,352769726489998.0,491758069126144.0
1856834,2,17,3,31,23262,1,1,2,2,,,,,1,4.0,320,31,,,,12.3,2.0,1,6.4,42.0,,3.0,,,,12.6,1.0,,3.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22500.0,0.0,,,30.0,,,,,4.0,,,,,60.0,0.82513566,6.0180462857,286.286012,49.330384,600.180319,103.417997,354.347384,73.844262,128.888,18.54629,,,390.015083,81.277237,29.667899,6.182645,,,,,14.278059,2.223037,1.195437,0.186125,0.241756,0.03764,8.709616,2.000733,10.137422,2.223037,0.84876,0.186125,0.171647,0.03764,,,,,,,15.715252,2.446802,11.157829,2.446802,942230964290487,781817043290487,942230941290487,942230933290487,942230960290487,352769727489998.0,491758113126144.0
1856834,2,17,3,31,23262,1,1,1,1,,,,,1,3.0,462,41,,,,27.5,0.0,1,,52.0,,1.0,,,,26.2,1.0,,3.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,3.0,,,,,60.0,4.1245875,6.0180462857,2784.749138,277.117869,5850.313316,582.180397,1431.314677,171.432346,4123.358822,164.671217,,,1542.236721,184.717773,107.737124,12.90396,,,,,73.395522,4.142173,5.524587,0.311787,0.163318,0.009217,52.110821,3.10663,70.459702,4.142173,5.303604,0.311787,0.156785,0.009217,,,,,,,79.083427,4.463178,75.92009,4.463178,942230963290487,781817043290487,942230941290487,942230933290487,942230959290487,352769727489998.0,491758112126144.0
1857636,3,17,3,31,21757,1,1,1,1,,,,,1,3.0,8813,55,,,,8.6,0.0,1,,26.0,,1.0,,,,7.3,1.0,,3.0,55.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22500.0,0.0,,,1.0,,,,,3.0,,,,,60.0,0.40337784,6.0180462857,55.792091,7.914461,143.794049,20.398094,56.751581,18.854357,50.220955,9.372469,,,70.238148,23.334947,9.322135,3.097057,,,,,3.248986,0.906044,0.533685,0.148829,0.238411,0.066486,2.794128,0.797319,3.184007,0.906044,0.523012,0.148829,0.233642,0.066486,,,,,,,4.021083,1.121358,3.940661,1.121358,1287852683290487,992948019290487,1287852668290487,1287852666290487,1287852681290487,352769669489998.0,707806736126144.0
1857771,2,17,3,31,22053,1,1,2,2,2.0,,,,1,2.0,317,32,,,,22.6,2.0,1,7.3,63.0,,1.0,,,,30.0,1.0,,3.0,70.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22500.0,0.0,,,5.0,,,,,2.0,,,,5.0,60.0,2.78568504,6.0180462857,2039.833356,199.872183,4267.433799,418.142642,1041.830851,97.386572,3047.563553,59.805652,989.760025,92.51918,1115.589027,104.281219,69.883629,6.532468,449.866881,345.673258,,,58.863206,5.028503,3.948409,0.3373,0.218911,0.018701,56.508678,4.877648,58.274574,5.028503,3.908925,0.3373,0.216722,0.018701,55.921216,4.777178,53.684368,4.633863,55.362004,4.777178,63.030526,5.384505,62.400221,5.384505,1287854358290487,992948034290487,1287854336290487,1287854331290487,1287854354290487,352769673489998.0,
1837449,4,17,3,197,20129,1,1,1,1,,,,,1,3.0,972,41,,,,8.7,0.0,1,,38.0,,1.0,,,,,,,3.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,3.0,,,,,60.0,0.41281326,6.0180462857,167.03043,20.231743,350.168616,42.414555,165.73138,33.003625,115.030312,6.546532,,,196.089237,39.049066,19.193624,3.822204,,,,,4.833949,1.262809,0.559828,0.146248,0.325631,0.085067,3.770481,1.022876,4.688931,1.262809,0.543033,0.146248,0.315862,0.085067,,,,,,,5.719408,1.494125,5.547826,1.494125,707806945126144,352769703489998,707806921126144,707806919126144,707806943126144,,
1797317,4,17,3,111,20019,1,1,7,7,,,,,1,3.0,130,3,,,,8.6,0.0,1,,26.0,,1.0,,,,,,,3.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,3.0,,,,,60.0,0.40337784,6.0180462857,87.982925,18.227507,186.800266,38.69959,86.064043,12.642365,69.923069,36.393711,,,101.907509,14.969688,10.773069,1.582508,,,,,4.361517,0.269071,0.545953,0.033681,0.256955,0.015852,3.532829,0.226019,4.230671,0.269071,0.529574,0.033681,0.249247,0.015852,,,,,,,5.164425,0.318604,5.009493,0.318604,707805792126144,352769712489998,707805758126144,707805755126144,707805780126144,,
1797317,4,17,3,111,20019,1,1,9,9,,,,,1,3.0,320,31,,,,8.0,0.0,1,4.1,26.0,,1.0,,,,,,,1.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22500.0,0.0,,,1.0,,,,,3.0,,,,,60.0,0.349056,6.0180462857,85.763153,16.086177,179.796966,33.723642,105.264134,23.46375,24.020338,9.208662,,,127.382595,28.394034,14.786831,3.296037,,,,,3.699103,0.6391,0.519626,0.089777,0.257642,0.044513,3.218219,0.568799,3.625121,0.6391,0.509234,0.089777,0.252489,0.044513,,,,,,,4.476371,0.77339,4.386844,0.77339,707805794126144,352769712489998,707805758126144,707805755126144,707805782126144,,
1797317,4,17,3,111,20019,1,1,1,1,,,,,1,3.0,130,3,,,,10.2,0.0,1,3.7,21.0,,1.0,,,,,,,3.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,3.0,,,,,60.0,0.56743416,6.0180462857,109.74931,20.227503,233.013398,42.945865,78.594628,11.257959,126.644015,65.723818,,,93.041974,13.327409,11.934888,1.709563,,,,,4.922957,0.295842,0.747569,0.044925,0.157374,0.009457,3.987595,0.248507,4.775268,0.295842,0.725142,0.044925,0.152652,0.009457,,,,,,,5.8279,0.350224,5.653063,0.350224,707805786126144,352769712489998,707805758126144,707805755126144,707805774126144,,
1852455,4,17,3,31,20123,13,1,12,12,,,,,1,2.0,318,31,,,,2.8,0.0,1,,32.0,,1.0,,,,,,,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90002.0,0.0,,,,,,,,,,,,,69.0,0.04275936,74.9652824512,12.670511,2.945035,26.124766,6.072238,,,2.440504,1.405887,,,19.162021,4.52224,,,,,,,,,,,,,,,,,,,,,,,,,,,0.517167,0.092305,0.517167,0.092305,1287853872290487,352769424489998,1287853834290487,1287853826290487,1287853860290487,,
1852455,4,17,3,31,20123,1,1,8,8,,,,,1,2.0,951,38,,,,13.7,0.0,1,,70.0,,1.0,,,,,,,3.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,2.0,,,,2.0,73.0,1.02366126,6.0180462857,485.69431,79.635296,1007.664545,165.218457,582.717598,153.784645,230.420259,18.171455,476.839821,125.842506,614.952538,162.291748,25.705663,6.783966,125.627469,113.266275,,,28.814069,4.021969,1.271087,0.177423,0.322858,0.045066,28.237787,3.981749,28.525928,4.021969,1.258376,0.177423,0.319629,0.045066,23.578652,3.291191,23.107079,3.258279,23.342865,3.291191,30.408014,4.244457,30.103934,4.244457,1287853868290487,352769424489998,1287853831290487,1287853826290487,1287853856290487,,
1852455,4,17,3,31,20123,1,1,11,11,,,,,1,2.0,972,41,,,,10.1,0.0,1,,68.0,,1.0,,,,,,,4.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,2.0,,,,,74.0,0.55636254,6.0180462857,278.98455,54.299881,584.87327,113.836228,380.279419,48.242263,109.521014,10.143781,,,421.837885,53.514372,24.936677,3.163468,,,,,13.312101,2.000555,0.872936,0.131186,0.581864,0.087443,13.045859,1.980549,13.17898,2.000555,0.864207,0.131186,0.576045,0.087443,,,,,,,14.7669,2.219184,14.619231,2.219184,1287853871290487,352769424489998,1287853831290487,1287853826290487,1287853859290487,,
1852455,4,17,3,31,20123,1,1,10,10,,,,,1,2.0,833,26,,,,28.4,0.0,1,,91.0,,1.0,,,,,,,3.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,2.0,,,,1.0,72.0,4.39897824,6.0180462857,4376.246878,663.587838,9155.328197,1388.259076,4613.267549,689.738337,3613.779554,88.601187,4515.220075,675.079074,4820.784113,720.76453,200.896823,30.036463,777.027908,591.314695,,,140.092578,17.877586,6.100698,0.778526,0.201024,0.025653,137.290727,17.69881,138.691653,17.877586,6.039691,0.778526,0.199014,0.025653,137.115139,17.497627,134.372837,17.322651,135.743988,17.497627,146.394301,18.681765,144.930358,18.681765,1287853870290487,352769424489998,1287853831290487,1287853826290487,1287853858290487,,
1852455,4,17,3,31,20123,1,1,7,7,,,,,2,3.0,951,38,1.0,,,9.7,0.0,1,3.7,60.0,13.0,2.0,,,,,,,,,,,,,,,,,,,,,,,3.0,,5.0,,,,,73.0,0.51316686,6.0180462857,37.785479,8.576104,78.556089,17.829738,61.741371,8.58211,0.0,0.0,,,68.969291,9.586798,7.22792,1.004688,,,,,11.961974,1.88603,0.627939,0.099006,0.444621,0.070103,4.559309,0.183944,5.256616,0.422859,0.61538,0.049503,0.0,0.0,,,,,,,13.034534,2.055139,5.871996,0.472362,1287853867290487,352769424489998,1287853831290487,1287853826290487,1287853855290487,,
1797301,4,17,3,111,20105,1,1,35,35,,,,,1,3.0,762,41,,,,8.0,0.0,1,,67.0,,1.0,,,,,,,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22500.0,22000.0,0.0,,2.0,,,,,3.0,,,,,56.0,0.349056,6.0180462857,211.475057,41.319053,443.343935,86.622753,287.858569,38.807131,76.227088,6.51225,,,323.504213,43.612634,14.772971,1.991591,,,,,9.496211,1.343908,0.487348,0.06897,0.688572,0.097447,8.071779,1.1692,9.306287,1.343908,0.477601,0.06897,0.6748,0.097447,,,,,,,10.672131,1.510325,10.458688,1.510325,942082643290487,352769564489998,942082538290487,942082536290487,942082597290487,,
1795832,4,17,3,89,20017,1,2,11,11,,,,,1,2.0,602,40,,,,16.0,0.0,1,,68.0,,1.0,,,,,,,3.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,2.0,,,,3.0,78.0,1.396224,6.0180462857,926.340743,132.63003,1983.599021,284.004347,1014.153669,150.580846,751.022013,27.452486,904.218906,134.257807,1073.225253,159.351755,51.50497,7.647423,170.909907,146.70257,,,33.559448,7.277684,1.704356,0.369606,0.250387,0.054299,32.552665,7.132131,33.223854,7.277684,1.687312,0.369606,0.247884,0.054299,29.921587,6.48878,29.02394,6.359004,29.622372,6.48878,35.514191,7.701589,35.159049,7.701589,942084981290487,352769568489998,942084934290487,942084930290487,942084968290487,,
1795845,4,17,3,89,20023,1,2,16,16,,,,,1,2.0,834,26,,,,13.0,0.0,1,5.2,71.0,,1.0,,,,,,,3.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,2.0,,,,4.0,60.0,0.921726,6.0180462857,698.343202,124.782387,1479.540682,264.369463,881.394916,134.693409,387.937249,31.526402,675.132452,103.172698,946.899686,144.703747,50.293285,7.685742,98.832689,91.608593,,,24.154904,3.218396,1.378303,0.183645,0.416875,0.055544,23.671806,3.186212,23.913355,3.218396,1.36452,0.183645,0.412707,0.055544,18.502216,2.465233,18.132172,2.440581,18.317194,2.465233,25.950083,3.457586,25.690582,3.457586,942084144290487,352769569489998,942084087290487,942084084290487,942084125290487,,
1854661,2,17,3,31,23222,1,1,1,1,,,,,1,3.0,96,9,,,,13.0,0.0,1,5.3,41.0,,1.0,,9.0,,,1.0,,3.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,3.0,,,,,60.0,0.921726,6.0180462857,316.803751,50.863973,660.007814,105.96661,299.324795,43.87355,287.042448,121.010644,,,325.286481,47.678885,22.267048,3.263794,,,,,14.752685,2.160949,1.097466,0.160755,0.182096,0.026673,11.949675,1.815197,14.310104,2.160949,1.064542,0.160755,0.176633,0.026673,,,,,,,16.032247,2.348377,15.551279,2.348377,1287852590290487,992948043290487,1287852575290487,1287852566290487,1287852588290487,352769663489998.0,
1915883,4,18,4,127,20048,1,1,8,8,,,,,1,3.0,837,28,,,,12.3,0.0,1,6.1,56.0,,1.0,,,,,,,3.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22500.0,30000.0,0.0,,7.0,,,,,3.0,,,,,53.0,0.82513566,6.0180462857,510.412147,83.448299,1079.095448,176.423465,577.706391,128.276854,308.385777,39.08222,,,630.672053,140.037618,41.704042,9.260177,,,,,16.831315,3.946909,1.215036,0.284923,0.328104,0.07694,13.296739,3.236465,16.326375,3.946909,1.178585,0.284923,0.318261,0.07694,,,,,,,18.374455,4.308772,17.823221,4.308772,707806030126144,352769716489998,707805964126144,707805962126144,707805994126144,,
1915883,4,18,4,127,20048,1,1,23,23,,,,,2,3.0,931,41,1.0,,,5.8,0.0,1,,50.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,3.0,,5.0,,,,,53.0,0.18347256,6.0180462857,15.255267,4.752825,31.715731,9.881132,25.888315,2.303005,0.0,0.0,,,29.12481,2.590921,3.236496,0.287916,,,,,2.780642,0.457283,0.238942,0.039295,0.873642,0.143672,1.681913,0.07072,1.87304,0.157156,0.234163,0.019647,0.0,0.0,,,,,,,3.893225,0.64025,2.107203,0.176803,707806045126144,352769716489998,707805964126144,707805962126144,707806009126144,,
1852408,4,17,3,31,20178,1,1,8,9,8.0,,,,1,3.0,951,38,,,,10.7,0.0,1,5.2,37.0,,1.0,,,,,,,3.0,35.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0,,,,,3.0,,,,,60.0,0.62442846,6.0180462857,198.327642,24.939446,411.468136,51.74159,167.361667,54.317633,164.763721,16.822254,,,186.254929,60.449487,13.977502,4.536432,,,,,8.665485,1.208732,0.723713,0.100949,0.254523,0.035503,7.365663,1.051597,8.492176,1.208732,0.709239,0.100949,0.249433,0.035503,,,,,,,9.643722,1.345184,9.450847,1.345184,1287853460290487,352769427489998,1287853432290487,1287853426290487,1287853451290487,,
1852987,4,17,3,43,20047,1,1,1,1,,,,,1,3.0,241,9,,,,5.4,0.0,1,5.8,22.0,,1.0,,,,,,,3.0,45.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0,,,,,3.0,,,,,60.0,0.15903864,6.0180462857,28.371638,3.378114,56.630016,6.742743,19.285948,3.093178,21.597872,7.464799,,,30.190102,4.842041,4.537571,0.727759,,,,,1.010489,0.18223,0.237746,0.042875,0.333578,0.060157,0.818496,0.153073,0.980174,0.18223,0.230614,0.042875,0.32357,0.060157,,,,,,,1.581813,0.285262,1.534359,0.285262,1287852474290487,352769428489998,1287852454290487,1287852452290487,1287852468290487,,
1837465,4,17,3,197,20039,1,2,3,3,,,,,1,3.0,681,42,,,,5.1,0.0,1,6.6,31.0,,1.0,,,,,,,5.0,55.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,3.0,,,,,60.0,0.14185854,6.0180462857,44.912743,6.365694,87.891865,12.457327,33.45054,6.196292,18.792966,3.533999,,,58.299627,10.799272,6.708433,1.242653,,,,,1.028523,0.302651,0.206268,0.060696,0.557781,0.164131,0.915386,0.275412,1.007953,0.302651,0.202143,0.060696,0.546626,0.164131,,,,,,,1.792572,0.527478,1.756721,0.527478,1287852990290487,352769429489998,1287852965290487,1287852961290487,1287852982290487,,
1837465,4,17,3,197,20039,1,2,8,8,,,,,1,3.0,681,42,,,,5.2,0.0,1,,19.0,,1.0,,,,,,,4.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22500.0,0.0,,,3.0,,,,,3.0,,,,,60.0,0.14747616,6.0180462857,32.691635,3.65817,63.975802,7.158845,18.25628,4.207434,21.739995,3.793958,,,34.325078,7.910729,5.865495,1.351791,,,,,0.595917,0.193694,0.19146,0.062231,0.333053,0.108254,0.530366,0.176262,0.583998,0.193694,0.187631,0.062231,0.326392,0.108254,,,,,,,1.12043,0.36418,1.098021,0.36418,1287852995290487,352769429489998,1287852965290487,1287852961290487,1287852987290487,,
1796323,4,17,3,97,20010,13,1,5,5,5.0,,,,1,3.0,356,43,,,,2.4,0.0,1,,11.0,,1.0,,,,,,,3.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,60.0,0.03141504,74.9652824512,4.99947,1.368279,10.63717,2.911231,,,3.373254,0.949501,,,5.941527,1.322389,,,,,,,,,,,,,,,,,,,,,,,,,,,0.147064,0.061315,0.147064,0.061315,1287853310290487,352769432489998,1287853287290487,1287853279290487,1287853302290487,,
1796323,4,17,3,97,20010,13,1,6,6,,,,,1,3.0,356,43,,,,1.8,0.0,1,,12.0,,1.0,,,,,,,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,60.0,0.01767096,74.9652824512,2.899864,0.700273,6.169924,1.489942,,,1.446263,0.555379,,,3.898304,0.825358,,,,,,,,,,,,,,,,,,,,,,,,,,,0.093307,0.040153,0.093307,0.040153,1287853311290487,352769432489998,1287853287290487,1287853279290487,1287853303290487,,
1795839,4,17,3,89,20028,13,1,13,13,,,,,2,,972,41,1.0,,,2.0,0.0,1,,16.0,8.0,2.0,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,0.021816,74.9652824512,0.732369,0.370097,1.525769,0.771035,,,0.0,0.0,,,1.4723,0.05347,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13373,0.044283,0.116577,0.007721,1287854039290487,352769435489998,1287853974290487,1287853966290487,1287854011290487,,
1795845,4,17,3,89,20023,1,1,7,7,,,,,1,3.0,972,41,,,,6.3,0.0,1,,14.0,,1.0,,,,,,,5.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,70000.0,22500.0,0.0,,50.0,,,,,3.0,,,,,,0.21646926,6.0180462857,59.879844,2.931752,125.534264,6.14623,21.958023,8.970174,77.38178,2.793933,,,34.186712,13.965772,7.788752,3.181819,,,,,0.63646,0.416175,0.225759,0.147622,0.128693,0.084151,0.502804,0.341264,0.617367,0.416175,0.218987,0.147622,0.124832,0.084151,,,,,,,0.990913,0.647948,0.961185,0.647948,942084135290487,352769569489998,942084087290487,942084083290487,942084116290487,,
1796131,4,17,3,93,20008,1,1,6,6,,,,,1,3.0,129,4,,,,8.3,0.0,1,,26.0,,1.0,,,,,,,5.0,10.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,3.0,,,,,60.0,0.37572606,6.0180462857,92.778279,14.049686,182.994633,27.711412,64.506422,12.329148,92.822857,26.596775,,,75.70268,14.469095,7.427519,1.419626,,,,,3.70525,0.660047,0.426637,0.076,0.216476,0.038563,3.001253,0.554439,3.594093,0.660047,0.413838,0.076,0.209982,0.038563,,,,,,,4.348364,0.77461,4.217913,0.77461,942083001290487,352769574489998,942082970290487,942082966290487,942082990290487,,
1796131,4,17,3,93,20008,1,1,5,5,,,,,1,3.0,129,4,,,,18.0,0.0,1,5.1,54.0,,1.0,,,,,,,3.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,3.0,,,,,60.0,1.767096,6.0180462857,747.174765,130.075631,1473.717486,256.559431,736.620497,119.536652,569.268276,79.080193,,,778.170021,126.279189,38.951051,6.320864,,,,,36.441658,5.830574,1.926964,0.308309,0.12855,0.020568,29.517743,4.897683,35.348409,5.830574,1.869155,0.308309,0.124694,0.020568,,,,,,,38.497172,6.159452,37.342257,6.159452,942083000290487,352769574489998,942082970290487,942082966290487,942082989290487,,
