PLOTID,VISIT_NBR,STATECD,UNITCD,COUNTYCD,RETIRED_PLOT,SUBP,CONDID,TREE,STATUSCD,STANDING_DEAD_CD,TPA_UNADJ,SPCD,SPGRPCD,DIA,DIACHECK,DIAHTCD,CROWN_DIEBACK_CD,CROWN_LIGHT_EXPOSURE,UNCOMP_CROWN_RATIO,CROWN_DIA_WIDE,CROWN_DIA_90,AVG_CROWN_WIDTH,FOLIAGE_ABSENT,IS_MAINTAINED_AREA,IS_RIPARIAN,IS_STREET_TREE,IS_PLANTED,NBR_STEMS,BASAL_AREA,GROSS_CARBON_SEQUESTRATION,ITREE_ECO_VERSION,DRY_TOT_BIOMASS_ITREE,CARBON_STORAGE_ITREE,GROSS_C_SEQUESTRATION_ITREE,LEAF_AREA_ITREE,LEAF_BIOMASS_ITREE,CROWN_GROUND_AREA_ITREE,LEAF_AREA_INDEX_ITREE,LEAF_BIOMASS_INDEX_ITREE,COMPENSATORY_VALUE_ITREE,NO2_ACUTE_RESPIRATORY_SYMPTOMS_INCIDENCE,NO2_ASTHMA_EXACERBATION_INCIDENCE,NO2_EMERGENCY_ROOM_VISITS_INCIDENCE,NO2_HOSPITAL_ADMISSIONS_INCIDENCE,NO2_ACUTE_RESPIRATORY_SYMPTOMS_VALUE,NO2_ASTHMA_EXACERBATION_VALUE,NO2_EMERGENCY_ROOM_VISITS_VALUE,NO2_HOSPITAL_ADMISSIONS_VALUE,SO2_ACUTE_RESPIRATORY_SYMPTOMS_INCIDENCE,SO2_ASTHMA_EXACERBATION_INCIDENCE,SO2_EMERGENCY_ROOM_VISITS_INCIDENCE,SO2_HOSPITAL_ADMISSIONS_INCIDENCE,SO2_ACUTE_RESPIRATORY_SYMPTOMS_VALUE,SO2_ASTHMA_EXACERBATION_VALUE,SO2_EMERGENCY_ROOM_VISITS_VALUE,SO2_HOSPITAL_ADMISSIONS_VALUE,O3_ACUTE_RESPIRATORY_SYMPTOMS_INCIDENCE,O3_EMERGENCY_ROOM_VISITS_INCIDENCE,O3_HOSPITAL_ADMISSIONS_INCIDENCE,O3_MORTALITY_INCIDENCE,O3_SCHOOL_LOSS_DAYS_INCIDENCE,O3_ACUTE_RESPIRATORY_SYMPTOMS_VALUE,O3_EMERGENCY_ROOM_VISITS_VALUE,O3_HOSPITAL_ADMISSIONS_VALUE,O3_MORTALITY_VALUE,O3_SCHOOL_LOSS_DAYS_VALUE,PM2_5_ACUTE_BRONCHITIS_INCIDENCE,PM2_5_ACUTE_MYOCARDIAL_INFARCTION_INCIDENCE,PM2_5_ACUTE_RESPIRATORY_SYMPTOMS_INCIDENCE,PM2_5_ASTHMA_EXACERBATION_INCIDENCE,PM2_5_CHRONIC_BRONCHITIS_INCIDENCE,PM2_5_EMERGENCY_ROOM_VISITS_INCIDENCE,PM2_5_HOSPITAL_ADMISSIONS_CARDIOVASCULAR_INCIDENCE,PM2_5_HOSPITAL_ADMISSIONS_RESPIRATORY_INCIDENCE,PM2_5_LOWER_RESPIRATORY_SYMPTOMS_INCIDENCE,PM2_5_MORTALITY_INCIDENCE,PM2_5_UPPER_RESPIRATORY_SYMPTOMS_INCIDENCE,PM2_5_WORK_LOSS_DAYS_INCIDENCE,PM2_5_ACUTE_BRONCHITIS_VALUE,PM2_5_ACUTE_MYOCARDIAL_INFARCTION_VALUE,PM2_5_ACUTE_RESPIRATORY_SYMPTOMS_VALUE,PM2_5_ASTHMA_EXACERBATION_VALUE,PM2_5_CHRONIC_BRONCHITIS_VALUE,PM2_5_EMERGENCY_ROOM_VISITS_VALUE,PM2_5_HOSPITAL_ADMISSIONS_CARDIOVASCULAR_VALUE,PM2_5_HOSPITAL_ADMISSIONS_RESPIRATORY_VALUE,PM2_5_LOWER_RESPIRATORY_SYMPTOMS_VALUE,PM2_5_MORTALITY_VALUE,PM2_5_UPPER_RESPIRATORY_SYMPTOMS_VALUE,PM2_5_WORK_LOSS_DAYS_VALUE,CO_VALUE,O3_VALUE,PM10_VALUE,NO2_VALUE,PM2_5_VALUE,SO2_VALUE,CO_REMOVAL,O3_REMOVAL,PM10_REMOVAL,NO2_REMOVAL,PM2_5_REMOVAL,SO2_REMOVAL,AVOIDED_RUNOFF,RAINFALL_INTERCEPTION,EVAPORATION,TRANSPIRATION,POTENTIAL_EVAPORATION,POTENTIAL_EVAPOTRANSPIRATION,ISOPRENE_EMITTED,MONOTERPENE_EMITTED,CN,PLT_CN,SBP_CN,CND_CN,PREV_PLT_CN,PREV_MTRE_CN
1796293,4,17,3,97,20085,1,1,6,1,,6.0180462857,94,6,15.7,0.0,1,0.0,2.0,25.0,,,22.0,,0,0,0,3,1,1.34435646,32.971761,6.0.35,1542.6418517578,771.3209258789,13.2506605016,2304.1545518855,75.8117348843,380.1327110501,6.061447713,0.97372654,600.8254393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1287853346290487,352769419489998,1287853326290487,1287853323290487,,
1916222,6,18,4,89,20048,1,1,9,1,,6.0180462857,742,37,7.1,0.0,1,20.0,0.0,27.0,7.0,6.0,18.0,30.0,0,1,0,2,1,0.27493614,3.804141,6.0.35,288.6888154666,144.3444076892,7.6125335574,634.4862961427,9.3767974867,254.469004997,2.493373589,0.179910065,285.8379554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,942231692290487,352769508489998,942231667290487,942231665290487,,
1916222,6,18,4,89,20048,1,1,22,1,,6.0180462857,681,42,7.9,0.0,1,0.0,0.0,77.0,42.0,16.0,24.0,10.0,0,1,0,2,1,0.34038414,6.282454,6.0.35,526.8058177434,263.4029088717,11.681563872,2855.9318037386,42.7901198603,452.3893421572,6.31299533,0.46181385,499.815219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,942231705290487,352769508489998,942231667290487,942231665290487,,
1916222,6,18,4,89,20048,1,1,31,1,,6.0180462857,742,37,8.5,0.0,1,0.0,0.0,55.0,17.0,13.0,20.0,20.0,0,1,0,2,1,0.3940515,5.295383,6.0.35,450.487338224,225.243669112,12.4308149297,2322.9508679156,34.3298822906,314.1592654019,7.394182265,0.533529278,483.54423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,942231714290487,352769508489998,942231667290487,942231665290487,,
1856986,1,17,3,31,23407,1,1,3,1,,6.0180462857,544,36,7.7,0.0,1,5.0,2.0,85.0,26.0,20.0,22.0,15.0,1,0,0,3,1,0.32336766,5.803834,6.0.35,306.0817039317,153.0408519217,8.2609490543,3216.0094492064,42.9646241845,380.1327110501,8.460228113,0.551837983,375.0803351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,785693259290487,352769519489998,785693238290487,785693233290487,,
1856986,1,17,3,31,23407,1,1,1,1,,6.0180462857,552,42,21.8,0.0,1,5.0,2.0,50.0,56.0,37.0,47.0,10.0,1,0,0,1,1,2.59195896,33.449058,6.0.35,4573.308179765,2286.6540898825,58.888691536,4622.206561809,99.1415355598,1734.9445432571,2.664181158,0.279001064,3587.22403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,785693257290487,352769519489998,785693238290487,785693233290487,,
1856986,1,17,3,31,23407,1,1,5,1,,6.0180462857,317,32,12.7,0.0,1,5.0,1.0,87.0,22.0,20.0,32.0,10.0,1,0,0,3,1,0.87967566,15.640047,6.0.35,1507.1661364145,753.5830682073,19.6925099842,7955.6957145859,85.7652990283,804.2477193427,9.892096083,0.520664039,840.2536228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,785693261290487,352769519489998,785693238290487,785693233290487,,
1857013,1,17,3,31,23434,1,1,1,1,,6.0180462857,552,42,10.8,0.0,1,5.0,5.0,70.0,30.0,29.0,26.0,20.0,1,0,1,1,1,0.63615456,16.273948,6.0.35,654.6850790281,327.3425395141,30.1687197472,2342.2930369125,50.2397556864,530.9291585076,4.411686567,0.462005086,817.9615489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,785697639290487,352769524489998,785697624290487,785697617290487,,
1857013,1,17,3,31,23434,1,1,3,1,,6.0180462857,462,41,12.6,0.0,1,0.0,3.0,75.0,39.0,29.0,25.0,10.0,1,0,1,1,2,0.86587704,16.415547,6.0.35,251.2627926259,125.6313963129,4.0781068914,2771.0697206464,29.5296469162,490.8738521366,5.645176879,0.293713677,1265.591485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,785697641290487,352769524489998,785697624290487,785697617290487,,
1857055,1,17,3,31,23500,1,2,3,1,,6.0180462857,974,41,16.4,0.0,1,30.0,3.0,70.0,24.0,22.0,33.0,15.0,0,0,0,2,1,1.46690784,13.795294,6.0.35,2206.4259502425,1103.2129753417,26.9397905216,3882.8416389819,54.1662342336,855.2985999166,4.53974979,0.309205135,850.8320001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,785695820290487,352769526489998,785695796290487,785695791290487,,
1796293,4,17,3,97,20085,1,1,15,2,1.0,6.0180462857,125,4,9.7,1.0,1,,,,,,,,0,0,0,3,1,0.51316686,0.0,6.0.35,491.1310582671,245.5655292438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1287853355290487,352769419489998,1287853326290487,1287853323290487,,
1796349,4,17,3,97,20068,1,1,1,1,,6.0180462857,746,37,5.5,0.0,1,0.0,4.0,80.0,,,14.0,,1,0,0,1,1,0.1649835,5.569616,6.0.35,96.1841800161,48.092089997,9.5698329075,478.9995841901,7.7255569444,153.9380400254,3.111638839,0.245030226,86.33854167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1287852406290487,352769422489998,1287852389290487,1287852383290487,,
1852455,4,17,3,31,20123,13,1,12,1,,74.9652824512,318,31,2.8,0.0,1,95.0,0.0,5.0,,,17.0,,0,0,0,2,1,0.04275936,0.248645,6.0.35,44.8147560992,22.4073780386,0.0955785059,20.8055884285,0.2567215119,226.9800692206,0.091662623,0.005522177,1.275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1287853860290487,352769424489998,1287853834290487,1287853826290487,,
1852408,4,17,3,31,20178,13,1,3,1,,74.9652824512,241,9,1.2,0.0,1,0.0,2.0,95.0,,,5.0,,1,0,0,1,1,0.00785376,0.409132,6.0.35,15.372723763,7.6863618826,1.3436150943,50.3122260047,1.9816838674,19.6349540876,2.562380629,0.492765506,67.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1287853454290487,352769427489998,1287853435290487,1287853426290487,,
1856914,1,17,3,31,23344,1,1,22,1,,6.0180462857,313,41,7.4,0.0,1,0.0,1.0,35.0,17.0,11.0,19.0,5.0,0,0,0,2,1,0.29866104,4.97052,6.0.35,359.9256674004,179.9628337223,10.0210984082,1004.4498333962,18.8205599975,283.5287369498,3.542673819,0.324094211,88.83301597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,785696914290487,352769538489998,785696873290487,785696870290487,,
1856914,1,17,3,31,23344,1,1,24,1,,6.0180462857,313,41,6.6,0.0,1,0.0,1.0,40.0,16.0,11.0,18.0,0.0,0,0,0,2,1,0.23757624,4.296028,6.0.35,282.1203361512,141.0601680976,8.7659546434,950.873245052,17.8166856753,254.469004997,3.736695733,0.341843906,76.69390196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,785696916290487,352769538489998,785696873290487,785696870290487,,
1856914,1,17,3,31,23344,1,1,19,2,1.0,6.0180462857,541,36,6.3,0.0,1,,,,,,,,0,0,0,2,1,0.21646926,0.0,6.0.35,260.6359445596,130.3179722578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,785696911290487,352769538489998,785696873290487,785696870290487,,
1856914,1,17,3,31,23344,1,1,23,1,,6.0180462857,762,41,16.2,0.0,1,5.0,5.0,45.0,33.0,24.0,37.0,5.0,0,0,0,2,1,1.43134776,53.265146,6.0.35,2162.2776679423,1081.1388339711,66.5960370321,4939.0366924484,78.4546648569,1075.2100856979,4.593555026,0.356255237,453.6675489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,785696915290487,352769538489998,785696873290487,785696870290487,,
1856914,1,17,3,31,23344,1,1,20,1,,6.0180462857,6918,55,5.4,0.0,1,0.0,0.0,85.0,17.0,13.0,17.0,10.0,0,0,0,2,1,0.15903864,3.13176,6.0.35,194.3993701437,97.1996850608,6.1364982021,1124.9463300663,10.2403186279,226.9800692206,4.956145859,0.220273149,32.828625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,785696912290487,352769538489998,785696873290487,785696870290487,,
1855516,1,17,3,31,23403,1,1,13,1,,6.0180462857,951,38,5.1,0.0,1,0.0,0.0,75.0,20.0,18.0,16.0,20.0,0,0,0,2,1,0.14185854,2.032266,6.0.35,92.8161303948,46.4080651974,3.1304715752,758.2125534321,4.5338716346,201.0619298357,3.771039868,0.110096925,34.643875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,785694986290487,352769539489998,785694951290487,785694945290487,,
1837465,4,17,3,197,20039,1,2,8,1,,6.0180462857,681,42,5.2,0.0,1,0.0,1.0,90.0,,,15.0,,1,1,0,2,1,0.14747616,2.446502,6.0.35,191.7754899405,95.8877449812,6.5032839926,622.7001172405,9.3298490603,176.7145867347,3.523761839,0.257773361,91.32572222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1287852987290487,352769429489998,1287852965290487,1287852961290487,,
1796323,4,17,3,97,20010,1,1,1,1,,6.0180462857,317,32,10.3,0.0,1,0.0,5.0,85.0,,,27.0,,1,0,1,1,1,0.57861486,27.401232,6.0.35,599.9437990987,299.9718996596,23.7566784247,4165.1714680165,44.902066298,572.5552611626,7.27470648,0.382899441,585.3350452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1287853299290487,352769432489998,1287853284290487,1287853279290487,,
1796323,4,17,3,97,20010,13,1,6,1,,74.9652824512,356,43,1.8,0.0,1,0.0,2.0,20.0,,,7.0,,1,0,1,1,1,0.01767096,0.862247,6.0.35,13.5408416989,6.7704208495,1.7953373995,37.3270866917,0.5792249371,38.4845100117,0.969924956,0.07348473,53.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1287853303290487,352769432489998,1287853287290487,1287853279290487,,
1795839,4,17,3,89,20028,1,1,3,1,,6.0180462857,681,42,10.6,0.0,1,5.0,2.0,60.0,,,28.0,,0,0,0,2,1,0.61281144,11.080807,6.0.35,1071.9160752197,535.9580376098,21.3395594683,3012.3901672109,45.1343187497,615.7521601015,4.892212099,0.357879451,220.140199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1287853994290487,352769435489998,1287853971290487,1287853966290487,,
1795839,4,17,3,89,20028,13,1,13,2,1.0,74.9652824512,972,41,2.0,0.0,1,,,,,,,,0,0,0,2,1,0.021816,0.0,6.0.35,12.0815812687,6.0407906354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1287854011290487,352769435489998,1287853974290487,1287853966290487,,
1795839,4,17,3,89,20028,13,1,15,2,1.0,74.9652824512,6918,55,1.8,0.0,1,,,,,,,,0,0,0,2,1,0.01767096,0.0,6.0.35,15.451531418,7.725765709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1287854013290487,352769435489998,1287853974290487,1287853966290487,,
1915895,5,18,4,89,20113,1,1,9,2,1.0,6.0180462857,641,43,8.8,0.0,1,,,,,,,,0,0,0,2,1,0.42235776,0.0,6.0.35,944.7537082689,472.3768541345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1287853157290487,352769446489998,1287853138290487,1287853135290487,,
1915895,5,18,4,89,20113,1,1,8,2,1.0,6.0180462857,641,43,12.1,0.0,1,,,,,,,,0,0,0,2,1,0.79852014,0.0,6.0.35,2039.3859116281,1019.692955814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1287853156290487,352769446489998,1287853138290487,1287853135290487,,
1855516,1,17,3,31,23403,13,1,44,1,,74.9652824512,6918,55,1.8,0.0,1,0.0,0.0,75.0,7.0,6.0,9.0,10.0,0,0,0,2,1,0.01767096,0.745086,6.0.35,15.7364861428,7.8682430725,1.4538816361,163.5455143341,1.4887449584,63.6172512331,2.570773039,0.11425658,17.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,785695016290487,352769539489998,785694954290487,785694945290487,,
1855516,1,17,3,31,23403,11,1,27,1,,74.9652824512,6918,55,1.2,0.0,1,0.0,1.0,30.0,8.0,5.0,6.0,5.0,0,0,0,2,1,0.00785376,0.353561,6.0.35,6.2868657226,3.1434328602,0.8708940915,36.7886456353,0.334884824,28.2743338862,1.301132178,0.057828097,17.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,785695000290487,352769539489998,785694952290487,785694945290487,,
1855516,1,17,3,31,23403,11,1,26,1,,74.9652824512,6918,55,1.3,0.0,1,0.0,1.0,40.0,7.0,5.0,7.0,10.0,0,0,0,2,1,0.00921726,0.38697,6.0.35,7.474713005,3.7373565014,0.9575878823,49.8953716692,0.4541945602,38.4845100117,1.296505312,0.057622458,17.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,785694999290487,352769539489998,785694952290487,785694945290487,,
1857355,1,17,3,31,23807,1,2,2,1,,6.0180462857,317,32,23.8,1.0,1,0.0,3.0,65.0,57.0,45.0,46.0,5.0,1,0,1,1,2,3.08936376,54.696823,6.0.35,4299.6950654174,2149.8475322678,43.2871403679,5340.6870926936,57.5745531169,1661.9025136314,3.2135983,0.169145655,3082.036481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,785697037290487,352769541489998,785697019290487,785697015290487,,
1857355,1,17,3,31,23807,1,2,1,1,,6.0180462857,320,31,14.6,0.0,1,0.0,4.0,75.0,36.0,33.0,35.0,0.0,1,0,1,1,1,1.16257464,24.992507,6.0.35,1547.3311638818,773.6655819409,51.4230210927,6186.0752113171,68.3871144261,962.1127501318,6.429678029,0.347043668,1453.596014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,785697036290487,352769541489998,785697019290487,785697015290487,,
1857098,1,17,3,31,23565,1,1,1,1,,6.0180462857,972,41,16.8,0.0,1,0.0,4.0,75.0,41.0,39.0,33.0,10.0,1,0,1,1,1,1.53933696,40.395881,6.0.35,1593.1124926109,796.5562463055,48.789273197,4609.7128403979,68.6699838007,855.2985999166,5.389594746,0.391999036,739.2741848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,785693478290487,352769543489998,785693459290487,785693455290487,,
1857098,1,17,3,31,23565,1,1,4,1,,6.0180462857,320,31,18.8,0.0,1,0.0,4.0,75.0,42.0,41.0,40.0,5.0,1,0,1,1,1,1.92766176,32.308344,6.0.35,2682.3340524886,1341.1670258034,69.9016666219,6707.965267875,74.1566134589,1256.6370616075,5.338029152,0.288121615,2441.871633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,785693481290487,352769543489998,785693459290487,785693455290487,,
1852490,4,17,3,31,20062,1,1,32,1,,6.0180462857,823,25,6.7,0.0,1,0.0,1.0,70.0,14.0,14.0,19.0,10.0,0,0,0,2,1,0.24483006,5.309112,6.0.35,244.9678232021,122.4839116231,4.5966963267,2118.3006519485,42.6316370798,283.5287369498,7.471202654,0.734126231,97.40626525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,942082862290487,352769546489998,942082818290487,942082815290487,,
1852490,4,17,3,31,20062,1,1,21,1,,6.0180462857,317,32,6.8,0.0,1,0.0,3.0,65.0,23.0,12.0,25.0,5.0,0,0,0,2,1,0.25219296,9.391313,6.0.35,539.6614896763,269.8307449484,16.965823616,4047.7416174971,43.6361297039,490.8738521366,8.24599151,0.434022396,86.99769754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,942082852290487,352769546489998,942082818290487,942082815290487,,
1852490,4,17,3,31,20062,1,1,12,1,,6.0180462857,317,32,10.2,0.0,1,5.0,2.0,65.0,25.0,13.0,30.0,5.0,0,0,0,2,1,0.56743416,15.343158,6.0.35,1168.8079859015,584.4039929508,23.5609720684,5647.2363832228,60.879266179,706.8583470466,7.989205202,0.420506616,181.8381029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,942082843290487,352769546489998,942082818290487,942082815290487,,
1855687,1,17,3,31,22151,1,1,5,1,,6.0180462857,742,37,9.0,0.0,1,0.0,2.0,65.0,23.0,18.0,21.0,5.0,0,0,0,3,1,0.441774,7.061761,6.0.35,518.9448488739,259.4724245472,17.2350619302,3097.8803072537,45.7822280168,346.3605900302,8.944090051,0.645363306,500.7411297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,785694083290487,352769465489998,785694067290487,785694064290487,,
1857855,1,17,3,31,22099,1,1,1,1,,6.0180462857,313,41,14.2,0.0,1,5.0,3.0,90.0,45.0,42.0,30.0,5.0,1,0,0,2,1,1.09974456,15.556265,6.0.35,1498.1563157687,749.0781577741,26.9166597092,5738.5147310572,107.5235986884,706.8583470466,8.118337648,0.742689383,706.8821526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,785694131290487,352769466489998,785694112290487,785694107290487,,
1852359,4,17,3,31,20203,1,1,12,1,,6.0180462857,972,41,5.0,0.0,1,0.0,0.0,35.0,18.0,17.0,15.0,0.0,0,0,0,2,1,0.13635,3.486813,6.0.35,108.8045253495,54.4022626747,4.9959205773,403.2792480203,6.0075714876,176.7145867347,2.282093716,0.165982524,35.67708333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,942212699290487,352769474489998,942212660290487,942212656290487,,
1852406,4,17,3,31,20175,1,2,2,1,,6.0180462857,742,37,8.8,0.0,1,0.0,4.0,55.0,22.0,20.0,21.0,10.0,0,0,0,2,1,0.42235776,10.828876,6.0.35,392.6918891956,196.3459445757,24.1151399438,2035.2943036094,30.0787308217,346.3605900302,5.876229462,0.424000971,481.4486093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,942210856290487,352769478489998,942210840290487,942210836290487,,
1852371,4,17,3,31,20083,11,1,28,1,,74.9652824512,6918,55,3.5,0.0,1,0.0,0.0,25.0,13.0,12.0,13.0,5.0,0,0,0,2,1,0.0668115,1.834108,6.0.35,71.0524772275,35.5262386138,3.4194675122,213.7318103907,1.9455877862,132.7322896,1.610247296,0.071566546,17.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,942210975290487,352769487489998,942210932290487,942210929290487,,
1852371,4,17,3,31,20083,1,1,24,1,,6.0180462857,6918,55,9.2,0.0,1,0.0,2.0,40.0,28.0,22.0,22.0,0.0,0,0,0,2,1,0.46162656,7.443366,6.0.35,685.0113162177,342.5056581088,16.4336088502,1277.053482857,11.6249408737,380.1327110501,3.359493793,0.149310835,172.472475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,942210971290487,352769487489998,942210931290487,942210929290487,,
1852371,4,17,3,31,20083,1,1,10,1,,6.0180462857,6918,55,5.7,0.0,1,15.0,0.0,40.0,10.0,8.0,17.0,30.0,0,0,0,2,1,0.17720046,3.135274,6.0.35,219.7890417116,109.8945208668,5.5879707544,479.3601420363,4.3635864752,226.9800692206,2.111904114,0.093862405,31.09093698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,942210957290487,352769487489998,942210931290487,942210929290487,,
1852490,4,17,3,31,20062,1,1,48,1,,6.0180462857,552,42,7.4,0.0,1,0.0,0.0,40.0,21.0,11.0,25.0,0.0,0,0,0,2,1,0.29866104,6.160363,6.0.35,330.4694157444,165.2347078722,10.0738060144,1803.0482350201,38.673514107,490.8738521366,3.673139702,0.384662237,119.3325399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,942082878290487,352769546489998,942082818290487,942082815290487,,
