PLOTID,VISIT_NBR,STATECD,UNITCD,COUNTYCD,RETIRED_PLOT,CONDID,FIA_VOLUME_LOCATION_GROUP,COND_STATUS_CD,COND_NONSAMPLE_REASN_CD,FIA_LANDUSE,RESERVCD,OWNGRPCD,OWNCD,PHYSCLCD,STDORGCD,STDORGSP,FLDTYPCD,FLDSZCD,FLDAGE,MAPDEN,CANOPY_CVR_SAMPLE_METHOD_CD,LIVE_CANOPY_CVR_PCT,LIVE_MISSING_CANOPY_CVR_PCT,NBR_LIVE_STEMS,AFFORESTATION_CD,PREV_AFFORESTATION_CD,CHAINING_CD,ITREE_LANDUSE,LAND_COVER_CLASS_CD,PRODUCTIVITY_STATUS,COND_SITECLASS_FLD,DISTURBANCE_CD1,DISTURBANCE_CD2,DISTURBANCE_CD3,DISTURBANCE_YEAR1,DISTURBANCE_YEAR2,DISTURBANCE_YEAR3,TREATMENT_CD1,TREATMENT_CD2,TREATMENT_CD3,TREATMENT_YEAR1,TREATMENT_YEAR2,TREATMENT_YEAR3,CN,PLT_CN,PREV_PLT_CN,INVASIVE_STATUS_CD,INVASIVE_NONSAMPLE_REASON_CD,SITE_CLASS_CD,SITE_CLASS_METHOD,SITE_CLASS_SIT_CN,SITE_INDEX,BALIVE,COVER_CLASS,FOREST_COND_STATUS_CHANGE_CD
1856785,1,17,3,31,23176,2,S23LCS,2,,16,1.0,30.0,32.0,,,,,,,,1,15,15.0,,0.0,,0.0,5.0,7.0,,,,,,,,,,,,,,,707806098126144,352769662489998,,2.0,,,,,,,,
1852395,4,17,3,31,20114,2,S23LCS,2,,14,0.0,40.0,46.0,,,,,,,,1,9,9.0,,0.0,,0.0,3.0,7.0,,,,,,,,,,,,,,,707805563126144,352769672489998,,2.0,,,,,,,,
1857771,1,17,3,31,22053,1,S23LCS,2,,17,0.0,30.0,32.0,,,,,,,,1,15,15.0,,0.0,,0.0,3.0,7.0,,,,,,,,,,,,,,,707806153126144,352769673489998,,1.0,,,,,,147.1363,,
1856930,1,17,3,31,23328,1,S23LCS,2,,15,0.0,40.0,46.0,,,,,,,,1,2,2.0,,0.0,,0.0,4.0,7.0,,,,,,,,,,,,,,,707805357126144,352769682489998,,2.0,,,,,,,,
1855295,1,17,3,31,24545,1,S23LCS,2,,17,0.0,30.0,32.0,,,,,,,,1,2,2.0,,0.0,,0.0,6.0,9.0,,,,,,,,,,,,,,,707805853126144,352769686489998,,2.0,,,,,,,,
1855301,1,17,3,31,24539,1,S23LCS,2,,17,0.0,30.0,32.0,,,,,,,,1,0,0.0,,0.0,,0.0,6.0,7.0,,,,,,,,,,,,,,,707805870126144,352769688489998,,2.0,,,,,,,,
1852376,4,17,3,31,20135,1,S23LCS,2,,15,0.0,40.0,46.0,,,,,,,,1,35,35.0,,0.0,,0.0,4.0,7.0,,,,,,,,,,,,,,,707807152126144,352769699489998,,2.0,,,,,,3.9715,,
1796319,4,17,3,97,20026,1,S23LCS,2,,16,0.0,40.0,46.0,,,,,,,,1,10,10.0,,0.0,,0.0,5.0,7.0,,,,,,,,,,,,,,,707807178126144,352769701489998,,1.0,,,,,,59.0889,,
1853043,4,17,3,43,20012,2,S23LCS,2,,14,0.0,40.0,46.0,,,,,,,,1,6,6.0,,0.0,,0.0,3.0,7.0,,,,,,,,,,,,,,,707805700126144,352769709489998,,2.0,,,,,,,,
1915979,4,18,4,89,29990,1,S23LCS,2,,16,0.0,40.0,46.0,,,,,,,,1,45,45.0,,0.0,,0.0,5.0,7.0,,,,,,,,,,,,,,,707806980126144,352769717489998,,1.0,,,,,,35.2357,,
1856814,1,17,3,31,23201,1,S23LCS,2,,13,0.0,40.0,46.0,,,,,,,,1,0,0.0,,0.0,,0.0,2.0,9.0,,,,,,,,,,,,,,,491757949126144,352769723489998,,2.0,,,,,,,,
1856776,1,17,3,31,23185,3,S23LCS,2,,14,0.0,40.0,46.0,,,,,,,,1,3,3.0,,0.0,,0.0,3.0,7.0,,,,,,,,,,,,,,,491757970126144,352769724489998,,2.0,,,,,,,,
1856803,1,17,3,31,23212,1,S23LCS,2,,14,0.0,40.0,46.0,,,,,,,,1,4,5.0,,0.0,,0.0,3.0,7.0,,,,,,,,,,,,,,,491758170126144,352769729489998,,2.0,,,,,,,,
1856846,1,17,3,31,23250,3,S23LCS,2,,17,0.0,30.0,31.0,,,,,,,,1,2,2.0,,0.0,,0.0,6.0,7.0,,,,,,,,,,,,,,,491758258126144,352769732489998,,2.0,,,,,,,,
1857735,1,17,3,31,21954,2,S23LCS,2,,17,0.0,30.0,32.0,,,,,,,,1,5,5.0,,0.0,,0.0,2.0,9.0,,,,,,,,,,,,,,,491758602126144,352769744489998,,1.0,,,,,,,,
1857870,1,17,3,31,22138,1,S23LCS,2,,15,0.0,40.0,46.0,,,,,,,,1,1,1.0,,0.0,,0.0,4.0,7.0,,,,,,,,,,,,,,,491758625126144,352769745489998,,1.0,,,,,,,,
1857725,1,17,3,31,21964,1,S23LCS,2,,13,0.0,40.0,46.0,,,,,,,,1,5,5.0,,0.0,,0.0,2.0,7.0,,,,,,,,,,,,,,,491758682126144,352769747489998,,1.0,,,,,,,,
1857868,1,17,3,31,22140,1,S23LCS,2,,14,0.0,40.0,46.0,,,,,,,,1,5,5.0,,0.0,,0.0,3.0,7.0,,,,,,,,,,,,,,,491758709126144,352769748489998,,1.0,,,,,,4.8055,,
1857910,1,17,3,31,22179,2,S23LCS,2,,16,1.0,30.0,32.0,,,,,,,,1,10,10.0,,0.0,,0.0,5.0,7.0,,,,,,,,,,,,,,,491758738126144,352769749489998,,1.0,,,,,,,,
1857910,1,17,3,31,22179,1,S23LCS,2,,17,0.0,30.0,32.0,,,,,,,,1,20,20.0,,0.0,,0.0,3.0,9.0,,,,,,,,,,,,,,,491758737126144,352769749489998,,1.0,,,,,,,,
1857812,2,17,3,31,22069,1,S23LCS,2,,13,0.0,40.0,46.0,,,,,,,,1,0,0.0,,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,1092686539290487,559740585126144,352769822489998.0,3.0,10.0,,,,,,9.0,0.0
1857735,2,17,3,31,21954,2,S23LCS,2,,17,0.0,30.0,32.0,,,,,,,,1,25,25.0,,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,942231781290487,781816981290487,352769744489998.0,2.0,,,,,,,1.0,0.0
1857888,2,17,3,31,22120,1,S23LCS,2,,13,0.0,40.0,46.0,,,,,,,,1,0,0.0,,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,942230706290487,781817005290487,352769740489998.0,3.0,10.0,,,,,,9.0,0.0
1857868,2,17,3,31,22140,1,S23LCS,5,2.0,14,,40.0,46.0,,,,,,,,1,2,2.0,,,,,,,,,,,,,,,,,,,,,942231031290487,781817008290487,352769748489998.0,,,,,,,,3.0,
1857870,2,17,3,31,22138,1,S23LCS,2,,15,0.0,40.0,46.0,,,,,,,,1,0,0.0,,0.0,0.0,0.0,4.0,,,,,,,,,,,,,,,,942231069290487,781817011290487,352769745489998.0,3.0,10.0,,,,,,9.0,0.0
1857910,3,17,3,31,22179,3,S23LCS,5,2.0,14,,40.0,46.0,,,,,,,,1,15,15.0,,,,,,,,,,,,,,,,,,,,,942231143290487,781817017290487,352769749489998.0,,,,,,,,1.0,
1857910,3,17,3,31,22179,4,S23LCS,2,,14,0.0,40.0,46.0,,,,,,,,1,15,15.0,,0.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,942231144290487,781817017290487,352769749489998.0,2.0,,,,,,,1.0,0.0
1857910,3,17,3,31,22179,1,S23LCS,2,,17,0.0,30.0,32.0,,,,,,,,1,20,20.0,,0.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,942231141290487,781817017290487,352769749489998.0,1.0,,,,,,,9.0,0.0
1857750,2,17,3,31,22020,2,S23LCS,2,,15,0.0,40.0,46.0,,,,,,,,1,7,,,0.0,0.0,0.0,4.0,,,,,,,,,,,,,,,,1287853181290487,992948010290487,352769678489998.0,1.0,,,,,,61.3555,9.0,0.0
1857636,3,17,3,31,21757,1,S23LCS,2,,13,0.0,40.0,46.0,,,,,,,,1,7,,,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,1287852666290487,992948019290487,352769669489998.0,1.0,,,,,,12.2443,9.0,0.0
1857132,2,17,3,31,23612,1,S23LCS,2,,17,0.0,30.0,32.0,,,,,,,,1,60,,,0.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,1287852742290487,992948058290487,352769670489998.0,2.0,,,,,,93.6568,1.0,0.0
1856944,2,17,3,31,23368,2,S23LCS,2,,17,0.0,30.0,32.0,,,,,,,,1,20,,,0.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,1287853242290487,992948061290487,352769683489998.0,2.0,,,,,,,1.0,0.0
1856944,2,17,3,31,23368,3,S23LCS,2,,14,0.0,40.0,46.0,,,,,,,,1,15,,,0.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,1287853243290487,992948061290487,352769683489998.0,1.0,,,,,,,1.0,0.0
1856785,2,17,3,31,23176,1,S23LCS,2,,16,1.0,30.0,32.0,,,,,,,,1,25,,,0.0,0.0,0.0,5.0,,,,,,,,,,,,,,,,1287854167290487,992948070290487,352769662489998.0,1.0,,,,,,119.8103,1.0,0.0
1853019,4,17,3,43,20045,1,S23LCS,2,,13,0.0,40.0,46.0,,,,,,,,1,0,0.0,,0.0,,0.0,2.0,8.0,,,,,,,,,,,,,,,491759600126144,352769773489998,,2.0,,,,,,,,
1837561,4,17,3,197,20017,1,S23LCS,5,2.0,20,,40.0,46.0,,,,,,,,1,30,30.0,,,,,,7.0,,,,,,,,,,,,,,,491757242126144,352769775489998,,,,,,,,,,
1796348,4,17,3,97,20201,2,S23LCS,2,,17,0.0,30.0,31.0,,,,,,,,1,0,0.0,,0.0,,0.0,7.0,7.0,,,,,,,,,,,,,,,491757265126144,352769776489998,,1.0,,,,,,,,
1853035,4,17,3,43,20024,1,S23LCS,2,,13,0.0,40.0,46.0,,,,,,,,1,8,8.0,,0.0,,0.0,2.0,7.0,,,,,,,,,,,,,,,491757427126144,352769782489998,,2.0,,,,,,,,
1837522,4,17,3,197,20202,2,S23LCS,2,,13,0.0,40.0,46.0,,,,,,,,1,15,15.0,,0.0,,0.0,2.0,7.0,,,,,,,,,,,,,,,491757584126144,352769788489998,,1.0,,,,,,,,
1857695,1,17,3,31,21833,1,S23LCS,2,,17,0.0,30.0,32.0,,,,,,,,1,10,10.0,,0.0,,0.0,3.0,9.0,,,,,,,,,,,,,,,478150534489998,352769802489998,,1.0,,,,,,,,
1857694,1,17,3,31,21834,2,S23LCS,2,,13,0.0,40.0,46.0,,,,,,,,1,6,6.0,,0.0,,0.0,2.0,9.0,,,,,,,,,,,,,,,478150577489998,352769803489998,,1.0,,,,,,,,
1857773,1,17,3,31,22051,1,S23LCS,2,,13,0.0,40.0,46.0,,,,,,,,1,1,1.0,,0.0,,0.0,2.0,7.0,,,,,,,,,,,,,,,478150878489998,352769813489998,,2.0,,,,,,,,
1857913,1,17,3,31,22176,2,S23LCS,2,,17,0.0,30.0,32.0,,,,,,,,1,28,28.0,,0.0,,0.0,3.0,7.0,,,,,,,,,,,,,,,478151047489998,352769819489998,,2.0,,,,,,41.1578,,
1857812,1,17,3,31,22069,1,S23LCS,2,,13,0.0,40.0,46.0,,,,,,,,1,0,0.0,,0.0,,0.0,2.0,9.0,,,,,,,,,,,,,,,478151128489998,352769822489998,,2.0,,,,,,,,
1855684,1,17,3,31,22154,1,S23LCS,4,,19,0.0,,,,,,,,,,1,0,0.0,,0.0,,0.0,7.0,10.0,,,,,,,,,,,,,,,478151186489998,352769824489998,,2.0,,,,,,,,
1856790,1,17,3,31,23171,2,S23LCS,2,,17,0.0,30.0,32.0,,,,,,,,1,80,80.0,,0.0,,0.0,3.0,7.0,,,,,,,,,,,,,,,478151201489998,352769825489998,,1.0,,,,,,21.8563,,
1852402,4,17,3,31,20005,2,S23LCS,2,,17,0.0,40.0,46.0,,,,,,,,1,1,1.0,,0.0,,0.0,6.0,9.0,,,,,,,,,,,,,,,478151512489998,352769834489998,,1.0,,,,,,6.5399,,
1796376,5,17,3,97,20055,1,S23LCS,5,2.0,20,,40.0,46.0,,,,,,,,1,40,40.0,,,,,,7.0,,,,,,,,,,,,,,,478151879489998,352769842489998,,,,,,,,,,
1915885,5,18,4,89,20058,1,S23LCS,2,,13,0.0,40.0,46.0,,,,,,,,1,0,0.0,,0.0,,0.0,2.0,8.0,,,,,,,,,,,,,,,478152496489998,352769864489998,,2.0,,,,,,,,
1915175,5,18,4,127,20026,1,S23LCS,2,,14,0.0,40.0,46.0,,,,,,,,1,10,10.0,,0.0,,0.0,3.0,7.0,,,,,,,,,,,,,,,478152603489998,352769867489998,,2.0,,,,,,,,
1856781,2,17,3,31,23180,1,S23LCS,2,,13,0.0,40.0,46.0,,,,,,,,1,0,0.0,,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,1092686694290487,559740537126144,352769801489998.0,3.0,10.0,,,,,,9.0,0.0
1854673,2,17,3,31,23588,1,S23LCS,2,,13,0.0,40.0,46.0,,,,,,,,1,0,0.0,,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,1092686736290487,559740541126144,352769827489998.0,3.0,10.0,,,,,,9.0,0.0
1857695,2,17,3,31,21833,1,S23LCS,2,,17,0.0,30.0,32.0,,,,,,,,1,7,7.0,,0.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,942083725290487,559740543126144,352769802489998.0,2.0,,,,,,,9.0,0.0
1857047,2,17,3,31,23508,2,S23LCS,2,,14,0.0,40.0,46.0,,,,,,,,1,1,1.0,,0.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,942082707290487,559740545126144,352769810489998.0,2.0,,,,,,,3.0,0.0
1469516,1,55,5,59,22311,2,S23LLS,2,,17,0.0,30.0,32.0,,,,,,,,1,0,0.0,,0.0,,0.0,6.0,9.0,,,,,,,,,,,,,,,478152686489998,923463,,2.0,,,,,,,,
1467935,1,55,5,59,21596,1,S23LLS,2,,13,0.0,40.0,46.0,,,,,,,,1,0,0.0,,0.0,,0.0,2.0,9.0,,,,,,,,,,,,,,,491757843126144,923675,,2.0,,,,,,,,
1468106,1,55,5,59,21681,1,S23LLS,2,,11,0.0,40.0,46.0,,,,,,,,1,0,0.0,,0.0,,0.0,1.0,6.0,,,,,,,,,,,,,,,491757857126144,923676,,2.0,,,,,,,,
1468139,1,55,5,59,21698,1,S23LLS,2,,11,0.0,40.0,46.0,,,,,,,,1,1,1.0,,0.0,,0.0,1.0,6.0,,,,,,,,,,,,,,,491757872126144,923677,,1.0,,,,,,,,
1467836,1,55,5,59,21546,1,S23LLS,1,,10,0.0,40.0,46.0,21.0,0.0,,517.0,2.0,24.0,1.0,1,43,43.0,,0.0,,0.0,1.0,1.0,1.0,,12.0,,,9999.0,,,,,,,,,707804901126144,923687,,1.0,,6.0,1.0,707804919126144.0,60.0,63.2398,,
1469478,1,55,5,59,22292,1,S23LLS,2,,14,0.0,40.0,46.0,,,,,,,,1,73,73.0,,0.0,,0.0,3.0,,,,,,,,,,,,,,,,785694646290487,923693,,1.0,,,,,,52.3911,1.0,
1468390,1,55,5,59,21823,1,S23LLS,2,,11,0.0,40.0,46.0,,,,,,,,1,0,0.0,,0.0,,0.0,1.0,,,,,,,,,,,,,,,,785696408290487,923698,,3.0,10.0,,,,,,3.0,
1856813,1,17,3,31,23202,2,S23LCS,2,,14,0.0,40.0,46.0,,,,,,,,1,10,10.0,,0.0,,0.0,3.0,,,,,,,,,,,,,,,,785698469290487,352769390489998,,1.0,,,,,,,1.0,
1856829,1,17,3,31,23267,1,S23LCS,2,,13,0.0,30.0,32.0,,,,,,,,1,7,7.0,,0.0,,0.0,2.0,,,,,,,,,,,,,,,,785696453290487,352769397489998,,2.0,,,,,,,1.0,
1856897,1,17,3,31,23307,1,S23LCS,2,,14,0.0,40.0,46.0,,,,,,,,1,7,7.0,,0.0,,0.0,3.0,,,,,,,,,,,,,,,,785697460290487,352769411489998,,1.0,,,,,,41.3579,1.0,
1852360,4,17,3,31,20143,1,S23LCS,2,,16,0.0,40.0,46.0,,,,,,,,1,30,,,0.0,,0.0,5.0,,,,,,,,,,,,,,,,1287852606290487,352769414489998,,2.0,,,,,,53.8058,1.0,
1852362,4,17,3,31,20100,2,S23LCS,2,,17,0.0,30.0,32.0,,,,,,,,1,40,,,0.0,,0.0,3.0,,,,,,,,,,,,,,,,1287852827290487,352769416489998,,2.0,,,,,,,1.0,
1796293,4,17,3,97,20085,1,S23LCS,1,,10,1.0,30.0,32.0,21.0,0.0,,103.0,3.0,61.0,1.0,1,85,85.0,,0.0,,0.0,5.0,,1.0,,60.0,,,9999.0,,,,,,,,,1287853323290487,352769419489998,,1.0,,4.0,1.0,1287853334290487.0,60.0,107.7872,1.0,
1852368,4,17,3,31,20079,2,S23LCS,2,,14,0.0,40.0,46.0,,,,,,,,1,2,,,0.0,,0.0,3.0,,,,,,,,,,,,,,,,1287852425290487,352769423489998,,2.0,,,,,,,3.0,
1852455,4,17,3,31,20123,1,S23LCS,1,,10,1.0,30.0,32.0,21.0,0.0,,503.0,3.0,99.0,1.0,1,85,85.0,,0.0,,0.0,5.0,,1.0,,12.0,31.0,,9999.0,2020.0,,10.0,20.0,,2020.0,2020.0,,1287853826290487,352769424489998,,1.0,,5.0,1.0,1287853842290487.0,73.0,128.1503,1.0,
1852435,4,17,3,31,20141,2,S23LCS,2,,14,0.0,40.0,46.0,,,,,,,,1,30,,,0.0,,0.0,3.0,,,,,,,,,,,,,,,,1287852637290487,352769430489998,,2.0,,,,,,,1.0,
1796323,4,17,3,97,20010,1,S23LCS,2,,17,0.0,40.0,46.0,,,,,,,,1,5,,,0.0,,0.0,3.0,,,,,,,,,,,,,,,,1287853279290487,352769432489998,,2.0,,,,,,17.1221,9.0,
1916239,5,18,4,89,20090,3,S23LCS,2,,16,0.0,30.0,32.0,,,,,,,,1,11,,,0.0,,0.0,5.0,,,,,,,,,,,,,,,,1287852504290487,352769444489998,,2.0,,,,,,,1.0,
1916239,5,18,4,89,20090,2,S23LCS,5,2.0,14,,40.0,46.0,,,,,,,,1,15,15.0,,,,,,,,,,,,,,,,,,,,,1287852503290487,352769444489998,,,,,,,,,1.0,
1852380,4,17,3,31,20088,2,S23LCS,2,,14,0.0,40.0,46.0,,,,,,,,1,3,3.0,,0.0,,0.0,3.0,,,,,,,,,,,,,,,,942211255290487,352769450489998,,2.0,,,,,,,9.0,
1856865,1,17,3,31,23285,1,S23LCS,2,,15,0.0,40.0,46.0,,,,,,,,1,5,5.0,,0.0,,0.0,4.0,,,,,,,,,,,,,,,,785698032290487,352769454489998,,1.0,,,,,,,9.0,
1857035,1,17,3,31,23466,2,S23LCS,2,,14,0.0,40.0,46.0,,,,,,,,1,15,15.0,,0.0,,0.0,3.0,,,,,,,,,,,,,,,,785694778290487,352769456489998,,1.0,,,,,,,1.0,
1857876,1,17,3,31,22132,1,S23LCS,2,,14,0.0,40.0,46.0,,,,,,,,1,0,0.0,,0.0,,0.0,3.0,,,,,,,,,,,,,,,,785694840290487,352769463489998,,1.0,,,,,,,3.0,
1857855,1,17,3,31,22099,1,S23LCS,2,,14,0.0,30.0,32.0,,,,,,,,1,45,45.0,,0.0,,0.0,3.0,,,,,,,,,,,,,,,,785694107290487,352769466489998,,1.0,,,,,,81.5479,1.0,
1852483,4,17,3,31,20042,1,S23LCS,2,,17,0.0,30.0,32.0,,,,,,,,1,2,2.0,,0.0,,0.0,6.0,,,,,,,,,,,,,,,,942211709290487,352769477489998,,2.0,,,,,,,9.0,
1852406,4,17,3,31,20175,1,S23LCS,5,2.0,17,,40.0,46.0,,,,,,,,1,30,30.0,,,,,,,,,,,,,,,,,,,,,942210835290487,352769478489998,,,,,,,,,1.0,
1853026,4,17,3,43,20018,2,S23LCS,2,,15,0.0,40.0,46.0,,,,,,,,1,15,15.0,,0.0,,0.0,4.0,,,,,,,,,,,,,,,,942211762290487,352769502489998,,2.0,,,,,,40.7042,1.0,
1789941,4,17,3,63,20056,1,S23LCS,2,,18,0.0,40.0,46.0,,,,,,,,1,0,0.0,,0.0,,0.0,7.0,,,,,,,,,,,,,,,,1092687083290487,352769506489998,,3.0,10.0,,,,,,3.0,
1917860,5,18,4,127,20001,1,S23LCS,2,,14,0.0,40.0,46.0,,,,,,,,1,22,22.0,,0.0,,0.0,3.0,,,,,,,,,,,,,,,,942231627290487,352769507489998,,1.0,,,,,,4.7264,1.0,
1856866,1,17,3,31,23284,3,S23LCS,2,,15,0.0,40.0,46.0,,,,,,,,1,10,10.0,,0.0,,0.0,4.0,,,,,,,,,,,,,,,,785694908290487,352769520489998,,3.0,10.0,,,,,,1.0,
1856866,1,17,3,31,23284,1,S23LCS,2,,17,0.0,30.0,32.0,,,,,,,,1,20,20.0,,0.0,,0.0,3.0,,,,,,,,,,,,,,,,785694906290487,352769520489998,,2.0,,,,,,5.7603,1.0,
1857055,1,17,3,31,23500,1,S23LCS,2,,17,0.0,30.0,32.0,,,,,,,,1,11,11.0,,0.0,,0.0,5.0,,,,,,,,,,,,,,,,785695790290487,352769526489998,,1.0,,,,,,,1.0,
1857754,1,17,3,31,22016,3,S23LCS,2,,15,0.0,40.0,46.0,,,,,,,,1,0,0.0,,0.0,,0.0,4.0,,,,,,,,,,,,,,,,785693333290487,352769527489998,,2.0,,,,,,,3.0,
1857766,1,17,3,31,22004,1,S23LCS,2,,15,0.0,40.0,46.0,,,,,,,,1,0,0.0,,0.0,,0.0,4.0,,,,,,,,,,,,,,,,785693368290487,352769528489998,,1.0,,,,,,,3.0,
1857727,1,17,3,31,21962,2,S23LCS,2,,14,0.0,40.0,46.0,,,,,,,,1,12,12.0,,0.0,,0.0,3.0,,,,,,,,,,,,,,,,785696720290487,352769531489998,,2.0,,,,,,17.012,1.0,
1852340,4,17,3,31,20124,1,S23LCS,2,,14,0.0,40.0,46.0,,,,,,,,1,20,20.0,,0.0,,0.0,3.0,,,,,,,,,,,,,,,,942083289290487,352769533489998,,1.0,,,,,,,1.0,
1856927,1,17,3,31,23331,2,S23LCS,2,,17,0.0,30.0,32.0,,,,,,,,1,0,0.0,,0.0,,0.0,3.0,,,,,,,,,,,,,,,,785693416290487,352769536489998,,1.0,,,,,,,9.0,
1857355,1,17,3,31,23807,1,S23LCS,2,,14,0.0,40.0,46.0,,,,,,,,1,3,3.0,,0.0,,0.0,3.0,,,,,,,,,,,,,,,,785697014290487,352769541489998,,1.0,,,,,,,3.0,
1852356,4,17,3,31,20168,1,S23LCS,2,,13,0.0,40.0,46.0,,,,,,,,1,0,0.0,,0.0,,0.0,2.0,,,,,,,,,,,,,,,,1092686605290487,352769544489998,,3.0,10.0,,,,,,8.0,
1853018,4,17,3,43,20001,1,S23LCS,2,,14,0.0,40.0,46.0,,,,,,,,1,40,40.0,,0.0,,0.0,3.0,,,,,,,,,,,,,,,,942082342290487,352769549489998,,2.0,,,,,,24.1051,1.0,
1852416,4,17,3,31,20007,1,S23LCS,2,,14,0.0,40.0,46.0,,,,,,,,1,7,7.0,,0.0,,0.0,3.0,,,,,,,,,,,,,,,,942082369290487,352769550489998,,1.0,,,,,,19.8329,3.0,
1796295,5,17,3,97,20016,1,S23LCS,2,,15,0.0,40.0,46.0,,,,,,,,1,13,13.0,,0.0,,0.0,4.0,,,,,,,,,,,,,,,,942082461290487,352769552489998,,1.0,,,,,,25.7663,1.0,
1796327,4,17,3,97,20023,1,S23LCS,2,,13,0.0,40.0,46.0,,,,,,,,1,25,25.0,,0.0,,0.0,2.0,,,,,,,,,,,,,,,,942082502290487,352769556489998,,1.0,,,,,,28.7557,1.0,
1796311,4,17,3,97,20059,1,S23LCS,2,,16,0.0,30.0,32.0,,,,,,,,1,8,8.0,,0.0,,0.0,5.0,,,,,,,,,,,,,,,,942083614290487,352769557489998,,1.0,,,,,,2.5398,3.0,
1796365,4,17,3,97,20063,1,S23LCS,4,,19,0.0,,,,,,,,,,1,0,0.0,,0.0,,0.0,7.0,,,,,,,,,,,,,,,,1092686627290487,352769565489998,,3.0,10.0,,,,,,10.0,
1853029,4,17,3,43,20061,2,S23LCS,2,,17,0.0,30.0,32.0,,,,,,,,1,25,25.0,,0.0,,0.0,3.0,,,,,,,,,,,,,,,,942084180290487,352769571489998,,2.0,,,,,,,1.0,
1795888,4,17,3,89,20019,2,S23LCS,2,,17,0.0,30.0,32.0,,,,,,,,1,70,70.0,,0.0,,0.0,3.0,,,,,,,,,,,,,,,,942083879290487,352769572489998,,1.0,,,,,,50.173,1.0,
1797330,4,17,3,111,20087,1,S23LCS,2,,13,0.0,40.0,46.0,,,,,,,,1,23,23.0,,0.0,,0.0,2.0,,,,,,,,,,,,,,,,942084633290487,352769573489998,,2.0,,,,,,,1.0,
1917873,4,18,4,73,20155,1,S23LCS,1,,10,0.0,40.0,46.0,21.0,0.0,,802.0,3.0,93.0,1.0,1,91,91.0,,0.0,,0.0,1.0,,1.0,,,,,,,,,,,,,,942083037290487,352769577489998,,1.0,,5.0,1.0,942083051290487.0,50.0,133.1149,1.0,
1915119,4,18,4,127,20096,1,S23LCS,1,,10,0.0,40.0,46.0,22.0,0.0,,516.0,2.0,38.0,1.0,1,81,94.0,,0.0,,0.0,1.0,,1.0,,10.0,,,9999.0,,,,,,,,,942084249290487,352769580489998,,1.0,,5.0,1.0,942084266290487.0,72.0,105.3275,1.0,
1857031,1,17,3,31,23470,1,S23LCS,2,,13,0.0,40.0,46.0,,,,,,,,1,1,1.0,,0.0,,0.0,2.0,,,,,,,,,,,,,,,,785698231290487,352769591489998,,1.0,,,,,,,9.0,
1857125,1,17,3,31,23619,1,S23LCS,2,,16,1.0,30.0,32.0,,,,,,,,1,12,12.0,,0.0,,0.0,5.0,,,,,,,,,,,,,,,,785695181290487,352769597489998,,2.0,,,,,,,1.0,
1857739,1,17,3,31,21950,1,S23LCS,5,2.0,20,,40.0,46.0,,,,,,,,1,45,45.0,,,,,,,,,,,,,,,,,,,,,785698719290487,352769603489998,,,,,,,,,1.0,
1857907,1,17,3,31,22182,1,S23LCS,2,,14,0.0,40.0,46.0,,,,,,,,1,10,10.0,,0.0,,0.0,3.0,,,,,,,,,,,,,,,,785697101290487,352769605489998,,2.0,,,,,,108.355,1.0,
1857977,1,17,3,31,22301,2,S23LCS,2,,14,0.0,40.0,46.0,,,,,,,,1,8,8.0,,0.0,,0.0,3.0,,,,,,,,,,,,,,,,785695206290487,352769606489998,,1.0,,,,,,,3.0,
1852335,4,17,3,31,20130,1,S23LCS,2,,14,0.0,40.0,46.0,,,,,,,,1,4,4.0,,0.0,,0.0,3.0,,,,,,,,,,,,,,,,785697708290487,352769609489998,,1.0,,,,,,,3.0,
1852352,4,17,3,31,20202,1,S23LCS,2,,17,0.0,40.0,46.0,,,,,,,,1,10,10.0,,0.0,,0.0,6.0,,,,,,,,,,,,,,,,785698859290487,352769616489998,,1.0,,,,,,,1.0,
1837412,5,17,3,197,20030,1,S23LCS,2,,14,0.0,40.0,46.0,,,,,,,,1,26,26.0,,0.0,,0.0,3.0,,,,,,,,,,,,,,,,785695289290487,352769617489998,,2.0,,,,,,,1.0,
1837455,4,17,3,197,20165,1,S23LCS,2,,14,0.0,40.0,46.0,,,,,,,,1,14,14.0,,0.0,,0.0,3.0,,,,,,,,,,,,,,,,785695423290487,352769621489998,,1.0,,,,,,59.7775,1.0,
1852504,4,17,3,31,20044,1,S23LCS,2,,15,0.0,40.0,46.0,,,,,,,,1,1,1.0,,0.0,,0.0,4.0,,,,,,,,,,,,,,,,785698338290487,352769625489998,,2.0,,,,,,,3.0,
