PLOTID,VISIT_NBR,STATECD,UNITCD,COUNTYCD,RETIRED_PLOT,CONDID,FIA_VOLUME_LOCATION_GROUP,COND_STATUS_CD,COND_NONSAMPLE_REASN_CD,FIA_LANDUSE,RESERVCD,OWNGRPCD,OWNCD,PHYSCLCD,STDORGCD,STDORGSP,FLDTYPCD,FLDSZCD,FLDAGE,MAPDEN,CANOPY_CVR_SAMPLE_METHOD_CD,LIVE_CANOPY_CVR_PCT,LIVE_MISSING_CANOPY_CVR_PCT,NBR_LIVE_STEMS,AFFORESTATION_CD,PREV_AFFORESTATION_CD,CHAINING_CD,ITREE_LANDUSE,LAND_COVER_CLASS_CD,PRODUCTIVITY_STATUS,COND_SITECLASS_FLD,DISTURBANCE_CD1,DISTURBANCE_CD2,DISTURBANCE_CD3,DISTURBANCE_YEAR1,DISTURBANCE_YEAR2,DISTURBANCE_YEAR3,TREATMENT_CD1,TREATMENT_CD2,TREATMENT_CD3,TREATMENT_YEAR1,TREATMENT_YEAR2,TREATMENT_YEAR3,CN,PLT_CN,PREV_PLT_CN,INVASIVE_STATUS_CD,INVASIVE_NONSAMPLE_REASON_CD,SITE_CLASS_CD,SITE_CLASS_METHOD,SITE_CLASS_SIT_CN,SITE_INDEX,BALIVE,COVER_CLASS,FOREST_COND_STATUS_CHANGE_CD
1796336,4,17,3,97,20008,1,S23LCS,4,,19,0.0,,,,,,,,,,1,0,0.0,,0.0,,0.0,7.0,,,,,,,,,,,,,,,,785698938290487,352769629489998,,2.0,,,,,,,10.0,
1837451,4,17,3,197,20160,1,S23LCS,2,,14,0.0,40.0,46.0,,,,,,,,1,55,55.0,,0.0,,0.0,3.0,,,,,,,,,,,,,,,,785696181290487,352769637489998,,1.0,,,,,,27.5886,1.0,
1853030,4,17,3,43,20009,1,S23LCS,1,,10,1.0,30.0,32.0,21.0,0.0,,509.0,4.0,123.0,1.0,1,90,90.0,,0.0,,0.0,5.0,,1.0,,,,,,,,,,,,,,785695545290487,352769644489998,,1.0,,5.0,1.0,785695559290487.0,71.0,188.0308,1.0,
1837518,4,17,3,197,20024,1,S23LCS,5,2.0,13,,30.0,31.0,,,,,,,,1,0,0.0,,,,,,,,,,,,,,,,,,,,,785698448290487,352769652489998,,,,,,,,,3.0,
1915150,4,18,4,127,20092,1,S23LCS,2,,13,0.0,40.0,46.0,,,,,,,,1,6,6.0,,0.0,,0.0,2.0,,,,,,,,,,,,,,,,785693824290487,352769654489998,,1.0,,,,,,,8.0,
1856785,1,17,3,31,23176,1,S23LCS,2,,17,1.0,30.0,32.0,,,,,,,,1,9,9.0,,0.0,,0.0,5.0,7.0,,,,,,,,,,,,,,,707806097126144,352769662489998,,1.0,,,,,,112.6477,,
1856994,1,17,3,31,23453,2,S23LCS,2,,15,0.0,40.0,46.0,,,,,,,,1,20,20.0,,0.0,,0.0,4.0,7.0,,,,,,,,,,,,,,,707805190126144,352769668489998,,2.0,,,,,,62.6535,,
1852395,4,17,3,31,20114,1,S23LCS,2,,17,0.0,30.0,32.0,,,,,,,,1,35,35.0,,0.0,,0.0,3.0,7.0,,,,,,,,,,,,,,,707805562126144,352769672489998,,2.0,,,,,,20.6892,,
1857101,1,17,3,31,23562,1,S23LCS,2,,17,0.0,30.0,32.0,,,,,,,,1,0,0.0,,0.0,,0.0,6.0,9.0,,,,,,,,,,,,,,,707807332126144,352769675489998,,2.0,,,,,,,,
1856944,1,17,3,31,23368,1,S23LCS,5,2.0,14,,40.0,46.0,,,,,,,,1,1,1.0,,,,,,7.0,,,,,,,,,,,,,,,707805385126144,352769683489998,,,,,,,,,,
1852511,4,17,3,31,20152,1,S23LCS,2,,17,0.0,30.0,32.0,,,,,,,,1,0,0.0,,0.0,,0.0,3.0,9.0,,,,,,,,,,,,,,,707806401126144,352769698489998,,1.0,,,,,,,,
1796324,4,17,3,97,20074,2,S23LCS,2,,17,0.0,30.0,32.0,,,,,,,,1,0,0.0,,0.0,,0.0,2.0,9.0,,,,,,,,,,,,,,,707806211126144,352769704489998,,2.0,,,,,,,,
1837523,4,17,3,197,20124,1,S23LCS,5,2.0,14,,40.0,46.0,,,,,,,,1,60,60.0,,,,,,7.0,,,,,,,,,,,,,,,707806493126144,352769714489998,,,,,,,,,,
1854642,1,17,3,31,23241,2,S23LCS,2,,13,0.0,40.0,46.0,,,,,,,,1,0,0.0,,0.0,,0.0,2.0,7.0,,,,,,,,,,,,,,,491757892126144,352769721489998,,1.0,,,,,,,,
1856805,1,17,3,31,23210,1,S23LCS,2,,13,0.0,40.0,46.0,,,,,,,,1,0,0.0,,0.0,,0.0,2.0,9.0,,,,,,,,,,,,,,,491757933126144,352769722489998,,2.0,,,,,,,,
1856828,1,17,3,31,23268,2,S23LCS,5,3.0,20,,30.0,31.0,,,,,,,,1,3,3.0,,,,,,7.0,,,,,,,,,,,,,,,491758044126144,352769726489998,,,,,,,,,,
1855673,1,17,3,31,22165,2,S23LCS,2,,17,0.0,30.0,32.0,,,,,,,,1,3,3.0,,0.0,,0.0,2.0,7.0,,,,,,,,,,,,,,,491758516126144,352769743489998,,1.0,,,,,,,,
1857910,1,17,3,31,22179,3,S23LCS,2,,14,0.0,40.0,46.0,,,,,,,,1,55,55.0,,0.0,,0.0,3.0,7.0,,,,,,,,,,,,,,,491758739126144,352769749489998,,1.0,,,,,,93.3184,,
1857843,1,17,3,31,22111,1,S23LCS,2,,13,0.0,40.0,46.0,,,,,,,,1,0,0.0,,0.0,,0.0,2.0,3.0,,,,,,,,,,,,,,,491758776126144,352769750489998,,1.0,,,,,,,,
1857725,3,17,3,31,21964,1,S23LCS,2,,16,0.0,40.0,46.0,,,,,,,,1,10,10.0,,0.0,0.0,0.0,5.0,,,,,,,,,,,,,,,,942231114290487,781816978290487,352769747489998.0,1.0,,,,,,,1.0,0.0
1857710,2,17,3,31,21939,1,S23LCS,2,,17,0.0,30.0,32.0,,,,,,,,1,15,15.0,,0.0,0.0,0.0,5.0,,,,,,,,,,,,,,,,942231225290487,781816990290487,352769739489998.0,1.0,,,,,,6.1749,3.0,0.0
1857000,2,17,3,31,23447,1,S23LCS,2,,13,0.0,40.0,46.0,,,,,,,,1,0,0.0,,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,942231427290487,781816996290487,352769735489998.0,3.0,10.0,,,,,,9.0,0.0
1857693,2,17,3,31,21835,2,S23LCS,2,,17,0.0,30.0,32.0,,,,,,,,1,5,5.0,,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,942231190290487,781817031290487,352769728489998.0,2.0,,,,,,13.2363,9.0,0.0
1857703,2,17,3,31,21825,1,S23LCS,2,,13,0.0,40.0,46.0,,,,,,,,1,11,11.0,,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,942230751290487,781817034290487,352769730489998.0,1.0,,,,,,33.8678,1.0,0.0
1856828,2,17,3,31,23268,1,S23LCS,2,,17,0.0,30.0,31.0,,,,,,,,1,22,22.0,,0.0,0.0,0.0,6.0,,,,,,,,,,,,,,,,942230812290487,781817040290487,352769726489998.0,1.0,,,,,,43.7041,1.0,0.0
1856834,2,17,3,31,23262,1,S23LCS,2,,17,0.0,30.0,32.0,,,,,,,,1,30,30.0,,0.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,942230933290487,781817043290487,352769727489998.0,1.0,,,,,,63.7463,1.0,0.0
1857771,2,17,3,31,22053,1,S23LCS,2,,17,0.0,30.0,32.0,,,,,,,,1,10,,,0.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,1287854331290487,992948034290487,352769673489998.0,1.0,,,,,,176.2492,1.0,0.0
1856994,2,17,3,31,23453,1,S23LCS,2,,14,0.0,40.0,46.0,,,,,,,,1,5,,,0.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,1287853741290487,992948037290487,352769668489998.0,1.0,,,,,,,9.0,0.0
1857128,3,17,3,31,23616,1,S23LCS,2,,17,0.0,30.0,32.0,,,,,,,,1,0,0.0,,0.0,0.0,0.0,6.0,,,,,,,,,,,,,,,,1287855262290487,992948055290487,352769685489998.0,3.0,10.0,,,,,,9.0,0.0
1856944,2,17,3,31,23368,1,S23LCS,5,2.0,14,,40.0,46.0,,,,,,,,1,5,5.0,,,,,,,,,,,,,,,,,,,,,1287853241290487,992948061290487,352769683489998.0,,,,,,,,3.0,
1837441,4,17,3,197,20156,1,S23LCS,5,2.0,20,,40.0,46.0,,,,,,,,1,3,3.0,,,,,,7.0,,,,,,,,,,,,,,,491759208126144,352769762489998,,,,,,,,,,
1837569,4,17,3,197,20029,1,S23LCS,2,,18,0.0,40.0,46.0,,,,,,,,1,20,20.0,,0.0,,0.0,7.0,1.0,,,,,,,,,,,,,,,491757607126144,352769789489998,,1.0,,,,,,18.7294,,
1857694,1,17,3,31,21834,1,S23LCS,2,,17,0.0,30.0,32.0,,,,,,,,1,35,35.0,,0.0,,0.0,4.0,7.0,,,,,,,,,,,,,,,478150576489998,352769803489998,,1.0,,,,,,43.6684,,
1856997,1,17,3,31,23450,1,S23LCS,2,,13,0.0,40.0,46.0,,,,,,,,1,2,2.0,,0.0,,0.0,2.0,9.0,,,,,,,,,,,,,,,478150774489998,352769811489998,,2.0,,,,,,,,
1856997,1,17,3,31,23450,2,S23LCS,2,,17,0.0,30.0,32.0,,,,,,,,1,5,5.0,,0.0,,0.0,2.0,9.0,,,,,,,,,,,,,,,478150775489998,352769811489998,,2.0,,,,,,,,
1857790,1,17,3,31,22034,1,S23LCS,2,,15,0.0,40.0,46.0,,,,,,,,1,25,25.0,,0.0,,0.0,4.0,7.0,,,,,,,,,,,,,,,478150896489998,352769814489998,,1.0,,,,,,,,
1857896,1,17,3,31,22193,1,S23LCS,2,,14,0.0,40.0,46.0,,,,,,,,1,7,7.0,,0.0,,0.0,3.0,7.0,,,,,,,,,,,,,,,478151076489998,352769820489998,,1.0,,,,,,6.3637,,
1856933,1,17,3,31,23379,2,S23LCS,2,,17,0.0,30.0,32.0,,,,,,,,1,40,40.0,,0.0,,0.0,3.0,7.0,,,,,,,,,,,,,,,478151235489998,352769826489998,,1.0,,,,,,31.6674,,
1852351,5,17,3,31,20129,1,S23LCS,2,,13,0.0,40.0,46.0,,,,,,,,1,4,4.0,,0.0,,0.0,2.0,7.0,,,,,,,,,,,,,,,478151310489998,352769829489998,,2.0,,,,,,,,
1796340,4,17,3,97,20080,3,S23LCS,2,,13,0.0,40.0,46.0,,,,,,,,1,45,45.0,,0.0,,0.0,2.0,1.0,,,,,,,,,,,,,,,478151749489998,352769840489998,,1.0,,,,,,418.8478,,
1796376,5,17,3,97,20055,3,S23LCS,2,,17,0.0,30.0,32.0,,,,,,,,1,0,0.0,,0.0,,0.0,3.0,9.0,,,,,,,,,,,,,,,478151881489998,352769842489998,,2.0,,,,,,,,
1796372,4,17,3,97,20061,1,S23LCS,1,,10,0.0,30.0,32.0,21.0,0.0,,503.0,4.0,153.0,1.0,1,90,90.0,,0.0,,0.0,5.0,1.0,1.0,,20.0,,,9999.0,,,10.0,,,2014.0,,,478151902489998,352769843489998,,1.0,,5.0,1.0,478151916489998.0,56.0,111.1045,,
1852420,4,17,3,31,20177,1,S23LCS,2,,17,0.0,30.0,32.0,,,,,,,,1,3,3.0,,0.0,,0.0,6.0,2.0,,,,,,,,,,,,,,,478152104489998,352769849489998,,1.0,,,,,,,,
1852461,4,17,3,31,20103,1,S23LCS,5,2.0,14,,40.0,46.0,,,,,,,,1,30,30.0,,,,,,7.0,,,,,,,,,,,,,,,478152223489998,352769853489998,,,,,,,,,,
1837559,4,17,3,197,20052,1,S23LCS,2,,13,0.0,40.0,46.0,,,,,,,,1,1,1.0,,0.0,,0.0,2.0,9.0,,,,,,,,,,,,,,,478152273489998,352769855489998,,2.0,,,,,,,,
1837504,4,17,3,197,20059,1,S23LCS,2,,13,0.0,30.0,32.0,,,,,,,,1,8,8.0,,0.0,,0.0,2.0,7.0,,,,,,,,,,,,,,,478152291489998,352769856489998,,2.0,,,,,,0.9929,,
1853048,5,17,3,43,20039,1,S23LCS,4,,19,0.0,,,,,,,,,,1,0,0.0,,0.0,,0.0,7.0,10.0,,,,,,,,,,,,,,,478152308489998,352769857489998,,2.0,,,,,,,,
1856933,2,17,3,31,23379,2,S23LCS,2,,17,0.0,30.0,32.0,,,,,,,,1,25,25.0,,0.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,942083948290487,559740539126144,352769826489998.0,1.0,,,,,,33.6523,1.0,0.0
1857694,2,17,3,31,21834,3,S23LCS,2,,15,0.0,40.0,46.0,,,,,,,,1,5,5.0,,0.0,0.0,0.0,4.0,,,,,,,,,,,,,,,,942084387290487,559740547126144,352769803489998.0,2.0,,,,,,,9.0,0.0
1857896,2,17,3,31,22193,1,S23LCS,5,2.0,14,,40.0,46.0,,,,,,,,1,7,7.0,,,,,,,,,,,,,,,,,,,,,942084477290487,559740561126144,352769820489998.0,,,,,,,,3.0,
1857790,2,17,3,31,22034,1,S23LCS,2,,15,0.0,40.0,46.0,,,,,,,,1,10,10.0,,0.0,0.0,0.0,4.0,,,,,,,,,,,,,,,,942085169290487,559740575126144,352769814489998.0,1.0,,,,,,1.7412,1.0,0.0
1469732,5,55,5,59,20053,2,S23LLS,2,,14,0.0,40.0,46.0,,,,,,,,1,3,3.0,,0.0,,0.0,3.0,7.0,,,,,,,,,,,,,,,707806317126144,923571,,2.0,,,,,,,,
1467767,1,55,5,59,21512,1,S23LLS,2,,14,0.0,40.0,46.0,,,,,,,,1,20,20.0,,0.0,,0.0,3.0,7.0,,,,,,,,,,,,,,,491757805126144,923673,,1.0,,,,,,24.5988,,
1468024,1,55,5,59,21640,1,S23LLS,2,,17,0.0,30.0,32.0,,,,,,,,1,3,3.0,,0.0,,0.0,3.0,7.0,,,,,,,,,,,,,,,707805495126144,923691,,1.0,,,,,,,,
1468181,1,55,5,59,21719,1,S23LLS,2,,13,0.0,40.0,46.0,,,,,,,,1,20,20.0,,0.0,,0.0,2.0,,,,,,,,,,,,,,,,785692974290487,923697,,1.0,,,,,,9.2638,3.0,
1469927,4,55,5,59,20071,2,S23LLS,2,,14,0.0,40.0,46.0,,,,,,,,1,23,23.0,,0.0,,0.0,3.0,,,,,,,,,,,,,,,,942165001290487,924135,,2.0,,,,,,,1.0,
1467748,1,55,5,59,21502,1,S23LLS,2,,14,0.0,40.0,46.0,,,,,,,,1,8,,,0.0,,0.0,3.0,,,,,,,,,,,,,,,,1287172455290487,924142,,1.0,,,,,,6.8901,3.0,
1856807,1,17,3,31,23208,1,S23LCS,2,,13,0.0,40.0,46.0,,,,,,,,1,0,0.0,,0.0,,0.0,2.0,,,,,,,,,,,,,,,,785696431290487,352769387489998,,2.0,,,,,,,9.0,
1856836,1,17,3,31,23260,1,S23LCS,2,,17,0.0,30.0,32.0,,,,,,,,1,3,3.0,,0.0,,0.0,2.0,,,,,,,,,,,,,,,,785695693290487,352769392489998,,2.0,,,,,,,9.0,
1857643,1,17,3,31,21750,2,S23LCS,2,,16,1.0,30.0,32.0,,,,,,,,1,30,30.0,,0.0,,0.0,5.0,,,,,,,,,,,,,,,,785696476290487,352769402489998,,2.0,,,,,,,1.0,
1855668,1,17,3,31,22170,2,S23LCS,5,2.0,20,,40.0,46.0,,,,,,,,1,15,15.0,,,,,,,,,,,,,,,,,,,,,785697415290487,352769404489998,,,,,,,,,1.0,
1858016,1,17,3,31,22316,1,S23LCS,2,,16,0.0,40.0,46.0,,,,,,,,1,35,35.0,,0.0,,0.0,5.0,,,,,,,,,,,,,,,,785694037290487,352769410489998,,1.0,,,,,,6.1604,1.0,
1855302,1,17,3,31,24538,1,S23LCS,2,,17,0.0,40.0,46.0,,,,,,,,1,0,0.0,,0.0,,0.0,6.0,,,,,,,,,,,,,,,,785696522290487,352769412489998,,2.0,,,,,,,3.0,
1852362,4,17,3,31,20100,1,S23LCS,2,,14,0.0,40.0,46.0,,,,,,,,1,4,,,0.0,,0.0,3.0,,,,,,,,,,,,,,,,1287852826290487,352769416489998,,1.0,,,,,,18.6104,3.0,
1852385,4,17,3,31,20049,1,S23LCS,2,,16,0.0,40.0,46.0,,,,,,,,1,7,,,0.0,,0.0,5.0,,,,,,,,,,,,,,,,1287853674290487,352769418489998,,1.0,,,,,,20.514,3.0,
1853007,4,17,3,43,20022,2,S23LCS,2,,14,0.0,40.0,46.0,,,,,,,,1,75,,,0.0,,0.0,3.0,,,,,,,,,,,,,,,,1287853015290487,352769436489998,,1.0,,,,,,37.6064,1.0,
1853041,9,17,3,43,20005,1,S23LCS,2,,14,0.0,40.0,46.0,,,,,,,,1,26,,,0.0,,0.0,3.0,,,,,,,,,,,,,,,,1287853054290487,352769438489998,,2.0,,,,,,8.0547,1.0,
1837509,4,17,3,197,20084,1,S23LCS,2,,14,0.0,40.0,46.0,,,,,,,,1,6,,,0.0,,0.0,3.0,,,,,,,,,,,,,,,,1287854275290487,352769441489998,,2.0,,,,,,,3.0,
1856825,1,17,3,31,23271,1,S23LCS,2,,13,0.0,40.0,46.0,,,,,,,,1,0,0.0,,0.0,,0.0,2.0,,,,,,,,,,,,,,,,785696586290487,352769455489998,,1.0,,,,,,,8.0,
1857088,1,17,3,31,23521,1,S23LCS,2,,13,0.0,40.0,46.0,,,,,,,,1,8,8.0,,0.0,,0.0,2.0,,,,,,,,,,,,,,,,785698670290487,352769460489998,,1.0,,,,,,,1.0,
1856872,1,17,3,31,23278,2,S23LCS,2,,17,0.0,30.0,32.0,,,,,,,,1,30,30.0,,0.0,,0.0,3.0,,,,,,,,,,,,,,,,785694165290487,352769470489998,,1.0,,,,,,25.6753,1.0,
1857338,1,17,3,31,23824,2,S23LCS,2,,17,0.0,30.0,32.0,,,,,,,,1,0,0.0,,0.0,,0.0,3.0,,,,,,,,,,,,,,,,785698101290487,352769471489998,,2.0,,,,,,,9.0,
1857338,1,17,3,31,23824,1,S23LCS,2,,14,0.0,40.0,46.0,,,,,,,,1,2,2.0,,0.0,,0.0,3.0,,,,,,,,,,,,,,,,785698100290487,352769471489998,,1.0,,,,,,,3.0,
1852418,4,17,3,31,20018,1,S23LCS,2,,14,0.0,40.0,46.0,,,,,,,,1,7,7.0,,0.0,,0.0,3.0,,,,,,,,,,,,,,,,942211479290487,352769481489998,,2.0,,,,,,,3.0,
1837448,4,17,3,197,20043,1,S23LCS,2,,13,0.0,40.0,46.0,,,,,,,,1,5,5.0,,0.0,,0.0,8.0,,,,,,,,,,,,,,,,942211290290487,352769482489998,,1.0,,,,,,0.8014,3.0,
1852375,4,17,3,31,20046,1,S23LCS,2,,14,0.0,40.0,46.0,,,,,,,,1,13,13.0,,0.0,,0.0,3.0,,,,,,,,,,,,,,,,942212754290487,352769488489998,,2.0,,,,,,23.3692,1.0,
1852440,4,17,3,31,20158,1,S23LCS,2,,14,0.0,40.0,46.0,,,,,,,,1,60,60.0,,0.0,,0.0,3.0,,,,,,,,,,,,,,,,942211316290487,352769489489998,,1.0,,,,,,140.0572,1.0,
1796088,4,17,3,93,20200,3,S23LCS,5,2.0,14,,40.0,46.0,,,,,,,,1,25,25.0,,,,,,,,,,,,,,,,,,,,,942212266290487,352769493489998,,,,,,,,,1.0,
1795874,4,17,3,89,20030,1,S23LCS,2,,13,0.0,30.0,31.0,,,,,,,,1,0,0.0,,0.0,,0.0,2.0,,,,,,,,,,,,,,,,1092687352290487,352769504489998,,3.0,10.0,,,,,,3.0,
1856878,1,17,3,31,23272,1,S23LCS,2,,17,0.0,40.0,46.0,,,,,,,,1,0,0.0,,0.0,,0.0,6.0,,,,,,,,,,,,,,,,785698695290487,352769518489998,,2.0,,,,,,,8.0,
1857032,1,17,3,31,23469,2,S23LCS,2,,17,0.0,30.0,32.0,,,,,,,,1,0,0.0,,0.0,,0.0,3.0,,,,,,,,,,,,,,,,785694208290487,352769522489998,,2.0,,,,,,,9.0,
1855170,1,17,3,31,21988,1,S23LCS,2,,15,0.0,40.0,46.0,,,,,,,,1,15,15.0,,0.0,,0.0,4.0,,,,,,,,,,,,,,,,785697569290487,352769523489998,,1.0,,,,,,4.1508,1.0,
1857766,1,17,3,31,22004,2,S23LCS,2,,14,0.0,40.0,46.0,,,,,,,,1,55,55.0,,0.0,,0.0,3.0,,,,,,,,,,,,,,,,785693369290487,352769528489998,,1.0,,,,,,101.6642,1.0,
1857093,1,17,3,31,23516,1,S23LCS,2,,14,0.0,40.0,46.0,,,,,,,,1,21,21.0,,0.0,,0.0,3.0,,,,,,,,,,,,,,,,785697671290487,352769530489998,,2.0,,,,,,,1.0,
1857904,1,17,3,31,22185,3,S23LCS,2,,17,0.0,30.0,32.0,,,,,,,,1,35,35.0,,0.0,,0.0,3.0,,,,,,,,,,,,,,,,785695871290487,352769534489998,,2.0,,,,,,,1.0,
1856914,1,17,3,31,23344,1,S23LCS,1,,10,1.0,30.0,32.0,21.0,0.0,,520.0,3.0,38.0,1.0,1,80,80.0,,0.0,,0.0,5.0,,1.0,,12.0,,,9999.0,,,,,,,,,785696870290487,352769538489998,,1.0,,5.0,1.0,785696886290487.0,70.0,92.5085,1.0,
1852451,5,17,3,31,20080,1,S23LCS,4,,19,0.0,,,,,,,,,,1,0,0.0,,0.0,,0.0,7.0,,,,,,,,,,,,,,,,1092686676290487,352769547489998,,3.0,10.0,,,,,,10.0,
1852492,4,17,3,31,20094,2,S23LCS,2,,17,0.0,30.0,32.0,,,,,,,,1,2,2.0,,0.0,,0.0,2.0,,,,,,,,,,,,,,,,942082401290487,352769551489998,,2.0,,,,,,,9.0,
1796285,4,17,3,97,20044,1,S23LCS,2,,17,0.0,30.0,32.0,,,,,,,,1,2,2.0,,0.0,,0.0,2.0,,,,,,,,,,,,,,,,942084833290487,352769553489998,,1.0,,,,,,,3.0,
1795832,4,17,3,89,20017,2,S23LCS,1,,10,1.0,30.0,32.0,22.0,0.0,,805.0,3.0,53.0,1.0,1,90,90.0,,0.0,,0.0,5.0,,1.0,,12.0,,,9999.0,,,,,,,,,942084930290487,352769568489998,,1.0,,4.0,1.0,942084949290487.0,83.0,81.3142,1.0,
1795832,4,17,3,89,20017,1,S23LCS,1,,10,1.0,30.0,32.0,21.0,1.0,826.0,503.0,1.0,13.0,1.0,1,15,15.0,,0.0,,0.0,5.0,,1.0,5.0,,,,,,,,,,,,,942084929290487,352769568489998,,1.0,,5.0,6.0,,,,1.0,
1854657,1,17,3,31,23226,1,S23LCS,2,,17,0.0,40.0,46.0,,,,,,,,1,0,0.0,,0.0,,0.0,5.0,,,,,,,,,,,,,,,,785695105290487,352769586489998,,2.0,,,,,,,9.0,
1857632,1,17,3,31,21761,1,S23LCS,2,,17,0.0,40.0,46.0,,,,,,,,1,0,0.0,,0.0,,0.0,6.0,,,,,,,,,,,,,,,,785693537290487,352769595489998,,2.0,,,,,,,8.0,
1857874,1,17,3,31,22134,2,S23LCS,2,,14,0.0,40.0,46.0,,,,,,,,1,10,10.0,,0.0,,0.0,3.0,,,,,,,,,,,,,,,,785693592290487,352769604489998,,2.0,,,,,,,1.0,
1855519,1,17,3,31,23400,1,S23LCS,2,,15,0.0,40.0,46.0,,,,,,,,1,0,0.0,,0.0,,0.0,4.0,,,,,,,,,,,,,,,,785694389290487,352769612489998,,2.0,,,,,,15.381,9.0,
1854669,1,17,3,31,23592,3,S23LCS,2,,15,0.0,40.0,46.0,,,,,,,,1,11,11.0,,0.0,,0.0,4.0,,,,,,,,,,,,,,,,785693640290487,352769614489998,,1.0,,,,,,,1.0,
1852364,4,17,3,31,20006,2,S23LCS,1,,10,0.0,40.0,46.0,21.0,0.0,,707.0,2.0,44.0,1.0,1,90,90.0,,0.0,,0.0,8.0,,1.0,,,,,,,,,,,,,,785695314290487,352769620489998,,1.0,,5.0,1.0,785695330290487.0,69.0,109.0003,1.0,
1852401,5,17,3,31,20132,1,S23LCS,2,,14,0.0,40.0,46.0,,,,,,,,1,17,17.0,,0.0,,0.0,3.0,,,,,,,,,,,,,,,,785697810290487,352769626489998,,1.0,,,,,,4.6374,1.0,
1795849,4,17,3,89,20013,1,S23LCS,2,,13,0.0,30.0,32.0,,,,,,,,1,17,17.0,,0.0,,0.0,2.0,,,,,,,,,,,,,,,,785693748290487,352769634489998,,1.0,,,,,,,1.0,
1852466,4,17,3,31,20092,2,S23LCS,5,2.0,14,,40.0,46.0,,,,,,,,1,12,12.0,,,,,,,,,,,,,,,,,,,,,785695503290487,352769642489998,,,,,,,,,1.0,
1853010,5,17,3,43,20028,1,S23LCS,2,,14,0.0,40.0,46.0,,,,,,,,1,26,26.0,,0.0,,0.0,3.0,,,,,,,,,,,,,,,,785698977290487,352769643489998,,1.0,,,,,,8.5585,1.0,
1853044,4,17,3,43,20014,2,S23LCS,1,,10,1.0,30.0,32.0,21.0,0.0,,513.0,3.0,55.0,1.0,1,90,90.0,,0.0,,0.0,5.0,,1.0,,20.0,10.0,,9999.0,9999.0,,,,,,,,785699022290487,352769645489998,,1.0,,3.0,1.0,785699034290487.0,105.0,71.6437,1.0,
1797328,4,17,3,111,20065,1,S23LCS,2,,11,0.0,40.0,46.0,,,,,,,,1,12,12.0,,0.0,,0.0,1.0,,,,,,,,,,,,,,,,785696269290487,352769648489998,,1.0,,,,,,26.5478,1.0,
1796129,4,17,3,93,20033,2,S23LCS,2,,11,0.0,40.0,46.0,,,,,,,,1,0,0.0,,0.0,,0.0,1.0,,,,,,,,,,,,,,,,785698392290487,352769650489998,,2.0,,,,,,,3.0,
1916000,4,18,4,89,20009,1,S23LCS,2,,14,0.0,40.0,46.0,,,,,,,,1,5,5.0,,0.0,,0.0,3.0,,,,,,,,,,,,,,,,785697255290487,352769657489998,,2.0,,,,,,,3.0,
1854661,1,17,3,31,23222,2,S23LCS,5,2.0,14,,40.0,46.0,,,,,,,,1,20,20.0,,,,,,7.0,,,,,,,,,,,,,,,707806603126144,352769663489998,,,,,,,,,,
1852391,4,17,3,31,20027,1,S23LCS,2,,13,0.0,40.0,46.0,,,,,,,,1,5,5.0,,0.0,,0.0,2.0,7.0,,,,,,,,,,,,,,,707806685126144,352769666489998,,1.0,,,,,,18.1222,,
1854876,1,17,3,31,22214,1,S23LCS,2,,14,0.0,40.0,46.0,,,,,,,,1,29,29.0,,0.0,,0.0,3.0,7.0,,,,,,,,,,,,,,,707806360126144,352769679489998,,1.0,,,,,,,,
1857806,1,17,3,31,22075,2,S23LCS,5,2.0,14,,40.0,46.0,,,,,,,,1,5,5.0,,,,,,7.0,,,,,,,,,,,,,,,707805305126144,352769680489998,,,,,,,,,,
1857128,1,17,3,31,23616,1,S23LCS,2,,17,0.0,30.0,32.0,,,,,,,,1,0,0.0,,0.0,,0.0,6.0,9.0,,,,,,,,,,,,,,,707805622126144,352769685489998,,2.0,,,,,,,,
1795830,4,17,3,89,20069,1,S23LCS,2,,13,0.0,30.0,32.0,,,,,,,,1,3,3.0,,0.0,,0.0,2.0,7.0,,,,,,,,,,,,,,,707806463126144,352769710489998,,1.0,,,,,,,,
1796089,4,17,3,93,20055,1,S23LCS,2,,17,0.0,30.0,32.0,,,,,,,,1,0,0.0,,0.0,,0.0,3.0,7.0,,,,,,,,,,,,,,,707805729126144,352769711489998,,2.0,,,,,,,,
1856776,1,17,3,31,23185,2,S23LCS,2,,17,0.0,30.0,32.0,,,,,,,,1,30,30.0,,0.0,,0.0,2.0,7.0,,,,,,,,,,,,,,,491757969126144,352769724489998,,2.0,,,,,,,,
1854662,1,17,3,31,23221,1,S23LCS,2,,17,0.0,30.0,32.0,,,,,,,,1,60,60.0,,0.0,,0.0,3.0,7.0,,,,,,,,,,,,,,,491757993126144,352769725489998,,1.0,,,,,,62.741,,
