PLOTID,VISIT_NBR,STATECD,UNITCD,COUNTYCD,RETIRED_PLOT,SUBP,CONDID,CONDPROP_UNADJ,PCT_TREE_COVER,PCT_SHRUB_SEED_COVER,GR_COV_PCT_BLDG,GR_COV_PCT_IMPERVIOUS,GR_COV_PCT_PERMEABLE,GR_COV_PCT_HERBACEOUS,GR_COV_PCT_WATER,CN,PLT_CN,SBP_CN,CND_CN,PREV_PLT_CN
1852455,4,17,3,31,20123,13,1,1.0,,,,,,,,1287853847290487,352769424489998,1287853834290487,1287853826290487,
1852496,4,17,3,31,20164,1,1,1.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,707807116126144,352769687489998,707807111126144,707807110126144,
1852496,4,17,3,31,20164,11,1,1.0,,,,,,,,707807117126144,352769687489998,707807112126144,707807110126144,
1852496,4,17,3,31,20164,12,1,1.0,,,,,,,,707807118126144,352769687489998,707807113126144,707807110126144,
1852496,4,17,3,31,20164,13,1,1.0,,,,,,,,707807119126144,352769687489998,707807114126144,707807110126144,
1852348,4,17,3,31,20149,13,1,1.0,,,,,,,,707805658126144,352769689489998,707805647126144,707805640126144,
1837411,4,17,3,197,20067,11,1,1.0,,,,,,,,707805901126144,352769690489998,707805893126144,707805889126144,
1837411,4,17,3,197,20067,12,1,1.0,,,,,,,,707805902126144,352769690489998,707805894126144,707805889126144,
1852411,4,17,3,31,20032,1,1,1.0,1.0,3.0,63.0,12.0,5.0,20.0,0.0,707807402126144,352769693489998,707807393126144,707807388126144,
1852411,4,17,3,31,20032,14,1,1.0,,,,,,,,707807406126144,352769693489998,707807397126144,707807388126144,
1852414,4,17,3,31,20067,13,1,1.0,,,,,,,,707805440126144,352769694489998,707805434126144,707805429126144,
1852484,4,17,3,31,20176,11,1,1.0,,,,,,,,707805688126144,352769695489998,707805682126144,707805679126144,
1796300,4,17,3,97,20057,14,1,1.0,,,,,,,,707805927126144,352769696489998,707805921126144,707805916126144,
1852511,4,17,3,31,20152,11,1,0.6524965011,,,,,,,,707806423126144,352769698489998,707806408126144,707806401126144,
1852511,4,17,3,31,20152,13,1,0.8044988903,,,,,,,,707806425126144,352769698489998,707806410126144,707806401126144,
1852511,4,17,3,31,20152,13,2,0.1955011097,,,,,,,,707806427126144,352769698489998,707806410126144,707806402126144,
1852377,4,17,3,31,20102,14,1,1.0,,,,,,,,707806456126144,352769700489998,707806450126144,707806445126144,
1795879,4,17,3,89,20053,11,1,1.0,,,,,,,,707805457126144,352769702489998,707805452126144,707805448126144,
1795879,4,17,3,89,20053,12,1,1.0,,,,,,,,707805458126144,352769702489998,707805453126144,707805448126144,
1795879,4,17,3,89,20053,13,1,1.0,,,,,,,,707805459126144,352769702489998,707805454126144,707805448126144,
1796324,4,17,3,97,20074,12,1,0.6313913464,,,,,,,,707806229126144,352769704489998,707806216126144,707806210126144,
1795843,4,17,3,89,20001,12,1,1.0,,,,,,,,707806259126144,352769705489998,707806251126144,707806244126144,
1853016,4,17,3,43,20010,14,1,1.0,,,,,,,,707806282126144,352769706489998,707806274126144,707806268126144,
1852987,4,17,3,43,20047,13,1,1.0,,,,,,,,1287852466290487,352769428489998,1287852457290487,1287852452290487,
1837465,4,17,3,197,20039,14,1,1.0,,,,,,,,1287852979290487,352769429489998,1287852969290487,1287852960290487,
1852435,4,17,3,31,20141,1,2,0.2081880996,2.0,2.0,0.0,30.0,2.0,68.0,0.0,1287852650290487,352769430489998,1287852641290487,1287852637290487,
1852435,4,17,3,31,20141,11,1,1.0,,,,,,,,1287852652290487,352769430489998,1287852642290487,1287852636290487,
1797324,8,17,3,111,20114,11,1,1.0,,,,,,,,1287856572290487,352769431489998,1287856318290487,1287855261290487,
1796323,4,17,3,97,20010,1,2,0.3234045807,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1287853293290487,352769432489998,1287853284290487,1287853280290487,
1852448,4,17,3,31,20025,12,1,1.0,,,,,,,,1287853929290487,352769433489998,1287853916290487,1287853910290487,
1853000,4,17,3,43,20027,14,1,1.0,,,,,,,,1287853959290487,352769434489998,1287853951290487,1287853945290487,
1795839,4,17,3,89,20028,12,1,1.0,,,,,,,,1287853989290487,352769435489998,1287853973290487,1287853966290487,
1795839,4,17,3,89,20028,13,1,1.0,,,,,,,,1287853990290487,352769435489998,1287853974290487,1287853966290487,
1853007,4,17,3,43,20022,11,1,0.6099589645,,,,,,,,1287853032290487,352769436489998,1287853019290487,1287853014290487,
1853007,4,17,3,43,20022,11,2,0.3900410355,,,,,,,,1287853036290487,352769436489998,1287853019290487,1287853015290487,
1853041,9,17,3,43,20005,1,1,0.6367062302,10.0,1.0,11.0,3.0,7.0,79.0,0.0,1287853066290487,352769438489998,1287853058290487,1287853054290487,
1918799,5,18,4,89,20087,1,1,1.0,,,,,,,,1287853126290487,352769442489998,1287853120290487,1287853117290487,
1916056,5,18,4,89,20085,14,1,1.0,,,,,,,,1287856601290487,352769443489998,1287855393290487,1287855258290487,
1916239,5,18,4,89,20090,1,2,0.3141273478,,,,,,,,1287852517290487,352769444489998,1287852508290487,1287852503290487,
1852380,4,17,3,31,20088,1,2,0.3011721915,25.0,0.0,0.0,80.0,0.0,20.0,0.0,942211266290487,352769450489998,942211257290487,942211255290487,
1852380,4,17,3,31,20088,12,1,0.2335031725,,,,,,,,942211272290487,352769450489998,942211261290487,942211254290487,
1852380,4,17,3,31,20088,13,1,1.0,,,,,,,,942211270290487,352769450489998,942211259290487,942211254290487,
1856817,1,17,3,31,23198,1,1,0.5333017029,40.0,0.0,0.0,79.0,1.0,20.0,0.0,785698611290487,352769451489998,785698603290487,785698598290487,
1857666,1,17,3,31,21781,1,1,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,785698642290487,352769452489998,785698637290487,785698635290487,
1856845,1,17,3,31,23251,11,1,0.7918119005,,,,,,,,785696556290487,352769453489998,785696545290487,785696541290487,
1856825,1,17,3,31,23271,11,1,1.0,,,,,,,,785696604290487,352769455489998,785696594290487,785696586290487,
1797333,4,17,3,111,20050,11,1,1.0,,,,,,,,707806969126144,352769713489998,707806963126144,707806960126144,
1837523,4,17,3,197,20124,1,1,0.5765059571,,,,,,,,707806509126144,352769714489998,707806501126144,707806493126144,
1837523,4,17,3,197,20124,12,1,0.3900102472,,,,,,,,707806517126144,352769714489998,707806505126144,707806493126144,
1915915,4,18,4,89,20076,13,1,1.0,,,,,,,,707807430126144,352769715489998,707807425126144,707807417126144,
1854642,1,17,3,31,23241,12,1,1.0,,,,,,,,522586154126144,352769721489998,491757895126144,491757891126144,
1856776,1,17,3,31,23185,13,1,1.0,,,,,,,,522586167126144,352769724489998,491757974126144,491757968126144,
1856776,1,17,3,31,23185,14,1,1.0,,,,,,,,522586168126144,352769724489998,491757975126144,491757968126144,
1854662,1,17,3,31,23221,11,2,0.980971363,,,,,,,,522586170126144,352769725489998,491757999126144,491757994126144,
1856834,1,17,3,31,23262,14,1,1.0,,,,,,,,522586184126144,352769727489998,491758098126144,491758092126144,
1857693,1,17,3,31,21835,12,1,0.668081969,,,,,,,,522586186126144,352769728489998,491758146126144,491758143126144,
1857693,1,17,3,31,21835,14,1,0.7183039277,,,,,,,,522586189126144,352769728489998,491758148126144,491758143126144,
1857693,1,17,3,31,21835,14,2,0.2816960723,,,,,,,,522586190126144,352769728489998,491758148126144,491758144126144,
1857703,1,17,3,31,21825,1,1,1.0,23.0,1.0,27.0,17.0,53.0,3.0,0.0,491758199126144,352769730489998,491758191126144,491758190126144,
1856846,1,17,3,31,23250,1,1,0.7918118999,0.0,0.0,10.0,90.0,0.0,0.0,0.0,491758269126144,352769732489998,491758259126144,491758256126144,
1857002,1,17,3,31,23445,12,1,1.0,,,,,,,,522586212126144,352769734489998,491758306126144,491758303126144,
1857002,1,17,3,31,23445,13,1,1.0,,,,,,,,522586213126144,352769734489998,491758307126144,491758303126144,
1857002,1,17,3,31,23445,14,1,1.0,,,,,,,,522586214126144,352769734489998,491758308126144,491758303126144,
1857797,1,17,3,31,22027,1,2,0.4944445851,1.0,1.0,21.0,19.0,19.0,41.0,0.0,491758357126144,352769736489998,491758344126144,491758343126144,
1857797,1,17,3,31,22027,14,1,1.0,,,,,,,,522586224126144,352769736489998,491758346126144,491758342126144,
1857710,1,17,3,31,21939,1,1,1.0,5.0,0.0,0.0,78.0,16.0,6.0,0.0,491758431126144,352769739489998,491758422126144,491758421126144,
1857893,1,17,3,31,22196,13,1,1.0,,,,,,,,522586243126144,352769741489998,491758469126144,491758465126144,
1857088,1,17,3,31,23521,14,1,1.0,,,,,,,,785698685290487,352769460489998,785698676290487,785698670290487,
1857724,1,17,3,31,21965,14,2,1.0,,,,,,,,785698079290487,352769462489998,785698065290487,785698059290487,
1857876,1,17,3,31,22132,11,1,1.0,,,,,,,,785694859290487,352769463489998,785694848290487,785694840290487,
1858000,1,17,3,31,22332,1,2,0.221240946,81.0,0.0,0.0,64.0,0.0,36.0,0.0,785696687290487,352769464489998,785696678290487,785696673290487,
1855687,1,17,3,31,22151,1,1,1.0,14.0,7.0,0.0,0.0,90.0,10.0,0.0,785694075290487,352769465489998,785694067290487,785694064290487,
1855687,1,17,3,31,22151,11,1,1.0,,,,,,,,785694076290487,352769465489998,785694068290487,785694064290487,
1857855,1,17,3,31,22099,1,1,0.5664235063,40.0,5.0,3.0,1.0,1.0,95.0,0.0,785694120290487,352769466489998,785694112290487,785694107290487,
1857855,1,17,3,31,22099,1,2,0.4335764937,35.0,1.0,0.0,60.0,0.0,40.0,0.0,785694121290487,352769466489998,785694112290487,785694108290487,
1856920,1,17,3,31,23338,1,1,1.0,,,,,,,,785697527290487,352769467489998,785697522290487,785697516290487,
1856920,1,17,3,31,23338,14,1,1.0,,,,,,,,785697531290487,352769467489998,785697526290487,785697516290487,
1856901,1,17,3,31,23303,11,1,1.0,,,,,,,,785694888290487,352769469489998,785694878290487,785694873290487,
1856872,1,17,3,31,23278,12,2,0.4156302733,,,,,,,,785694183290487,352769470489998,785694169290487,785694165290487,
1856872,1,17,3,31,23278,13,2,1.0,,,,,,,,785694185290487,352769470489998,785694171290487,785694165290487,
1857338,1,17,3,31,23824,14,1,1.0,,,,,,,,785698120290487,352769471489998,785698110290487,785698100290487,
1852320,8,17,3,31,20137,13,1,1.0,,,,,,,,942211441290487,352769472489998,942211436290487,942211430290487,
1852499,4,17,3,31,20009,13,1,1.0,,,,,,,,1092698139290487,352769473489998,1092694787290487,1092687315290487,
1852359,4,17,3,31,20203,13,1,1.0,,,,,,,,942212685290487,352769474489998,942212662290487,942212656290487,
1837453,4,17,3,197,20077,13,1,1.0,,,,,,,,942212213290487,352769475489998,942212203290487,942212196290487,
1852483,4,17,3,31,20042,13,1,1.0,,,,,,,,942211721290487,352769477489998,942211713290487,942211709290487,
1852406,4,17,3,31,20175,11,1,1.0,,,,,,,,942210851290487,352769478489998,942210841290487,942210835290487,
1852406,4,17,3,31,20175,14,1,1.0,,,,,,,,942210854290487,352769478489998,942210844290487,942210835290487,
1852507,4,17,3,31,20070,1,2,0.4556276908,0.0,2.0,40.0,10.0,5.0,45.0,0.0,942210902290487,352769479489998,942210893290487,942210891290487,
1852507,4,17,3,31,20070,12,2,0.3267802323,,,,,,,,942210909290487,352769479489998,942210895290487,942210891290487,
1857735,1,17,3,31,21954,13,2,0.2124990163,,,,,,,,522586257126144,352769744489998,491758606126144,491758602126144,
1852329,4,17,3,31,20200,13,1,1.0,,,,,,,,522586266126144,352769746489998,491758655126144,491758650126144,
1857843,1,17,3,31,22111,14,1,1.0,,,,,,,,522586284126144,352769750489998,491758781126144,491758776126144,
1857349,1,17,3,31,23813,14,1,0.2391913478,,,,,,,,522586297126144,352769753489998,491758853126144,491758847126144,
1852374,4,17,3,31,20055,13,1,1.0,,,,,,,,522586301126144,352769754489998,491758875126144,491758871126144,
1852493,4,17,3,31,20105,1,1,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,491758915126144,352769756489998,491758910126144,491758909126144,
1852357,4,17,3,31,20116,11,1,1.0,,,,,,,,522586316126144,352769758489998,491759036126144,491759034126144,
1837464,4,17,3,197,20064,13,1,1.0,,,,,,,,522586326126144,352769760489998,491759166126144,491759161126144,
1796291,4,17,3,97,20032,14,1,1.0,,,,,,,,522586343126144,352769764489998,491759252126144,491759247126144,
1796313,4,17,3,97,20021,1,1,1.0,12.0,7.0,0.0,0.0,0.0,100.0,0.0,491759277126144,352769765489998,491759267126144,491759266126144,
1852370,5,17,3,31,20112,14,1,1.0,,,,,,,,522586351126144,352769766489998,491759310126144,491759305126144,
1852418,4,17,3,31,20018,14,1,1.0,,,,,,,,942211494290487,352769481489998,942211486290487,942211479290487,
1837448,4,17,3,197,20043,1,1,1.0,7.0,15.0,0.0,0.0,0.0,100.0,0.0,942211300290487,352769482489998,942211292290487,942211290290487,
1837448,4,17,3,197,20043,11,1,1.0,,,,,,,,942211301290487,352769482489998,942211293290487,942211290290487,
1837448,4,17,3,197,20043,13,1,1.0,,,,,,,,942211303290487,352769482489998,942211295290487,942211290290487,
1852431,4,17,3,31,20097,1,1,0.7322545901,8.0,8.0,35.0,10.0,8.0,47.0,0.0,942212111290487,352769483489998,942212098290487,942212093290487,
1852431,4,17,3,31,20097,11,1,1.0,,,,,,,,942212116290487,352769483489998,942212099290487,942212093290487,
1852431,4,17,3,31,20097,12,1,1.0,,,,,,,,942212117290487,352769483489998,942212100290487,942212093290487,
1837408,4,17,3,197,20051,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1092698140290487,352769484489998,1092692155290487,1092687215290487,
1837408,4,17,3,197,20051,11,1,1.0,,,,,,,,1092699193290487,352769484489998,1092693159290487,1092687215290487,
1837408,4,17,3,197,20051,14,1,1.0,,,,,,,,1092698558290487,352769484489998,1092695690290487,1092687215290487,
1796088,4,17,3,93,20200,1,3,0.2018524937,,,,,,,,942212280290487,352769493489998,942212270290487,942212266290487,
1796338,4,17,3,97,20009,13,1,1.0,,,,,,,,1092697936290487,352769497489998,1092694861290487,1092687098290487,
1796356,4,17,3,97,20060,12,1,1.0,,,,,,,,942211419290487,352769498489998,942211413290487,942211409290487,
1796356,4,17,3,97,20060,14,1,1.0,,,,,,,,942211421290487,352769498489998,942211415290487,942211409290487,
1852467,8,17,3,31,20098,1,1,1.0,70.0,20.0,0.0,0.0,0.0,100.0,0.0,942211746290487,352769499489998,942211730290487,942211729290487,
1853026,4,17,3,43,20018,14,1,1.0,,,,,,,,942211778290487,352769502489998,942211766290487,942211761290487,
1795874,4,17,3,89,20030,11,1,1.0,,,,,,,,1092699200290487,352769504489998,1092693114290487,1092687352290487,
1789941,4,17,3,63,20056,1,1,1.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1092697939290487,352769506489998,1092692395290487,1092687083290487,
1789941,4,17,3,63,20056,14,1,1.0,,,,,,,,1092698563290487,352769506489998,1092695633290487,1092687083290487,
1852996,4,17,3,43,20048,11,1,1.0,,,,,,,,522586364126144,352769770489998,491759507126144,491759505126144,
1837445,4,17,3,197,20088,1,1,1.0,98.0,75.0,4.0,1.0,40.0,55.0,0.0,491757131126144,352769774489998,491757119126144,491757118126144,
1837445,4,17,3,197,20088,14,1,1.0,,,,,,,,522586383126144,352769774489998,491757123126144,491757118126144,
1796348,4,17,3,97,20201,12,1,0.1955011092,,,,,,,,522586391126144,352769776489998,491757270126144,491757264126144,
1796348,4,17,3,97,20201,12,2,0.8044988908,,,,,,,,522586392126144,352769776489998,491757270126144,491757265126144,
1796348,4,17,3,97,20201,13,2,0.0316967488,,,,,,,,522586394126144,352769776489998,491757268126144,491757265126144,
1796329,4,17,3,97,20029,13,1,1.0,,,,,,,,522586398126144,352769777489998,491757298126144,491757294126144,
1795840,4,17,3,89,20025,14,1,1.0,,,,,,,,522586407126144,352769779489998,491757329126144,491757324126144,
1795837,4,17,3,89,20002,12,1,1.0,,,,,,,,522586409126144,352769780489998,491757347126144,491757343126144,
1795837,4,17,3,89,20002,13,1,1.0,,,,,,,,522586410126144,352769780489998,491757348126144,491757343126144,
1837515,4,17,3,197,20011,11,1,1.0,,,,,,,,522586420126144,352769783489998,491757445126144,491757443126144,
1795853,4,17,3,89,20007,12,2,0.2624604611,,,,,,,,522586426126144,352769784489998,491757465126144,491757462126144,
1797322,4,17,3,111,20109,14,1,1.0,,,,,,,,522586433126144,352769785489998,491757527126144,491757521126144,
1795846,4,17,3,89,20032,1,2,0.2266685988,5.0,0.0,0.0,0.0,1.0,99.0,0.0,491757576126144,352769787489998,491757565126144,491757564126144,
1837522,4,17,3,197,20202,14,1,0.5498943207,,,,,,,,522586446126144,352769788489998,491757588126144,491757583126144,
1915887,4,18,4,89,20086,14,1,1.0,,,,,,,,781844144290487,352769790489998,528824626126144,528824621126144,
1915950,4,18,4,89,20056,1,3,0.4490295347,4.0,2.0,8.0,90.0,2.0,0.0,0.0,528824567126144,352769791489998,528824550126144,528824549126144,
1916233,4,18,4,89,20152,11,1,1.0,,,,,,,,781844133290487,352769793489998,528824642126144,528824640126144,
1852336,4,17,3,31,20201,11,1,1.0,,,,,,,,522586452126144,352769795489998,491757664126144,491757662126144,
1917860,5,18,4,127,20001,1,1,1.0,16.0,6.0,4.0,0.0,4.0,86.0,6.0,942231641290487,352769507489998,942231630290487,942231627290487,
1917860,5,18,4,127,20001,14,1,1.0,,,,,,,,942231645290487,352769507489998,942231634290487,942231627290487,
1916222,6,18,4,89,20048,12,1,1.0,,,,,,,,942231681290487,352769508489998,942231669290487,942231665290487,
1856495,1,17,3,31,22840,12,2,0.2672194603,,,,,,,,785695767290487,352769515489998,785695753290487,785695748290487,
1852379,4,17,3,31,20204,1,1,0.6916101988,40.0,0.0,0.0,65.0,0.0,35.0,0.0,942082271290487,352769516489998,942082263290487,942082257290487,
1852381,4,17,3,31,20021,1,3,0.3686213093,0.0,0.0,74.0,24.0,1.0,1.0,0.0,942082322290487,352769517489998,942082312290487,942082308290487,
1856878,1,17,3,31,23272,13,1,1.0,,,,,,,,785698706290487,352769518489998,785698700290487,785698695290487,
1856986,1,17,3,31,23407,13,2,0.2672194599,,,,,,,,785693255290487,352769519489998,785693241290487,785693234290487,
1856866,1,17,3,31,23284,12,1,1.0,,,,,,,,785694928290487,352769520489998,785694915290487,785694906290487,
1857032,1,17,3,31,23469,1,2,0.0347302625,0.0,0.0,0.0,100.0,0.0,0.0,0.0,785694223290487,352769522489998,785694214290487,785694208290487,
1857013,1,17,3,31,23434,1,1,0.7875009835,33.0,1.0,0.0,99.0,1.0,0.0,0.0,785697632290487,352769524489998,785697624290487,785697617290487,
1857055,1,17,3,31,23500,1,1,0.6046044204,28.0,1.0,0.0,10.0,0.0,90.0,0.0,785695806290487,352769526489998,785695796290487,785695790290487,
1857055,1,17,3,31,23500,13,1,0.1482895664,,,,,,,,785695816290487,352769526489998,785695800290487,785695790290487,
1857766,1,17,3,31,22004,13,1,1.0,,,,,,,,785693390290487,352769528489998,785693377290487,785693368290487,
1857118,1,17,3,31,23545,12,1,1.0,,,,,,,,785698183290487,352769529489998,785698175290487,785698171290487,
1857727,1,17,3,31,21962,13,2,0.9830308711,,,,,,,,785696744290487,352769531489998,785696728290487,785696720290487,
1857740,1,17,3,31,21949,1,1,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,785696788290487,352769532489998,785696782290487,785696780290487,
1857696,1,17,3,31,21832,12,1,1.0,,,,,,,,522586493126144,352769804489998,478150612489998,478150608489998,
1856970,1,17,3,31,23423,1,1,0.8513653458,0.0,0.0,95.0,5.0,0.0,0.0,0.0,478150706489998,352769808489998,478150697489998,478150695489998,
1857047,1,17,3,31,23508,13,1,1.0,,,,,,,,522586521126144,352769810489998,478150746489998,478150742489998,
1857880,1,17,3,31,22128,14,1,1.0,,,,,,,,522586546126144,352769816489998,478150949489998,478150943489998,
1857748,1,17,3,31,22022,1,2,0.4335764939,40.0,0.0,0.0,85.0,0.0,15.0,0.0,478151029489998,352769818489998,478151011489998,478151010489998,
1857748,1,17,3,31,22022,11,1,1.0,,,,,,,,522586551126144,352769818489998,478151012489998,478151009489998,
1857913,1,17,3,31,22176,13,2,0.5277601583,,,,,,,,522586561126144,352769819489998,478151052489998,478151047489998,
1857721,1,17,3,31,21968,12,1,1.0,,,,,,,,522586576126144,352769823489998,478151161489998,478151152489998,
1857904,1,17,3,31,22185,11,2,0.0750502579,,,,,,,,785695893290487,352769534489998,785695876290487,785695870290487,
1857904,1,17,3,31,22185,12,2,1.0,,,,,,,,785695895290487,352769534489998,785695879290487,785695870290487,
1855672,1,17,3,31,22166,14,1,1.0,,,,,,,,785696816290487,352769535489998,785696806290487,785696799290487,
1856942,1,17,3,31,23370,1,1,1.0,60.0,7.0,0.0,0.0,78.0,22.0,0.0,785696835290487,352769537489998,785696826290487,785696824290487,
1856914,1,17,3,31,23344,12,1,1.0,,,,,,,,785696890290487,352769538489998,785696875290487,785696870290487,
1857355,1,17,3,31,23807,13,2,0.2391913512,,,,,,,,785697035290487,352769541489998,785697022290487,785697015290487,
1857096,1,17,3,31,23567,1,1,0.5656132565,1.0,1.0,12.0,21.0,1.0,66.0,0.0,785698209290487,352769542489998,785698201290487,785698195290487,
1857098,1,17,3,31,23565,13,1,0.9867087062,,,,,,,,785693473290487,352769543489998,785693461290487,785693455290487,
1852343,4,17,3,31,20029,11,1,1.0,,,,,,,,942083866290487,352769545489998,942083855290487,942083848290487,
1852990,4,17,3,43,20043,1,1,0.8756752628,,,,,,,,942083600290487,352769548489998,942083592290487,942083588290487,
1852990,4,17,3,43,20043,14,1,1.0,,,,,,,,942083606290487,352769548489998,942083596290487,942083588290487,
1853018,4,17,3,43,20001,12,1,1.0,,,,,,,,942082356290487,352769549489998,942082348290487,942082342290487,
1852492,4,17,3,31,20094,14,1,1.0,,,,,,,,942082417290487,352769551489998,942082407290487,942082400290487,
1796295,5,17,3,97,20016,1,1,1.0,25.0,0.0,0.0,70.0,1.0,29.0,0.0,942082472290487,352769552489998,942082464290487,942082461290487,
1796295,5,17,3,97,20016,11,1,1.0,,,,,,,,942082473290487,352769552489998,942082465290487,942082461290487,
1796285,4,17,3,97,20044,1,1,0.769860251,0.0,0.0,0.0,85.0,3.0,12.0,0.0,942084844290487,352769553489998,942084836290487,942084833290487,
1796285,4,17,3,97,20044,11,1,1.0,,,,,,,,942084847290487,352769553489998,942084837290487,942084833290487,
1796285,4,17,3,97,20044,13,1,1.0,,,,,,,,942084849290487,352769553489998,942084839290487,942084833290487,
1796285,4,17,3,97,20044,14,1,1.0,,,,,,,,942084850290487,352769553489998,942084840290487,942084833290487,
1852437,4,17,3,31,20131,11,1,1.0,,,,,,,,942084878290487,352769555489998,942084870290487,942084864290487,
1852437,4,17,3,31,20131,12,1,1.0,,,,,,,,942084879290487,352769555489998,942084871290487,942084864290487,
1852437,4,17,3,31,20131,13,1,1.0,,,,,,,,942084880290487,352769555489998,942084872290487,942084864290487,
1796327,4,17,3,97,20023,1,1,1.0,21.0,5.0,0.0,50.0,5.0,45.0,0.0,942082512290487,352769556489998,942082504290487,942082502290487,
1796311,4,17,3,97,20059,1,1,1.0,4.0,0.0,0.0,15.0,75.0,10.0,0.0,942083624290487,352769557489998,942083616290487,942083614290487,
1796311,4,17,3,97,20059,13,1,1.0,,,,,,,,942083627290487,352769557489998,942083619290487,942083614290487,
1796311,4,17,3,97,20059,14,1,1.0,,,,,,,,942083628290487,352769557489998,942083620290487,942083614290487,
1855684,1,17,3,31,22154,13,1,1.0,,,,,,,,522586581126144,352769824489998,478151190489998,478151186489998,
1856790,1,17,3,31,23171,1,2,0.2346467115,85.0,0.0,0.0,75.0,0.0,25.0,0.0,478151212489998,352769825489998,478151202489998,478151201489998,
1856933,1,17,3,31,23379,12,1,1.0,,,,,,,,522586589126144,352769826489998,478151238489998,478151234489998,
1852337,6,17,3,31,20119,1,3,0.0969108239,1.0,1.0,0.0,85.0,0.0,15.0,0.0,478151388489998,352769830489998,478151333489998,478151332489998,
1852341,4,17,3,31,20182,13,1,1.0,,,,,,,,522586610126144,352769831489998,478151406489998,478151402489998,
1837440,4,17,3,197,20071,1,1,1.0,38.0,10.0,0.0,0.0,2.0,98.0,0.0,478151449489998,352769832489998,478151441489998,478151440489998,
1852410,5,17,3,31,20085,1,1,1.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,478151603489998,352769836489998,478151598489998,478151597489998,
1852410,5,17,3,31,20085,12,1,1.0,,,,,,,,522586632126144,352769836489998,478151600489998,478151597489998,
1796363,4,17,3,97,20035,12,1,1.0,,,,,,,,522586636126144,352769837489998,478151614489998,478151611489998,
1796363,4,17,3,97,20035,14,1,1.0,,,,,,,,522586638126144,352769837489998,478151616489998,478151611489998,
1796331,5,17,3,97,20077,14,1,1.0,,,,,,,,522586642126144,352769838489998,478151633489998,478151628489998,
1852373,4,17,3,31,20023,13,1,1.0,,,,,,,,522586655126144,352769841489998,478151825489998,478151821489998,
1796372,4,17,3,97,20061,14,1,1.0,,,,,,,,522586665126144,352769843489998,478151907489998,478151902489998,
1852438,4,17,3,31,20171,1,1,1.0,32.0,82.0,0.0,0.0,15.0,85.0,0.0,479491227489998,352769844489998,479490890489998,479490889489998,
1852420,4,17,3,31,20177,13,1,1.0,,,,,,,,522586688126144,352769849489998,478152108489998,478152104489998,
1837533,4,17,3,197,20006,11,1,1.0,,,,,,,,522586700126144,352769852489998,478152186489998,478152184489998,
1837533,4,17,3,197,20006,13,1,1.0,,,,,,,,522586702126144,352769852489998,478152188489998,478152184489998,
1852461,4,17,3,31,20103,12,1,1.0,,,,,,,,522586705126144,352769853489998,478152226489998,478152223489998,
1837559,4,17,3,197,20052,14,1,1.0,,,,,,,,522586716126144,352769855489998,478152278489998,478152273489998,
1853048,5,17,3,43,20039,11,1,1.0,,,,,,,,522586721126144,352769857489998,478152310489998,478152308489998,
1795928,5,17,3,89,20061,1,1,0.9532617325,25.0,3.0,24.0,7.0,67.0,2.0,0.0,478152385489998,352769859489998,478152376489998,478152374489998,
1795928,5,17,3,89,20061,12,1,1.0,,,,,,,,522586730126144,352769859489998,478152378489998,478152374489998,
1797331,6,17,3,111,20201,12,1,1.0,,,,,,,,522586738126144,352769861489998,478152416489998,478152413489998,
1915885,5,18,4,89,20058,11,1,1.0,,,,,,,,522586751126144,352769864489998,478152498489998,478152496489998,
1915966,5,18,4,89,20120,11,1,1.0,,,,,,,,522586771126144,352769869489998,478152631489998,478152629489998,
1915966,5,18,4,89,20120,13,1,1.0,,,,,,,,522586773126144,352769869489998,478152633489998,478152629489998,
1856781,2,17,3,31,23180,1,1,1.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1092697006290487,559740537126144,1092690719290487,1092686694290487,352769801489998.0
1857047,2,17,3,31,23508,1,3,0.1806208153,0.0,0.0,10.0,90.0,0.0,0.0,0.0,942082726290487,559740545126144,942082713290487,942082708290487,352769810489998.0
1856970,2,17,3,31,23423,1,1,0.8549784068,0.0,1.0,90.0,8.0,2.0,0.0,0.0,942084011290487,559740549126144,942084002290487,942083997290487,352769808489998.0
1856970,2,17,3,31,23423,13,1,1.0,,,,,,,,942084016290487,559740549126144,942084005290487,942083997290487,352769808489998.0
1856997,2,17,3,31,23450,1,1,0.9411869233,5.0,3.0,35.0,61.0,3.0,1.0,0.0,942084456290487,559740551126144,942084447290487,942084444290487,352769811489998.0
1856997,2,17,3,31,23450,12,1,1.0,,,,,,,,942084460290487,559740551126144,942084449290487,942084444290487,352769811489998.0
1859375,2,17,3,31,21803,11,1,1.0,,,,,,,,942085067290487,559740557126144,942085051290487,942085039290487,352769805489998.0
1857074,2,17,3,31,23535,1,2,0.0363121911,30.0,0.0,0.0,85.0,0.0,15.0,0.0,942085096290487,559740559126144,942085087290487,942085085290487,352769817489998.0
