PLOTID,VISIT_NBR,STATECD,UNITCD,COUNTYCD,RETIRED_PLOT,SUBP,CONDID,CONDPROP_UNADJ,PCT_TREE_COVER,PCT_SHRUB_SEED_COVER,GR_COV_PCT_BLDG,GR_COV_PCT_IMPERVIOUS,GR_COV_PCT_PERMEABLE,GR_COV_PCT_HERBACEOUS,GR_COV_PCT_WATER,CN,PLT_CN,SBP_CN,CND_CN,PREV_PLT_CN
1469921,4,55,5,59,20278,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1092697352290487,924125,1092690750290487,1092686756290487,
1468101,1,55,5,59,21679,1,2,0.4090696083,9.0,0.0,0.0,87.0,0.0,13.0,0.0,942083821290487,924131,942083812290487,942083809290487,
1468333,1,55,5,59,21795,1,3,0.3534340761,66.0,52.0,0.0,8.0,60.0,32.0,0.0,942083540290487,924132,942083528290487,942083525290487,
1467748,1,55,5,59,21502,1,1,0.94331625,15.0,4.0,34.0,29.0,5.0,32.0,0.0,1287172468290487,924142,1287172460290487,1287172455290487,
1467826,1,55,5,59,21541,12,1,1.0,,,,,,,,1287177490290487,924143,1287177478290487,1287177472290487,
1856819,1,17,3,31,23196,12,1,1.0,,,,,,,,785693908290487,352769388489998,785693902290487,785693898290487,
1856813,1,17,3,31,23202,1,2,0.1269264639,85.0,30.0,0.0,30.0,30.0,40.0,0.0,785698484290487,352769390489998,785698475290487,785698469290487,
1856813,1,17,3,31,23202,11,1,1.0,,,,,,,,785698489290487,352769390489998,785698476290487,785698468290487,
1856813,1,17,3,31,23202,14,1,1.0,,,,,,,,785698492290487,352769390489998,785698479290487,785698468290487,
1857679,1,17,3,31,21849,1,1,0.2494696473,,,,,,,,785695674290487,352769391489998,785695666290487,785695657290487,
1857679,1,17,3,31,21849,1,3,0.0654852004,0.0,0.0,0.0,100.0,0.0,0.0,0.0,785695676290487,352769391489998,785695666290487,785695659290487,
1856836,1,17,3,31,23260,14,1,1.0,,,,,,,,785695706290487,352769392489998,785695698290487,785695693290487,
1852325,4,17,3,31,20082,1,2,0.3545767542,0.0,0.0,80.0,10.0,1.0,9.0,0.0,1287852366290487,352769393489998,1287852357290487,1287852351290487,
1852382,4,17,3,31,20041,11,1,1.0,,,,,,,,1287853658290487,352769396489998,1287853647290487,1287853644290487,
1852382,4,17,3,31,20041,12,1,1.0,,,,,,,,1287853659290487,352769396489998,1287853648290487,1287853644290487,
1856829,1,17,3,31,23267,11,1,1.0,,,,,,,,785696464290487,352769397489998,785696456290487,785696453290487,
1856785,1,17,3,31,23176,1,1,0.7153453567,45.0,2.0,0.0,20.0,1.0,79.0,0.0,707806111126144,352769662489998,707806103126144,707806097126144,
1856785,1,17,3,31,23176,12,1,1.0,,,,,,,,707806117126144,352769662489998,707806105126144,707806097126144,
1854661,1,17,3,31,23222,13,1,0.5883134945,,,,,,,,707806628126144,352769663489998,707806615126144,707806602126144,
1854661,1,17,3,31,23222,14,1,0.7548252587,,,,,,,,707806629126144,352769663489998,707806616126144,707806602126144,
1856854,1,17,3,31,23296,1,1,0.6629108051,5.0,1.0,63.0,37.0,0.0,0.0,0.0,707806657126144,352769664489998,707806649126144,707806643126144,
1856854,1,17,3,31,23296,11,2,0.4556297478,,,,,,,,707806665126144,352769664489998,707806650126144,707806644126144,
1857043,1,17,3,31,23512,14,1,1.0,,,,,,,,707807327126144,352769665489998,707807319126144,707807312126144,
1856960,1,17,3,31,23433,12,1,1.0,,,,,,,,707805169126144,352769667489998,707805161126144,707805156126144,
1856960,1,17,3,31,23433,14,1,1.0,,,,,,,,707805171126144,352769667489998,707805163126144,707805156126144,
1856994,1,17,3,31,23453,1,1,0.6978520346,0.0,0.0,30.0,30.0,30.0,10.0,0.0,707805206126144,352769668489998,707805198126144,707805189126144,
1856994,1,17,3,31,23453,12,3,1.0,,,,,,,,707805218126144,352769668489998,707805202126144,707805191126144,
1856994,1,17,3,31,23453,13,1,0.8655384704,,,,,,,,707805214126144,352769668489998,707805200126144,707805189126144,
1857636,1,17,3,31,21757,14,1,1.0,,,,,,,,707806734126144,352769669489998,707806726126144,707806720126144,
1857070,1,17,3,31,23539,1,1,0.9515556685,5.0,7.0,19.0,21.0,5.0,55.0,0.0,707807097126144,352769677489998,707807087126144,707807077126144,
1857806,1,17,3,31,22075,11,1,1.0,,,,,,,,707805322126144,352769680489998,707805311126144,707805304126144,
1857806,1,17,3,31,22075,13,1,1.0,,,,,,,,707805324126144,352769680489998,707805313126144,707805304126144,
1856944,1,17,3,31,23368,1,1,0.3491007316,,,,,,,,707805401126144,352769683489998,707805393126144,707805385126144,
1852384,4,17,3,31,20155,13,1,1.0,,,,,,,,707806877126144,352769684489998,707806866126144,707806856126144,
1852384,4,17,3,31,20155,14,1,0.4280868179,,,,,,,,707806878126144,352769684489998,707806867126144,707806856126144,
1856989,1,17,3,31,23458,1,1,0.5110807758,1.0,0.0,0.0,86.0,0.0,14.0,0.0,785693980290487,352769401489998,785693972290487,785693965290487,
1856989,1,17,3,31,23458,14,1,0.6206924993,,,,,,,,785693987290487,352769401489998,785693975290487,785693965290487,
1857076,1,17,3,31,23533,1,1,0.5991815814,,,,,,,,785694017290487,352769403489998,785694009290487,785694002290487,
1857076,1,17,3,31,23533,13,1,1.0,,,,,,,,785694022290487,352769403489998,785694011290487,785694002290487,
1855668,1,17,3,31,22170,12,1,1.0,,,,,,,,785697437290487,352769404489998,785697425290487,785697414290487,
1857885,1,17,3,31,22123,1,1,0.5110812406,0.0,0.0,45.0,16.0,5.0,34.0,0.0,785698571290487,352769405489998,785698563290487,785698556290487,
1852476,4,17,3,31,20031,14,1,1.0,,,,,,,,1287856549290487,352769408489998,1287855384290487,1287855264290487,
1858016,1,17,3,31,22316,13,1,1.0,,,,,,,,785694050290487,352769410489998,785694042290487,785694037290487,
1855302,1,17,3,31,24538,12,1,1.0,,,,,,,,785696532290487,352769412489998,785696526290487,785696522290487,
1852398,4,17,3,31,20104,1,1,0.9738599352,2.0,2.0,52.0,10.0,4.0,34.0,0.0,1287852810290487,352769413489998,1287852801290487,1287852796290487,
1852398,4,17,3,31,20104,14,1,1.0,,,,,,,,1287852816290487,352769413489998,1287852805290487,1287852796290487,
1852428,4,17,3,31,20184,11,1,1.0,,,,,,,,1287854232290487,352769415489998,1287854224290487,1287854220290487,
1852362,4,17,3,31,20100,13,1,1.0,,,,,,,,1287852844290487,352769416489998,1287852834290487,1287852826290487,
1852362,4,17,3,31,20100,14,1,1.0,,,,,,,,1287852845290487,352769416489998,1287852835290487,1287852826290487,
1837462,4,17,3,197,20107,13,1,1.0,,,,,,,,1287856580290487,352769417489998,1287855505290487,1287855254290487,
1852385,4,17,3,31,20049,12,1,1.0,,,,,,,,1287853686290487,352769418489998,1287853678290487,1287853674290487,
1796293,4,17,3,97,20085,1,1,1.0,85.0,20.0,0.0,0.0,25.0,75.0,0.0,1287853336290487,352769419489998,1287853326290487,1287853323290487,
1796316,4,17,3,97,20017,13,1,1.0,,,,,,,,1287856595290487,352769421489998,1287855506290487,1287855260290487,
1796349,4,17,3,97,20068,13,1,0.1344615245,,,,,,,,1287852403290487,352769422489998,1287852393290487,1287852383290487,
1853004,4,17,3,43,20036,13,1,1.0,,,,,,,,1287852897290487,352769425489998,1287852885290487,1287852878290487,
1855295,1,17,3,31,24545,1,1,1.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,707805860126144,352769686489998,707805854126144,707805853126144,
1855301,1,17,3,31,24539,1,1,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,707805877126144,352769688489998,707805871126144,707805870126144,
1855301,1,17,3,31,24539,14,1,1.0,,,,,,,,707805881126144,352769688489998,707805875126144,707805870126144,
1852348,4,17,3,31,20149,1,2,0.3846306357,12.0,0.0,0.0,82.0,0.0,18.0,0.0,707805653126144,352769689489998,707805644126144,707805641126144,
1796300,4,17,3,97,20057,13,1,1.0,,,,,,,,707805926126144,352769696489998,707805920126144,707805916126144,
1852511,4,17,3,31,20152,1,1,0.2919095824,10.0,1.0,0.0,100.0,0.0,0.0,0.0,707806415126144,352769698489998,707806407126144,707806401126144,
1852511,4,17,3,31,20152,11,2,0.3475034989,,,,,,,,707806426126144,352769698489998,707806408126144,707806402126144,
1852376,4,17,3,31,20135,13,1,1.0,,,,,,,,707807165126144,352769699489998,707807157126144,707807152126144,
1796319,4,17,3,97,20026,12,1,1.0,,,,,,,,707807194126144,352769701489998,707807184126144,707807178126144,
1852435,4,17,3,31,20141,14,1,1.0,,,,,,,,1287852655290487,352769430489998,1287852645290487,1287852636290487,
1797324,8,17,3,111,20114,1,1,1.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1287856596290487,352769431489998,1287856544290487,1287855261290487,
1852448,4,17,3,31,20025,1,2,0.658554156,5.0,3.0,0.0,5.0,10.0,85.0,0.0,1287853923290487,352769433489998,1287853914290487,1287853911290487,
1852448,4,17,3,31,20025,13,2,0.8853838354,,,,,,,,1287853933290487,352769433489998,1287853918290487,1287853911290487,
1852448,4,17,3,31,20025,14,1,1.0,,,,,,,,1287853930290487,352769433489998,1287853917290487,1287853910290487,
1853007,4,17,3,43,20022,1,1,0.673228159,,,,,,,,1287853028290487,352769436489998,1287853018290487,1287853014290487,
1853007,4,17,3,43,20022,12,1,1.0,,,,,,,,1287853033290487,352769436489998,1287853020290487,1287853014290487,
1853027,4,17,3,43,20053,11,1,1.0,,,,,,,,1287854086290487,352769437489998,1287854080290487,1287854077290487,
1853041,9,17,3,43,20005,13,2,0.6472275258,,,,,,,,1287853074290487,352769438489998,1287853062290487,1287853055290487,
1837539,4,17,3,197,20162,11,1,1.0,,,,,,,,1287853102290487,352769439489998,1287853091290487,1287853086290487,
1837530,4,17,3,197,20068,12,1,1.0,,,,,,,,1287856599290487,352769440489998,1287856298290487,1287855255290487,
1837509,4,17,3,197,20084,1,1,1.0,0.0,2.0,22.0,56.0,2.0,20.0,0.0,1287854290290487,352769441489998,1287854281290487,1287854275290487,
1916056,5,18,4,89,20085,13,1,1.0,,,,,,,,1287856563290487,352769443489998,1287855513290487,1287855258290487,
1916239,5,18,4,89,20090,11,1,0.5664163566,,,,,,,,1287852522290487,352769444489998,1287852509290487,1287852502290487,
1915895,5,18,4,89,20113,12,1,1.0,,,,,,,,1287853149290487,352769446489998,1287853140290487,1287853135290487,
1856817,1,17,3,31,23198,11,2,1.0,,,,,,,,785698621290487,352769451489998,785698607290487,785698599290487,
1856845,1,17,3,31,23251,1,1,0.6985596134,6.0,0.0,73.0,3.0,0.0,24.0,0.0,785696552290487,352769453489998,785696544290487,785696541290487,
1856845,1,17,3,31,23251,11,2,0.2081880995,,,,,,,,785696560290487,352769453489998,785696545290487,785696542290487,
1856865,1,17,3,31,23285,1,1,1.0,0.0,0.0,30.0,65.0,5.0,0.0,0.0,785698045290487,352769454489998,785698037290487,785698032290487,
1837523,4,17,3,197,20124,1,2,0.4234940429,80.0,1.0,8.0,8.0,70.0,14.0,0.0,707806510126144,352769714489998,707806501126144,707806494126144,
1915883,4,18,4,127,20048,11,1,1.0,,,,,,,,707805983126144,352769716489998,707805965126144,707805962126144,
1915979,4,18,4,89,29990,1,1,1.0,60.0,30.0,0.0,5.0,50.0,45.0,0.0,707806991126144,352769717489998,707806982126144,707806980126144,
1854642,1,17,3,31,23241,11,1,1.0,,,,,,,,522586153126144,352769721489998,491757894126144,491757891126144,
1856805,1,17,3,31,23210,1,1,1.0,0.0,0.0,97.0,3.0,0.0,0.0,0.0,491757942126144,352769722489998,491757934126144,491757933126144,
1856828,1,17,3,31,23268,1,2,0.060989641,,,,,,,,491758055126144,352769726489998,491758045126144,491758044126144,
1857693,1,17,3,31,21835,12,2,0.331918031,,,,,,,,522586187126144,352769728489998,491758146126144,491758144126144,
1856803,1,17,3,31,23212,11,1,1.0,,,,,,,,522586191126144,352769729489998,491758172126144,491758170126144,
1856803,1,17,3,31,23212,12,1,1.0,,,,,,,,522586192126144,352769729489998,491758173126144,491758170126144,
1857703,1,17,3,31,21825,11,1,1.0,,,,,,,,522586195126144,352769730489998,491758192126144,491758190126144,
1852387,4,17,3,31,20101,1,3,0.023610128,65.0,0.0,0.0,20.0,0.0,80.0,0.0,491758233126144,352769731489998,491758221126144,491758220126144,
1857002,1,17,3,31,23445,1,1,1.0,1.0,1.0,0.0,92.0,1.0,7.0,0.0,491758312126144,352769734489998,491758304126144,491758303126144,
1857002,1,17,3,31,23445,11,1,1.0,,,,,,,,522586211126144,352769734489998,491758305126144,491758303126144,
1857000,1,17,3,31,23447,1,1,1.0,0.0,0.0,55.0,43.0,1.0,1.0,0.0,491758332126144,352769735489998,491758324126144,491758323126144,
1857000,1,17,3,31,23447,11,1,1.0,,,,,,,,522586215126144,352769735489998,491758325126144,491758323126144,
1857776,1,17,3,31,22048,1,2,0.2151697934,6.0,1.0,0.0,12.0,3.0,85.0,0.0,491758385126144,352769737489998,491758374126144,491758373126144,
1857776,1,17,3,31,22048,13,1,1.0,,,,,,,,522586227126144,352769737489998,491758377126144,491758372126144,
1857710,1,17,3,31,21939,13,1,1.0,,,,,,,,522586235126144,352769739489998,491758425126144,491758421126144,
1857710,1,17,3,31,21939,14,1,1.0,,,,,,,,522586236126144,352769739489998,491758426126144,491758421126144,
1857888,1,17,3,31,22120,1,1,1.0,1.0,0.0,15.0,84.0,1.0,0.0,0.0,491758458126144,352769740489998,491758450126144,491758449126144,
1857888,1,17,3,31,22120,13,1,1.0,,,,,,,,522586239126144,352769740489998,491758453126144,491758449126144,
1857035,1,17,3,31,23466,1,2,0.2636418514,15.0,2.0,50.0,2.0,10.0,38.0,0.0,785694794290487,352769456489998,785694785290487,785694778290487,
1857035,1,17,3,31,23466,13,3,0.9830308719,,,,,,,,785694808290487,352769456489998,785694789290487,785694779290487,
1857087,1,17,3,31,23522,12,2,1.0,,,,,,,,785696650290487,352769459489998,785696632290487,785696624290487,
1857088,1,17,3,31,23521,1,1,1.0,10.0,2.0,40.0,57.0,2.0,1.0,0.0,785698681290487,352769460489998,785698672290487,785698670290487,
1857088,1,17,3,31,23521,11,1,1.0,,,,,,,,785698682290487,352769460489998,785698673290487,785698670290487,
1852338,4,17,3,31,20142,11,1,1.0,,,,,,,,942212185290487,352769461489998,942212177290487,942212171290487,
1857724,1,17,3,31,21965,1,2,0.4445852567,0.0,0.0,100.0,0.0,0.0,0.0,0.0,785698070290487,352769462489998,785698061290487,785698059290487,
1858000,1,17,3,31,22332,14,1,1.0,,,,,,,,785696692290487,352769464489998,785696682290487,785696672290487,
1857855,1,17,3,31,22099,13,2,0.0316967465,,,,,,,,785694129290487,352769466489998,785694115290487,785694108290487,
1856952,1,17,3,31,23360,13,1,1.0,,,,,,,,785697557290487,352769468489998,785697548290487,785697540290487,
1856901,1,17,3,31,23303,13,1,1.0,,,,,,,,785694890290487,352769469489998,785694880290487,785694873290487,
1856872,1,17,3,31,23278,1,2,0.6243656426,64.0,0.0,0.0,62.0,0.0,38.0,0.0,785694176290487,352769470489998,785694167290487,785694165290487,
1856872,1,17,3,31,23278,12,1,0.5843697267,,,,,,,,785694181290487,352769470489998,785694169290487,785694164290487,
1857338,1,17,3,31,23824,1,2,0.2391782731,0.0,0.0,0.0,100.0,0.0,0.0,0.0,785698115290487,352769471489998,785698106290487,785698101290487,
1857338,1,17,3,31,23824,13,1,1.0,,,,,,,,785698119290487,352769471489998,785698109290487,785698100290487,
1852359,4,17,3,31,20203,12,1,1.0,,,,,,,,942212684290487,352769474489998,942212661290487,942212656290487,
1837556,4,17,3,197,20028,11,1,1.0,,,,,,,,942211600290487,352769476489998,942211590290487,942211584290487,
1852483,4,17,3,31,20042,1,1,1.0,0.0,4.0,0.0,92.0,4.0,4.0,0.0,942211718290487,352769477489998,942211710290487,942211709290487,
1852507,4,17,3,31,20070,1,1,0.5443723092,3.0,1.0,0.0,75.0,15.0,10.0,0.0,942210901290487,352769479489998,942210893290487,942210890290487,
1852507,4,17,3,31,20070,12,1,0.6732197677,,,,,,,,942210907290487,352769479489998,942210895290487,942210890290487,
1857735,1,17,3,31,21954,1,1,0.4827663308,25.0,1.0,43.0,3.0,1.0,53.0,0.0,491758614126144,352769744489998,491758603126144,491758601126144,
1857735,1,17,3,31,21954,11,2,0.1791747081,,,,,,,,522586254126144,352769744489998,491758604126144,491758602126144,
1857870,1,17,3,31,22138,13,1,1.0,,,,,,,,522586261126144,352769745489998,491758630126144,491758625126144,
1857868,1,17,3,31,22140,11,1,1.0,,,,,,,,522586272126144,352769748489998,491758711126144,491758709126144,
1857910,1,17,3,31,22179,13,1,0.6834427619,,,,,,,,522586278126144,352769749489998,491758743126144,491758737126144,
1856954,1,17,3,31,23358,13,1,1.0,,,,,,,,522586287126144,352769751489998,491758804126144,491758799126144,
1856903,1,17,3,31,23301,13,1,1.0,,,,,,,,522586292126144,352769752489998,491758826126144,491758821126144,
1852374,4,17,3,31,20055,11,1,1.0,,,,,,,,522586299126144,352769754489998,491758873126144,491758871126144,
1852346,4,17,3,31,20028,1,2,0.3319180334,5.0,4.0,10.0,13.0,2.0,75.0,0.0,491758899126144,352769755489998,491758888126144,491758887126144,
1852346,4,17,3,31,20028,14,1,0.582858999,,,,,,,,522586306126144,352769755489998,491758892126144,491758886126144,
1837464,4,17,3,197,20064,11,1,1.0,,,,,,,,522586324126144,352769760489998,491759164126144,491759161126144,
1852405,4,17,3,31,20061,1,1,1.0,50.0,0.0,0.0,8.0,0.0,92.0,0.0,491759195126144,352769761489998,491759187126144,491759186126144,
1837441,4,17,3,197,20156,12,1,1.0,,,,,,,,522586333126144,352769762489998,491759211126144,491759208126144,
1852509,4,17,3,31,20090,11,1,1.0,,,,,,,,522586336126144,352769763489998,491759224126144,491759222126144,
1852509,4,17,3,31,20090,14,1,1.0,,,,,,,,522586339126144,352769763489998,491759227126144,491759222126144,
1796313,4,17,3,97,20021,12,1,1.0,,,,,,,,522586345126144,352769765489998,491759269126144,491759266126144,
1796377,4,17,3,97,20200,12,1,1.0,,,,,,,,522586357126144,352769768489998,491759480126144,491759477126144,
1852431,4,17,3,31,20097,13,1,1.0,,,,,,,,942212118290487,352769483489998,942212101290487,942212093290487,
1796297,4,17,3,97,20007,1,1,1.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1092697934290487,352769485489998,1092692156290487,1092687262290487,
1796307,4,17,3,97,20079,12,1,1.0,,,,,,,,1092698980290487,352769486489998,1092694438290487,1092687381290487,
1852371,4,17,3,31,20083,11,1,1.0,,,,,,,,942210944290487,352769487489998,942210932290487,942210929290487,
1852440,4,17,3,31,20158,11,1,1.0,,,,,,,,942211330290487,352769489489998,942211319290487,942211316290487,
1795838,4,17,3,89,20052,14,1,1.0,,,,,,,,942211626290487,352769490489998,942211616290487,942211611290487,
1795828,4,17,3,89,20099,13,1,1.0,,,,,,,,942211074290487,352769492489998,942211066290487,942211060290487,
1796088,4,17,3,93,20200,13,1,0.0212409478,,,,,,,,942212289290487,352769493489998,942212274290487,942212264290487,
1796088,4,17,3,93,20200,13,3,0.9787590522,,,,,,,,942212291290487,352769493489998,942212274290487,942212266290487,
1852723,4,17,3,37,20200,12,1,1.0,,,,,,,,942211094290487,352769495489998,942211086290487,942211082290487,
1852723,4,17,3,37,20200,14,1,1.0,,,,,,,,942211096290487,352769495489998,942211088290487,942211082290487,
1796338,4,17,3,97,20009,11,1,1.0,,,,,,,,1092697724290487,352769497489998,1092693071290487,1092687098290487,
1796338,4,17,3,97,20009,14,1,1.0,,,,,,,,1092697937290487,352769497489998,1092695641290487,1092687098290487,
1797391,4,17,3,111,20005,12,1,1.0,,,,,,,,1092698775290487,352769501489998,1092694447290487,1092687166290487,
1853026,4,17,3,43,20018,11,1,0.9987026189,,,,,,,,942211777290487,352769502489998,942211765290487,942211761290487,
1837508,4,17,3,197,20055,11,1,1.0,,,,,,,,1092697938290487,352769503489998,1092692981290487,1092687099290487,
1837508,4,17,3,197,20055,14,1,1.0,,,,,,,,1092698776290487,352769503489998,1092695733290487,1092687099290487,
1795882,4,17,3,89,20042,13,1,1.0,,,,,,,,942211809290487,352769505489998,942211799290487,942211795290487,
1789941,4,17,3,63,20056,11,1,1.0,,,,,,,,1092698984290487,352769506489998,1092693147290487,1092687083290487,
1789941,4,17,3,63,20056,12,1,1.0,,,,,,,,1092698562290487,352769506489998,1092694394290487,1092687083290487,
1796377,4,17,3,97,20200,14,1,1.0,,,,,,,,522586359126144,352769768489998,491759482126144,491759477126144,
1852453,4,17,3,31,20206,1,1,1.0,0.0,0.0,0.0,0.0,1.0,99.0,0.0,491759499126144,352769769489998,491759491126144,491759490126144,
1852996,4,17,3,43,20048,14,1,1.0,,,,,,,,522586367126144,352769770489998,491759510126144,491759505126144,
1852993,4,17,3,43,20011,12,1,1.0,,,,,,,,522586373126144,352769772489998,491759590126144,491759587126144,
1837445,4,17,3,197,20088,13,1,1.0,,,,,,,,522586382126144,352769774489998,491757122126144,491757118126144,
1837561,4,17,3,197,20017,13,1,1.0,,,,,,,,522586388126144,352769775489998,491757245126144,491757242126144,
1796348,4,17,3,97,20201,13,1,0.9683032512,,,,,,,,522586393126144,352769776489998,491757268126144,491757264126144,
1796348,4,17,3,97,20201,14,1,1.0,,,,,,,,522586395126144,352769776489998,491757269126144,491757264126144,
1795840,4,17,3,89,20025,13,1,1.0,,,,,,,,522586406126144,352769779489998,491757328126144,491757324126144,
1795837,4,17,3,89,20002,1,1,0.9751452331,22.0,15.0,20.0,40.0,10.0,30.0,0.0,491757354126144,352769780489998,491757345126144,491757343126144,
1853014,4,17,3,43,20006,13,1,1.0,,,,,,,,522586414126144,352769781489998,491757389126144,491757385126144,
1853035,4,17,3,43,20024,11,1,1.0,,,,,,,,522586416126144,352769782489998,491757429126144,491757427126144,
1837515,4,17,3,197,20011,1,1,1.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,491757450126144,352769783489998,491757444126144,491757443126144,
1837515,4,17,3,197,20011,13,1,1.0,,,,,,,,522586422126144,352769783489998,491757447126144,491757443126144,
1797322,4,17,3,111,20109,11,1,1.0,,,,,,,,522586430126144,352769785489998,491757524126144,491757521126144,
1796095,4,17,3,93,20009,11,1,1.0,,,,,,,,522586434126144,352769786489998,491757546126144,491757544126144,
1795846,4,17,3,89,20032,1,1,0.7733314012,2.0,0.0,0.0,43.0,0.0,57.0,0.0,491757575126144,352769787489998,491757565126144,491757563126144,
1837522,4,17,3,197,20202,1,2,0.494444603,0.0,0.0,0.0,100.0,0.0,0.0,0.0,491757597126144,352769788489998,491757585126144,491757584126144,
1915950,4,18,4,89,20056,12,3,0.4062675207,,,,,,,,781844148290487,352769791489998,528824551126144,528824549126144,
1917629,4,18,4,89,20011,11,1,1.0,,,,,,,,781844137290487,352769792489998,528824594126144,528824592126144,
1915181,4,18,4,127,20025,12,1,1.0,,,,,,,,781844152290487,352769794489998,528824658126144,528824655126144,
1852336,4,17,3,31,20201,12,1,1.0,,,,,,,,522586453126144,352769795489998,491757665126144,491757662126144,
1917860,5,18,4,127,20001,13,1,1.0,,,,,,,,942231644290487,352769507489998,942231633290487,942231627290487,
1916222,6,18,4,89,20048,13,1,1.0,,,,,,,,942231682290487,352769508489998,942231670290487,942231665290487,
1915913,5,18,4,89,20043,1,1,1.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,942230693290487,352769509489998,942230685290487,942230683290487,
1915913,5,18,4,89,20043,12,1,1.0,,,,,,,,942230695290487,352769509489998,942230687290487,942230683290487,
1915977,5,18,4,89,20078,1,1,1.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1092698985290487,352769510489998,1092692236290487,1092687314290487,
1915977,5,18,4,89,20078,11,1,1.0,,,,,,,,1092698986290487,352769510489998,1092693072290487,1092687314290487,
1915977,5,18,4,89,20078,13,1,1.0,,,,,,,,1092698361290487,352769510489998,1092695072290487,1092687314290487,
1857667,1,17,3,31,21780,11,1,1.0,,,,,,,,785693222290487,352769514489998,785693217290487,785693214290487,
1856495,1,17,3,31,22840,1,1,0.5222133451,80.0,6.0,0.0,10.0,56.0,34.0,0.0,785695759290487,352769515489998,785695751290487,785695747290487,
1856495,1,17,3,31,22840,14,1,0.5773717332,,,,,,,,785695766290487,352769515489998,785695754290487,785695747290487,
1852379,4,17,3,31,20204,12,2,0.2391913498,,,,,,,,942082280290487,352769516489998,942082265290487,942082258290487,
1852379,4,17,3,31,20204,14,1,1.0,,,,,,,,942082279290487,352769516489998,942082267290487,942082257290487,
1852381,4,17,3,31,20021,11,1,1.0,,,,,,,,942082326290487,352769517489998,942082313290487,942082306290487,
1856986,1,17,3,31,23407,11,1,0.7656676684,,,,,,,,785693251290487,352769519489998,785693239290487,785693233290487,
1856986,1,17,3,31,23407,11,2,0.2343323316,,,,,,,,785693254290487,352769519489998,785693239290487,785693234290487,
1856866,1,17,3,31,23284,1,3,0.0144015189,10.0,5.0,0.0,10.0,0.0,90.0,0.0,785694923290487,352769520489998,785694913290487,785694908290487,
1856866,1,17,3,31,23284,13,1,1.0,,,,,,,,785694929290487,352769520489998,785694916290487,785694906290487,
1857030,1,17,3,31,23471,1,2,0.3064510719,0.0,0.0,30.0,68.0,1.0,1.0,0.0,785698159290487,352769521489998,785698150290487,785698140290487,
1857030,1,17,3,31,23471,13,1,1.0,,,,,,,,785698163290487,352769521489998,785698153290487,785698139290487,
1857032,1,17,3,31,23469,13,1,1.0,,,,,,,,785694227290487,352769522489998,785694217290487,785694207290487,
1855170,1,17,3,31,21988,11,1,1.0,,,,,,,,785697584290487,352769523489998,785697573290487,785697569290487,
1855170,1,17,3,31,21988,12,1,0.2391913498,,,,,,,,785697587290487,352769523489998,785697576290487,785697569290487,
1855170,1,17,3,31,21988,13,1,1.0,,,,,,,,785697585290487,352769523489998,785697574290487,785697569290487,
1857761,1,17,3,31,22009,11,1,0.8513653498,,,,,,,,785693317290487,352769525489998,785693305290487,785693300290487,
1857766,1,17,3,31,22004,1,1,0.5912050665,12.0,0.0,82.0,3.0,5.0,10.0,0.0,785693382290487,352769528489998,785693374290487,785693368290487,
1857766,1,17,3,31,22004,14,3,0.2391913524,,,,,,,,785693392290487,352769528489998,785693378290487,785693370290487,
1857118,1,17,3,31,23545,1,1,1.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,785698181290487,352769529489998,785698173290487,785698171290487,
1857118,1,17,3,31,23545,11,1,1.0,,,,,,,,785698182290487,352769529489998,785698174290487,785698171290487,
1857093,1,17,3,31,23516,11,1,1.0,,,,,,,,785697693290487,352769530489998,785697680290487,785697671290487,
1857093,1,17,3,31,23516,14,1,1.0,,,,,,,,785697696290487,352769530489998,785697683290487,785697671290487,
1857740,1,17,3,31,21949,12,1,1.0,,,,,,,,785696790290487,352769532489998,785696784290487,785696780290487,
1856781,1,17,3,31,23180,12,1,1.0,,,,,,,,522586479126144,352769801489998,478150520489998,478150517489998,
1857694,1,17,3,31,21834,13,1,1.0,,,,,,,,522586490126144,352769803489998,478150582489998,478150576489998,
1859375,1,17,3,31,21803,1,2,0.0775618004,35.0,15.0,5.0,20.0,25.0,50.0,0.0,478150651489998,352769805489998,478150638489998,478150636489998,
1859375,1,17,3,31,21803,1,3,0.4445852567,,,,,,,,478150652489998,352769805489998,478150638489998,478150637489998,
1859375,1,17,3,31,21803,13,1,0.8364547817,,,,,,,,522586499126144,352769805489998,478150640489998,478150635489998,
1856965,1,17,3,31,23428,1,2,0.0750502574,10.0,0.0,0.0,96.0,0.0,4.0,0.0,478150672489998,352769806489998,478150662489998,478150661489998,
1856979,1,17,3,31,23414,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,478150686489998,352769807489998,478150681489998,478150680489998,
1856970,1,17,3,31,23423,14,1,1.0,,,,,,,,522586513126144,352769808489998,478150701489998,478150695489998,
