PLOTID,VISIT_NBR,STATECD,UNITCD,COUNTYCD,RETIRED_PLOT,SUBP,CENTER_CONDID,REMAINING_CONDID,SUBP_STATUS_CD,SUBP_NONSAMPLE_REASN_CD,SLOPE,ASPECT,WATER_DEPTH,CN,PLT_CN,CENTER_CND_CN,REMAINING_CND_CN,PREV_PLT_CN
1857907,1,17,3,31,22182,14,1,1,2,,,,0.0,785697112290487,352769605489998,785697101290487,,
1857977,1,17,3,31,22301,13,1,1,2,,,,0.0,785695215290487,352769606489998,785695205290487,,
1852335,4,17,3,31,20130,14,1,1,2,,,,0.0,785697719290487,352769609489998,785697708290487,,
1856932,1,17,3,31,23326,12,1,1,4,2.0,,,,785698769290487,352769610489998,785698762290487,,
1856932,1,17,3,31,23326,13,1,1,4,2.0,,,,785698770290487,352769610489998,785698762290487,,
1856929,1,17,3,31,23329,1,1,1,2,,,,0.0,785698791290487,352769611489998,785698785290487,785698785290487.0,
1856929,1,17,3,31,23329,11,1,1,2,,,,0.0,785698792290487,352769611489998,785698785290487,,
1855532,1,17,3,31,23387,11,1,1,2,,,,0.0,785698840290487,352769613489998,785698834290487,,
1855532,1,17,3,31,23387,12,1,1,2,,,,0.0,785698841290487,352769613489998,785698834290487,,
1854669,1,17,3,31,23592,1,1,1,2,,,,0.0,785693645290487,352769614489998,785693638290487,785693638290487.0,
1857337,1,17,3,31,23825,12,1,1,2,,,,0.0,785697757290487,352769615489998,785697750290487,,
1852352,4,17,3,31,20202,14,1,1,2,,,,0.0,785698864290487,352769616489998,785698859290487,,
1852353,4,17,3,31,20022,11,1,1,2,,,,0.0,785693716290487,352769618489998,785693711290487,,
1852353,4,17,3,31,20022,13,1,1,2,,,,0.0,785693718290487,352769618489998,785693711290487,,
1852430,4,17,3,31,20065,14,1,1,2,,,,0.0,785698898290487,352769619489998,785698891290487,,
1852364,4,17,3,31,20006,13,1,1,1,,2.0,0.0,0.0,785695319290487,352769620489998,785695313290487,,
1852364,4,17,3,31,20006,14,1,1,1,,2.0,0.0,0.0,785695320290487,352769620489998,785695313290487,,
1837455,4,17,3,197,20165,1,1,1,2,,,,0.0,785695426290487,352769621489998,785695423290487,785695423290487.0,
1852446,4,17,3,31,20030,13,1,1,2,,,,0.0,785698922290487,352769623489998,785698917290487,,
1852426,4,17,3,31,20011,11,1,1,1,,2.0,0.0,0.0,785696049290487,352769627489998,785696041290487,,
1796370,4,17,3,97,20072,1,1,1,2,,,,0.0,785697872290487,352769628489998,785697870290487,785697870290487.0,
1796370,4,17,3,97,20072,12,1,1,2,,,,0.0,785697874290487,352769628489998,785697870290487,,
1796336,4,17,3,97,20008,1,1,1,3,,,,0.0,785698939290487,352769629489998,785698938290487,785698938290487.0,
1796304,4,17,3,97,20088,14,1,1,2,,,,0.0,785695479290487,352769630489998,785695473290487,,
1796355,4,17,3,97,29990,12,1,1,2,,,,0.0,785697183290487,352769632489998,785697179290487,,
1853021,4,17,3,43,20002,13,1,1,2,,,,0.0,785697206290487,352769635489998,785697200290487,,
1837573,4,17,3,197,20140,11,1,1,2,,,,0.0,785693801290487,352769638489998,785693797290487,,
1837573,4,17,3,197,20140,13,1,1,2,,,,0.0,785693803290487,352769638489998,785693797290487,,
1797360,4,17,3,111,20072,13,1,1,2,,,,0.0,785697235290487,352769639489998,785697230290487,,
1796379,4,17,3,97,20031,14,1,1,2,,,,0.0,785697901290487,352769640489998,785697894290487,,
1853030,4,17,3,43,20009,11,1,1,1,,0.0,0.0,0.0,785695548290487,352769644489998,785695545290487,,
1853030,4,17,3,43,20009,12,1,1,1,,0.0,0.0,0.0,785695549290487,352769644489998,785695545290487,,
1853044,4,17,3,43,20014,14,1,1,1,,2.0,0.0,0.0,785699030290487,352769645489998,785699021290487,,
1797328,4,17,3,111,20065,14,1,1,2,,,,0.0,785696276290487,352769648489998,785696269290487,,
1796129,4,17,3,93,20033,11,1,1,2,,,,0.0,785698397290487,352769650489998,785698391290487,,
1796129,4,17,3,93,20033,12,1,1,2,,,,0.0,785698398290487,352769650489998,785698391290487,,
1837534,4,17,3,197,20021,11,1,1,2,,,,0.0,785694527290487,352769651489998,785694523290487,,
1915891,4,18,4,89,20164,11,1,1,4,2.0,,,,785694562290487,352769653489998,785694559290487,,
1915891,4,18,4,89,20164,13,1,1,4,2.0,,,,785694564290487,352769653489998,785694559290487,,
1856854,1,17,3,31,23296,1,1,1,2,,,,0.0,707806649126144,352769664489998,707806643126144,707806643126144.0,
1857043,1,17,3,31,23512,1,1,1,2,,,,0.0,707807315126144,352769665489998,707807312126144,707807312126144.0,
1852391,4,17,3,31,20027,12,1,1,2,,,,0.0,707806691126144,352769666489998,707806685126144,,
1856994,1,17,3,31,23453,1,1,1,2,,,,0.0,707805198126144,352769668489998,707805189126144,707805189126144.0,
1856994,1,17,3,31,23453,11,1,1,2,,,,0.0,707805199126144,352769668489998,707805189126144,,
1852395,4,17,3,31,20114,14,1,1,2,,,,0.0,707805570126144,352769672489998,707805562126144,,
1857771,1,17,3,31,22053,12,1,1,2,,,,0.0,707806160126144,352769673489998,707806153126144,,
1857101,1,17,3,31,23562,1,1,1,2,,,,0.0,707807333126144,352769675489998,707807332126144,707807332126144.0,
1857070,1,17,3,31,23539,11,1,1,2,,,,0.0,707807088126144,352769677489998,707807077126144,,
1857070,1,17,3,31,23539,14,1,1,2,,,,0.0,707807091126144,352769677489998,707807077126144,,
1857806,1,17,3,31,22075,13,1,1,2,,,,0.0,707805313126144,352769680489998,707805304126144,,
1857819,1,17,3,31,22062,13,1,1,2,,,,0.0,707805600126144,352769681489998,707805595126144,,
1857128,1,17,3,31,23616,1,1,1,2,,,,0.0,707805623126144,352769685489998,707805622126144,707805622126144.0,
1857128,1,17,3,31,23616,12,1,1,2,,,,0.0,707805625126144,352769685489998,707805622126144,,
1855295,1,17,3,31,24545,12,1,1,2,,,,0.0,707805856126144,352769686489998,707805853126144,,
1855295,1,17,3,31,24545,13,1,1,2,,,,0.0,707805857126144,352769686489998,707805853126144,,
1852496,4,17,3,31,20164,1,1,1,2,,,,0.0,707807111126144,352769687489998,707807110126144,707807110126144.0,
1852496,4,17,3,31,20164,11,1,1,2,,,,0.0,707807112126144,352769687489998,707807110126144,,
1852496,4,17,3,31,20164,14,1,1,2,,,,0.0,707807115126144,352769687489998,707807110126144,,
1855301,1,17,3,31,24539,12,1,1,2,,,,0.0,707805873126144,352769688489998,707805870126144,,
1852460,4,17,3,31,20001,13,1,1,1,,3.0,0.0,0.0,707807356126144,352769691489998,707807349126144,,
1469843,6,55,5,59,20094,12,1,1,2,,,,0.0,478152648489998,923417,478152644489998,,
1469863,5,55,5,59,20261,13,1,1,2,,,,0.0,478152666489998,923462,478152662489998,,
1469621,5,55,5,59,20042,12,1,1,2,,,,0.0,491757691126144,923565,491757688126144,,
1469784,5,55,5,59,20076,13,1,1,2,,,,0.0,785696359290487,923575,785696352290487,,
1469663,6,55,5,59,20034,14,1,1,2,,,,0.0,785693879290487,923576,785693870290487,,
1469919,4,55,5,59,20011,12,1,1,2,,,,0.0,505940846126144,923671,505940842126144,,
1468979,1,55,5,59,22118,12,1,1,2,,,,0.0,491757788126144,923672,491757784126144,,
1467767,1,55,5,59,21512,12,1,1,2,,,,0.0,491757808126144,923673,491757805126144,,
1469468,1,55,5,59,22287,14,1,1,2,,,,0.0,491757836126144,923674,491757831126144,,
1469153,1,55,5,59,22205,12,1,1,4,2.0,,,,707807274126144,923686,707807270126144,,
1467887,1,55,5,59,21572,12,1,1,2,,,,0.0,707805472126144,923688,707805467126144,,
1467909,1,55,5,59,21583,11,1,1,1,,2.0,0.0,0.0,707805038126144,923689,707805034126144,,
1467909,1,55,5,59,21583,12,1,1,1,,2.0,0.0,0.0,707805039126144,923689,707805034126144,,
1467945,1,55,5,59,21601,12,1,1,2,,,,0.0,707807292126144,923690,707807288126144,,
1469881,4,55,5,59,20272,1,1,1,2,,,,0.0,785698006290487,923692,785697999290487,785697999290487.0,
1469478,1,55,5,59,22292,13,1,1,2,,,,0.0,785694655290487,923693,785694646290487,,
1467849,1,55,5,59,21553,12,1,1,2,,,,0.0,785692883290487,923694,785692876290487,,
1467849,1,55,5,59,21553,14,1,1,2,,,,0.0,785692884290487,923694,785692876290487,,
1468181,1,55,5,59,21719,12,1,1,2,,,,0.0,785692978290487,923697,785692974290487,,
1469103,1,55,5,59,22180,12,1,1,2,,,,0.0,785697287290487,923699,785697279290487,,
1469103,1,55,5,59,22180,14,1,1,2,,,,0.0,785697289290487,923699,785697279290487,,
1469838,5,55,5,59,20025,11,1,1,1,,2.0,0.0,0.3,942084737290487,924013,942084734290487,,
1468101,1,55,5,59,21679,12,1,1,2,,,,0.0,942083814290487,924131,942083808290487,,
1469927,4,55,5,59,20071,13,1,1,2,,,,0.0,942165010290487,924135,942165000290487,,
1469307,1,55,5,59,22221,14,1,1,2,,,,0.0,942163487290487,924136,942163480290487,,
1469866,5,55,5,59,20263,12,1,1,2,,,,0.0,1287189414290487,924140,1287189299290487,,
1467826,1,55,5,59,21541,13,1,1,2,,,,0.0,1287177479290487,924143,1287177472290487,,
1468516,1,55,5,59,21886,11,2,2,2,,,,0.0,1287174814290487,924144,1287174807290487,,
1854646,1,17,3,31,23237,1,1,1,2,,,,0.0,785693010290487,352769389489998,785693006290487,785693006290487.0,
1854646,1,17,3,31,23237,13,1,1,2,,,,0.0,785693013290487,352769389489998,785693006290487,,
1854646,1,17,3,31,23237,14,1,1,2,,,,0.0,785693014290487,352769389489998,785693006290487,,
1856813,1,17,3,31,23202,1,1,1,2,,,,0.0,785698475290487,352769390489998,785698468290487,785698468290487.0,
1856813,1,17,3,31,23202,13,1,1,2,,,,0.0,785698478290487,352769390489998,785698468290487,,
1857679,1,17,3,31,21849,12,1,1,2,,,,0.0,785695668290487,352769391489998,785695657290487,,
1857679,1,17,3,31,21849,13,1,1,2,,,,0.0,785695669290487,352769391489998,785695657290487,,
1852325,4,17,3,31,20082,12,1,1,2,,,,0.0,1287852359290487,352769393489998,1287852350290487,,
1852325,4,17,3,31,20082,14,1,1,2,,,,0.0,1287852361290487,352769393489998,1287852350290487,,
1856829,1,17,3,31,23267,14,1,1,2,,,,0.0,785696459290487,352769397489998,785696453290487,,
1859354,1,17,3,31,21824,14,1,1,2,,,,0.0,785698536290487,352769398489998,785698530290487,,
1856981,1,17,3,31,23412,11,1,1,2,,,,0.0,785693068290487,352769399489998,785693064290487,,
1856989,1,17,3,31,23458,11,2,2,2,,,,0.0,785693976290487,352769401489998,785693966290487,,
1857076,1,17,3,31,23533,13,1,1,2,,,,0.0,785694011290487,352769403489998,785694002290487,,
1857898,1,17,3,31,22191,13,1,1,2,,,,0.0,785693177290487,352769406489998,785693172290487,,
1857898,1,17,3,31,22191,12,2,2,2,,,,0.0,785693179290487,352769406489998,785693173290487,,
1852476,4,17,3,31,20031,13,1,1,2,,,,0.0,1287855508290487,352769408489998,1287855264290487,,
1856897,1,17,3,31,23307,12,1,1,2,,,,0.0,785697470290487,352769411489998,785697460290487,,
1855302,1,17,3,31,24538,13,1,1,2,,,,0.0,785696527290487,352769412489998,785696522290487,,
1852360,4,17,3,31,20143,1,1,1,2,,,,0.0,1287852608290487,352769414489998,1287852606290487,1287852606290487.0,
1837462,4,17,3,197,20107,13,1,1,2,,,,0.0,1287855505290487,352769417489998,1287855254290487,,
1796293,4,17,3,97,20085,1,1,1,1,,0.0,0.0,0.0,1287853326290487,352769419489998,1287853323290487,1287853323290487.0,
1796316,4,17,3,97,20017,12,1,1,2,,,,0.0,1287856305290487,352769421489998,1287855260290487,,
1796316,4,17,3,97,20017,11,1,1,2,,,,0.0,1287856317290487,352769421489998,1287855260290487,,
1796349,4,17,3,97,20068,11,1,1,2,,,,0.0,1287852390290487,352769422489998,1287852383290487,,
1796349,4,17,3,97,20068,13,2,2,2,,,,0.0,1287852393290487,352769422489998,1287852384290487,,
1852368,4,17,3,31,20079,13,1,1,2,,,,0.0,1287852431290487,352769423489998,1287852424290487,,
1795876,4,17,3,89,20006,14,1,1,2,,,,0.0,1287853892290487,352769426489998,1287853886290487,,
1852987,4,17,3,43,20047,13,1,1,2,,,,0.0,1287852457290487,352769428489998,1287852452290487,,
1797324,8,17,3,111,20114,1,1,1,2,,,,0.0,1287856544290487,352769431489998,1287855261290487,1287855261290487.0,
1853000,4,17,3,43,20027,14,1,1,2,,,,0.0,1287853951290487,352769434489998,1287853945290487,,
1853027,4,17,3,43,20053,11,1,1,4,2.0,,,,1287854080290487,352769437489998,1287854077290487,,
1837539,4,17,3,197,20162,12,1,1,2,,,,0.0,1287853092290487,352769439489998,1287853086290487,,
1837530,4,17,3,197,20068,13,1,1,2,,,,0.0,1287855510290487,352769440489998,1287855255290487,,
1837509,4,17,3,197,20084,12,1,1,2,,,,0.0,1287854283290487,352769441489998,1287854275290487,,
1916239,5,18,4,89,20090,13,1,1,2,,,,0.0,1287852511290487,352769444489998,1287852502290487,,
1917627,5,18,4,127,20118,12,1,1,2,,,,0.0,1287856296290487,352769445489998,1287855259290487,,
1915895,5,18,4,89,20113,1,1,1,1,,0.0,0.0,0.0,1287853138290487,352769446489998,1287853135290487,1287853135290487.0,
1856817,1,17,3,31,23198,12,1,1,2,,,,0.0,785698604290487,352769451489998,785698598290487,,
1856817,1,17,3,31,23198,14,1,1,2,,,,0.0,785698606290487,352769451489998,785698598290487,,
1857666,1,17,3,31,21781,13,1,1,2,,,,0.0,785698640290487,352769452489998,785698635290487,,
1856845,1,17,3,31,23251,13,1,1,2,,,,0.0,785696547290487,352769453489998,785696541290487,,
1857014,1,17,3,31,23487,13,1,1,2,,,,0.0,785698657290487,352769457489998,785698652290487,,
1852399,5,17,3,31,20038,1,1,1,2,,,,0.0,942211565290487,352769458489998,942211564290487,942211564290487.0,
1852399,5,17,3,31,20038,11,1,1,2,,,,0.0,942211566290487,352769458489998,942211564290487,,
1857088,1,17,3,31,23521,12,1,1,2,,,,0.0,785698674290487,352769460489998,785698670290487,,
1852338,4,17,3,31,20142,12,1,1,2,,,,0.0,942212178290487,352769461489998,942212171290487,,
1857724,1,17,3,31,21965,14,2,2,2,,,,0.0,785698065290487,352769462489998,785698059290487,,
1856920,1,17,3,31,23338,11,1,1,4,2.0,,,,785697523290487,352769467489998,785697516290487,,
1856952,1,17,3,31,23360,14,1,1,2,,,,0.0,785697549290487,352769468489998,785697540290487,,
1857338,1,17,3,31,23824,11,1,1,2,,,,0.0,785698107290487,352769471489998,785698100290487,,
1857338,1,17,3,31,23824,12,1,1,2,,,,0.0,785698108290487,352769471489998,785698100290487,,
1857338,1,17,3,31,23824,13,1,1,2,,,,0.0,785698109290487,352769471489998,785698100290487,,
1852359,4,17,3,31,20203,11,2,2,2,,,,0.0,942212663290487,352769474489998,942212657290487,,
1837453,4,17,3,197,20077,14,1,1,2,,,,0.0,942212204290487,352769475489998,942212196290487,,
1852507,4,17,3,31,20070,14,1,1,2,,,,0.0,942210896290487,352769479489998,942210890290487,,
1837448,4,17,3,197,20043,1,1,1,2,,,,0.0,942211292290487,352769482489998,942211290290487,942211290290487.0,
1837448,4,17,3,197,20043,12,1,1,2,,,,0.0,942211294290487,352769482489998,942211290290487,,
1852431,4,17,3,31,20097,11,1,1,2,,,,0.0,942212099290487,352769483489998,942212093290487,,
1852431,4,17,3,31,20097,12,1,1,2,,,,0.0,942212100290487,352769483489998,942212093290487,,
1796297,4,17,3,97,20007,12,1,1,2,,,,0.0,1092694363290487,352769485489998,1092687262290487,,
1796297,4,17,3,97,20007,13,1,1,2,,,,0.0,1092695070290487,352769485489998,1092687262290487,,
1796297,4,17,3,97,20007,14,1,1,2,,,,0.0,1092695691290487,352769485489998,1092687262290487,,
1796297,4,17,3,97,20007,1,1,1,2,,,,0.0,1092692156290487,352769485489998,1092687262290487,1092687262290487.0,
1796297,4,17,3,97,20007,11,1,1,2,,,,0.0,1092692929290487,352769485489998,1092687262290487,,
1852375,4,17,3,31,20046,1,1,1,2,,,,0.0,942212758290487,352769488489998,942212754290487,942212754290487.0,
1852375,4,17,3,31,20046,14,1,1,2,,,,0.0,942212762290487,352769488489998,942212754290487,,
1795838,4,17,3,89,20052,12,1,1,1,,0.0,0.0,0.0,942211614290487,352769490489998,942211611290487,,
1853001,4,17,3,43,20201,1,1,1,2,,,,0.0,942212233290487,352769491489998,942212228290487,942212228290487.0,
1795828,4,17,3,89,20099,12,1,1,2,,,,0.0,942211065290487,352769492489998,942211060290487,,
1796345,4,17,3,97,20075,11,1,1,3,,,,0.0,1092693135290487,352769496489998,1092687117290487,,
1796338,4,17,3,97,20009,1,1,1,3,,,,0.0,1092692112290487,352769497489998,1092687098290487,1092687098290487.0,
1796356,4,17,3,97,20060,11,1,1,2,,,,1.9,942211412290487,352769498489998,942211409290487,,
1852467,8,17,3,31,20098,1,1,1,1,,2.0,0.0,0.0,942211730290487,352769499489998,942211729290487,942211729290487.0,
1852467,8,17,3,31,20098,13,1,1,1,,2.0,0.0,0.0,942211733290487,352769499489998,942211729290487,,
1852467,8,17,3,31,20098,14,1,1,1,,2.0,0.0,0.0,942211734290487,352769499489998,942211729290487,,
1837508,4,17,3,197,20055,13,1,1,2,,,,0.0,1092694980290487,352769503489998,1092687099290487,,
1837508,4,17,3,197,20055,1,1,1,2,,,,0.0,1092692199290487,352769503489998,1092687099290487,1092687099290487.0,
1795882,4,17,3,89,20042,11,1,1,1,,0.0,0.0,0.0,942211797290487,352769505489998,942211795290487,,
1917860,5,18,4,127,20001,12,1,1,2,,,,0.0,942231632290487,352769507489998,942231627290487,,
1917860,5,18,4,127,20001,14,1,1,2,,,,0.0,942231634290487,352769507489998,942231627290487,,
1916222,6,18,4,89,20048,12,1,1,2,,,,0.0,942231669290487,352769508489998,942231665290487,,
1915913,5,18,4,89,20043,11,1,1,2,,,,0.0,942230686290487,352769509489998,942230683290487,,
1856495,1,17,3,31,22840,11,1,1,2,,,,0.0,785695752290487,352769515489998,785695747290487,,
1852379,4,17,3,31,20204,13,1,1,2,,,,0.0,942082266290487,352769516489998,942082257290487,,
1856986,1,17,3,31,23407,1,1,1,2,,,,0.0,785693238290487,352769519489998,785693233290487,785693233290487.0,
1856986,1,17,3,31,23407,12,1,1,2,,,,0.0,785693240290487,352769519489998,785693233290487,,
1857032,1,17,3,31,23469,12,1,1,2,,,,0.0,785694216290487,352769522489998,785694207290487,,
1855170,1,17,3,31,21988,13,1,1,2,,,,0.0,785697574290487,352769523489998,785697569290487,,
1855170,1,17,3,31,21988,12,2,2,2,,,,0.0,785697576290487,352769523489998,785697570290487,,
1857013,1,17,3,31,23434,12,1,1,2,,,,0.0,785697626290487,352769524489998,785697617290487,,
1857761,1,17,3,31,22009,12,2,2,2,,,,0.0,785693308290487,352769525489998,785693301290487,,
1857118,1,17,3,31,23545,12,1,1,2,,,,0.0,785698175290487,352769529489998,785698171290487,,
1857118,1,17,3,31,23545,13,1,1,2,,,,0.0,785698176290487,352769529489998,785698171290487,,
1852340,4,17,3,31,20124,13,1,1,2,,,,0.0,942083296290487,352769533489998,942083289290487,,
1857904,1,17,3,31,22185,11,1,1,2,,,,0.0,785695876290487,352769534489998,785695869290487,,
1855672,1,17,3,31,22166,12,1,1,2,,,,0.0,785696804290487,352769535489998,785696799290487,,
1856927,1,17,3,31,23331,1,1,1,2,,,,0.0,785693421290487,352769536489998,785693415290487,785693415290487.0,
1856927,1,17,3,31,23331,12,1,1,2,,,,0.0,785693423290487,352769536489998,785693415290487,,
1856914,1,17,3,31,23344,14,1,1,1,,2.0,0.0,0.0,785696877290487,352769538489998,785696870290487,,
1855516,1,17,3,31,23403,1,1,1,1,,3.0,0.0,0.0,785694951290487,352769539489998,785694945290487,785694946290487.0,
1855305,1,17,3,31,24535,1,1,1,2,,,,0.0,785694249290487,352769540489998,785694247290487,785694247290487.0,
1857096,1,17,3,31,23567,11,1,1,2,,,,0.0,785698202290487,352769542489998,785698195290487,,
1857098,1,17,3,31,23565,12,2,2,2,,,,0.0,785693463290487,352769543489998,785693456290487,,
1852356,4,17,3,31,20168,13,1,1,2,,,,0.0,1092694707290487,352769544489998,1092686605290487,,
1852492,4,17,3,31,20094,14,1,1,2,,,,3.0,942082407290487,352769551489998,942082400290487,,
1796295,5,17,3,97,20016,13,1,1,2,,,,0.0,942082467290487,352769552489998,942082461290487,,
1852437,4,17,3,31,20131,11,1,1,2,,,,0.0,942084870290487,352769555489998,942084864290487,,
1856903,1,17,3,31,23301,11,1,1,2,,,,0.0,491758824126144,352769752489998,491758821126144,,
1852374,4,17,3,31,20055,1,1,1,2,,,,0.0,491758872126144,352769754489998,491758871126144,491758871126144.0,
1852493,4,17,3,31,20105,12,1,1,2,,,,0.0,491758912126144,352769756489998,491758909126144,,
1852493,4,17,3,31,20105,14,1,1,2,,,,0.0,491758914126144,352769756489998,491758909126144,,
1852479,4,17,3,31,20133,13,1,1,1,,6.0,23.0,0.0,491758926126144,352769757489998,491758922126144,,
1852357,4,17,3,31,20116,13,1,1,1,,5.0,191.0,0.0,491759038126144,352769758489998,491759034126144,,
1852425,4,17,3,31,20183,14,1,1,2,,,,0.0,491759142126144,352769759489998,491759137126144,,
1837441,4,17,3,197,20156,1,1,1,4,2.0,,,,491759209126144,352769762489998,491759208126144,491759208126144.0,
1852509,4,17,3,31,20090,1,1,1,2,,,,0.0,491759223126144,352769763489998,491759222126144,491759222126144.0,
1852509,4,17,3,31,20090,13,1,1,2,,,,0.0,491759226126144,352769763489998,491759222126144,,
1796291,4,17,3,97,20032,14,1,1,2,,,,0.0,491759252126144,352769764489998,491759247126144,,
1796313,4,17,3,97,20021,12,1,1,2,,,,0.0,491759269126144,352769765489998,491759266126144,,
1852370,5,17,3,31,20112,1,1,1,2,,,,0.0,491759306126144,352769766489998,491759305126144,491759305126144.0,
1796377,4,17,3,97,20200,12,1,1,3,,,,0.0,491759480126144,352769768489998,491759477126144,,
1796377,4,17,3,97,20200,14,1,1,3,,,,0.0,491759482126144,352769768489998,491759477126144,,
1852999,4,17,3,43,20049,12,1,1,2,,,,0.0,491759545126144,352769771489998,491759542126144,,
1852999,4,17,3,43,20049,13,1,1,2,,,,0.0,491759546126144,352769771489998,491759542126144,,
1852993,4,17,3,43,20011,1,1,1,2,,,,0.0,491759588126144,352769772489998,491759587126144,491759587126144.0,
1853019,4,17,3,43,20045,14,1,1,2,,,,0.0,491759605126144,352769773489998,491759600126144,,
1837445,4,17,3,197,20088,11,1,1,1,,6.0,158.0,0.0,491757120126144,352769774489998,491757118126144,,
1837561,4,17,3,197,20017,12,2,2,2,,,,0.0,491757248126144,352769775489998,491757243126144,,
1796329,4,17,3,97,20029,13,1,1,4,2.0,,,,491757298126144,352769777489998,491757294126144,,
1795837,4,17,3,89,20002,12,1,1,2,,,,0.0,491757347126144,352769780489998,491757343126144,,
1853035,4,17,3,43,20024,14,1,1,2,,,,0.8,491757432126144,352769782489998,491757427126144,,
1837515,4,17,3,197,20011,14,1,1,2,,,,0.0,491757448126144,352769783489998,491757443126144,,
1857721,1,17,3,31,21968,14,1,1,2,,,,0.0,478151163489998,352769823489998,478151152489998,,
1855684,1,17,3,31,22154,1,1,1,3,,,,0.0,478151187489998,352769824489998,478151186489998,478151186489998.0,
1855684,1,17,3,31,22154,13,1,1,3,,,,0.0,478151190489998,352769824489998,478151186489998,,
1856790,1,17,3,31,23171,1,1,1,2,,,,0.0,478151202489998,352769825489998,478151200489998,478151200489998.0,
1856790,1,17,3,31,23171,14,1,1,2,,,,0.0,478151206489998,352769825489998,478151200489998,,
1856933,1,17,3,31,23379,13,1,1,2,,,,0.0,478151239489998,352769826489998,478151234489998,,
1854673,1,17,3,31,23588,14,1,1,2,,,,0.0,478151273489998,352769827489998,478151268489998,,
1855296,1,17,3,31,24544,14,1,1,2,,,,0.0,478151293489998,352769828489998,478151287489998,,
1852459,5,17,3,31,20051,13,1,1,2,,,,0.0,478151486489998,352769833489998,478151481489998,,
1852402,4,17,3,31,20005,12,1,1,2,,,,0.0,478151515489998,352769834489998,478151511489998,,
1852410,5,17,3,31,20085,13,1,1,2,,,,0.0,478151601489998,352769836489998,478151597489998,,
1796375,4,17,3,97,20011,11,1,1,2,,,,0.0,478151658489998,352769839489998,478151655489998,,
1796340,4,17,3,97,20080,12,1,1,1,,10.0,265.0,0.0,478151752489998,352769840489998,478151747489998,,
1852373,4,17,3,31,20023,1,1,1,2,,,,0.0,478151822489998,352769841489998,478151821489998,478151821489998.0,
1852373,4,17,3,31,20023,13,1,1,2,,,,0.0,478151825489998,352769841489998,478151821489998,,
1796372,4,17,3,97,20061,11,1,1,1,,0.0,0.0,0.0,478151904489998,352769843489998,478151902489998,,
1796321,4,17,3,97,20053,1,1,1,3,,,,0.0,478151941489998,352769845489998,478151940489998,478151940489998.0,
1796321,4,17,3,97,20053,14,1,1,3,,,,0.0,478151945489998,352769845489998,478151940489998,,
1853009,4,17,3,43,20202,1,1,1,1,,11.0,142.0,0.0,478152041489998,352769848489998,478152040489998,478152040489998.0,
1853009,4,17,3,43,20202,13,1,1,1,,11.0,142.0,0.0,478152044489998,352769848489998,478152040489998,,
1797337,4,17,3,111,20061,1,1,1,2,,,,0.0,478152242489998,352769854489998,478152240489998,478152240489998.0,
1853048,5,17,3,43,20039,12,1,1,3,,,,4.0,478152311489998,352769857489998,478152308489998,,
1795928,5,17,3,89,20061,1,1,1,2,,,,0.0,478152376489998,352769859489998,478152374489998,478152374489998.0,
1797331,6,17,3,111,20201,1,1,1,2,,,,0.0,478152414489998,352769861489998,478152413489998,478152413489998.0,
1915163,5,18,4,127,20116,1,1,1,2,,,,0.0,478152446489998,352769862489998,478152444489998,478152445489998.0,
1915163,5,18,4,127,20116,13,1,1,2,,,,0.0,478152448489998,352769862489998,478152444489998,,
1915163,5,18,4,127,20116,14,1,1,2,,,,0.0,478152449489998,352769862489998,478152444489998,,
1854651,2,17,3,31,23232,13,2,2,2,,,,0.0,942083687290487,559740535126144,942083678290487,,352769800489998.0
1856965,2,17,3,31,23428,1,1,1,2,,,,0.0,942083188290487,559740553126144,942083185290487,942083185290487.0,352769806489998.0
1856965,2,17,3,31,23428,12,1,1,2,,,,0.0,942083190290487,559740553126144,942083185290487,,352769806489998.0
1857074,2,17,3,31,23535,11,1,1,2,,,,0.0,942085088290487,559740559126144,942085084290487,,352769817489998.0
1796095,4,17,3,93,20009,13,1,1,2,,,,0.0,491757548126144,352769786489998,491757544126144,,
1837522,4,17,3,197,20202,12,1,1,2,,,,0.0,491757586126144,352769788489998,491757583126144,,
1915887,4,18,4,89,20086,14,1,1,2,,,,0.0,528824626126144,352769790489998,528824621126144,,
1915950,4,18,4,89,20056,11,3,3,1,,0.0,0.0,0.0,528824554126144,352769791489998,528824549126144,,
1917629,4,18,4,89,20011,1,1,1,2,,,,0.0,528824593126144,352769792489998,528824592126144,528824592126144.0,
1916233,4,18,4,89,20152,11,1,1,2,,,,0.0,528824642126144,352769793489998,528824640126144,,
1915181,4,18,4,127,20025,1,1,1,2,,,,0.0,528824656126144,352769794489998,528824655126144,528824655126144.0,
1856781,1,17,3,31,23180,12,1,1,2,,,,0.0,478150520489998,352769801489998,478150517489998,,
1857696,1,17,3,31,21832,13,1,1,2,,,,0.0,478150613489998,352769804489998,478150608489998,,
1857696,1,17,3,31,21832,14,1,1,2,,,,0.0,478150614489998,352769804489998,478150608489998,,
1856979,1,17,3,31,23414,11,1,1,3,,,,0.0,478150682489998,352769807489998,478150680489998,,
1857067,1,17,3,31,23488,12,1,1,2,,,,0.0,478150842489998,352769812489998,478150838489998,,
1857773,1,17,3,31,22051,14,1,1,2,,,,0.0,478150883489998,352769813489998,478150878489998,,
1852330,4,17,3,31,20109,11,1,1,2,,,,0.0,478150919489998,352769815489998,478150917489998,,
