PLOTID,VISIT_NBR,STATECD,UNITCD,COUNTYCD,RETIRED_PLOT,SUBP,CENTER_CONDID,REMAINING_CONDID,SUBP_STATUS_CD,SUBP_NONSAMPLE_REASN_CD,SLOPE,ASPECT,WATER_DEPTH,CN,PLT_CN,CENTER_CND_CN,REMAINING_CND_CN,PREV_PLT_CN
1469307,1,55,5,59,22221,13,1,1,2,,,,0.0,942163486290487,924136,942163480290487,,
1469866,5,55,5,59,20263,1,1,1,2,,,,0.0,1287189325290487,924140,1287189299290487,1287189299290487.0,
1468516,1,55,5,59,21886,14,1,1,2,,,,0.0,1287174813290487,924144,1287174806290487,,
1856807,1,17,3,31,23208,13,1,1,2,,,,0.0,785696439290487,352769387489998,785696431290487,,
1856813,1,17,3,31,23202,12,1,1,2,,,,0.0,785698477290487,352769390489998,785698468290487,,
1857679,1,17,3,31,21849,14,1,1,2,,,,0.0,785695670290487,352769391489998,785695657290487,,
1856836,1,17,3,31,23260,1,1,1,2,,,,0.0,785695694290487,352769392489998,785695693290487,785695693290487.0,
1856863,1,17,3,31,23287,1,1,1,2,,,,0.0,785695722290487,352769395489998,785695716290487,785695716290487.0,
1857039,1,17,3,31,23462,1,1,1,2,,,,0.0,785693126290487,352769400489998,785693115290487,785693115290487.0,
1857898,1,17,3,31,22191,11,1,1,2,,,,0.0,785693176290487,352769406489998,785693172290487,,
1857120,1,17,3,31,23543,1,1,1,2,,,,0.0,785694756290487,352769407489998,785694754290487,785694754290487.0,
1857120,1,17,3,31,23543,11,1,1,2,,,,0.0,785694757290487,352769407489998,785694754290487,,
1856897,1,17,3,31,23307,14,1,1,2,,,,0.0,785697472290487,352769411489998,785697460290487,,
1852398,4,17,3,31,20104,13,1,1,2,,,,0.0,1287852804290487,352769413489998,1287852796290487,,
1852428,4,17,3,31,20184,13,1,1,2,,,,0.0,1287854226290487,352769415489998,1287854220290487,,
1852362,4,17,3,31,20100,1,1,1,2,,,,0.0,1287852831290487,352769416489998,1287852826290487,1287852826290487.0,
1852385,4,17,3,31,20049,1,1,1,2,,,,0.0,1287853676290487,352769418489998,1287853674290487,1287853674290487.0,
1852385,4,17,3,31,20049,12,1,1,2,,,,0.0,1287853678290487,352769418489998,1287853674290487,,
1796293,4,17,3,97,20085,11,1,1,1,,0.0,0.0,0.0,1287853327290487,352769419489998,1287853323290487,,
1852455,4,17,3,31,20123,13,1,1,1,,7.0,345.0,0.0,1287853834290487,352769424489998,1287853826290487,,
1853004,4,17,3,43,20036,14,1,1,1,,0.0,0.0,0.0,1287852886290487,352769425489998,1287852878290487,,
1852987,4,17,3,43,20047,1,1,1,2,,,,0.0,1287852454290487,352769428489998,1287852452290487,1287852452290487.0,
1852987,4,17,3,43,20047,12,1,1,2,,,,0.0,1287852456290487,352769428489998,1287852452290487,,
1852987,4,17,3,43,20047,14,1,1,2,,,,0.0,1287852458290487,352769428489998,1287852452290487,,
1797324,8,17,3,111,20114,14,1,1,2,,,,0.0,1287855392290487,352769431489998,1287855261290487,,
1797324,8,17,3,111,20114,12,1,1,2,,,,0.0,1287856297290487,352769431489998,1287855261290487,,
1796323,4,17,3,97,20010,1,1,1,2,,,,0.0,1287853284290487,352769432489998,1287853279290487,1287853280290487.0,
1853000,4,17,3,43,20027,13,1,1,2,,,,0.0,1287853950290487,352769434489998,1287853945290487,,
1795839,4,17,3,89,20028,11,1,1,1,,9.0,240.0,0.0,1287853972290487,352769435489998,1287853966290487,,
1795839,4,17,3,89,20028,12,1,1,1,,9.0,240.0,0.0,1287853973290487,352769435489998,1287853966290487,,
1795839,4,17,3,89,20028,13,1,1,1,,9.0,240.0,0.0,1287853974290487,352769435489998,1287853966290487,,
1853007,4,17,3,43,20022,12,1,1,2,,,,0.0,1287853020290487,352769436489998,1287853014290487,,
1853027,4,17,3,43,20053,12,1,1,4,2.0,,,,1287854081290487,352769437489998,1287854077290487,,
1853041,9,17,3,43,20005,13,2,2,2,,,,0.0,1287853062290487,352769438489998,1287853055290487,,
1837539,4,17,3,197,20162,11,1,1,2,,,,0.0,1287853091290487,352769439489998,1287853086290487,,
1837539,4,17,3,197,20162,14,1,1,2,,,,0.0,1287853094290487,352769439489998,1287853086290487,,
1837509,4,17,3,197,20084,11,1,1,2,,,,0.0,1287854282290487,352769441489998,1287854275290487,,
1837509,4,17,3,197,20084,14,1,1,2,,,,0.0,1287854285290487,352769441489998,1287854275290487,,
1916056,5,18,4,89,20085,14,1,1,3,,,,0.0,1287855393290487,352769443489998,1287855258290487,,
1916056,5,18,4,89,20085,12,1,1,3,,,,0.0,1287856306290487,352769443489998,1287855258290487,,
1916239,5,18,4,89,20090,12,1,1,2,,,,0.0,1287852510290487,352769444489998,1287852502290487,,
1917627,5,18,4,127,20118,13,1,1,2,,,,0.0,1287855512290487,352769445489998,1287855259290487,,
1857666,1,17,3,31,21781,11,1,1,2,,,,0.0,785698638290487,352769452489998,785698635290487,,
1856845,1,17,3,31,23251,1,1,1,2,,,,0.0,785696544290487,352769453489998,785696541290487,785696541290487.0,
1856865,1,17,3,31,23285,1,1,1,2,,,,0.0,785698037290487,352769454489998,785698032290487,785698032290487.0,
1856865,1,17,3,31,23285,13,1,1,2,,,,0.0,785698040290487,352769454489998,785698032290487,,
1857035,1,17,3,31,23466,11,1,1,2,,,,0.0,785694786290487,352769456489998,785694777290487,,
1857035,1,17,3,31,23466,12,1,1,2,,,,0.0,785694787290487,352769456489998,785694777290487,,
1857014,1,17,3,31,23487,14,1,1,2,,,,0.0,785698658290487,352769457489998,785698652290487,,
1857087,1,17,3,31,23522,1,1,1,2,,,,0.0,785696629290487,352769459489998,785696623290487,785696623290487.0,
1857087,1,17,3,31,23522,14,1,1,2,,,,0.0,785696631290487,352769459489998,785696623290487,,
1852338,4,17,3,31,20142,1,1,1,2,,,,0.0,942212176290487,352769461489998,942212171290487,942212171290487.0,
1857876,1,17,3,31,22132,11,1,1,2,,,,0.0,785694848290487,352769463489998,785694840290487,,
1858000,1,17,3,31,22332,1,1,1,2,,,,0.0,785696678290487,352769464489998,785696672290487,785696672290487.0,
1858000,1,17,3,31,22332,14,1,1,2,,,,0.0,785696682290487,352769464489998,785696672290487,,
1855687,1,17,3,31,22151,1,1,1,2,,,,0.0,785694067290487,352769465489998,785694064290487,785694064290487.0,
1855687,1,17,3,31,22151,13,1,1,2,,,,0.0,785694070290487,352769465489998,785694064290487,,
1857855,1,17,3,31,22099,14,2,2,2,,,,0.0,785694116290487,352769466489998,785694108290487,,
1856872,1,17,3,31,23278,12,1,1,2,,,,0.0,785694169290487,352769470489998,785694164290487,,
1852320,8,17,3,31,20137,1,1,1,4,2.0,,,,942211433290487,352769472489998,942211430290487,942211430290487.0,
1852499,4,17,3,31,20009,1,1,1,2,,,,0.0,1092692158290487,352769473489998,1092687315290487,1092687315290487.0,
1852499,4,17,3,31,20009,11,1,1,2,,,,0.0,1092693160290487,352769473489998,1092687315290487,,
1837453,4,17,3,197,20077,13,1,1,2,,,,0.0,942212203290487,352769475489998,942212196290487,,
1852483,4,17,3,31,20042,1,1,1,2,,,,0.0,942211710290487,352769477489998,942211709290487,942211709290487.0,
1852406,4,17,3,31,20175,1,1,1,2,,,,0.0,942210840290487,352769478489998,942210835290487,942210835290487.0,
1852507,4,17,3,31,20070,11,1,1,2,,,,0.0,942210894290487,352769479489998,942210890290487,,
1852418,4,17,3,31,20018,13,1,1,2,,,,0.0,942211485290487,352769481489998,942211479290487,,
1796307,4,17,3,97,20079,14,1,1,2,,,,0.0,1092695683290487,352769486489998,1092687381290487,,
1796307,4,17,3,97,20079,11,1,1,2,,,,0.0,1092693106290487,352769486489998,1092687381290487,,
1852371,4,17,3,31,20083,13,1,1,1,,0.0,0.0,0.0,942210934290487,352769487489998,942210929290487,,
1795838,4,17,3,89,20052,1,1,1,1,,0.0,0.0,0.0,942211612290487,352769490489998,942211611290487,942211611290487.0,
1795838,4,17,3,89,20052,13,1,1,1,,0.0,0.0,0.0,942211615290487,352769490489998,942211611290487,,
1796356,4,17,3,97,20060,13,1,1,2,,,,1.9,942211414290487,352769498489998,942211409290487,,
1795842,4,17,3,89,20031,12,1,1,2,,,,0.0,942212313290487,352769500489998,942212305290487,,
1797391,4,17,3,111,20005,13,1,1,2,,,,0.0,1092694943290487,352769501489998,1092687166290487,,
1797391,4,17,3,111,20005,14,1,1,2,,,,0.0,1092695642290487,352769501489998,1092687166290487,,
1853026,4,17,3,43,20018,12,2,2,2,,,,0.0,942211767290487,352769502489998,942211762290487,,
1795882,4,17,3,89,20042,14,1,1,1,,0.0,0.0,0.0,942211800290487,352769505489998,942211795290487,,
1917860,5,18,4,127,20001,1,1,1,2,,,,0.0,942231630290487,352769507489998,942231627290487,942231627290487.0,
1916222,6,18,4,89,20048,11,1,1,2,,,,0.0,942231668290487,352769508489998,942231665290487,,
1916222,6,18,4,89,20048,14,1,1,2,,,,0.0,942231671290487,352769508489998,942231665290487,,
1856495,1,17,3,31,22840,1,1,1,2,,,,0.0,785695751290487,352769515489998,785695747290487,785695748290487.0,
1852381,4,17,3,31,20021,1,1,1,2,,,,0.0,942082312290487,352769517489998,942082306290487,942082306290487.0,
1856986,1,17,3,31,23407,13,1,1,2,,,,0.0,785693241290487,352769519489998,785693233290487,,
1856866,1,17,3,31,23284,13,1,1,2,,,,0.0,785694916290487,352769520489998,785694906290487,,
1857032,1,17,3,31,23469,1,1,1,2,,,,0.0,785694214290487,352769522489998,785694207290487,785694208290487.0,
1857032,1,17,3,31,23469,11,1,1,2,,,,0.0,785694215290487,352769522489998,785694207290487,,
1857761,1,17,3,31,22009,11,1,1,2,,,,0.0,785693305290487,352769525489998,785693300290487,,
1857754,1,17,3,31,22016,11,1,1,2,,,,0.0,785693337290487,352769527489998,785693331290487,,
1857766,1,17,3,31,22004,12,1,1,2,,,,0.0,785693376290487,352769528489998,785693368290487,,
1857118,1,17,3,31,23545,14,1,1,2,,,,0.0,785698177290487,352769529489998,785698171290487,,
1857093,1,17,3,31,23516,13,1,1,2,,,,0.0,785697682290487,352769530489998,785697671290487,,
1852340,4,17,3,31,20124,12,1,1,2,,,,0.0,942083295290487,352769533489998,942083289290487,,
1856927,1,17,3,31,23331,13,1,1,2,,,,0.0,785693424290487,352769536489998,785693415290487,,
1855516,1,17,3,31,23403,12,1,1,1,,3.0,0.0,0.0,785694953290487,352769539489998,785694945290487,,
1855516,1,17,3,31,23403,13,1,1,1,,3.0,0.0,0.0,785694954290487,352769539489998,785694945290487,,
1857355,1,17,3,31,23807,12,1,1,2,,,,0.0,785697021290487,352769541489998,785697014290487,,
1852356,4,17,3,31,20168,12,1,1,2,,,,0.0,1092693840290487,352769544489998,1092686605290487,,
1852343,4,17,3,31,20029,11,1,1,2,,,,0.0,942083855290487,352769545489998,942083848290487,,
1852343,4,17,3,31,20029,12,1,1,2,,,,0.0,942083856290487,352769545489998,942083848290487,,
1852990,4,17,3,43,20043,13,1,1,2,,,,0.0,942083595290487,352769548489998,942083588290487,,
1853018,4,17,3,43,20001,1,1,1,2,,,,0.0,942082346290487,352769549489998,942082342290487,942082342290487.0,
1853018,4,17,3,43,20001,11,1,1,2,,,,0.0,942082347290487,352769549489998,942082342290487,,
1796285,4,17,3,97,20044,14,1,1,2,,,,0.0,942084840290487,352769553489998,942084833290487,,
1852474,4,17,3,31,20039,1,1,1,1,,1.0,0.0,0.0,942083323290487,352769554489998,942083320290487,942083320290487.0,
1852474,4,17,3,31,20039,13,1,1,1,,1.0,0.0,0.0,942083326290487,352769554489998,942083320290487,,
1852437,4,17,3,31,20131,12,1,1,2,,,,0.0,942084871290487,352769555489998,942084864290487,,
1856903,1,17,3,31,23301,13,1,1,2,,,,0.0,491758826126144,352769752489998,491758821126144,,
1857349,1,17,3,31,23813,12,1,1,2,,,,0.0,491758851126144,352769753489998,491758847126144,,
1852374,4,17,3,31,20055,11,1,1,2,,,,0.0,491758873126144,352769754489998,491758871126144,,
1852493,4,17,3,31,20105,1,1,1,2,,,,0.0,491758910126144,352769756489998,491758909126144,491758909126144.0,
1852425,4,17,3,31,20183,12,1,1,2,,,,0.0,491759140126144,352769759489998,491759137126144,,
1852405,4,17,3,31,20061,13,1,1,2,,,,0.0,491759190126144,352769761489998,491759186126144,,
1796291,4,17,3,97,20032,13,1,1,2,,,,0.0,491759251126144,352769764489998,491759247126144,,
1852370,5,17,3,31,20112,13,1,1,2,,,,0.0,491759309126144,352769766489998,491759305126144,,
1852370,5,17,3,31,20112,14,1,1,2,,,,0.0,491759310126144,352769766489998,491759305126144,,
1796301,4,17,3,97,20087,1,1,1,2,,,,0.0,491759370126144,352769767489998,491759369126144,491759369126144.0,
1852453,4,17,3,31,20206,13,1,1,2,,,,0.0,491759494126144,352769769489998,491759490126144,,
1852996,4,17,3,43,20048,11,1,1,2,,,,0.0,491759507126144,352769770489998,491759505126144,,
1852996,4,17,3,43,20048,13,1,1,2,,,,0.0,491759509126144,352769770489998,491759505126144,,
1852996,4,17,3,43,20048,14,1,1,2,,,,0.0,491759510126144,352769770489998,491759505126144,,
1852993,4,17,3,43,20011,11,1,1,2,,,,0.0,491759589126144,352769772489998,491759587126144,,
1852993,4,17,3,43,20011,14,1,1,2,,,,0.0,491759592126144,352769772489998,491759587126144,,
1853019,4,17,3,43,20045,11,1,1,2,,,,0.0,491759602126144,352769773489998,491759600126144,,
1837445,4,17,3,197,20088,13,1,1,1,,6.0,158.0,0.0,491757122126144,352769774489998,491757118126144,,
1837561,4,17,3,197,20017,13,1,1,2,,,,0.0,491757245126144,352769775489998,491757242126144,,
1837561,4,17,3,197,20017,14,1,1,2,,,,0.0,491757246126144,352769775489998,491757242126144,,
1796329,4,17,3,97,20029,1,1,1,4,2.0,,,,491757295126144,352769777489998,491757294126144,491757294126144.0,
1796329,4,17,3,97,20029,12,1,1,4,2.0,,,,491757297126144,352769777489998,491757294126144,,
1852464,4,17,3,31,20154,12,1,1,2,,,,0.0,491757309126144,352769778489998,491757306126144,,
1795840,4,17,3,89,20025,12,1,1,2,,,,0.0,491757327126144,352769779489998,491757324126144,,
1837515,4,17,3,197,20011,1,1,1,2,,,,0.0,491757444126144,352769783489998,491757443126144,491757443126144.0,
1837515,4,17,3,197,20011,11,1,1,2,,,,0.0,491757445126144,352769783489998,491757443126144,,
1795853,4,17,3,89,20007,11,1,1,2,,,,0.0,491757464126144,352769784489998,491757461126144,,
1795853,4,17,3,89,20007,13,1,1,2,,,,0.0,491757466126144,352769784489998,491757461126144,,
1795853,4,17,3,89,20007,14,1,1,2,,,,0.0,491757467126144,352769784489998,491757461126144,,
1854673,1,17,3,31,23588,11,1,1,2,,,,0.0,478151270489998,352769827489998,478151268489998,,
1855296,1,17,3,31,24544,11,1,1,2,,,,0.0,478151290489998,352769828489998,478151287489998,,
1852341,4,17,3,31,20182,13,1,1,2,,,,0.0,478151406489998,352769831489998,478151402489998,,
1837440,4,17,3,197,20071,1,1,1,2,,,,0.0,478151441489998,352769832489998,478151440489998,478151440489998.0,
1852402,4,17,3,31,20005,14,1,1,2,,,,0.0,478151516489998,352769834489998,478151511489998,,
1796363,4,17,3,97,20035,13,1,1,2,,,,0.0,478151615489998,352769837489998,478151611489998,,
1796363,4,17,3,97,20035,14,1,1,2,,,,0.0,478151616489998,352769837489998,478151611489998,,
1796375,4,17,3,97,20011,12,2,2,2,,,,0.0,478151660489998,352769839489998,478151656489998,,
1796375,4,17,3,97,20011,13,2,2,2,,,,0.0,478151661489998,352769839489998,478151656489998,,
1796340,4,17,3,97,20080,13,1,1,1,,10.0,265.0,0.0,478151753489998,352769840489998,478151747489998,,
1796340,4,17,3,97,20080,14,1,1,1,,10.0,265.0,0.0,478151754489998,352769840489998,478151747489998,,
1852438,4,17,3,31,20171,11,1,1,1,,0.0,0.0,0.0,479490891489998,352769844489998,479490889489998,,
1796321,4,17,3,97,20053,13,1,1,3,,,,0.0,478151944489998,352769845489998,478151940489998,,
1795901,4,17,3,89,20038,13,1,1,2,,,,0.0,478151962489998,352769846489998,478151957489998,,
1795901,4,17,3,89,20038,14,1,1,2,,,,0.0,478151963489998,352769846489998,478151957489998,,
1852441,4,17,3,31,20087,12,1,1,2,,,,0.0,478152023489998,352769847489998,478151980489998,,
1852441,4,17,3,31,20087,13,1,1,2,,,,0.0,478152024489998,352769847489998,478151980489998,,
1852434,4,17,3,31,20014,11,2,2,2,,,,0.0,478152166489998,352769851489998,478152161489998,,
1837533,4,17,3,197,20006,1,1,1,2,,,,0.0,478152185489998,352769852489998,478152184489998,478152184489998.0,
1837559,4,17,3,197,20052,11,1,1,2,,,,0.0,478152275489998,352769855489998,478152273489998,,
1837504,4,17,3,197,20059,13,1,1,2,,,,0.0,478152295489998,352769856489998,478152291489998,,
1837504,4,17,3,197,20059,14,1,1,2,,,,0.0,478152296489998,352769856489998,478152291489998,,
1853039,5,17,3,43,20034,12,1,1,2,,,,0.0,478152329489998,352769858489998,478152325489998,,
1915163,5,18,4,127,20116,12,2,2,2,,,,0.0,478152450489998,352769862489998,478152445489998,,
1916049,5,18,4,89,20032,12,1,1,2,,,,0.0,478152481489998,352769863489998,478152478489998,,
1917892,5,18,4,89,20163,13,1,1,2,,,,0.0,478152514489998,352769865489998,478152510489998,,
1915125,5,18,4,127,20043,12,1,1,4,2.0,,,,478152620489998,352769868489998,478152617489998,,
1854651,2,17,3,31,23232,14,1,1,2,,,,0.0,942083686290487,559740535126144,942083677290487,,352769800489998.0
1856933,2,17,3,31,23379,13,1,1,2,,,,0.0,942083956290487,559740539126144,942083947290487,,352769826489998.0
1857695,2,17,3,31,21833,11,1,1,2,,,,0.0,942083730290487,559740543126144,942083725290487,,352769802489998.0
1857047,2,17,3,31,23508,14,1,1,2,,,,0.0,942082717290487,559740545126144,942082706290487,,352769810489998.0
1857694,2,17,3,31,21834,12,1,1,2,,,,0.0,942084393290487,559740547126144,942084385290487,,352769803489998.0
1857696,2,17,3,31,21832,13,1,1,2,,,,0.0,942083787290487,559740555126144,942083779290487,,352769804489998.0
1857880,3,17,3,31,22128,11,1,1,4,2.0,,,,942085115290487,559740565126144,942085112290487,,352769816489998.0
1857880,3,17,3,31,22128,13,1,1,4,2.0,,,,942085117290487,559740565126144,942085112290487,,352769816489998.0
1797322,4,17,3,111,20109,1,1,1,2,,,,0.0,491757523126144,352769785489998,491757521126144,491757521126144.0,
1795846,4,17,3,89,20032,13,1,1,2,,,,0.0,491757568126144,352769787489998,491757563126144,,
1837522,4,17,3,197,20202,14,1,1,2,,,,0.0,491757588126144,352769788489998,491757583126144,,
1837569,4,17,3,197,20029,14,1,1,2,,,,0.2,491757612126144,352769789489998,491757607126144,,
1917629,4,18,4,89,20011,12,1,1,2,,,,0.0,528824595126144,352769792489998,528824592126144,,
1916233,4,18,4,89,20152,14,1,1,2,,,,0.0,528824645126144,352769793489998,528824640126144,,
1915181,4,18,4,127,20025,12,1,1,2,,,,0.0,528824658126144,352769794489998,528824655126144,,
1852336,4,17,3,31,20201,12,1,1,2,,,,0.0,491757665126144,352769795489998,491757662126144,,
1852336,4,17,3,31,20201,13,1,1,2,,,,0.0,491757666126144,352769795489998,491757662126144,,
1854651,1,17,3,31,23232,1,1,1,2,,,,0.0,478150005489998,352769800489998,478150003489998,478150003489998.0,
1859375,1,17,3,31,21803,1,1,1,2,,,,0.0,478150638489998,352769805489998,478150635489998,478150635489998.0,
1856965,1,17,3,31,23428,1,1,1,2,,,,0.0,478150662489998,352769806489998,478150660489998,478150660489998.0,
1852392,4,17,3,31,20205,12,1,1,2,,,,0.0,478150720489998,352769809489998,478150716489998,,
1857047,1,17,3,31,23508,13,1,1,2,,,,0.0,478150746489998,352769810489998,478150742489998,,
1857773,1,17,3,31,22051,1,1,1,2,,,,0.0,478150879489998,352769813489998,478150878489998,478150878489998.0,
1857790,1,17,3,31,22034,1,1,1,2,,,,0.0,478150897489998,352769814489998,478150896489998,478150896489998.0,
1857880,1,17,3,31,22128,1,1,1,2,,,,0.0,478150945489998,352769816489998,478150943489998,478150943489998.0,
1857074,1,17,3,31,23535,1,1,1,2,,,,0.0,478150984489998,352769817489998,478150982489998,478150982489998.0,
1857748,1,17,3,31,22022,1,1,1,2,,,,0.0,478151011489998,352769818489998,478151009489998,478151009489998.0,
1857721,2,17,3,31,21968,13,1,1,2,,,,0.0,942082788290487,559740569126144,942082779290487,,352769823489998.0
1857773,2,17,3,31,22051,14,1,1,2,,,,0.0,1092695322290487,559740573126144,1092686770290487,,352769813489998.0
1855296,2,17,3,31,24544,13,1,1,2,,,,0.0,1092694563290487,559740577126144,1092686621290487,,352769828489998.0
1856790,2,17,3,31,23171,12,1,1,2,,,,0.0,942085213290487,559740579126144,942085208290487,,352769825489998.0
1855684,2,17,3,31,22154,14,1,1,3,,,,0.0,1092695488290487,559740587126144,1092686744290487,,352769824489998.0
1855684,2,17,3,31,22154,1,1,1,3,,,,0.0,1092690692290487,559740587126144,1092686744290487,1092686744290487.0,352769824489998.0
1857725,3,17,3,31,21964,13,1,1,2,,,,0.0,942231119290487,781816978290487,942231114290487,,352769747489998.0
1857735,2,17,3,31,21954,11,1,1,2,,,,0.0,942231784290487,781816981290487,942231780290487,,352769744489998.0
1857735,2,17,3,31,21954,12,1,1,2,,,,0.0,942231785290487,781816981290487,942231780290487,,352769744489998.0
1857843,2,17,3,31,22111,1,1,1,2,,,,0.0,942230878290487,781816987290487,942230876290487,942230876290487.0,352769750489998.0
1857843,2,17,3,31,22111,11,1,1,2,,,,0.0,942230879290487,781816987290487,942230876290487,,352769750489998.0
1857710,2,17,3,31,21939,1,1,1,2,,,,0.0,942231226290487,781816990290487,942231225290487,942231225290487.0,352769739489998.0
1857000,2,17,3,31,23447,1,1,1,2,,,,0.0,942231429290487,781816996290487,942231427290487,942231427290487.0,352769735489998.0
1857797,2,17,3,31,22027,11,1,1,2,,,,0.0,942231275290487,781816999290487,942231268290487,,352769736489998.0
1857868,2,17,3,31,22140,14,2,2,2,,,,0.0,942231044290487,781817008290487,942231032290487,,352769748489998.0
1857870,2,17,3,31,22138,12,1,1,2,,,,0.0,942231074290487,781817011290487,942231069290487,,352769745489998.0
1857071,2,17,3,31,23538,1,1,1,2,,,,0.0,942231362290487,781817020290487,942231356290487,942231356290487.0,352769742489998.0
1857071,2,17,3,31,23538,11,1,1,2,,,,0.0,942231363290487,781817020290487,942231356290487,,352769742489998.0
1856805,2,17,3,31,23210,12,1,1,2,,,,0.0,942231507290487,781817023290487,942231503290487,,352769722489998.0
1856803,2,17,3,31,23212,13,1,1,2,,,,0.0,942231901290487,781817025290487,942231893290487,,352769729489998.0
1857002,2,17,3,31,23445,13,1,1,2,,,,0.0,942230733290487,781817028290487,942230728290487,,352769734489998.0
1857693,2,17,3,31,21835,13,1,1,2,,,,0.0,942231196290487,781817031290487,942231189290487,,352769728489998.0
1857703,2,17,3,31,21825,14,1,1,2,,,,0.0,942230758290487,781817034290487,942230751290487,,352769730489998.0
1856846,2,17,3,31,23250,14,1,1,2,,,,0.0,942230790290487,781817037290487,942230782290487,,352769732489998.0
1856828,2,17,3,31,23268,12,1,1,2,,,,0.0,942230817290487,781817040290487,942230812290487,,352769726489998.0
1856814,2,17,3,31,23201,14,1,1,2,,,,0.0,942231099290487,781817052290487,942231093290487,,352769723489998.0
1854662,2,17,3,31,23221,13,1,1,2,,,,0.0,942231535290487,781817055290487,942231527290487,,352769725489998.0
1856903,2,17,3,31,23301,1,1,1,2,,,,0.0,942231601290487,781817058290487,942231595290487,942231595290487.0,352769752489998.0
1856903,2,17,3,31,23301,14,1,1,2,,,,0.0,942231605290487,781817058290487,942231595290487,,352769752489998.0
1857349,2,17,3,31,23813,12,1,1,2,,,,0.0,942231931290487,781817061290487,942231923290487,,352769753489998.0
1856954,3,17,3,31,23358,11,1,1,2,,,,0.0,942231003290487,781817064290487,942230998290487,,352769751489998.0
1857750,2,17,3,31,22020,12,1,1,2,,,,0.0,1287853189290487,992948010290487,1287853180290487,,352769678489998.0
1857806,2,17,3,31,22075,11,1,1,2,,,,0.0,1287853506290487,992948013290487,1287853498290487,,352769680489998.0
1857778,2,17,3,31,22046,11,1,1,2,,,,0.0,1287853558290487,992948016290487,1287853553290487,,352769674489998.0
1857636,3,17,3,31,21757,13,1,1,2,,,,0.0,1287852671290487,992948019290487,1287852666290487,,352769669489998.0
1854876,2,17,3,31,22214,11,1,1,2,,,,0.0,1287852712290487,992948025290487,1287852702290487,,352769679489998.0
1857771,2,17,3,31,22053,11,2,2,2,,,,0.0,1287854340290487,992948034290487,1287854332290487,,352769673489998.0
1856854,2,17,3,31,23296,12,1,1,2,,,,0.0,1287854135290487,992948040290487,1287854127290487,,352769664489998.0
1857043,2,17,3,31,23512,1,1,1,2,,,,0.0,1287853621290487,992948052290487,1287853618290487,1287853619290487.0,352769665489998.0
1857043,2,17,3,31,23512,13,1,1,2,,,,0.0,1287853624290487,992948052290487,1287853618290487,,352769665489998.0
1856785,2,17,3,31,23176,14,1,1,2,,,,0.0,1287854177290487,992948070290487,1287854167290487,,352769662489998.0
1837506,4,17,3,197,20116,13,1,1,2,,,,0.0,942084911290487,352769558489998,942084906290487,,
1837520,4,17,3,197,20096,13,1,1,2,,,,0.0,942084568290487,352769560489998,942084560290487,,
1789890,4,17,3,63,20048,13,1,1,2,,,,1.5,942083429290487,352769561489998,942083424290487,,
1852497,4,17,3,31,20111,12,1,1,4,2.0,,,,942083451290487,352769566489998,942083446290487,,
1852414,4,17,3,31,20067,11,1,1,2,,,,0.0,707805432126144,352769694489998,707805429126144,,
1852414,4,17,3,31,20067,13,1,1,2,,,,0.0,707805434126144,352769694489998,707805429126144,,
1852511,4,17,3,31,20152,1,1,1,2,,,,0.0,707806407126144,352769698489998,707806401126144,707806401126144.0,
1852511,4,17,3,31,20152,12,1,1,2,,,,0.0,707806409126144,352769698489998,707806401126144,,
1852511,4,17,3,31,20152,13,1,1,2,,,,0.0,707806410126144,352769698489998,707806401126144,,
1852511,4,17,3,31,20152,14,2,2,2,,,,0.0,707806411126144,352769698489998,707806402126144,,
1852376,4,17,3,31,20135,14,1,1,2,,,,0.0,707807158126144,352769699489998,707807152126144,,
1852377,4,17,3,31,20102,13,1,1,2,,,,0.0,707806449126144,352769700489998,707806445126144,,
1796319,4,17,3,97,20026,13,1,1,2,,,,0.0,707807185126144,352769701489998,707807178126144,,
1853016,4,17,3,43,20010,11,1,1,2,,,,0.0,707806271126144,352769706489998,707806268126144,,
1797317,4,17,3,111,20019,12,1,1,2,,,,0.0,707805760126144,352769712489998,707805755126144,,
1797333,4,17,3,111,20050,11,1,1,2,,,,0.0,707806963126144,352769713489998,707806960126144,,
1797333,4,17,3,111,20050,14,1,1,2,,,,0.0,707806966126144,352769713489998,707806960126144,,
1837523,4,17,3,197,20124,12,2,2,2,,,,0.0,707806505126144,352769714489998,707806494126144,,
1915915,4,18,4,89,20076,11,1,1,4,2.0,,,,707807423126144,352769715489998,707807417126144,,
1915883,4,18,4,127,20048,12,1,1,1,,38.0,205.0,0.0,707805966126144,352769716489998,707805962126144,,
1915883,4,18,4,127,20048,13,1,1,1,,38.0,205.0,0.0,707805967126144,352769716489998,707805962126144,,
1915883,4,18,4,127,20048,14,1,1,1,,38.0,205.0,0.0,707805968126144,352769716489998,707805962126144,,
1915979,4,18,4,89,29990,13,1,1,2,,,,0.0,707806985126144,352769717489998,707806980126144,,
1854642,1,17,3,31,23241,1,1,1,2,,,,0.0,491757893126144,352769721489998,491757891126144,491757891126144.0,
1854642,1,17,3,31,23241,14,1,1,2,,,,0.0,491757897126144,352769721489998,491757891126144,,
1856805,1,17,3,31,23210,12,1,1,2,,,,0.0,491757936126144,352769722489998,491757933126144,,
1856814,1,17,3,31,23201,14,1,1,2,,,,0.0,491757954126144,352769723489998,491757949126144,,
